assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,total_points_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5
0,0,12,0,22.8,621,0.02,0.02,0.0,1.28,61,5,0,3.1,6.2,2023-09-30,85,2,0,0,0,0,7,0,1653,1,1,6,2.0,2,26,164,138,4.5,False,0,621,,,Jack Hinshelwood,0,0,0.0,90,DMC,Aston Villa,Brighton,6,1,21955,2023,614307,0.1124020814895629,0,2,0,0.0,0.4713628888130188,0.3589608073234558,11269,Brighton,Jack Hinshelwood,Jack Hinshelwood,2,4,7,0.7,MID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,2,0,1.4,621,0.04,0.04,0.0,1.48,128,1,0,1.0,8.8,2023-11-25,55,16,0,0,0,0,13,0,2088,0,3,2,0.0,1,-18,81,99,4.5,False,0,621,,,Jack Hinshelwood,0,0,0.0,56,Sub,Nottingham Forest,Brighton,2,3,22022,2023,624957,0.0,0,0,0,0.0,0.0,0.0,11269,Brighton,Jack Hinshelwood,Jack Hinshelwood,2,2,13,0.3,MID,0.0,0.02,0.02,0.0,1.28,5.0,0.0,3.1,6.2,22.8,2.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,2.0,0.0,0.0,0.0,0.11,0.0,0.0,2.0,0.0,0.0,0.47,0.36,0.7,0.0,0.01,0.01,0.0,0.43,1.67,0.0,1.03,2.07,7.6,0.67,28.33,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,2.0,0.67,0.0,0.0,0.0,0.04,0.0,0.0,0.67,0.0,0.0,0.16,0.12,0.23,0.0,0.0,0.0,0.0,0.26,1.0,0.0,0.62,1.24,4.56,0.4,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.2,0.4,0.0,0.0,0.0,0.02,0.0,0.0,0.4,0.0,0.0,0.09,0.07,0.14
0,0,2,0,1.8,621,0.01,0.01,0.0,1.11,135,2,0,0.4,2.4,2023-12-03,56,7,0,0,0,0,14,0,2111,1,2,3,0.0,0,2,73,71,4.5,False,1,621,,,Jack Hinshelwood,0,0,0.0,63,DL,Chelsea,Brighton,3,2,22029,2023,627254,0.0,0,0,0,0.0,0.0,0.0,11269,Brighton,Jack Hinshelwood,Jack Hinshelwood,2,3,14,0.2,MID,0.0,0.04,0.04,0.0,1.48,1.0,0.0,1.0,8.8,1.4,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.02,0.02,0.0,0.92,2.0,0.0,1.37,5.0,8.07,0.67,46.67,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.33,2.67,1.0,0.0,0.0,0.0,0.04,0.0,0.0,0.67,0.0,0.0,0.16,0.12,0.33,0.0,0.01,0.01,0.0,0.55,1.2,0.0,0.82,3.0,4.84,0.4,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,1.6,0.6,0.0,0.0,0.0,0.02,0.0,0.0,0.4,0.0,0.0,0.09,0.07,0.2
0,3,33,0,11.5,621,0.12,0.28,0.16,1.22,142,1,1,9.6,47.2,2023-12-06,72,4,0,0,0,0,15,0,2111,1,1,2,37.0,10,-10,53,63,4.5,True,0,621,,,Jack Hinshelwood,1,1,0.092943400144577,80,DR,Brighton,Brentford,2,1,22036,2023,627993,0.5398766994476318,0,1,1,0.092943400144577,0.8735654950141907,0.8735654950141907,11269,Brighton,Jack Hinshelwood,Jack Hinshelwood,2,3,15,2.8,MID,0.0,0.01,0.01,0.0,1.11,2.0,0.0,0.4,2.4,1.8,0.0,56.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.02,0.02,0.0,1.29,2.67,0.0,1.5,5.8,8.67,0.67,65.33,0.0,0.0,0.0,0.0,0.33,0.0,0.67,2.0,3.67,1.0,0.0,0.0,0.0,0.04,0.0,0.0,0.67,0.0,0.0,0.16,0.12,0.4,0.0,0.01,0.01,0.0,0.77,1.6,0.0,0.9,3.48,5.2,0.4,39.2,0.0,0.0,0.0,0.0,0.2,0.0,0.4,1.2,2.2,0.6,0.0,0.0,0.0,0.02,0.0,0.0,0.4,0.0,0.0,0.09,0.07,0.24
0,0,0,0,0.6,621,0.0,0.79,0.79,0.0,152,0,0,6.5,5.0,2023-12-09,31,6,0,0,0,0,16,0,5025,0,1,1,59.0,1,2660,2877,217,4.5,True,0,621,,,Jack Hinshelwood,0,4,0.9112690687179564,29,Sub,Brighton,Burnley,1,1,22046,2023,628703,0.0,0,0,0,0.9112690687179564,0.9412778615951538,0.0300088003277778,11269,Brighton,Jack Hinshelwood,Jack Hinshelwood,2,3,16,2.9,MID,0.0,0.12,0.28,0.16,1.22,1.0,1.0,9.6,47.2,11.5,37.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,10.0,1.0,1.0,0.09,0.54,0.0,0.0,1.0,1.0,0.09,0.87,0.87,2.8,0.0,0.06,0.11,0.05,1.27,1.33,0.33,3.67,19.47,4.9,12.33,61.0,0.0,0.0,0.0,0.0,0.33,0.0,0.67,2.0,2.33,3.67,0.33,0.33,0.03,0.18,0.0,0.0,0.33,0.33,0.03,0.29,0.29,1.1,0.0,0.04,0.07,0.03,1.02,1.8,0.2,2.82,12.92,7.5,7.8,53.6,0.0,0.0,0.0,0.0,0.2,0.0,0.6,1.4,2.6,2.6,0.2,0.2,0.02,0.13,0.0,0.0,0.6,0.2,0.02,0.27,0.25,0.8
0,0,9,0,1.6,621,0.02,0.18,0.16,1.81,161,2,0,3.4,11.8,2023-12-17,63,1,0,0,0,0,17,0,4603,0,0,2,21.0,2,-277,562,839,4.5,False,0,621,,,Jack Hinshelwood,0,2,0.1100304871797561,64,Sub,Arsenal,Brighton,2,0,22056,2023,630789,0.0,0,0,0,0.1100304871797561,0.1392696946859359,0.0292392056435346,11269,Brighton,Jack Hinshelwood,Jack Hinshelwood,2,5,17,2.3,MID,0.0,0.0,0.79,0.79,0.0,0.0,0.0,6.5,5.0,0.6,59.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,0.91,0.0,0.0,0.0,0.0,0.0,0.91,0.94,0.03,2.9,0.0,0.04,0.36,0.32,0.78,1.0,0.33,5.5,18.2,4.63,32.0,53.0,0.0,0.0,0.0,0.0,0.33,0.0,0.67,1.33,2.0,3.67,0.33,1.67,0.33,0.18,0.0,0.0,0.33,0.33,0.33,0.6,0.3,1.97,0.0,0.04,0.23,0.19,1.02,1.8,0.2,4.12,13.92,7.62,19.6,59.8,0.0,0.0,0.0,0.0,0.2,0.0,0.6,1.6,2.8,2.8,0.2,1.0,0.2,0.13,0.0,0.0,0.6,0.2,0.2,0.46,0.25,1.38
0,0,2,0,12.9,621,0.02,0.21,0.19,1.03,172,1,0,3.0,3.4,2023-12-21,74,8,0,0,0,0,18,0,4518,1,1,1,14.0,2,-146,393,539,4.5,False,0,621,,,Jack Hinshelwood,0,2,0.3897802531719208,77,DR,Crystal Palace,Brighton,1,1,22066,2023,632256,0.0555912405252456,0,1,0,0.3897802531719208,0.5010027885437012,0.0556313060224056,11269,Brighton,Jack Hinshelwood,Jack Hinshelwood,2,2,18,2.7,MID,0.0,0.02,0.18,0.16,1.81,2.0,0.0,3.4,11.8,1.6,21.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.14,0.03,2.3,0.0,0.05,0.42,0.37,1.01,1.0,0.33,6.5,21.33,4.57,39.0,55.33,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.67,1.67,4.33,0.33,2.33,0.37,0.18,0.0,0.0,0.33,0.33,0.37,0.65,0.31,2.67,0.0,0.04,0.26,0.22,1.12,1.2,0.2,4.18,15.04,3.38,23.4,55.4,0.0,0.0,0.0,0.0,0.2,0.0,0.4,1.4,2.0,2.8,0.2,1.4,0.22,0.11,0.0,0.0,0.2,0.2,0.22,0.39,0.19,1.7
0,2,28,0,1.2,621,0.0,0.33,0.33,2.48,184,2,1,6.1,42.4,2023-12-28,90,18,0,0,0,0,19,0,5125,1,2,4,17.0,9,499,907,408,4.5,True,0,621,,,Jack Hinshelwood,1,1,0.3345769047737121,90,DR,Brighton,Tottenham,4,2,22078,2023,633152,0.0,0,0,1,0.3345769047737121,0.4323855638504028,0.0978086590766906,11269,Brighton,Jack Hinshelwood,Jack Hinshelwood,3,3,19,4.0,MID,0.0,0.02,0.21,0.19,1.03,1.0,0.0,3.0,3.4,12.9,14.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,0.39,0.06,0.0,0.0,1.0,0.0,0.39,0.5,0.06,2.7,0.0,0.01,0.39,0.38,0.95,1.0,0.0,4.3,6.73,5.03,31.33,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.67,1.33,1.67,0.0,2.67,0.47,0.02,0.0,0.0,0.33,0.0,0.47,0.53,0.04,2.63,0.0,0.03,0.29,0.26,1.03,1.2,0.2,4.58,13.96,5.68,26.2,59.2,0.0,0.0,0.0,0.0,0.2,0.0,0.6,1.0,1.8,3.0,0.2,1.8,0.3,0.12,0.0,0.0,0.4,0.2,0.3,0.49,0.2,2.18
0,0,15,1,18.3,621,0.05,0.45,0.4,0.68,199,0,0,7.9,13.8,2024-01-02,90,19,0,0,0,0,20,0,8593,1,0,0,47.0,3,3310,3937,627,4.5,False,0,621,,,Jack Hinshelwood,0,3,0.2238186299800872,90,DR,West Ham,Brighton,0,0,22093,2023,633865,0.0667725354433059,0,1,0,0.2238186299800872,1.029305338859558,0.894977867603302,11269,Brighton,Jack Hinshelwood,Jack Hinshelwood,2,3,20,4.5,MID,0.0,0.0,0.33,0.33,2.48,2.0,1.0,6.1,42.4,1.2,17.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,9.0,1.0,1.0,0.33,0.0,0.0,0.0,0.0,1.0,0.33,0.43,0.1,4.0,0.0,0.01,0.24,0.23,1.77,1.67,0.33,4.17,19.2,5.23,17.33,75.67,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,2.33,4.33,0.33,1.67,0.28,0.02,0.0,0.0,0.33,0.33,0.28,0.36,0.06,3.0,0.0,0.03,0.36,0.33,1.31,1.2,0.4,5.72,21.96,5.56,29.6,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,2.0,4.8,0.4,2.0,0.37,0.12,0.0,0.0,0.4,0.4,0.37,0.58,0.22,2.94
0,0,13,1,38.7,621,0.07,0.07,0.0,1.38,204,0,0,5.7,8.0,2024-01-22,90,20,0,0,0,0,21,0,13805,1,0,0,10.0,3,5072,8842,3770,4.5,True,0,621,,,Jack Hinshelwood,0,0,0.0,90,DR,Brighton,Wolverhampton Wanderers,0,0,22095,2023,636490,0.0636078491806984,0,3,0,0.0,0.1633462011814117,0.1438614726066589,11269,Brighton,Jack Hinshelwood,Jack Hinshelwood,2,3,21,5.0,MID,1.0,0.05,0.45,0.4,0.68,0.0,0.0,7.9,13.8,18.3,47.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.22,0.07,0.0,0.0,1.0,0.0,0.22,1.03,0.89,4.5,0.33,0.02,0.33,0.31,1.4,1.0,0.33,5.67,19.87,10.8,26.0,84.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.67,4.67,0.33,2.0,0.32,0.04,0.0,0.0,0.67,0.33,0.32,0.65,0.35,3.73,0.2,0.02,0.39,0.37,1.2,1.0,0.2,5.38,15.28,6.92,31.6,69.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,1.6,3.4,0.2,2.4,0.39,0.02,0.0,0.0,0.4,0.2,0.39,0.61,0.22,3.28
