assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,total_points_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5
0,0,7,1,9.5,354,0.04,0.13,0.09,0.29,16,0,0,4.1,12.6,2023-08-19,90,15,0,0,0,0,2,0,425129,1,0,1,19.0,3,-97274,13903,111177,7.4,True,0,354,,,0,3,0.1740645170211792,90,AML,Manchester City,Newcastle United,1,0,22291,2023,605563,0.0,0,0,0,0.1740645170211792,0.5557687878608704,0.4920039176940918,675,Manchester City,Jack Grealish,Jack Grealish,3,5,2,2.0,MID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,33,0,73.9,354,0.47,0.76,0.29,0.73,30,1,0,13.9,31.8,2023-08-27,90,17,0,0,0,0,3,0,388414,1,2,1,33.0,7,-51505,16674,68179,7.4,False,0,354,,,0,2,0.200229212641716,90,AML,Sheffield United,Manchester City,1,2,22303,2023,607492,0.7501034736633301,1,6,0,0.200229212641716,1.5832282304763794,0.7117739915847778,675,Manchester City,Jack Grealish,Jack Grealish,5,2,3,4.8,MID,1.0,0.04,0.13,0.09,0.29,0.0,0.0,4.1,12.6,9.5,19.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,3.0,0.17,0.0,0.0,0.0,0.0,0.0,0.17,0.56,0.49,2.0,0.33,0.01,0.04,0.03,0.1,0.0,0.0,1.37,4.2,3.17,6.33,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,1.0,0.0,1.0,0.06,0.0,0.0,0.0,0.0,0.0,0.06,0.19,0.16,0.67,0.2,0.01,0.03,0.02,0.06,0.0,0.0,0.82,2.52,1.9,3.8,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.6,0.0,0.6,0.03,0.0,0.0,0.0,0.0,0.0,0.03,0.11,0.1,0.4
0,0,-1,0,0.3,354,0.0,0.0,0.0,0.08,59,0,0,0.0,0.0,2023-09-23,3,16,0,0,0,0,6,0,197988,0,0,2,0.0,0,-54862,520,55382,7.3,True,1,354,,,0,0,0.0,1,Sub,Manchester City,Nottingham Forest,2,0,21946,2023,612160,0.0,0,0,0,0.0,0.0,0.0,675,Manchester City,Jack Grealish,Jack Grealish,2,5,6,2.1,MID,0.0,0.47,0.76,0.29,0.73,1.0,0.0,13.9,31.8,73.9,33.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,7.0,0.0,2.0,0.2,0.75,1.0,1.0,6.0,0.0,0.2,1.58,0.71,4.8,0.33,0.17,0.3,0.13,0.34,0.33,0.0,6.0,14.8,27.8,17.33,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.67,0.67,3.33,0.0,1.67,0.12,0.25,0.33,0.33,2.0,0.0,0.12,0.71,0.4,2.27,0.2,0.1,0.18,0.08,0.2,0.2,0.0,3.6,8.88,16.68,10.4,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,2.0,0.0,1.0,0.07,0.15,0.2,0.2,1.2,0.0,0.07,0.43,0.24,1.36
0,0,2,0,12.4,354,0.03,0.03,0.0,0.0,70,0,0,2.3,2.2,2023-09-30,10,20,0,0,0,0,7,0,190817,0,1,2,8.0,1,-9736,5032,14768,7.3,False,0,354,,,0,0,0.0,7,Sub,Wolverhampton Wanderers,Manchester City,2,1,21961,2023,614626,0.0721239447593689,0,1,0,0.0,0.087207406759262,0.0150834629312157,675,Manchester City,Jack Grealish,Jack Grealish,5,2,7,1.3,MID,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.3,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.33,0.17,0.3,0.13,0.37,0.33,0.0,6.0,14.8,27.9,17.33,61.0,0.0,0.0,0.0,0.0,0.33,0.0,0.67,0.67,1.33,3.33,0.0,1.67,0.12,0.25,0.33,0.33,2.0,0.0,0.12,0.71,0.4,2.97,0.2,0.1,0.18,0.08,0.22,0.2,0.0,3.6,8.88,16.74,10.4,36.6,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.4,0.8,2.0,0.0,1.0,0.07,0.15,0.2,0.2,1.2,0.0,0.07,0.43,0.24,1.78
0,0,7,0,2.6,354,0.01,0.01,0.0,0.0,86,0,0,1.4,9.0,2023-10-21,15,5,0,0,0,0,9,0,180600,0,1,2,2.0,0,-6192,2351,8543,7.3,True,1,354,,,0,0,0.0,11,Sub,Manchester City,Brighton,2,1,21980,2023,618136,0.0,0,0,0,0.0,0.0,0.0,675,Manchester City,Jack Grealish,Jack Grealish,2,5,9,1.3,MID,0.0,0.03,0.03,0.0,0.0,0.0,0.0,2.3,2.2,12.4,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.07,0.0,0.0,1.0,0.0,0.0,0.09,0.02,1.3,0.0,0.17,0.26,0.1,0.27,0.33,0.0,5.4,11.33,28.87,13.67,34.33,0.0,0.0,0.0,0.0,0.33,0.0,0.33,1.0,1.67,2.67,0.0,0.67,0.07,0.27,0.33,0.33,2.33,0.0,0.07,0.56,0.24,2.73,0.2,0.11,0.18,0.08,0.22,0.2,0.0,4.06,9.32,19.22,12.0,38.6,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.6,1.2,2.2,0.0,1.0,0.07,0.16,0.2,0.2,1.4,0.0,0.07,0.45,0.24,2.04
0,0,14,1,19.1,354,0.41,0.58,0.17,1.03,98,0,0,6.7,9.2,2023-10-29,86,14,0,0,0,0,10,0,171801,1,3,0,39.0,3,-9621,771,10392,7.3,False,0,354,,,0,5,0.2626467049121856,90,AML,Manchester United,Manchester City,0,3,21992,2023,620744,0.5055721402168274,0,1,0,0.2626467049121856,2.033247709274292,1.7931363582611084,675,Manchester City,Jack Grealish,Jack Grealish,5,4,10,1.5,MID,0.0,0.01,0.01,0.0,0.0,0.0,0.0,1.4,9.0,2.6,2.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.01,0.01,0.0,0.03,0.0,0.0,1.23,3.73,5.1,3.33,9.33,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.67,2.0,0.33,0.0,0.0,0.0,0.02,0.0,0.0,0.33,0.0,0.0,0.03,0.01,1.57,0.2,0.11,0.19,0.08,0.22,0.2,0.0,4.34,11.12,19.74,12.4,41.6,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.8,1.6,2.2,0.0,1.0,0.07,0.16,0.2,0.2,1.4,0.0,0.07,0.45,0.24,2.3
0,0,-1,0,13.1,354,0.09,0.09,0.0,2.02,115,2,0,2.2,1.2,2023-11-12,31,7,0,0,0,0,12,0,168665,0,4,4,8.0,0,-4463,2247,6710,7.2,False,1,354,,,0,0,0.0,25,Sub,Chelsea,Manchester City,4,4,22009,2023,624168,0.086469180881977,0,1,0,0.0,0.1340413391590118,0.0475721508264541,675,Manchester City,Jack Grealish,Jack Grealish,5,3,12,2.0,MID,1.0,0.41,0.58,0.17,1.03,0.0,0.0,6.7,9.2,19.1,39.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,5.0,0.26,0.51,0.0,0.0,1.0,0.0,0.26,2.03,1.79,1.5,0.33,0.15,0.21,0.06,0.34,0.0,0.0,3.47,6.8,11.37,16.33,37.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,1.67,1.33,1.33,0.0,1.67,0.09,0.19,0.0,0.0,0.67,0.0,0.09,0.71,0.6,1.37,0.2,0.18,0.28,0.09,0.37,0.2,0.0,4.86,10.44,21.66,16.4,40.8,0.0,0.0,0.0,0.0,0.4,0.0,0.4,1.4,1.4,2.2,0.0,1.4,0.09,0.27,0.2,0.2,1.6,0.0,0.09,0.74,0.5,2.2
0,0,18,0,15.4,354,0.35,0.87,0.52,0.28,137,2,1,7.5,40.4,2023-12-03,38,18,0,0,0,0,14,0,164862,0,3,3,19.0,5,-3877,937,4814,7.2,True,1,354,,,1,1,0.4330612421035766,35,Sub,Manchester City,Tottenham,3,3,22031,2023,627552,0.1488239914178848,0,1,1,0.4330612421035766,0.5818852186203003,0.0,675,Manchester City,Jack Grealish,Jack Grealish,3,5,14,2.2,MID,0.0,0.09,0.09,0.0,2.02,2.0,0.0,2.2,1.2,13.1,8.0,31.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,1.0,0.0,0.0,0.13,0.05,2.0,0.33,0.17,0.23,0.06,1.02,0.67,0.0,3.43,6.47,11.6,16.33,44.0,0.0,0.0,0.0,0.0,0.67,0.0,0.33,2.67,2.0,1.0,0.0,1.67,0.09,0.2,0.0,0.0,0.67,0.0,0.09,0.72,0.61,1.6,0.2,0.11,0.14,0.03,0.63,0.4,0.0,2.52,4.32,9.5,11.4,29.0,0.0,0.0,0.0,0.0,0.6,0.0,0.2,1.8,2.0,0.8,0.0,1.0,0.05,0.13,0.0,0.0,0.6,0.0,0.05,0.45,0.37,1.64
0,3,35,0,19.4,354,0.39,0.81,0.42,0.33,156,1,1,9.5,41.8,2023-12-10,90,12,0,0,0,0,16,0,165707,1,2,1,34.0,10,3527,5835,2308,7.2,False,0,354,,,1,3,0.5497326850891113,90,AML,Luton,Manchester City,1,2,22050,2023,629349,0.4642439484596252,0,1,1,0.5497326850891113,1.3700867891311646,0.356110155582428,675,Manchester City,Jack Grealish,Jack Grealish,5,2,16,4.5,MID,0.0,0.35,0.87,0.52,0.28,2.0,1.0,7.5,40.4,15.4,19.0,38.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,5.0,1.0,1.0,0.43,0.15,0.0,0.0,1.0,1.0,0.43,0.58,0.0,2.2,0.33,0.28,0.51,0.23,1.11,1.33,0.33,5.47,16.93,15.87,22.0,51.67,0.0,0.0,0.0,0.0,0.67,0.0,0.33,3.33,2.33,2.67,0.33,2.0,0.23,0.25,0.0,0.0,1.0,0.33,0.23,0.92,0.61,1.9,0.2,0.18,0.32,0.14,0.67,0.8,0.2,4.02,12.4,12.52,15.2,36.0,0.0,0.0,0.0,0.0,0.6,0.0,0.2,2.4,2.2,1.8,0.2,1.2,0.14,0.16,0.0,0.0,0.8,0.2,0.14,0.57,0.37,1.66
0,1,30,0,31.5,354,0.04,0.43,0.39,1.82,167,2,1,9.4,43.0,2023-12-16,90,8,0,0,0,0,17,0,180188,1,2,2,19.0,8,11362,14397,3035,7.2,True,0,354,,,1,1,0.3580013811588287,90,AML,Manchester City,Crystal Palace,2,2,22061,2023,630306,0.0448220148682594,0,2,1,0.3580013811588287,0.8007791638374329,0.422342985868454,675,Manchester City,Jack Grealish,Jack Grealish,2,5,17,4.2,MID,0.0,0.39,0.81,0.42,0.33,1.0,1.0,9.5,41.8,19.4,34.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,10.0,1.0,3.0,0.55,0.46,0.0,0.0,1.0,1.0,0.55,1.37,0.36,4.5,0.0,0.28,0.59,0.31,0.88,1.67,0.67,6.4,27.8,15.97,20.33,53.0,0.0,0.0,0.0,0.0,0.67,0.0,0.33,3.0,2.67,5.0,0.67,1.33,0.33,0.23,0.0,0.0,1.0,0.67,0.33,0.7,0.13,2.9,0.2,0.25,0.47,0.22,0.73,1.0,0.4,5.46,20.32,13.92,20.4,52.0,0.0,0.0,0.0,0.0,0.6,0.0,0.4,2.6,2.0,3.6,0.4,1.8,0.25,0.24,0.0,0.0,0.8,0.4,0.25,0.82,0.44,2.3
