assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,pts_bps,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,pts_bps_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,pts_bps_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,pts_bps_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5
0,0,3,0,0.0,360,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,2023-08-11,1,6,0,0,0,0,1,0,3184,0,3,0,0.0,1,0,0,0,4.5,False,0,360,,,James McAtee,0,0,0.0,1,Sub,Burnley,Manchester City,0,3,22275,2023,603633,0.0,0,0,0,0.0,0.0,0.0,22275,Manchester City,James McAtee,James McAtee,5,2,1,2.5,MID,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,7,1,0.5,360,0.01,0.27,0.26,1.25,48,0,0,4.3,8.0,2023-09-16,69,18,0,0,0,0,5,0,5921,1,1,2,34.0,3,1749,2569,820,4.4,False,0,360,,,James McAtee,0,2,0.1936345398426056,73,MC,Tottenham,Sheffield United,2,1,21936,2023,611544,0.0,0,0,0,0.1936345398426056,0.1936345398426056,0.0,21936,Manchester City,James McAtee,James McAtee,2,4,5,0.5,MID,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
0,0,6,0,25.4,360,0.07,0.07,0.0,3.07,60,7,0,3.6,6.2,2023-09-24,74,15,0,0,0,0,6,0,9413,1,8,0,4.0,2,3044,3945,901,4.4,True,0,360,,,James McAtee,0,0,0.0,81,AMC,Sheffield United,Newcastle United,0,8,21954,2023,613084,0.1607611626386642,0,2,0,0.0,0.2155685573816299,0.1337843388319015,21954,Manchester City,James McAtee,James McAtee,3,2,6,0.2,MID,2,1.0,0.01,0.27,0.26,1.25,0.0,0.0,4.3,8.0,0.5,34.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,2.0,0.19,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.0,0.5,0.33,0.0,0.09,0.09,0.42,0.0,0.0,1.43,2.67,0.17,11.33,23.33,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.33,0.67,1.33,0.0,0.67,0.06,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,1.0,0.2,0.0,0.05,0.05,0.25,0.0,0.0,0.86,1.6,0.1,6.8,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.4,0.8,0.0,0.4,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.6
0,0,2,0,8.0,360,0.02,0.05,0.03,1.67,69,2,0,1.8,0.0,2023-09-30,69,19,0,0,0,0,7,0,12370,1,0,2,10.0,1,2570,4248,1678,4.4,False,1,360,,,James McAtee,0,1,0.039116270840168,73,MC,West Ham,Sheffield United,2,0,21960,2023,614743,0.0,0,0,0,0.039116270840168,0.0917460396885871,0.0526297688484191,21960,Manchester City,James McAtee,James McAtee,2,3,7,1.5,MID,1,0.0,0.07,0.07,0.0,3.07,7.0,0.0,3.6,6.2,25.4,4.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,2.0,0.0,0.0,0.0,0.16,0.0,0.0,2.0,0.0,0.0,0.22,0.13,0.2,0.33,0.03,0.11,0.09,1.44,2.33,0.0,2.63,4.73,8.63,12.67,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,4.0,0.67,2.0,0.0,0.67,0.06,0.05,0.0,0.0,0.67,0.0,0.06,0.14,0.04,1.07,0.2,0.02,0.07,0.05,0.86,1.4,0.0,1.58,2.84,5.18,7.6,28.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2.4,0.4,1.2,0.0,0.4,0.04,0.03,0.0,0.0,0.4,0.0,0.04,0.08,0.03,0.64
0,0,4,0,0.5,360,0.0,0.0,0.0,0.39,76,2,0,0.4,3.2,2023-10-07,24,10,0,0,0,0,8,0,16854,0,1,3,0.0,1,3989,7180,3191,4.4,False,0,360,,,James McAtee,0,0,0.0,9,Sub,Fulham,Sheffield United,3,1,21970,2023,616458,0.0,0,0,0,0.0,0.0,0.0,21970,Manchester City,James McAtee,James McAtee,2,3,8,0.8,MID,1,0.0,0.02,0.05,0.03,1.67,2.0,0.0,1.8,0.0,8.0,10.0,69.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.05,1.5,0.33,0.03,0.13,0.1,2.0,3.0,0.0,3.23,4.73,11.3,16.0,70.67,0.0,0.0,0.0,0.0,0.33,0.0,1.0,3.0,1.33,2.0,0.0,1.0,0.08,0.05,0.0,0.0,0.67,0.0,0.08,0.17,0.06,0.73,0.2,0.02,0.08,0.06,1.2,1.8,0.0,1.94,2.84,6.78,9.6,42.6,0.0,0.0,0.0,0.0,0.2,0.0,0.6,2.4,0.8,1.4,0.0,0.6,0.05,0.03,0.0,0.0,0.4,0.0,0.05,0.1,0.04,0.94
1,0,24,0,43.0,360,0.05,0.05,0.0,0.98,89,2,0,6.9,15.8,2023-10-21,77,14,0,0,0,0,9,0,17597,1,2,1,10.0,5,898,2544,1646,4.4,True,0,360,,,James McAtee,0,0,0.0,84,MR,Sheffield United,Manchester United,1,2,21983,2023,618467,0.1087376177310943,0,4,0,0.0,0.1087376177310943,0.0263741724193096,21983,Manchester City,James McAtee,James McAtee,3,2,9,1.3,MID,5,0.0,0.0,0.0,0.0,0.39,2.0,0.0,0.4,3.2,0.5,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.03,0.04,0.01,1.71,3.67,0.0,1.93,3.13,11.3,4.67,55.67,0.0,0.0,0.0,0.0,0.33,0.0,0.67,3.0,1.67,1.33,0.0,0.33,0.01,0.05,0.0,0.0,0.67,0.0,0.01,0.1,0.06,0.83,0.2,0.02,0.08,0.06,1.28,2.2,0.0,2.02,3.48,6.88,9.6,47.4,0.0,0.0,0.0,0.0,0.2,0.0,0.6,2.6,1.4,1.6,0.0,0.6,0.05,0.03,0.0,0.0,0.4,0.0,0.05,0.1,0.04,1.1
0,0,4,0,10.3,360,0.01,0.03,0.02,1.46,91,3,0,1.5,2.4,2023-10-28,70,1,0,0,0,0,10,0,34894,1,0,5,2.0,2,16498,20254,3756,4.4,False,0,360,,,James McAtee,0,1,0.0134085398167371,74,MR,Arsenal,Sheffield United,5,0,21986,2023,619917,0.0147468512877821,0,1,0,0.0134085398167371,0.0281553920358419,0.0,21986,Manchester City,James McAtee,James McAtee,2,5,10,1.7,MID,2,0.0,0.05,0.05,0.0,0.98,2.0,0.0,6.9,15.8,43.0,10.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,5.0,0.0,0.0,0.0,0.11,1.0,0.0,4.0,0.0,0.0,0.11,0.03,1.3,0.0,0.02,0.03,0.01,1.01,2.0,0.0,3.03,6.33,17.17,6.67,56.67,0.0,0.0,0.0,0.0,0.33,0.0,0.67,1.0,2.0,2.33,0.0,0.33,0.01,0.04,0.33,0.0,1.33,0.0,0.01,0.07,0.03,1.2,0.2,0.03,0.09,0.06,1.47,2.6,0.0,3.4,6.64,15.48,11.6,62.6,0.0,0.0,0.0,0.0,0.2,0.0,0.8,2.4,1.6,2.4,0.0,0.6,0.05,0.05,0.2,0.0,1.2,0.0,0.05,0.12,0.04,0.86
1,0,11,0,21.5,360,0.09,0.19,0.1,0.38,109,1,0,5.8,22.4,2023-11-04,45,20,0,0,0,0,11,0,54911,0,1,2,14.0,4,19064,22187,3123,4.4,True,0,360,,,James McAtee,0,2,0.1412020325660705,44,Sub,Sheffield United,Wolverhampton Wanderers,2,1,22003,2023,621473,0.0483531095087528,1,2,0,0.1412020325660705,0.1335013657808303,0.0121400179341435,22003,Manchester City,James McAtee,James McAtee,2,2,11,3.2,MID,4,0.0,0.01,0.03,0.02,1.46,3.0,0.0,1.5,2.4,10.3,2.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,0.0,1.0,0.01,0.01,0.0,0.0,1.0,0.0,0.01,0.03,0.0,1.7,0.0,0.02,0.03,0.01,0.94,2.33,0.0,2.93,7.13,17.93,4.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,3.0,2.67,0.0,0.33,0.0,0.04,0.33,0.0,1.67,0.0,0.0,0.05,0.01,1.27,0.0,0.03,0.04,0.01,1.51,3.2,0.0,2.84,5.52,17.44,5.2,62.8,0.0,0.0,0.0,0.0,0.2,0.0,0.8,2.2,2.2,2.2,0.0,0.4,0.01,0.06,0.2,0.0,1.4,0.0,0.01,0.09,0.04,1.1
0,0,6,0,6.3,360,0.08,0.41,0.33,1.54,114,1,0,2.9,10.0,2023-11-12,84,5,0,0,0,0,12,0,66921,1,1,1,13.0,2,11633,17185,5552,4.4,False,0,360,,,James McAtee,0,1,0.0568797029554843,89,AMC,Brighton,Sheffield United,1,1,22008,2023,623891,0.0,0,0,0,0.0568797029554843,0.3649249970912933,0.3649249970912933,22008,Manchester City,James McAtee,James McAtee,2,3,12,2.2,MID,2,0.0,0.09,0.19,0.1,0.38,1.0,0.0,5.8,22.4,21.5,14.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,2.0,0.14,0.05,1.0,1.0,2.0,0.0,0.14,0.13,0.01,3.2,0.0,0.05,0.09,0.04,0.94,2.0,0.0,4.73,13.53,24.93,8.67,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,2.67,3.67,0.0,1.0,0.05,0.06,0.67,0.33,2.33,0.0,0.05,0.09,0.01,2.07,0.0,0.03,0.06,0.03,0.98,2.0,0.0,3.28,8.76,16.66,7.2,57.0,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.8,2.6,2.6,0.0,0.8,0.04,0.03,0.4,0.2,1.4,0.0,0.04,0.07,0.02,1.7
0,0,0,0,2.9,360,0.01,0.1,0.09,2.57,129,3,0,0.8,0.0,2023-11-25,80,3,0,0,0,0,13,0,83733,1,3,1,6.0,2,16173,22637,6464,4.4,True,0,360,,,James McAtee,0,1,0.0417215041816234,85,AMC,Sheffield United,Bournemouth,1,3,22023,2023,624967,0.0,0,0,0,0.0417215041816234,0.168886512517929,0.1271650195121765,22023,Manchester City,James McAtee,James McAtee,2,2,13,2.2,MID,2,0.0,0.08,0.41,0.33,1.54,1.0,0.0,2.9,10.0,6.3,13.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.06,0.0,0.0,0.0,0.0,0.0,0.06,0.36,0.36,2.2,0.0,0.06,0.21,0.15,1.13,1.67,0.0,3.4,11.6,12.7,9.67,66.33,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.67,2.67,2.67,0.0,1.33,0.07,0.02,0.33,0.33,1.0,0.0,0.07,0.18,0.13,2.37,0.0,0.05,0.14,0.09,0.95,1.8,0.0,3.5,10.76,16.32,7.8,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,2.4,2.8,0.0,0.8,0.04,0.03,0.4,0.2,1.4,0.0,0.04,0.13,0.08,1.84
