assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,pts_bps,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,pts_bps_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,pts_bps_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,pts_bps_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5
0,0,16,0,0.0,291,0.0,0.0,0.0,1.28,9,1,0,2.6,26.2,2023-08-13,90,7,0,0,0,0,1,4,716489,1,1,1,0.0,3,0,0,0,5.5,False,0,291,,,Alisson Ramses Becker,0,0,0.0,90,GK,Chelsea,Liverpool,1,1,22283,2023,604420,0.0,0,0,0,0.0,0.3949512243270874,0.3949512243270874,22283,Liverpool,Alisson Ramses Becker,Alisson,4,3,1,4.5,GK,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,16,0,0.0,291,0.0,0.0,0.0,1.29,14,1,0,2.9,29.0,2023-08-19,90,3,0,0,0,0,2,4,894466,1,1,3,0.0,2,25552,66646,41094,5.5,True,1,291,,,Alisson Ramses Becker,0,0,0.0,90,GK,Liverpool,Bournemouth,3,1,22288,2023,605117,0.0,0,0,0,0.0,0.1071854382753372,0.1071854382753372,22288,Liverpool,Alisson Ramses Becker,Alisson,2,5,2,3.0,GK,2,0.0,0.0,0.0,0.0,1.28,1.0,0.0,2.6,26.2,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.39,4.5,0.0,0.0,0.0,0.0,0.43,0.33,0.0,0.87,8.73,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1.33,0.33,0.33,0.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,1.5,0.0,0.0,0.0,0.0,0.26,0.2,0.0,0.52,5.24,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.2,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.9
0,1,24,0,0.1,291,0.0,0.0,0.0,2.0,29,1,0,5.0,49.6,2023-08-27,90,15,0,0,0,0,3,7,858867,1,2,1,0.0,5,-62779,19620,82399,5.5,False,0,291,,,Alisson Ramses Becker,0,0,0.0,90,GK,Newcastle United,Liverpool,1,2,22304,2023,607697,0.0,0,0,0,0.0,0.10867590457201,0.10867590457201,22304,Liverpool,Alisson Ramses Becker,Alisson,4,4,3,3.3,GK,4,0.0,0.0,0.0,0.0,1.29,1.0,0.0,2.9,29.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,3.0,0.0,0.0,0.0,0.0,0.86,0.67,0.0,1.83,18.4,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.33,2.67,0.67,0.67,1.33,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,2.5,0.0,0.0,0.0,0.0,0.51,0.4,0.0,1.1,11.04,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.2,1.6,0.4,0.4,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.5
0,1,32,1,0.0,291,0.0,0.0,0.0,0.66,37,0,0,2.9,29.4,2023-09-03,90,2,0,0,0,0,4,3,911828,1,0,3,0.0,8,11091,45393,34302,5.5,True,0,291,,,Alisson Ramses Becker,0,0,0.0,90,GK,Liverpool,Aston Villa,3,0,21933,2023,609365,0.0,0,0,0,0.0,0.7324821949005127,0.7324821949005127,21933,Liverpool,Alisson Ramses Becker,Alisson,3,5,4,5.0,GK,7,0.0,0.0,0.0,0.0,2.0,1.0,0.0,5.0,49.6,0.1,0.0,90.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,3.3,0.0,0.0,0.0,0.0,1.52,1.0,0.0,3.5,34.93,0.03,0.0,90.0,0.0,0.0,0.0,0.0,0.33,5.0,1.0,1.33,1.67,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,3.6,0.0,0.0,0.0,0.0,0.91,0.6,0.0,2.1,20.96,0.02,0.0,54.0,0.0,0.0,0.0,0.0,0.2,3.0,0.6,0.8,1.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,2.16
0,0,14,0,0.0,291,0.0,0.0,0.0,0.63,50,1,0,0.9,9.0,2023-09-16,90,20,0,0,0,0,5,1,1063688,1,3,1,0.0,2,89564,118219,28655,5.5,False,0,291,,,Alisson Ramses Becker,0,0,0.0,90,GK,Wolverhampton Wanderers,Liverpool,1,3,21935,2023,610069,0.0,0,0,0,0.0,0.323776364326477,0.323776364326477,21935,Liverpool,Alisson Ramses Becker,Alisson,4,2,5,5.5,GK,2,1.0,0.0,0.0,0.0,0.66,0.0,0.0,2.9,29.4,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.73,5.0,0.33,0.0,0.0,0.0,1.32,0.67,0.0,3.6,36.0,0.03,0.0,90.0,0.0,0.0,0.0,0.0,0.33,4.67,1.0,1.0,2.33,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,3.77,0.2,0.0,0.0,0.0,1.05,0.6,0.0,2.68,26.84,0.02,0.0,72.0,0.0,0.0,0.0,0.0,0.2,3.6,0.8,0.8,1.6,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.27,3.16
0,0,21,0,0.0,291,0.0,0.0,0.0,1.11,57,1,0,2.6,26.0,2023-09-24,90,19,0,0,0,0,6,3,1092681,1,1,3,0.0,3,17235,50693,33458,5.5,True,0,291,,,Alisson Ramses Becker,0,0,0.0,90,GK,Liverpool,West Ham,3,1,21953,2023,612794,0.0,0,0,0,0.0,0.0906192660331726,0.0906192660331726,21953,Liverpool,Alisson Ramses Becker,Alisson,2,5,6,5.0,GK,3,0.0,0.0,0.0,0.0,0.63,1.0,0.0,0.9,9.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,5.5,0.33,0.0,0.0,0.0,1.1,0.67,0.0,2.93,29.33,0.03,0.0,90.0,0.0,0.0,0.0,0.0,0.0,3.67,1.0,1.67,1.67,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.39,4.6,0.2,0.0,0.0,0.0,1.17,0.8,0.0,2.86,28.64,0.02,0.0,90.0,0.0,0.0,0.0,0.0,0.2,3.8,1.0,1.4,1.8,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,4.26
0,1,26,0,0.0,291,0.0,0.0,0.0,2.1,68,2,0,4.8,48.4,2023-09-30,90,18,0,0,0,0,7,8,1078956,1,1,2,0.0,4,-22069,22871,44940,5.5,False,0,291,,,Alisson Ramses Becker,0,0,0.0,90,GK,Tottenham,Liverpool,2,1,21962,2023,614977,0.0,0,0,0,0.0,0.6652358770370483,0.6652358770370483,21962,Liverpool,Alisson Ramses Becker,Alisson,4,4,7,3.5,GK,3,0.0,0.0,0.0,0.0,1.11,1.0,0.0,2.6,26.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,5.0,0.33,0.0,0.0,0.0,0.8,0.67,0.0,2.13,21.47,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,2.33,1.0,1.33,2.33,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.38,5.17,0.2,0.0,0.0,0.0,1.14,0.8,0.0,2.86,28.6,0.02,0.0,90.0,0.0,0.0,0.0,0.0,0.2,3.6,1.0,1.4,2.2,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.27,4.36
0,0,14,0,0.0,291,0.0,0.0,0.0,2.3,72,2,0,1.2,11.8,2023-10-08,90,5,0,0,0,0,8,1,1096494,1,2,2,0.0,1,1547,38918,37371,5.5,False,0,291,,,Alisson Ramses Becker,0,0,0.0,90,GK,Brighton,Liverpool,2,2,21966,2023,616935,0.0,0,0,0,0.0,0.7992516756057739,0.7992516756057739,21966,Liverpool,Alisson Ramses Becker,Alisson,4,3,8,3.2,GK,1,0.0,0.0,0.0,0.0,2.1,2.0,0.0,4.8,48.4,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.67,3.5,0.0,0.0,0.0,0.0,1.28,1.33,0.0,2.77,27.8,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.67,2.0,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.36,4.67,0.2,0.0,0.0,0.0,1.3,1.0,0.0,3.24,32.48,0.02,0.0,90.0,0.0,0.0,0.0,0.0,0.0,4.4,1.0,1.4,2.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.38,4.46
0,2,29,1,10.0,291,0.0,0.0,0.0,0.13,85,0,0,2.7,17.2,2023-10-21,90,9,0,0,0,0,9,1,1139323,1,0,2,0.0,8,24894,55994,31100,5.5,True,0,291,,,Alisson Ramses Becker,0,0,0.0,90,GK,Liverpool,Everton,2,0,21979,2023,617749,0.0,0,0,0,0.0,0.0839880406856536,0.0839880406856536,21979,Liverpool,Alisson Ramses Becker,Alisson,2,5,9,4.8,GK,6,0.0,0.0,0.0,0.0,2.3,2.0,0.0,1.2,11.8,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,3.2,0.0,0.0,0.0,0.0,1.84,1.67,0.0,2.87,28.73,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.33,2.33,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.52,3.9,0.2,0.0,0.0,0.0,1.36,1.2,0.0,2.48,24.92,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,3.2,1.0,1.4,2.2,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.52,4.44
0,1,29,1,0.0,291,0.0,0.0,0.0,0.45,97,0,0,1.5,14.8,2023-10-29,90,16,0,0,0,0,10,1,1221340,1,0,3,0.0,7,66810,88498,21688,5.5,True,0,291,,,Alisson Ramses Becker,0,0,0.0,90,GK,Liverpool,Nottingham Forest,3,0,21991,2023,620594,0.0,0,0,0,0.0,0.0,0.0,21991,Liverpool,Alisson Ramses Becker,Alisson,2,5,10,5.8,GK,6,1.0,0.0,0.0,0.0,0.13,0.0,0.0,2.7,17.2,10.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,4.8,0.33,0.0,0.0,0.0,1.51,1.33,0.0,2.9,25.8,3.33,0.0,90.0,0.0,0.0,0.0,0.0,0.0,3.33,1.0,1.0,2.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.52,3.83,0.2,0.0,0.0,0.0,1.25,1.2,0.0,2.44,22.48,2.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,2.8,1.0,1.4,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.39,4.4
