assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,fpl_id,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,total_points_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5
0,0,18,0,23.9,674,0.04,0.1,0.06,2.51,25,3,0,6.5,20.0,2023-08-27,90,2,0,0,0,0,3,0,273,1,3,1,21.0,1,99,115,16,4.0,True,0,0,2,0.0746039375662803,90,Burnley,Aston Villa,1,3,22302,2023,607441,0.0830167606472969,0,2,0,0.0746039375662803,0.1185995042324066,0.0355827473104,674,11998,Burnley,Hannes Delcroix,Hannes Delcroix,3,2,3,0.7,DEF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.5,674,0.0,0.29,0.29,1.21,34,3,0,2.7,5.2,2023-09-02,45,18,0,0,0,0,4,0,2073,0,5,2,21.0,-1,1020,1262,242,4.0,True,1,0,2,0.1581903845071792,39,Burnley,Tottenham,2,5,21929,2023,608685,0.0,0,0,0,0.1581903845071792,0.4564206600189209,0.4564206600189209,674,11998,Burnley,Hannes Delcroix,Hannes Delcroix,3,2,4,-0.5,DEF,0.0,0.04,0.1,0.06,2.51,3.0,0.0,6.5,20.0,23.9,21.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,2.0,0.07,0.08,0.0,0.0,2.0,0.0,0.07,0.12,0.04,0.7,0.0,0.01,0.03,0.02,0.84,1.0,0.0,2.17,6.67,7.97,7.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.0,0.33,0.33,0.0,0.67,0.02,0.03,0.0,0.0,0.67,0.0,0.02,0.04,0.01,0.23,0.0,0.01,0.02,0.01,0.5,0.6,0.0,1.3,4.0,4.78,4.2,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.2,0.2,0.0,0.4,0.01,0.02,0.0,0.0,0.4,0.0,0.01,0.02,0.01,0.14
0,0,3,0,0.0,674,0.0,0.0,0.0,0.08,47,0,0,0.0,0.2,2023-09-18,3,16,0,0,0,0,5,0,2796,0,1,1,0.0,1,72,402,330,4.0,False,0,0,0,0.0,1,Nottingham Forest,Burnley,1,1,21944,2023,611608,0.0,0,0,0,0.0,0.0,0.0,674,11998,Burnley,Hannes Delcroix,Hannes Delcroix,2,2,5,-0.2,DEF,0.0,0.0,0.29,0.29,1.21,3.0,0.0,2.7,5.2,0.5,21.0,45.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,-1.0,0.0,2.0,0.16,0.0,0.0,0.0,0.0,0.0,0.16,0.46,0.46,-0.5,0.0,0.01,0.13,0.12,1.24,2.0,0.0,3.07,8.4,8.13,14.0,45.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,2.67,1.0,0.0,0.0,1.33,0.08,0.03,0.0,0.0,0.67,0.0,0.08,0.19,0.16,0.07,0.0,0.01,0.08,0.07,0.74,1.2,0.0,1.84,5.04,4.88,8.4,27.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,1.6,0.6,0.0,0.0,0.8,0.05,0.02,0.0,0.0,0.4,0.0,0.05,0.12,0.1,0.04
0,0,3,0,0.0,674,0.0,0.0,0.0,0.04,15,0,0,0.0,0.2,2023-10-03,1,12,0,0,0,0,7,0,2957,0,2,1,0.0,1,-23,213,236,4.0,False,0,0,0,0.0,1,Luton,Burnley,1,2,22289,2023,615893,0.0,0,0,0,0.0,0.0,0.0,674,11998,Burnley,Hannes Delcroix,Hannes Delcroix,2,2,7,0.0,DEF,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.2,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.01,0.13,0.12,1.27,2.0,0.0,3.07,8.47,8.13,14.0,46.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,3.0,1.33,0.33,0.0,1.33,0.08,0.03,0.0,0.0,0.67,0.0,0.08,0.19,0.16,-0.0,0.0,0.01,0.08,0.07,0.76,1.2,0.0,1.84,5.08,4.88,8.4,27.6,0.0,0.0,0.0,0.0,0.2,0.0,0.2,1.8,0.8,0.2,0.0,0.8,0.05,0.02,0.0,0.0,0.4,0.0,0.05,0.12,0.1,-0.0
0,0,11,0,0.2,674,0.0,0.0,0.0,1.58,73,4,0,1.5,15.0,2023-10-07,90,7,0,0,0,0,8,0,3287,1,4,1,0.0,0,72,268,196,4.0,True,0,0,0,0.0,90,Burnley,Chelsea,1,4,21967,2023,616372,0.0,0,0,0,0.0,0.1650300472974777,0.1650300472974777,674,11998,Burnley,Hannes Delcroix,Hannes Delcroix,3,2,8,-0.3,DEF,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.44,1.0,0.0,0.9,1.87,0.17,7.0,16.33,0.0,0.0,0.0,0.0,0.33,0.0,0.0,2.67,1.33,0.33,0.0,0.67,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.15,0.15,-0.23,0.0,0.01,0.08,0.07,0.77,1.2,0.0,1.84,5.12,4.88,8.4,27.8,0.0,0.0,0.0,0.0,0.2,0.0,0.2,2.2,1.0,0.4,0.0,0.8,0.05,0.02,0.0,0.0,0.4,0.0,0.05,0.12,0.1,-0.0
0,0,4,0,0.6,674,0.0,0.0,0.0,0.19,83,1,0,0.4,3.8,2023-10-21,10,4,0,0,0,0,9,0,3942,0,0,3,0.0,1,303,486,183,4.0,False,0,0,0,0.0,6,Brentford,Burnley,3,0,21977,2023,618118,0.0,0,0,0,0.0,0.0,0.0,674,11998,Burnley,Hannes Delcroix,Hannes Delcroix,2,2,9,0.0,DEF,0.0,0.0,0.0,0.0,1.58,4.0,0.0,1.5,15.0,0.2,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,-0.3,0.0,0.0,0.0,0.0,0.57,1.33,0.0,0.5,5.13,0.07,0.0,31.33,0.0,0.0,0.0,0.0,0.0,0.0,0.33,2.33,1.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,-0.17,0.0,0.01,0.08,0.07,1.08,2.0,0.0,2.14,8.12,4.92,8.4,45.8,0.0,0.0,0.0,0.0,0.2,0.0,0.4,3.0,1.2,0.4,0.0,0.8,0.05,0.02,0.0,0.0,0.4,0.0,0.05,0.15,0.13,-0.06
0,0,13,0,12.3,674,0.02,0.02,0.0,1.07,164,2,0,2.5,12.4,2023-12-16,69,9,0,0,0,0,17,0,4730,1,2,0,0.0,1,-61,125,186,4.0,True,0,0,0,0.0,74,Burnley,Everton,0,2,22058,2023,630483,0.0537103228271007,0,1,0,0.0,0.1713597327470779,0.1176494136452674,674,11998,Burnley,Hannes Delcroix,Hannes Delcroix,2,2,17,-0.3,DEF,0.0,0.0,0.0,0.0,0.19,1.0,0.0,0.4,3.8,0.6,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.67,0.0,0.63,6.33,0.27,0.0,33.67,0.0,0.0,0.0,0.0,0.0,0.0,0.33,2.0,1.67,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,-0.1,0.0,0.0,0.06,0.06,0.62,1.6,0.0,0.92,4.88,0.26,4.2,29.8,0.0,0.0,0.0,0.0,0.2,0.0,0.2,2.4,1.6,0.4,0.0,0.4,0.03,0.0,0.0,0.0,0.0,0.0,0.03,0.12,0.12,-0.2
0,0,3,0,0.0,674,0.0,0.0,0.0,0.0,173,0,0,0.0,0.0,2023-12-23,1,10,0,0,0,0,18,0,4824,0,2,0,0.0,1,-34,72,106,4.0,False,0,0,0,0.0,1,Fulham,Burnley,0,2,22067,2023,632722,0.0,0,0,0,0.0,0.0,0.0,674,11998,Burnley,Hannes Delcroix,Hannes Delcroix,2,3,18,-0.2,DEF,0.0,0.02,0.02,0.0,1.07,2.0,0.0,2.5,12.4,12.3,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,1.0,0.0,0.0,0.17,0.12,-0.3,0.0,0.01,0.01,0.0,0.95,2.33,0.0,1.47,10.4,4.37,0.0,56.33,0.0,0.0,0.0,0.0,0.0,0.0,0.67,2.0,1.33,0.67,0.0,0.0,0.0,0.02,0.0,0.0,0.33,0.0,0.0,0.11,0.09,-0.2,0.0,0.0,0.0,0.0,0.59,1.4,0.0,0.88,6.32,2.62,0.0,34.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.8,1.2,0.8,0.0,0.0,0.0,0.01,0.0,0.0,0.2,0.0,0.0,0.07,0.06,-0.16
0,0,9,0,0.3,674,0.0,0.0,0.0,3.03,191,3,0,0.7,6.4,2023-12-30,73,2,0,0,0,0,20,0,4910,0,2,3,0.0,1,-67,79,146,4.0,False,0,0,0,0.0,74,Aston Villa,Burnley,3,2,22085,2023,633543,0.0,0,0,0,0.0,0.1065576672554016,0.1065576672554016,674,11998,Burnley,Hannes Delcroix,Hannes Delcroix,2,4,20,0.0,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.01,0.01,0.0,0.42,1.0,0.0,0.97,5.4,4.3,0.0,26.67,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.33,1.0,1.0,0.0,0.0,0.0,0.02,0.0,0.0,0.33,0.0,0.0,0.06,0.04,-0.17,0.0,0.0,0.0,0.0,0.58,1.4,0.0,0.88,6.28,2.62,0.0,34.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2.0,1.0,0.8,0.0,0.0,0.0,0.01,0.0,0.0,0.2,0.0,0.0,0.07,0.06,-0.16
0,0,5,0,5.5,674,0.03,0.03,0.0,2.86,234,3,0,2.2,16.8,2024-02-10,90,11,0,0,0,0,24,0,4678,1,1,3,0.0,1,-136,33,169,4.0,False,0,0,0,0.0,90,Liverpool,Burnley,3,1,22128,2023,640106,0.0,0,0,0,0.0,0.5963927507400513,0.5963927507400513,674,11998,Burnley,Hannes Delcroix,Hannes Delcroix,2,5,24,-0.2,DEF,0.0,0.0,0.0,0.0,3.03,3.0,0.0,0.7,6.4,0.3,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.01,0.01,0.0,1.37,1.67,0.0,1.07,6.27,4.2,0.0,47.67,0.0,0.0,0.0,0.0,0.0,0.0,0.33,2.0,1.0,1.0,0.0,0.0,0.0,0.02,0.0,0.0,0.33,0.0,0.0,0.09,0.07,-0.17,0.0,0.0,0.0,0.0,1.17,2.0,0.0,1.02,7.52,2.68,0.0,48.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2.0,1.4,0.8,0.0,0.0,0.0,0.01,0.0,0.0,0.2,0.0,0.0,0.09,0.08,-0.16
