assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,total_points_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5
0,0,10,0,0.7,316,0.0,0.0,0.0,4.1,4,4,0,2.2,21.2,2023-08-12,90,5,0,0,0,0,1,0,773157,1,1,4,0.0,0,0,0,0,4.0,False,0,316,,,Amari'i Bell,0,0,0.0,90,DC,Brighton,Luton,4,1,22278,2023,603773,0.0,0,0,0,0.0,0.0,0.0,22278,Luton,Amari'i Bell,Amari&#039;i Bell,2,3,1,0.5,DEF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,14,0,0.9,316,0.01,0.01,0.0,2.09,26,3,0,3.1,30.4,2023-08-25,90,7,0,0,0,0,3,0,709311,1,0,3,0.0,1,-43829,15992,59821,4.0,False,0,316,,,Amari'i Bell,0,0,0.0,90,DC,Chelsea,Luton,3,0,22295,2023,606598,0.0,0,0,0,0.0,0.1148169115185737,0.1148169115185737,22295,Luton,Amari'i Bell,Amari&#039;i Bell,2,3,3,0.0,DEF,0.0,0.0,0.0,0.0,4.1,4.0,0.0,2.2,21.2,0.7,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.37,1.33,0.0,0.73,7.07,0.23,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.82,0.8,0.0,0.44,4.24,0.14,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
0,0,15,0,1.4,316,0.03,0.03,0.0,1.06,38,2,0,1.5,13.8,2023-09-01,90,19,0,0,0,0,4,0,650293,1,2,1,0.0,1,-60354,8086,68440,4.0,True,0,316,,,Amari'i Bell,0,0,0.0,90,DC,Luton,West Ham,1,2,21925,2023,608276,0.0,0,0,0,0.0,0.5723549723625183,0.5723549723625183,21925,Luton,Amari'i Bell,Amari&#039;i Bell,2,2,4,0.2,DEF,0.0,0.01,0.01,0.0,2.09,3.0,0.0,3.1,30.4,0.9,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,2.06,2.33,0.0,1.77,17.2,0.53,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.33,2.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.17,0.0,0.0,0.0,0.0,1.24,1.4,0.0,1.06,10.32,0.32,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,1.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.1
0,0,4,0,0.0,316,0.0,0.37,0.37,0.98,44,1,0,4.5,12.4,2023-09-16,90,10,0,0,0,0,5,0,623741,1,0,1,33.0,2,-30976,17822,48798,4.0,False,0,316,,,Amari'i Bell,0,1,0.4917406141757965,90,DL,Fulham,Luton,1,0,21939,2023,610419,0.0,0,0,0,0.4917406141757965,0.8483845591545105,0.356643944978714,21939,Luton,Amari'i Bell,Amari&#039;i Bell,2,3,5,0.8,DEF,0.0,0.03,0.03,0.0,1.06,2.0,0.0,1.5,13.8,1.4,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.57,0.2,0.0,0.01,0.01,0.0,2.42,3.0,0.0,2.27,21.8,1.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.67,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.23,0.23,0.0,0.01,0.01,0.0,1.45,1.8,0.0,1.36,13.08,0.6,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,1.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.14
0,0,14,0,13.1,316,0.02,0.02,0.0,0.59,58,1,0,3.2,19.2,2023-09-23,90,20,0,0,0,0,6,0,607684,1,1,1,0.0,2,-17732,16095,33827,4.0,True,0,316,,,Amari'i Bell,0,0,0.0,90,DC,Luton,Wolverhampton Wanderers,1,1,21945,2023,612178,0.0153027353808283,0,1,0,0.0,0.1575977057218551,0.1422949731349945,21945,Luton,Amari'i Bell,Amari&#039;i Bell,2,2,6,1.2,DEF,0.0,0.0,0.37,0.37,0.98,1.0,0.0,4.5,12.4,0.0,33.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.49,0.0,0.0,0.0,0.0,0.0,0.49,0.85,0.36,0.8,0.0,0.01,0.14,0.12,1.38,2.0,0.0,3.03,18.87,0.77,11.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.67,1.67,1.33,0.0,0.33,0.16,0.0,0.0,0.0,0.0,0.0,0.16,0.51,0.35,0.33,0.0,0.01,0.08,0.07,1.65,2.0,0.0,2.26,15.56,0.6,6.6,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.6,1.8,0.8,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.31,0.21,0.3
0,0,8,0,0.6,316,0.01,0.01,0.0,2.9,63,1,0,0.8,7.2,2023-09-30,90,9,0,0,0,0,7,0,604496,1,2,1,0.0,2,-4827,26648,31475,4.0,False,0,316,,,Amari'i Bell,0,0,0.0,90,DC,Everton,Luton,1,2,21956,2023,614585,0.0,0,0,0,0.0,0.0,0.0,21956,Luton,Amari'i Bell,Amari&#039;i Bell,2,2,7,3.1,DEF,0.0,0.02,0.02,0.0,0.59,1.0,0.0,3.2,19.2,13.1,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.02,0.0,0.0,1.0,0.0,0.0,0.16,0.14,1.2,0.0,0.02,0.14,0.12,0.88,1.33,0.0,3.07,15.13,4.83,11.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.67,0.0,0.33,0.16,0.01,0.0,0.0,0.33,0.0,0.16,0.53,0.36,0.73,0.0,0.01,0.09,0.07,1.76,2.2,0.0,2.9,19.4,3.22,6.6,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,2.0,1.2,0.0,0.2,0.1,0.0,0.0,0.0,0.2,0.0,0.1,0.34,0.24,0.54
0,0,10,0,29.0,316,0.2,0.21,0.01,1.68,125,1,0,6.7,29.2,2023-11-25,90,8,0,0,0,0,13,0,316847,1,1,2,9.0,2,-13110,2082,15192,3.9,True,0,316,,,Amari'i Bell,0,1,0.0076373196206986,90,DML,Luton,Crystal Palace,2,1,22019,2023,624870,0.1948056370019912,0,2,0,0.0076373196206986,0.1948056370019912,0.0,22019,Luton,Amari'i Bell,Amari&#039;i Bell,2,2,13,0.2,DEF,0.0,0.01,0.01,0.0,2.9,1.0,0.0,0.8,7.2,0.6,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.01,0.13,0.12,1.49,1.0,0.0,2.83,12.93,4.57,11.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.33,0.16,0.01,0.0,0.0,0.33,0.0,0.16,0.34,0.17,1.7,0.0,0.01,0.09,0.07,1.52,1.6,0.0,2.62,16.6,3.2,6.6,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.4,1.6,0.0,0.2,0.1,0.0,0.0,0.0,0.2,0.0,0.1,0.34,0.24,1.06
0,0,18,0,0.8,316,0.0,0.0,0.0,3.47,133,3,0,2.4,23.0,2023-12-02,90,4,0,0,0,0,14,0,318215,1,1,3,0.0,1,-322,4770,5092,3.9,False,0,316,,,Amari'i Bell,0,0,0.0,90,DML,Brentford,Luton,3,1,22027,2023,626518,0.0,0,0,0,0.0,0.0225258432328701,0.0225258432328701,22027,Luton,Amari'i Bell,Amari&#039;i Bell,2,2,14,0.3,DEF,0.0,0.2,0.21,0.01,1.68,1.0,0.0,6.7,29.2,29.0,9.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,0.01,0.19,0.0,0.0,2.0,0.0,0.01,0.19,0.0,0.2,0.0,0.08,0.08,0.0,1.72,1.0,0.0,3.57,18.53,14.23,3.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.33,1.33,2.0,0.0,0.33,0.0,0.07,0.0,0.0,1.0,0.0,0.0,0.12,0.05,1.5,0.0,0.05,0.13,0.08,1.44,1.2,0.0,3.34,16.36,8.82,8.4,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2,1.2,1.8,0.0,0.4,0.1,0.04,0.0,0.0,0.6,0.0,0.1,0.35,0.21,1.1
0,0,11,0,13.3,316,0.0,0.0,0.0,2.44,146,4,0,3.4,20.4,2023-12-05,90,1,0,0,0,0,15,0,326286,1,4,3,0.0,0,6806,10671,3865,3.9,True,0,316,,,Amari'i Bell,0,0,0.0,90,DC,Luton,Arsenal,3,4,22039,2023,627902,0.014213053509593,0,1,0,0.0,0.0460235141217708,0.031810462474823,22039,Luton,Amari'i Bell,Amari&#039;i Bell,5,2,15,-0.2,DEF,0.0,0.0,0.0,0.0,3.47,3.0,0.0,2.4,23.0,0.8,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.3,0.0,0.07,0.07,0.0,2.68,1.67,0.0,3.3,19.8,10.13,3.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.33,2.0,1.67,0.0,0.33,0.0,0.06,0.0,0.0,0.67,0.0,0.0,0.07,0.01,1.2,0.0,0.05,0.12,0.08,1.92,1.4,0.0,3.52,18.2,8.7,8.4,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.6,1.8,0.0,0.4,0.1,0.04,0.0,0.0,0.6,0.0,0.1,0.24,0.1,1.12
0,0,7,0,10.8,316,0.01,0.01,0.0,1.6,156,2,0,1.9,7.8,2023-12-10,90,13,0,0,0,0,16,0,326214,1,2,1,0.0,1,149,5587,5438,3.9,True,0,316,,,Amari'i Bell,0,0,0.0,90,DC,Luton,Manchester City,1,2,22050,2023,629326,0.0246841944754123,0,1,0,0.0,0.0246841944754123,0.0,22050,Luton,Amari'i Bell,Amari&#039;i Bell,5,2,16,-0.7,DEF,0.0,0.0,0.0,0.0,2.44,4.0,0.0,3.4,20.4,13.3,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.05,0.03,-0.2,0.0,0.07,0.07,0.0,2.53,2.67,0.0,4.17,24.2,14.37,3.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.67,1.0,0.0,0.33,0.0,0.07,0.0,0.0,1.0,0.0,0.0,0.09,0.02,0.1,0.0,0.05,0.05,0.0,2.22,2.0,0.0,3.3,19.8,11.36,1.8,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.8,2.0,1.4,0.0,0.2,0.0,0.04,0.0,0.0,0.8,0.0,0.0,0.08,0.04,0.92
