home_team,away_team,player_name,anytime_odds,two_or_more,hatrick
Arsenal,Nottingham Forest,Viktor Gyokeres,8/11,12/1,14/5
Arsenal,Nottingham Forest,Eberechi Eze,13/8,35/1,9/2
Arsenal,Nottingham Forest,Noni Madueke,15/8,40/1,24/5
Arsenal,Nottingham Forest,Gabriel Martinelli,15/8,45/1,24/5
Arsenal,Nottingham Forest,Max Dowman,2/1,55/1,11/2
Arsenal,Nottingham Forest,Leandro Trossard,21/10,55/1,11/2
Arsenal,Nottingham Forest,Andre Harriman-Annous,23/10,70/1,6/1
Arsenal,Nottingham Forest,Mikel Merino,16/5,90/1,15/2
Arsenal,Nottingham Forest,Martin Odegaard,18/5,125/1,8/1
Arsenal,Nottingham Forest,Ethan Nwaneri,7/2,150/1,17/2
Arsenal,Nottingham Forest,Declan Rice,18/5,150/1,17/2
Arsenal,Nottingham Forest,Riccardo Calafiori,9/2,150/1,10/1
Arsenal,Nottingham Forest,Jurrien Timber,11/2,250/1,11/1
Arsenal,Nottingham Forest,Christian Norgaard,5/1,200/1,11/1
Arsenal,Nottingham Forest,Martin Zubimendi,6/1,300/1,12/1
Arsenal,Nottingham Forest,Gabriel Magalhaes,13/2,300/1,14/1
Arsenal,Nottingham Forest,Ben White,15/2,300/1,14/1
Arsenal,Nottingham Forest,Piero Hincapie,15/2,250/1,14/1
Arsenal,Nottingham Forest,Myles Lewis-Skelly,8/1,400/1,16/1
Arsenal,Nottingham Forest,Cristhian Mosquera,9/1,250/1,20/1
Arsenal,Nottingham Forest,William Saliba,10/1,400/1,22/1
Arsenal,Nottingham Forest,Chris Wood,29/10,90/1,7/1
Arsenal,Nottingham Forest,Arnaud Kalimuendo,14/5,90/1,7/1
Arsenal,Nottingham Forest,Taiwo Awoniyi,7/2,100/1,15/2
Arsenal,Nottingham Forest,Igor Jesus,18/5,100/1,8/1
Arsenal,Nottingham Forest,James McAtee,24/5,150/1,10/1
Arsenal,Nottingham Forest,Omari Hutchinson,11/2,200/1,10/1
Arsenal,Nottingham Forest,Morgan Gibbs-White,4/1,200/1,10/1
Arsenal,Nottingham Forest,Jota Silva,5/1,200/1,11/1
Arsenal,Nottingham Forest,Callum Hudson-Odoi,5/1,200/1,11/1
Arsenal,Nottingham Forest,Dan Ndoye,5/1,200/1,11/1
Arsenal,Nottingham Forest,Dilane Bakwa,13/2,300/1,14/1
Arsenal,Nottingham Forest,Douglas Luiz,17/2,300/1,18/1
Arsenal,Nottingham Forest,Ryan Yates,9/1,400/1,20/1
Arsenal,Nottingham Forest,Elliot Anderson,10/1,400/1,22/1
Arsenal,Nottingham Forest,Nikola Milenkovic,12/1,400/1,28/1
Arsenal,Nottingham Forest,Nicolo Savona,12/1,250/1,28/1
Arsenal,Nottingham Forest,Ibrahim Sangare,12/1,300/1,33/1
Arsenal,Nottingham Forest,Willy Boly,20/1,400/1,65/1
Arsenal,Nottingham Forest,Morato,20/1,400/1,65/1
Arsenal,Nottingham Forest,Neco Williams,16/1,400/1,45/1
Arsenal,Nottingham Forest,Ola Aina,18/1,400/1,45/1
Arsenal,Nottingham Forest,Murillo,16/1,400/1,45/1
Arsenal,Nottingham Forest,Jair Cunha,22/1,400/1,65/1
Bournemouth,Brighton,Evanilson,17/10,35/1,24/5
Bournemouth,Brighton,Justin Kluivert,11/5,60/1,5/1
Bournemouth,Brighton,Eli Junior Kroupi,2/1,55/1,11/2
