home_team,away_team,player_name,anytime_odds,two_or_more,hatrick
Wolves,Newcastle,Jorgen Strand Larsen,9/4,65/1,11/2
Wolves,Newcastle,Hwang Hee-chan,11/4,80/1,13/2
Wolves,Newcastle,Mateus Mane,29/10,90/1,7/1
Wolves,Newcastle,Tolu Arokodare,29/10,100/1,15/2
Wolves,Newcastle,Fernando Lopez,15/4,150/1,17/2
Wolves,Newcastle,Rodrigo Gomes,9/2,200/1,10/1
Wolves,Newcastle,Jhon Arias,9/2,150/1,10/1
Wolves,Newcastle,Tawanda Chirewa,9/2,200/1,10/1
Wolves,Newcastle,Ladislav Krejci,6/1,250/1,12/1
Wolves,Newcastle,Santiago Bueno,17/2,300/1,18/1
Wolves,Newcastle,Joao Gomes,9/1,300/1,20/1
Wolves,Newcastle,Matt Doherty,10/1,300/1,22/1
Wolves,Newcastle,Emmanuel Agbadou,10/1,300/1,22/1
Wolves,Newcastle,Yerson Mosquera,10/1,400/1,22/1
Wolves,Newcastle,Andre Trindade,11/1,300/1,25/1
Wolves,Newcastle,David Moller Wolfe,11/1,250/1,28/1
Wolves,Newcastle,Pedro Lima,12/1,400/1,28/1
Wolves,Newcastle,Hugo Bueno,12/1,400/1,28/1
Wolves,Newcastle,Temple Ojinnaka,14/1,400/1,35/1
Wolves,Newcastle,Jackson Tchatchoua,18/1,250/1,55/1
Wolves,Newcastle,Nick Woltemade,10/11,16/1,10/3
Wolves,Newcastle,Yoane Wissa,11/10,18/1,18/5
Wolves,Newcastle,Harvey Barnes,19/10,45/1,5/1
Wolves,Newcastle,Sean Neave,15/8,45/1,5/1
Wolves,Newcastle,Anthony Gordon,9/4,65/1,11/2
Wolves,Newcastle,Bruno Guimaraes,13/5,80/1,13/2
Wolves,Newcastle,Jacob Murphy,27/10,90/1,7/1
Wolves,Newcastle,Anthony Elanga,29/10,100/1,15/2
Wolves,Newcastle,Joelinton,4/1,125/1,9/1
Wolves,Newcastle,Jacob Ramsey,4/1,200/1,10/1
Wolves,Newcastle,Joe Willock,11/2,250/1,12/1
Wolves,Newcastle,Sandro Tonali,17/2,400/1,18/1
Wolves,Newcastle,Kieran Trippier,17/2,250/1,18/1
Wolves,Newcastle,Malick Thiaw,8/1,400/1,18/1
Wolves,Newcastle,Lewis Miley,17/2,250/1,18/1
Wolves,Newcastle,Dan Burn,9/1,250/1,18/1
Wolves,Newcastle,Lewis Hall,10/1,300/1,20/1
Wolves,Newcastle,Sven Botman,10/1,250/1,22/1
Wolves,Newcastle,Alex Murphy,10/1,400/1,22/1
Wolves,Newcastle,Valentino Livramento,12/1,250/1,28/1
Aston Villa,Everton,Ollie Watkins,21/20,20/1,10/3
Aston Villa,Everton,Morgan Rogers,6/4,35/1,4/1
Aston Villa,Everton,Emiliano Buendia,15/8,45/1,24/5
Aston Villa,Everton,Jadon Sancho,13/5,80/1,13/2
Aston Villa,Everton,John McGinn,14/5,90/1,13/2
Aston Villa,Everton,Evann Guessand,11/4,90/1,7/1
Aston Villa,Everton,Jamaldeen Jimoh-Aloba,19/5,150/1,9/1
Aston Villa,Everton,Youri Tielemans,24/5,200/1,10/1
Aston Villa,Everton,Matthew Cash,5/1,250/1,11/1
Aston Villa,Everton,George Hemmings,6/1,300/1,12/1
Aston Villa,Everton,Ian Maatsen,7/1,400/1,14/1
Aston Villa,Everton,Lucas Digne,8/1,250/1,14/1
Aston Villa,Everton,Boubacar Kamara,9/1,300/1,18/1
Aston Villa,Everton,Andres Garcia,10/1,400/1,20/1
Aston Villa,Everton,Tyrone Mings,10/1,400/1,20/1
Aston Villa,Everton,Lamare Bogarde,11/1,400/1,25/1
Aston Villa,Everton,Pau Torres,11/1,400/1,25/1
Aston Villa,Everton,Ezri Konsa,11/1,400/1,25/1
Aston Villa,Everton,Victor Lindelof,16/1,400/1,35/1
Aston Villa,Everton,Thierno Barry,14/5,80/1,13/2
