home_team,away_team,player_name,anytime_odds,two_or_more,hatrick
West Ham,Chelsea,Niclas Fullkrug,27/10,80/1,6/1
West Ham,Chelsea,Callum Wilson,27/10,80/1,6/1
West Ham,Chelsea,Jarrod Bowen,27/10,90/1,13/2
West Ham,Chelsea,Tomas Soucek,18/5,100/1,8/1
West Ham,Chelsea,Callum Marshall,10/3,125/1,8/1
West Ham,Chelsea,Lucas Paqueta,24/5,150/1,10/1
West Ham,Chelsea,Maxwel Cornet,5/1,200/1,11/1
West Ham,Chelsea,James Ward-Prowse,6/1,250/1,11/1
West Ham,Chelsea,El Hadji Malick Diouf,7/1,300/1,12/1
West Ham,Chelsea,Andy Irving,15/2,400/1,14/1
West Ham,Chelsea,Luis Guilherme,17/2,400/1,16/1
West Ham,Chelsea,Edson Alvarez,10/1,250/1,22/1
West Ham,Chelsea,Freddie Potts,10/1,250/1,22/1
West Ham,Chelsea,Aaron Wan-Bissaka,11/1,400/1,25/1
West Ham,Chelsea,Nayef Aguerd,11/1,300/1,25/1
West Ham,Chelsea,Konstantinos Mavropanos,11/1,250/1,28/1
West Ham,Chelsea,Oliver Scarles,14/1,400/1,28/1
West Ham,Chelsea,Kyle Walker-Peters,11/1,250/1,28/1
West Ham,Chelsea,Guido Rodriguez,14/1,400/1,35/1
West Ham,Chelsea,Max Kilman,18/1,400/1,45/1
West Ham,Chelsea,Jean-Clair Todibo,22/1,300/1,66/1
West Ham,Chelsea,Liam Delap,11/8,25/1,15/4
West Ham,Chelsea,Joao Pedro,13/10,25/1,15/4
West Ham,Chelsea,Cole Palmer,11/8,28/1,19/5
West Ham,Chelsea,Estevao,12/5,66/1,11/2
West Ham,Chelsea,Jamie Bynoe-Gittens,12/5,66/1,11/2
West Ham,Chelsea,Tyrique George,3/1,100/1,15/2
West Ham,Chelsea,Pedro Neto,7/2,125/1,8/1
West Ham,Chelsea,Andrey Santos,4/1,200/1,9/1
West Ham,Chelsea,Enzo Fernandez,4/1,150/1,9/1
West Ham,Chelsea,Marc Cucurella,13/2,300/1,12/1
West Ham,Chelsea,Reece James,13/2,250/1,12/1
West Ham,Chelsea,Romeo Lavia,17/2,250/1,16/1
West Ham,Chelsea,Jorrel Hato,9/1,250/1,20/1
West Ham,Chelsea,Dario Essugo,9/1,400/1,20/1
West Ham,Chelsea,Moises Caicedo,10/1,400/1,20/1
West Ham,Chelsea,Trevoh Chalobah,10/1,300/1,20/1
West Ham,Chelsea,Josh Acheampong,11/1,400/1,22/1
West Ham,Chelsea,Tosin Adarabioyo,11/1,300/1,22/1
West Ham,Chelsea,Malo Gusto,11/1,300/1,22/1
West Ham,Chelsea,Aaron Anselmino,12/1,400/1,25/1
West Ham,Chelsea,Wesley Fofana,11/1,300/1,25/1
West Ham,Chelsea,Benoit Badiashile,12/1,400/1,28/1
Man City,Tottenham,Erling Haaland,8/13,10/1,27/10
Man City,Tottenham,Omar Marmoush,7/5,28/1,4/1
Man City,Tottenham,Phil Foden,7/4,35/1,24/5
Man City,Tottenham,Tijjani Reijnders,15/8,45/1,5/1
Man City,Tottenham,Oscar Bobb,21/10,60/1,11/2
Man City,Tottenham,Rayan Cherki,2/1,55/1,6/1
Man City,Tottenham,Jeremy Doku,5/2,70/1,13/2
Man City,Tottenham,Ilkay Gundogan,15/4,100/1,17/2
Man City,Tottenham,Nico O'Reilly,19/5,125/1,9/1
Man City,Tottenham,Bernardo Silva,9/2,150/1,10/1
Man City,Tottenham,Rodri,9/2,150/1,10/1
Man City,Tottenham,Nico Gonzalez,11/2,200/1,11/1
Man City,Tottenham,Rayan Ait Nouri,11/2,200/1,11/1
Man City,Tottenham,Josko Gvardiol,24/5,200/1,11/1
Man City,Tottenham,John Stones,15/2,250/1,16/1
Man City,Tottenham,Abdukodir Khusanov,8/1,250/1,18/1
Man City,Tottenham,Matheus Nunes,8/1,250/1,18/1
Man City,Tottenham,Rico Lewis,8/1,250/1,18/1
Man City,Tottenham,Nathan Ake,9/1,400/1,20/1
Man City,Tottenham,Manuel Akanji,10/1,400/1,25/1
Man City,Tottenham,Ruben Dias,10/1,400/1,25/1
