home_team,away_team,player_name,anytime_odds,two_or_more,hatrick
Liverpool,Everton,Alexander Isak,19/20,16/1,10/3
Liverpool,Everton,Mohamed Salah,11/10,20/1,17/5
Liverpool,Everton,Hugo Ekitike,11/10,20/1,15/4
Liverpool,Everton,Florian Wirtz,27/10,80/1,13/2
Liverpool,Everton,Cody Gakpo,12/5,70/1,13/2
Liverpool,Everton,Federico Chiesa,5/2,70/1,13/2
Liverpool,Everton,Rio Ngumoha,11/4,90/1,7/1
Liverpool,Everton,Dominik Szoboszlai,19/5,150/1,9/1
Liverpool,Everton,Trey Nyoni,4/1,150/1,10/1
Liverpool,Everton,Alexis Mac Allister,5/1,150/1,10/1
Liverpool,Everton,Conor Bradley,13/2,250/1,12/1
Liverpool,Everton,Jeremie Frimpong,6/1,300/1,12/1
Liverpool,Everton,Curtis Jones,6/1,300/1,12/1
Liverpool,Everton,Ryan Gravenberch,9/1,400/1,20/1
Liverpool,Everton,Milos Kerkez,10/1,300/1,20/1
Liverpool,Everton,Virgil van Dijk,10/1,400/1,22/1
Liverpool,Everton,Andrew Robertson,11/1,400/1,25/1
Liverpool,Everton,Wataru Endo,12/1,400/1,28/1
Liverpool,Everton,Joseph Gomez,12/1,400/1,28/1
Liverpool,Everton,Giovanni Leoni,12/1,400/1,28/1
Liverpool,Everton,Ibrahima Konate,12/1,400/1,28/1
Liverpool,Everton,Beto,16/5,90/1,15/2
Liverpool,Everton,Iliman Ndiaye,15/4,150/1,17/2
Liverpool,Everton,Thierno Barry,17/5,125/1,17/2
Liverpool,Everton,Jack Grealish,4/1,150/1,9/1
Liverpool,Everton,Carlos Alcaraz,5/1,250/1,11/1
Liverpool,Everton,Dwight McNeil,5/1,200/1,11/1
Liverpool,Everton,Tyler Dibling,11/2,200/1,11/1
Liverpool,Everton,Kiernan Dewsbury-Hall,13/2,300/1,12/1
Liverpool,Everton,Merlin Rohl,6/1,250/1,12/1
Liverpool,Everton,Jake O'Brien,9/1,300/1,20/1
Liverpool,Everton,Tim Iroegbunam,9/1,400/1,20/1
Liverpool,Everton,Idrissa 'Gana' Gueye,11/1,400/1,22/1
Liverpool,Everton,Michael Keane,11/1,400/1,25/1
Liverpool,Everton,James Garner,12/1,400/1,28/1
Liverpool,Everton,James Tarkowski,14/1,400/1,35/1
Liverpool,Everton,Vitaliy Mykolenko,16/1,400/1,35/1
Liverpool,Everton,Adam Aznou,18/1,400/1,45/1
Liverpool,Everton,Seamus Coleman,20/1,400/1,65/1
Liverpool,Everton,Nathan Patterson,20/1,400/1,65/1
Brighton,Tottenham,Danny Welbeck,15/8,45/1,24/5
Brighton,Tottenham,Georginio Rutter,2/1,55/1,5/1
Brighton,Tottenham,Stefanos Tzimas,2/1,55/1,11/2
Brighton,Tottenham,Yankuba Minteh,12/5,70/1,6/1
Brighton,Tottenham,Tom Watson,27/10,70/1,6/1
Brighton,Tottenham,Kaoru Mitoma,23/10,66/1,6/1
Brighton,Tottenham,Brajan Gruda,11/4,90/1,7/1
Brighton,Tottenham,Diego Gomez,4/1,150/1,9/1
Brighton,Tottenham,Carlos Baleba,11/2,200/1,11/1
Brighton,Tottenham,Yasin Ayari,6/1,250/1,11/1
Brighton,Tottenham,Jack Hinshelwood,11/2,250/1,11/1
Brighton,Tottenham,Ferdi Kadioglu,7/1,250/1,12/1
Brighton,Tottenham,James Milner,13/2,300/1,12/1
Brighton,Tottenham,Maxim De Cuyper,8/1,300/1,16/1
Brighton,Tottenham,Mats Wieffer,9/1,250/1,20/1
Brighton,Tottenham,Lewis Dunk,11/1,400/1,25/1
Brighton,Tottenham,Jan Paul van Hecke,11/1,400/1,25/1
Brighton,Tottenham,Olivier Boscagli,11/1,400/1,25/1
Brighton,Tottenham,Diego Coppola,12/1,400/1,28/1
Brighton,Tottenham,Joel Veltman,12/1,300/1,33/1
Brighton,Tottenham,Richarlison,9/5,40/1,9/2
Brighton,Tottenham,Randal Kolo Muani,7/4,40/1,24/5
Brighton,Tottenham,Dominic Solanke,2/1,55/1,11/2
Brighton,Tottenham,Xavi Simons,23/10,66/1,11/2
Brighton,Tottenham,Mathys Tel,21/10,55/1,11/2
Brighton,Tottenham,Brennan Johnson,5/2,80/1,13/2
Brighton,Tottenham,Mohammed Kudus,11/4,90/1,7/1
Brighton,Tottenham,Wilson Odobert,3/1,100/1,15/2
Brighton,Tottenham,Joao Palhinha,5/1,200/1,10/1
Brighton,Tottenham,Pape Matar Sarr,5/1,200/1,10/1
Brighton,Tottenham,Lucas Bergvall,11/2,250/1,11/1
Brighton,Tottenham,Rodrigo Bentancur,7/1,300/1,14/1
Brighton,Tottenham,Pedro Porro,10/1,400/1,20/1
Brighton,Tottenham,Destiny Udogie,10/1,250/1,22/1
Brighton,Tottenham,Cristian Romero,10/1,400/1,22/1
Brighton,Tottenham,Micky van de Ven,11/1,400/1,25/1
Brighton,Tottenham,Djed Spence,12/1,300/1,25/1
Brighton,Tottenham,Kevin Danso,11/1,400/1,25/1
Brighton,Tottenham,Archie Gray,11/1,400/1,25/1
Brighton,Tottenham,Ben Davies,14/1,400/1,35/1
Burnley,Nottingham Forest,Lyle Foster,11/5,60/1,5/1
Burnley,Nottingham Forest,Armando Broja,9/4,66/1,11/2
Burnley,Nottingham Forest,Zian Flemming,5/2,80/1,6/1
Burnley,Nottingham Forest,Jaidon Anthony,12/5,70/1,6/1
Burnley,Nottingham Forest,Marcus Edwards,15/4,150/1,8/1
Burnley,Nottingham Forest,Jacob Bruun Larsen,19/5,150/1,17/2
Burnley,Nottingham Forest,Aaron Ramsey,4/1,150/1,17/2
Burnley,Nottingham Forest,Hannibal Mejbri,4/1,125/1,17/2
Burnley,Nottingham Forest,Loum Tchaouna,4/1,150/1,17/2
Burnley,Nottingham Forest,Josh Laurent,24/5,150/1,9/1
Burnley,Nottingham Forest,Josh Cullen,7/1,300/1,12/1
Burnley,Nottingham Forest,Oliver Sonne,13/2,300/1,12/1
Burnley,Nottingham Forest,Hjalmar Ekdal,10/1,300/1,20/1
Burnley,Nottingham Forest,Florentino Luis,11/1,400/1,25/1
Burnley,Nottingham Forest,Bashir Humphreys,12/1,400/1,25/1
Burnley,Nottingham Forest,Joe Worrall,12/1,400/1,25/1
Burnley,Nottingham Forest,Axel Tuanzebe,14/1,400/1,28/1
Burnley,Nottingham Forest,Lucas Pires,14/1,400/1,28/1
Burnley,Nottingham Forest,Quilindschy Hartman,14/1,400/1,28/1
Burnley,Nottingham Forest,Maxime Esteve,16/1,400/1,35/1
Burnley,Nottingham Forest,Kyle Walker,16/1,400/1,35/1
Burnley,Nottingham Forest,Chris Wood,6/4,33/1,15/4
Burnley,Nottingham Forest,Arnaud Kalimuendo,17/10,40/1,4/1
Burnley,Nottingham Forest,Taiwo Awoniyi,15/8,45/1,24/5
Burnley,Nottingham Forest,Igor Jesus,21/10,55/1,5/1
Burnley,Nottingham Forest,Morgan Gibbs-White,12/5,70/1,11/2
Burnley,Nottingham Forest,Callum Hudson-Odoi,17/5,125/1,15/2
Burnley,Nottingham Forest,James McAtee,16/5,125/1,15/2
Burnley,Nottingham Forest,Dan Ndoye,7/2,150/1,8/1
Burnley,Nottingham Forest,Dilane Bakwa,19/5,150/1,17/2
Burnley,Nottingham Forest,Omari Hutchinson,15/4,150/1,17/2
Burnley,Nottingham Forest,Ryan Yates,5/1,150/1,9/1
Burnley,Nottingham Forest,Elliot Anderson,6/1,250/1,11/1
Burnley,Nottingham Forest,Douglas Luiz,6/1,250/1,11/1
Burnley,Nottingham Forest,Ibrahim Sangare,17/2,400/1,16/1
Burnley,Nottingham Forest,Nikola Milenkovic,9/1,400/1,18/1
Burnley,Nottingham Forest,Murillo,10/1,250/1,20/1
Burnley,Nottingham Forest,Neco Williams,10/1,300/1,20/1
Burnley,Nottingham Forest,Nicolo Savona,11/1,400/1,22/1
Burnley,Nottingham Forest,Oleksandr Zinchenko,12/1,400/1,25/1
Burnley,Nottingham Forest,Morato,14/1,400/1,28/1
Burnley,Nottingham Forest,Willy Boly,14/1,400/1,28/1
Burnley,Nottingham Forest,Jair Cunha,14/1,400/1,28/1
Burnley,Nottingham Forest,Zach Abbott,14/1,400/1,35/1
West Ham,Crystal Palace,Jarrod Bowen,5/2,80/1,6/1
West Ham,Crystal Palace,Niclas Fullkrug,14/5,90/1,13/2
West Ham,Crystal Palace,Callum Wilson,29/10,100/1,13/2
