home_team,away_team,player_name,anytime_odds,two_or_more,hatrick
Man Utd,Newcastle,Benjamin Sesko,9/5,40/1,24/5
Man Utd,Newcastle,Matheus Cunha,7/4,40/1,5/1
Man Utd,Newcastle,Joshua Zirkzee,23/10,66/1,6/1
Man Utd,Newcastle,Mason Mount,3/1,125/1,8/1
Man Utd,Newcastle,Shea Lacey,19/5,150/1,9/1
Man Utd,Newcastle,Bendito Mantato,19/5,150/1,9/1
Man Utd,Newcastle,Casemiro,9/2,150/1,9/1
Man Utd,Newcastle,Jack Fletcher,11/2,250/1,11/1
Man Utd,Newcastle,Manuel Ugarte,17/2,400/1,18/1
Man Utd,Newcastle,Diogo Dalot,10/1,300/1,20/1
Man Utd,Newcastle,Patrick Dorgu,17/2,400/1,18/1
Man Utd,Newcastle,Diego Leon,9/1,400/1,20/1
Man Utd,Newcastle,Lisandro Martinez,11/1,400/1,22/1
Man Utd,Newcastle,Ayden Heaven,11/1,250/1,28/1
Man Utd,Newcastle,Leny Yoro,11/1,250/1,28/1
Man Utd,Newcastle,Luke Shaw,16/1,300/1,40/1
Man Utd,Newcastle,Tyler Fredricson,18/1,400/1,45/1
Man Utd,Newcastle,Tyrell Malacia,18/1,400/1,45/1
Man Utd,Newcastle,Nick Woltemade,6/4,33/1,4/1
Man Utd,Newcastle,Harvey Barnes,23/10,65/1,11/2
Man Utd,Newcastle,Yoane Wissa,21/10,60/1,11/2
Man Utd,Newcastle,Anthony Gordon,14/5,80/1,7/1
Man Utd,Newcastle,Sean Neave,5/2,80/1,13/2
Man Utd,Newcastle,William Osula,11/4,90/1,7/1
Man Utd,Newcastle,Jacob Murphy,4/1,150/1,10/1
Man Utd,Newcastle,Bruno Guimaraes,19/5,150/1,17/2
Man Utd,Newcastle,Anthony Elanga,4/1,150/1,10/1
Man Utd,Newcastle,Joelinton,6/1,300/1,12/1
Man Utd,Newcastle,Jacob Ramsey,11/2,250/1,12/1
Man Utd,Newcastle,Joe Willock,13/2,300/1,12/1
Man Utd,Newcastle,Sandro Tonali,8/1,250/1,16/1
Man Utd,Newcastle,Fabian Schar,9/1,250/1,18/1
Man Utd,Newcastle,Malick Thiaw,8/1,400/1,18/1
Man Utd,Newcastle,Lewis Miley,10/1,300/1,22/1
Man Utd,Newcastle,Lewis Hall,11/1,300/1,25/1
Man Utd,Newcastle,Sven Botman,11/1,400/1,25/1
Man Utd,Newcastle,Alex Murphy,12/1,400/1,28/1
Man Utd,Newcastle,Jamaal Lascelles,12/1,400/1,28/1
Man Utd,Newcastle,Leo Shahar,18/1,400/1,45/1
Nottingham Forest,Man City,Callum Hudson-Odoi,18/5,125/1,8/1
Nottingham Forest,Man City,Igor Jesus,16/5,100/1,8/1
Nottingham Forest,Man City,Arnaud Kalimuendo,7/2,150/1,17/2
Nottingham Forest,Man City,Taiwo Awoniyi,17/5,125/1,17/2
Nottingham Forest,Man City,Morgan Gibbs-White,15/4,150/1,17/2
Nottingham Forest,Man City,James McAtee,9/2,200/1,10/1
Nottingham Forest,Man City,Omari Hutchinson,9/2,150/1,10/1
Nottingham Forest,Man City,Dilane Bakwa,11/2,250/1,11/1
Nottingham Forest,Man City,Dan Ndoye,11/2,250/1,12/1
Nottingham Forest,Man City,Nicolas Dominguez,7/1,250/1,12/1
Nottingham Forest,Man City,Jimmy Sinclair,15/2,400/1,16/1
Nottingham Forest,Man City,Elliot Anderson,8/1,400/1,16/1
Nottingham Forest,Man City,Nicolo Savona,17/2,300/1,18/1
Nottingham Forest,Man City,Douglas Luiz,17/2,400/1,18/1
Nottingham Forest,Man City,Archie Whitehall,17/2,400/1,20/1
Nottingham Forest,Man City,Neco Williams,12/1,400/1,28/1
Nottingham Forest,Man City,Nikola Milenkovic,12/1,400/1,28/1
Nottingham Forest,Man City,Oleksandr Zinchenko,11/1,250/1,28/1
Nottingham Forest,Man City,Zach Abbott,20/1,400/1,45/1
Nottingham Forest,Man City,Murillo,16/1,400/1,45/1
Nottingham Forest,Man City,Jack Thompson,20/1,400/1,45/1
Nottingham Forest,Man City,Morato,16/1,400/1,45/1
Nottingham Forest,Man City,Jair Cunha,18/1,400/1,45/1
Nottingham Forest,Man City,Erling Haaland,8/15,9/1,21/10
Nottingham Forest,Man City,Phil Foden,8/5,35/1,9/2
Nottingham Forest,Man City,Reigan Heskey,11/4,90/1,7/1
Nottingham Forest,Man City,Divine Mukasa,18/5,150/1,17/2
Nottingham Forest,Man City,Rayan Cherki,15/4,125/1,17/2
Nottingham Forest,Man City,Tijjani Reijnders,19/5,125/1,17/2
Nottingham Forest,Man City,Savinho,4/1,150/1,9/1
Nottingham Forest,Man City,Oscar Bobb,4/1,150/1,9/1
Nottingham Forest,Man City,Rodri,13/2,300/1,12/1
Nottingham Forest,Man City,Nico O'Reilly,7/1,300/1,14/1
Nottingham Forest,Man City,Josko Gvardiol,13/2,300/1,14/1
Nottingham Forest,Man City,Bernardo Silva,7/1,300/1,14/1
Nottingham Forest,Man City,Charlie Gray,17/2,400/1,18/1
Nottingham Forest,Man City,Nico Gonzalez,8/1,400/1,18/1
Nottingham Forest,Man City,Nathan Ake,9/1,400/1,20/1
Nottingham Forest,Man City,John Stones,9/1,400/1,20/1
Nottingham Forest,Man City,Stephen Mfuni,10/1,400/1,22/1
Nottingham Forest,Man City,Matheus Nunes,11/1,300/1,25/1
Nottingham Forest,Man City,Rico Lewis,11/1,400/1,25/1
Nottingham Forest,Man City,Ruben Dias,11/1,400/1,25/1
Nottingham Forest,Man City,Abdukodir Khusanov,14/1,400/1,35/1
Arsenal,Brighton,Leandro Trossard,7/5,28/1,15/4
Arsenal,Brighton,Viktor Gyokeres,5/4,25/1,19/5
Arsenal,Brighton,Eberechi Eze,6/4,33/1,4/1
Arsenal,Brighton,Bukayo Saka,13/8,35/1,9/2
