home_team,away_team,player_name,anytime_odds,two_or_more,hatrick
Tottenham,Man Utd,Richarlison,7/4,35/1,9/2
Tottenham,Man Utd,Randal Kolo Muani,9/5,40/1,24/5
Tottenham,Man Utd,Mathys Tel,2/1,55/1,11/2
Tottenham,Man Utd,Dane Scarlett,9/4,66/1,6/1
Tottenham,Man Utd,Mohammed Kudus,23/10,66/1,6/1
Tottenham,Man Utd,Brennan Johnson,5/2,70/1,13/2
Tottenham,Man Utd,Wilson Odobert,3/1,100/1,15/2
Tottenham,Man Utd,Luca Williams-Barnett,29/10,100/1,15/2
Tottenham,Man Utd,Xavi Simons,10/3,100/1,8/1
Tottenham,Man Utd,Lucas Bergvall,15/4,150/1,9/1
Tottenham,Man Utd,Joao Palhinha,4/1,150/1,9/1
Tottenham,Man Utd,Pape Matar Sarr,4/1,150/1,9/1
Tottenham,Man Utd,Callum Olusesi,5/1,200/1,11/1
Tottenham,Man Utd,Rodrigo Bentancur,6/1,250/1,12/1
Tottenham,Man Utd,Micky van de Ven,15/2,300/1,14/1
Tottenham,Man Utd,Pedro Porro,9/1,300/1,20/1
Tottenham,Man Utd,Cristian Romero,10/1,300/1,22/1
Tottenham,Man Utd,Djed Spence,11/1,300/1,25/1
Tottenham,Man Utd,Kevin Danso,11/1,300/1,25/1
Tottenham,Man Utd,Junai Byfield,11/1,400/1,25/1
Tottenham,Man Utd,James Rowswell,14/1,400/1,35/1
Tottenham,Man Utd,Destiny Udogie,14/1,400/1,35/1
Tottenham,Man Utd,Malachi Hardy,14/1,400/1,35/1
Tottenham,Man Utd,Matheus Cunha,15/8,40/1,5/1
Tottenham,Man Utd,Benjamin Sesko,19/10,45/1,5/1
Tottenham,Man Utd,Bryan Mbeumo,15/8,45/1,5/1
Tottenham,Man Utd,Joshua Zirkzee,5/2,70/1,13/2
Tottenham,Man Utd,Bruno Fernandes,3/1,100/1,8/1
Tottenham,Man Utd,Mason Mount,7/2,150/1,17/2
Tottenham,Man Utd,Amad Diallo,9/2,200/1,10/1
Tottenham,Man Utd,Casemiro,11/2,250/1,11/1
Tottenham,Man Utd,Kobbie Mainoo,11/2,250/1,12/1
Tottenham,Man Utd,Patrick Dorgu,8/1,250/1,16/1
Tottenham,Man Utd,Manuel Ugarte,17/2,400/1,18/1
Tottenham,Man Utd,Harry Maguire,10/1,400/1,22/1
Tottenham,Man Utd,Matthijs de Ligt,12/1,400/1,28/1
Tottenham,Man Utd,Diego Leon,12/1,400/1,28/1
Tottenham,Man Utd,Diogo Dalot,12/1,300/1,33/1
Tottenham,Man Utd,Leny Yoro,12/1,300/1,33/1
Tottenham,Man Utd,Ayden Heaven,16/1,400/1,35/1
Tottenham,Man Utd,Noussair Mazraoui,18/1,400/1,45/1
Tottenham,Man Utd,Tyrell Malacia,20/1,400/1,65/1
Tottenham,Man Utd,Luke Shaw,20/1,300/1,66/1
Tottenham,Man Utd,Tyler Fredricson,22/1,400/1,70/1
Everton,Fulham,Beto,23/10,65/1,24/5
Everton,Fulham,Iliman Ndiaye,12/5,70/1,5/1
Everton,Fulham,Thierno Barry,13/5,80/1,11/2
Everton,Fulham,Jack Grealish,17/5,125/1,7/1
Everton,Fulham,Dwight McNeil,9/2,200/1,17/2
Everton,Fulham,James Garner,4/1,200/1,17/2
Everton,Fulham,Carlos Alcaraz,9/2,200/1,17/2
Everton,Fulham,Tyler Dibling,5/1,250/1,10/1
Everton,Fulham,Merlin Rohl,13/2,300/1,11/1
Everton,Fulham,Kiernan Dewsbury-Hall,11/2,250/1,11/1
Everton,Fulham,Idrissa 'Gana' Gueye,7/1,300/1,12/1
Everton,Fulham,Tim Iroegbunam,8/1,400/1,14/1
Everton,Fulham,Michael Keane,8/1,400/1,14/1
Everton,Fulham,Jake O'Brien,10/1,300/1,18/1
Everton,Fulham,Adam Aznou,14/1,400/1,28/1
Everton,Fulham,Seamus Coleman,14/1,400/1,28/1
Everton,Fulham,Vitaliy Mykolenko,14/1,400/1,28/1
