home_team,away_team,player_name,anytime_odds,two_or_more,hatrick
Burnley,Chelsea,Zian Flemming,11/5,65/1,5/1
Burnley,Chelsea,Jaidon Anthony,16/5,100/1,15/2
Burnley,Chelsea,Lyle Foster,17/5,125/1,8/1
Burnley,Chelsea,Armando Broja,15/4,150/1,17/2
Burnley,Chelsea,Ashley Barnes,19/5,150/1,17/2
Burnley,Chelsea,Jacob Bruun Larsen,11/2,200/1,10/1
Burnley,Chelsea,Marcus Edwards,13/2,300/1,12/1
Burnley,Chelsea,Lesley Ugochukwu,7/1,250/1,12/1
Burnley,Chelsea,Loum Tchaouna,7/1,300/1,14/1
Burnley,Chelsea,Hannibal Mejbri,9/1,400/1,20/1
Burnley,Chelsea,Josh Laurent,10/1,400/1,20/1
Burnley,Chelsea,Josh Cullen,10/1,400/1,20/1
Burnley,Chelsea,Florentino Luis,14/1,400/1,28/1
Burnley,Chelsea,Oliver Sonne,12/1,400/1,28/1
Burnley,Chelsea,Quilindschy Hartman,14/1,400/1,35/1
Burnley,Chelsea,Joe Worrall,20/1,400/1,45/1
Burnley,Chelsea,Bashir Humphreys,20/1,400/1,45/1
Burnley,Chelsea,Maxime Esteve,20/1,400/1,45/1
Burnley,Chelsea,Hjalmar Ekdal,16/1,400/1,45/1
Burnley,Chelsea,Kyle Walker,22/1,400/1,65/1
Burnley,Chelsea,Axel Tuanzebe,22/1,400/1,65/1
Burnley,Chelsea,Lucas Pires,22/1,400/1,65/1
Burnley,Chelsea,Liam Delap,11/8,28/1,15/4
Burnley,Chelsea,Marc Guiu,7/4,40/1,24/5
Burnley,Chelsea,Estevao,21/10,60/1,24/5
Burnley,Chelsea,Alejandro Garnacho,21/10,60/1,24/5
Burnley,Chelsea,Joao Pedro,9/5,40/1,24/5
Burnley,Chelsea,Tyrique George,21/10,55/1,11/2
Burnley,Chelsea,Pedro Neto,27/10,80/1,6/1
Burnley,Chelsea,Enzo Fernandez,5/2,70/1,6/1
Burnley,Chelsea,Jamie Bynoe-Gittens,23/10,66/1,6/1
Burnley,Chelsea,Facundo Buonanotte,14/5,100/1,7/1
Burnley,Chelsea,Andrey Santos,4/1,150/1,9/1
Burnley,Chelsea,Moises Caicedo,9/2,200/1,10/1
Burnley,Chelsea,Trevoh Chalobah,6/1,250/1,11/1
Burnley,Chelsea,Reece James,13/2,300/1,12/1
Burnley,Chelsea,Marc Cucurella,17/2,400/1,18/1
Burnley,Chelsea,Josh Acheampong,17/2,400/1,18/1
Burnley,Chelsea,Malo Gusto,10/1,300/1,20/1
Burnley,Chelsea,Tosin Adarabioyo,9/1,400/1,20/1
Burnley,Chelsea,Jorrel Hato,10/1,400/1,22/1
Burnley,Chelsea,Wesley Fofana,11/1,250/1,28/1
Burnley,Chelsea,Benoit Badiashile,14/1,400/1,28/1
Bournemouth,West Ham,Eli Junior Kroupi,17/20,14/1,16/5
Bournemouth,West Ham,Antoine Semenyo,19/20,18/1,17/5
Bournemouth,West Ham,Evanilson,5/4,22/1,15/4
Bournemouth,West Ham,Enes Unal,5/4,25/1,19/5
Bournemouth,West Ham,Justin Kluivert,9/4,65/1,5/1
Bournemouth,West Ham,Marcus Tavernier,14/5,90/1,13/2
Bournemouth,West Ham,Amine Adli,14/5,90/1,7/1
Bournemouth,West Ham,David Brooks,11/4,90/1,7/1
Bournemouth,West Ham,Ben Doak,29/10,100/1,15/2
Bournemouth,West Ham,Alex Scott,11/2,200/1,11/1
Bournemouth,West Ham,Ryan Christie,5/1,250/1,11/1
Bournemouth,West Ham,Tyler Adams,7/1,400/1,14/1
Bournemouth,West Ham,Alex Jimenez,9/1,250/1,20/1
Bournemouth,West Ham,Lewis Cook,10/1,250/1,20/1
Bournemouth,West Ham,Adrien Truffert,10/1,300/1,22/1
Bournemouth,West Ham,James Hill,11/1,400/1,22/1
Bournemouth,West Ham,Veljko Milosavljevic,10/1,250/1,22/1
Bournemouth,West Ham,Marcos Senesi,12/1,400/1,25/1
Bournemouth,West Ham,Julio Soler,12/1,400/1,25/1
