Name,League,Division,Team id,points,OR
Robin Doda,10,1,4037877,86,193490
Adam Garland,10,1,3384256,72,6127965
Marc O’Pollo,10,1,1888059,70,5141863
Hassan kamara,10,1,695197,69,2285906
Khwilo Kabaka,10,1,7719532,69,3267391
Philip Leavy,10,1,3914001,69,3382902
Jason Gomez,10,1,86197,63,3745334
John Mc Manus,10,1,603834,63,5723539
Danny Welbeck,10,1,4799125,60,7392246
Matthew Phillips,10,1,7080108,59,5145262
George Kevin,10,1,5980277,57,5053733
Moad Akram,10,1,6786972,54,7886648
Favour Ogabi,10,1,9012978,51,6750337
Md. Salah Uddin Bin Mostafa,10,1,5192659,49,7554947
Toby Schoenfeld,10,1,7339619,48,6494033
Ribhu Bhowmick,10,1,5381902,48,7292377
Wahyu Hidayat,10,1,4303681,48,7980311
Kaoru Mitoma,10,1,3819093,45,7331527
Stijn Criel,10,1,3250474,36,9110292
Andy Stephens,10,1,1889841,21,10107040
Mandar Karandikar,10,2,8066676,94,569354
Sean K,10,2,3093793,86,1237195
Andrei Ungurean,10,2,4895744,79,62175
La Blua Momo,10,2,1169975,76,3355823
Kevin Matano,10,2,2096347,71,2504168
Jasim Mohammed,10,2,7010918,67,2048346
Killian O' Sullivan,10,2,3509347,63,6199777
Mzwandile mbiza,10,2,3051838,63,8598290
barnak jana,10,2,4720102,61,4949334
Chris Cork,10,2,554580,55,5930619
james crews,10,2,5191118,55,8452898
Decky Casey,10,2,2310107,52,7621735
John Hooker,10,2,2875318,50,7827259
Stephan Wagner,10,2,46273,47,6973207
Sam Mathews,10,2,7300853,43,8924635
Mickel Walkes,10,2,8411194,39,6931878
peter gale,10,2,986826,39,9382702
Cyril Baaku,10,2,8772501,36,9544713
Richard Flisik,10,2,4384522,36,9722630
Nguyen Dat ♎️,10,2,20252,18,11197262
Tobirama Sensei,10,3,7801336,30,3900819
Ayush Kesarwani,10,3,5689161,21,467094
Oleksandr Shpakov,10,3,8401046,21,4451732
Jurgen Kelam,10,3,4924866,18,7009733
Sajan Solaman,10,3,2107148,15,7950586
Isaac McGeachie,10,3,1460207,15,8369463
Peace .,10,3,9892525,6,9832474
