Name,League,Division,Team id,points,OR
Emil Gustafsson,9,62,3584,70,81471
Adarsh Nair,9,62,6829807,69,781428
Eelis Taavettila,9,62,2892510,68,556951
पृथ्वीराज सातव,9,62,7797613,66,793003
Percy Joy,9,62,7529121,64,1314019
सरोज आचार्य,9,62,333664,58,1618238
Mohamed Hashem,9,62,1855339,58,1841349
Paul McDevitt,9,62,4335144,57,1982435
Jethro,9,62,2901085,54,2604140
Sarvagna G,9,62,6808706,54,5163411
Neil Joyce,9,62,28858,52,2134927
Obii Dollar,9,62,4921233,46,4918766
jibril ishaq,9,62,9529970,45,5147160
OLATUNDE FAMOROTI,9,62,621067,40,5973642
Coach Wayskiy,9,62,4955519,39,5549504
Dariusz Grad,9,62,7152933,37,6403523
mass ogtt,9,62,7345423,30,4851348
Simon Sheppard,9,63,3998321,78,201954
muhammed abdullahi,9,63,734361,76,344201
Dheeraj Amarnani,9,63,4852188,76,417739
Abdullah Alriyami,9,63,4358841,71,293558
Fulan,9,63,1191347,67,962793
Amod Dahiya,9,63,9876538,63,1527425
martin keel,9,63,773682,61,2363578
Jan Christian Strømmen,9,63,5171,58,1203052
Adam Baker,9,63,308861,55,2703425
Tijani Abdulbariu,9,63,7743251,55,3010100
Mico Poswa,9,63,2014311,53,3240910
Mark Lovell,9,63,859054,52,697919
Nicholas Matkovic,9,63,3646319,52,4136217
Philip Hetherington,9,63,2597763,51,2313960
Alan Johnson,9,63,308100,50,864923
Stuart Leigh,9,63,2213897,47,3174736
Dai Eveleigh,9,63,3587034,46,3723258
Bill Emmett-Callaghan,9,63,1176202,40,2898568
Frank Muindi,9,63,6850319,40,7228508
Lenson Dhino,9,63,3806564,35,4154671
Ioannis Angelis,9,64,384170,76,10788
Daithi K,9,64,4217996,72,689333
Marcus Shaw,9,64,7516875,71,353930
Jan Řehůřek,9,64,395551,69,493894
Artem Filatov,9,64,2421458,68,127752
Abhinav Kc,9,64,5186255,65,1190259
AYOUB Lbhja,9,64,171929,64,590788
Vivek Shrotri,9,64,165337,64,1077754
Jason Thacker,9,64,1848298,64,1098499
Evan O'Neil,9,64,17172,62,2636280
Omotoye Temitope,9,64,7629354,55,1118026
Hassan Musa,9,64,1420850,54,4442396
Jiradetch Phongthephupatham,9,64,3459359,53,2835205
Lord Wande,9,64,21433,51,2804202
Kaseem Adewumi,9,64,4939551,51,4164490
Bradley Medcalf,9,64,2167530,44,3308561
Daniel Brobbey,9,64,5310274,42,6361979
Abhijeet Ashtikar,9,64,521669,40,3856655
Dipayan B,9,64,2836881,40,6482326
Deano Doherty,9,64,3008819,24,8656732
Dinesh Ramanathan,9,65,7522347,75,1583487
Lou Cooper,9,65,546300,72,889088
Smudger Smith,9,65,164645,69,691219
Bjoern Scheid,9,65,1104557,66,725160
Executor Azmin,9,65,108654,64,84369
Sam Facer,9,65,5002143,64,447142
Dan Sanders,9,65,1642051,64,596941
Sverre Myklebust,9,65,5606058,60,199506
Harry Stephens,9,65,8598228,60,1230748
Elden Boss,9,65,5737160,58,2194517
Tung Do,9,65,101772,56,1513422
Kesna Hart,9,65,3458373,54,2021546
Xavier Brian,9,65,732979,52,861162
rob orton,9,65,3122378,52,3779191
michael brako,9,65,639312,51,2583004
Adam Duggan,9,65,2716290,49,2446973
Gareth Jennings,9,65,1365115,45,2091544
Matt Francis,9,65,8579224,45,2432789
Deepak Mathew,9,65,6028279,40,4234158
Zakariae BAHARI,9,65,5917004,36,6879191
Rajesh B,9,66,267042,79,280785
Bohdan Kopylchak,9,66,625527,71,124240
Guanming Shi,9,66,2915733,68,269455
Mirnes Alic,9,66,1613527,67,160206
Azze Ddine,9,66,5021870,65,1890575
Oluwabunmi Olopade,9,66,6082914,64,1437418
David Craven,9,66,974541,63,305266
Eivind Valderhaug,9,66,2077508,61,741952
Frank Agyeman,9,66,3229398,61,1105536
Pisanu BigHead,9,66,1551959,61,1979797
Benji Benjamin,9,66,5694941,57,1450409
Andrew Sheets,9,66,5042745,53,1696367
niki samardzić,9,66,5111782,52,1438501
Simon Block,9,66,99727,51,2436766
Will Hughes,9,66,874611,50,4096071
Tim Cooper,9,66,2330441,45,5065075
Nilesh Kumar,9,66,7894355,42,4859362
kareem douglas,9,66,4796554,42,6228113
Rob Garland,9,66,1270489,39,4701496
sudhir venkatesh,9,66,5165258,35,4584046
Bill McGee,9,67,1063103,73,1250921
Saifur Rahman,9,67,2190355,67,452652
Farshid Khademi,9,67,7995265,66,1627921
John Gifford,9,67,3995527,66,1866014
Nor Amin Abdul Rahman,9,67,1749142,65,2107828
Tim O'Brien,9,67,15044,61,626115
Javier Fernandez,9,67,997719,60,2647996
Filmon Goitom,9,67,634954,58,300262
Dave Timbs,9,67,153375,58,544694
Márton Németh,9,67,797689,58,1183625
Lauren Goodfellow,9,67,3503830,58,2947495
Ilham Shidik Kurniawan,9,67,1422091,57,3360596
Volodymyr Zvarych,9,67,488176,56,838251
Mo D'Souza,9,67,5767050,55,1410478
David Camblor,9,67,207555,54,670913
Trevor Ochieng',9,67,4681585,52,1391945
Adrian Tomaszewski,9,67,2259623,45,3139060
James Keighron,9,67,2931189,44,4773403
Damien Barrett,9,67,469552,42,2790436
Conor Boland,9,67,131148,29,7409072
Philip Campbell,9,68,687414,81,206912
Pip Spibey-Dodd,9,68,1559738,75,352991
Peter Quinn,9,68,62609,72,366699
Rohit Shrestha,9,68,855060,67,587252
Joe Clark,9,68,3213148,66,268308
Draaft Kloppinho,9,68,4789518,62,856247
Shane Attard,9,68,117748,61,1092911
Ronan Kelly,9,68,2735704,60,1115567
Jason Sinden,9,68,2240878,60,1992979
Ashiq Kazi,9,68,7892596,57,5529198
Papa Smurfs,9,68,2993193,55,2886721
Yisheng Ang,9,68,708023,51,3098688
JOHN NEILL,9,68,3988238,50,4180124
SAYED ARIF HUSSAIN,9,68,2109381,48,5054583
Arghya Ghosh,9,68,1079893,47,2458637
Peter Staneland,9,68,10965,45,4805611
Michel Sanchez,9,68,8210424,45,7565377
Shamu M,9,68,487164,44,3016845
Kyle Riley,9,68,1761019,44,4846386
Ed Curry,9,68,5475531,42,2630597
Josh Esenu,9,69,3429490,75,265056
Graham Wood,9,69,3104550,73,657126
Stoian Daniel Alexandru,9,69,1240802,66,131442
silk road,9,69,913490,66,2344263
Emperor Palpatine,9,69,1163564,64,1211907
Sir Nasri Ezuan,9,69,5755324,61,1415518
Liam Elder,9,69,12024,60,1073055
Nikola Birtić,9,69,1844123,58,1656780
Neil Gregory,9,69,123720,57,77944
Aadhi Krishna,9,69,462225,57,2427770
Nathaniel Frank,9,69,208013,55,1632174
Shounak Bandyopadhyay,9,69,361065,54,995574
John Macleod,9,69,1944560,54,2538931
Iheb Bouriel,9,69,50787,51,2047468
Mahmoud Nassef,9,69,2532707,51,2142811
Sultan OKC,9,69,2059645,51,3095226
Andy Poulton,9,69,1904165,51,3256683
Ashish Deepak,9,69,50785,48,1973260
reza muhathir,9,69,8115497,43,4859089
Phil Barton,9,69,832568,40,3668311
Erik Sandqvist,9,70,2713206,76,875811
Septo Dwi Winarto,9,70,7758427,69,1313441
Connor Bailey,9,70,29063,64,333234
Abdisalam A. Sandeyl,9,70,5675633,64,1133658
stephen wheatcroft,9,70,2582415,64,1309556
Ahmed Mahmoud,9,70,285890,64,1855057
Gary Day,9,70,718647,63,976032
Shadreck Mhlanga,9,70,7476258,61,1301649
Nana Kwame⚽⚽,9,70,3341869,61,3307291
Amazing Red,9,70,3226368,60,1253585
Marcus Lykkegaard,9,70,447586,59,2359079
Tony Meleady,9,70,824795,59,2379459
Tor Martin Aronsen,9,70,956112,57,5184825
Bojan Jankic,9,70,5656384,52,1141874
Houssam Ouajih,9,70,4570522,50,3359873
zack kilminster,9,70,1420074,49,1635126
Stephen Porter,9,70,1159291,42,5141173
Mario Guirguis,9,70,1644795,42,7027394
Daniel Kayode,9,70,2539352,39,6505601
Mika-eel Simons,9,70,2508310,36,7032253
Frode Halvorsen,9,71,642579,87,24667
Benjamin Kouzas,9,71,1530527,76,825729
Ali AlMamoori,9,71,433934,75,466441
Michael Weiss,9,71,1056941,72,968748
Luis Bernabeu,9,71,1350221,71,310166
Alexander Fazekas,9,71,1664519,69,54284
Brian Rankin,9,71,492866,68,95355
Allan Mworozi,9,71,3627881,68,3232661
abdessamad elb,9,71,37801,60,710693
Sean O Sullivan,9,71,2114696,57,3877888
WeiJie Toh,9,71,1309268,52,2023052
Rahul Parkar,9,71,92544,52,2587612
Laurie Kempster,9,71,3290406,51,3327574
Jerry Kneeshaw,9,71,601768,50,2692930
Tirtho C,9,71,145609,46,4255336
Armaan Sekhon,9,71,5671819,42,5226889
Jäger Coyle,9,71,780026,41,5392094
Edward Dang,9,71,6559311,39,7949240
Aditya Rajan,9,71,2784271,34,7065260
Grant Gains,9,71,3006349,21,8847382
Omar El Toukhy,9,72,4582157,90,2054
Aryan Baid,9,72,225111,72,172253
Aditya Sharma,9,72,335165,72,1323994
Iben Zamani,9,72,7711925,69,373649
Hilton FM,9,72,1801634,69,1136109
Grant B,9,72,8581256,63,697618
Raphael Oladimeji,9,72,7500800,63,3466519
Akande Bukunmi,9,72,447752,60,3514082
Nick Kirongo,9,72,4639859,58,3663899
Hero Grows,9,72,115039,57,649648
Stuart Spooner,9,72,387485,57,785711
Ngugi Kibe,9,72,6384195,54,1520586
Mark Newman,9,72,856139,54,2368093
J D,9,72,3591674,54,2852641
Ilan Aro,9,72,461920,51,4471655
Okech 2rom,9,72,1665371,48,4804517
Aminath Rafah,9,72,9530519,46,5582062
Ogunsote Paul,9,72,8603039,45,3384678
Malek Nebli,9,72,605811,36,6445055
John Stokes,9,72,6845756,19,10172725
Zhiren Boey,9,73,10244,83,88411
Christopher Coughlan,9,73,1962605,81,844192
Ⓐᑕ€ TØŠÝÑ,9,73,3051159,78,2369366
Bunmi Akinkugbe,9,73,1325586,72,744897
alan killeen,9,73,7193606,64,867526
Mark Evans,9,73,862492,63,920851
Rebecca Mann,9,73,1598769,62,1892978
Gary Dilmore,9,73,7039861,59,723104
Kevin Oldham,9,73,280260,58,1071033
Craig Hewitt,9,73,4423899,58,1956818
Chris Okatso,9,73,5020604,58,2086550
Thomas John,9,73,2737381,50,1834456
Strawberry Sloth,9,73,7414439,48,2792679
Nomen Nescio,9,73,2489888,48,6271604
Anis Ali,9,73,433617,46,2489319
SAM SALAH,9,73,4676823,45,5193469
Andrew Harkin,9,73,1021614,43,5176086
HANIF SHAIKH,9,73,447945,39,1948443
Jeffery odion,9,73,1413294,39,5061331
Fantasy Football Manager1,9,73,28279,37,4979866
James Dawson,9,74,6655584,84,255605
Benjamin Snell,9,74,788941,76,340438
Mika Sandstrom,9,74,8207352,69,1051183
Tiago Meira,9,74,680719,69,1414369
Philip flanagan,9,74,5493628,68,560294
Andrew Painton,9,74,1224644,68,804046
Art3m1sS Rikka,9,74,7958261,66,1561602
Reds Jakes,9,74,183386,65,1416735
Richard Parker,9,74,8544846,64,535750
Chris Strivens,9,74,506254,64,1370078
Akshay Ramlal,9,74,7479898,61,1293225
Akshay Ingale,9,74,4689474,60,3106062
Emmanuel Ugwu,9,74,7820599,55,2378223
sherif salman,9,74,5872507,54,1706930
Michael Bot,9,74,2371870,50,5357868
Josh Luck,9,74,4361806,48,7096930
Samuel Fab,9,74,8721183,45,8024095
Alex Walker,9,74,4914429,36,6463464
Malsawmkima P,9,74,779155,30,5832114
Goal Thinker Zombie League Admin,9,74,3281340,0,11423962
Matthew Brown,9,75,381507,87,8587
Mark Laurie,9,75,34014,73,320400
Luke Pepperell,9,75,26736,72,502207
Raj Kotecha,9,75,4577557,72,1692356
Kalyan Reddy,9,75,5525649,67,1083007
Bridie Griffin,9,75,3906536,67,1754786
Spondon Basu,9,75,3864962,64,638805
,9,75,239481,62,559954
Markus Petersson,9,75,1768327,61,677070
Ben Wreford,9,75,308273,60,4093829
Mohammed El Bahri,9,75,8267204,58,915281
Shine Mathew,9,75,3963038,55,3343886
Zeb Small,9,75,1194989,49,3517389
Prajay Shukla,9,75,6936532,48,1854642
Ciaran Rogers,9,75,3885614,44,4986125
Taiwo Idowu,9,75,6306715,43,1149251
Terence Foster,9,75,250102,43,3256081
Jacob Colangelo,9,75,6413280,40,6584139
Harry Fitz-Gerald,9,75,4618467,38,3028398
Hamza Adouani,9,75,433575,27,7725038
Jayden Jackson,9,76,3580888,76,665931
Tshepo Mawasha,9,76,193639,68,1518081
Tommy Beauty,9,76,699327,67,281608
Sarah Scarbrough,9,76,254771,66,347697
Satyam Bhatt,9,76,7396307,65,231263
Tchimaya 4G,9,76,7627718,65,1936163
Adekoya Midex,9,76,3013198,59,3696142
Lance Crane,9,76,1253571,58,954611
Niall Keogh,9,76,5408243,58,2977936
Jacob Sharp,9,76,16442,57,307293
Scott Burger,9,76,3192,57,422357
Lateef Osunlowo,9,76,2375645,57,2934539
Tabaka Wesly Ndlovu,9,76,7794526,56,2555849
Antony Leathers,9,76,666621,55,3215119
Ken Quang,9,76,749981,52,3172048
Jack Tallhorse,9,76,1085887,52,5188570
Steven Lee,9,76,4085193,51,684083
Ahmed Kamal,9,76,2415376,47,3333075
Darcy Byrne,9,76,7609409,43,5712616
Paul Sparkes,9,76,3255099,21,5706516
Erry Febrian,9,77,356649,79,1160012
Andrew Dorrall,9,77,36281,76,1393710
Jordan Pavey,9,77,2690175,70,201465
Issam Gafour,9,77,6715743,69,380150
Blessed Olamide,9,77,592777,67,1515731
Ben Verrill,9,77,509730,66,379310
Malok Makam,9,77,3032353,63,2585956
Neil Karalius,9,77,689456,61,1240701
Jason Read,9,77,597041,61,3001326
Obewon Igwe,9,77,4876786,60,3362654
Cem Varbarbut,9,77,6779312,58,4236451
Salome Dmello,9,77,6654205,54,5195966
Rob Palmer,9,77,2063276,51,2008125
Gitau Ngaruiya,9,77,1581820,49,4651210
RaMin RM,9,77,8008266,45,6331245
Zess Ello,9,77,757716,44,2706688
CM Zarif,9,77,5785549,44,4849377
Martin Olai Vika,9,77,542728,43,5623673
Dawid Wcisło,9,77,7561819,36,6955014
Adam Sackett,9,77,5824848,32,8831509
Dan Evans,9,78,1199542,83,98745
Enrique Camblor,9,78,99788,83,701138
Fares Yaqoob,9,78,2972605,78,1876793
Ricardo Alegre,9,78,579118,74,125922
Robert Pugh,9,78,1633003,69,1218765
Chun Yin Li,9,78,297828,69,1383902
Stuart Widdowsøn,9,78,723294,67,1965000
Patrick Sheerin,9,78,864980,65,258798
Martin Palmer,9,78,3287294,64,804761
Andrew Wilcox,9,78,46212,59,178049
Bashar Kurreembukus,9,78,1770541,55,2692480
Tel O'Connor,9,78,1871254,53,1458285
Paul O'Beirne,9,78,816269,51,2602384
Stuart Wilson,9,78,519740,51,4197756
Chipalo Salimu,9,78,3296173,47,4535112
Ross Dougal,9,78,3344830,46,4372933
A J,9,78,2735736,42,1356551
badmus toheeb,9,78,6488492,29,8166237
Starlight Baidoo,9,78,2061954,27,7697563
Kevin Florentz Peterson,9,78,5489473,16,9485987
John Howell,9,79,39395,81,9195
Waleed Zahran,9,79,711005,81,50331
Fc costa,9,79,787372,81,156308
Jeff Dunn,9,79,1009431,79,76018
Nicholas Boycott,9,79,336129,74,288317
Ruslan Ulitin,9,79,228049,72,621108
Jolly Hanspal,9,79,7156258,69,600948
Keathon Olivier,9,79,3881314,66,611061
Agora Paul,9,79,3928080,59,3160962
KEITA JOHN,9,79,294525,58,640545
Tim Leverett,9,79,148707,57,451057
AhMeD ElBaNa,9,79,11968,57,797714
Jak Ball,9,79,961505,54,1865333
gwi Zdo10,9,79,5069018,54,3762153
Charlie Beckwith,9,79,5403944,45,3493113
Jac Rees-Bevan,9,79,1624707,45,7787507
Fasineh Alhaji,9,79,4022617,40,2218622
Nii Sedik,9,79,7194017,37,6313532
Kuruko Daici,9,79,8043601,19,6383363
Ayush Patel,9,79,4583765,5,10641056
Borislav Šišarica,9,80,794551,80,1236617
Osinachi Onwumelu,9,80,3028013,75,2628699
Kenneth Fitzgerald,9,80,1187567,74,575354
Subham Bose,9,80,8984614,71,1495590
John Carney,9,80,1964359,65,3682295
William Rawstorne,9,80,1325638,63,222008
Ash Nairn,9,80,212,63,481555
Peteru Omo Kante,9,80,357722,63,2955135
The Kidd,9,80,3250314,62,1721926
David Varley,9,80,1973488,61,815811
Sowunmi Abimbola,9,80,4451153,57,3650243
Alan LIDGLEY,9,80,3729860,55,1883394
Christine Hansford,9,80,57253,54,1971697
Jovan Djuric,9,80,143653,52,4154312
Job Arnold,9,80,4851097,46,4023281
ben hutcheson,9,80,972553,46,5739218
Srinjoy Bose,9,80,5778242,39,6014011
Yusuf Ismail,9,80,8513421,38,5815749
Charlie Waters,9,80,2395505,34,8009104
Chris Calderwood,9,80,2524191,31,7396545
Nutt Mek,9,81,2581619,76,353930
Tobias Skånberg,9,81,2996832,71,528433
Niupol Cien,9,81,2341639,69,1163088
Paul Carter-Bowman,9,81,1847533,69,1403936
Martin Jarvis,9,81,232770,69,1558742
Tom Guckian,9,81,5088477,64,4114619
Ian Guppy,9,81,238681,61,1055021
Juan Maurizi,9,81,4345524,61,2131186
Ricky Moir,9,81,268503,60,2413261
Matthew Rogers,9,81,393839,58,741424
Steven Pawley,9,81,3861844,58,1780265
Bob Grundfest,9,81,1027826,57,5464707
SINO SYNO,9,81,5214388,52,4535112
Eric Jones,9,81,109316,51,4604015
Najeeb Ullah Khan,9,81,4296099,50,6204181
Nikola Dragojević,9,81,4694006,47,4648099
ochuba jossydinho,9,81,5427875,45,2611584
Olusesi Oluwadunsin,9,81,3976067,45,2728839
Avishek Biswas,9,81,2086230,43,4708719
Terry Martin,9,81,6455911,27,8756615
Minh Quân Trương,9,82,13791,72,122259
Berkalp Aviral,9,82,4545463,70,120134
M. Fathir Al Anfal,9,82,1891667,69,824381
Julius Adusei,9,82,2860494,69,1048164
Mohamed lotfy,9,82,1238880,69,1163661
Vlad Gaievenko,9,82,369062,68,315263
Bagus Prakasa Sentosa,9,82,3676204,67,3016555
Paul Freeman,9,82,2959785,63,190569
Ina van der Graaff,9,82,2336124,63,1929761
Tom Roberts,9,82,4614613,61,344623
Ashim Adhikari,9,82,197678,59,3312500
Eriq Trail,9,82,566350,58,2987486
Comix 7,9,82,5180148,57,3135988
Adrian Daniels,9,82,2713959,55,2739059
Andriy Chuchmiy,9,82,1069567,54,4856000
Anishur Rahman,9,82,2259178,50,3479402
Ebube Okeke,9,82,7337063,40,6515492
Faudzi Ali,9,82,4623055,37,3924768
Shereen Lutchmiah,9,82,144661,29,4692611
noureldeen Alnashar,9,82,4356567,21,8449148
James Fearn,9,83,2217027,87,39762
Adam Nelson,9,83,3040872,78,445193
Aminul Islam Jewel,9,83,90618,75,170478
Ricardo Silva,9,83,5556972,73,523163
Mahran Mo,9,83,459646,69,2245166
samuel Ibrahim,9,83,276912,67,1156592
James Pook,9,83,3998085,61,819231
Aufar Mustopo,9,83,5201306,60,807313
K Gathungu,9,83,2600220,58,2832848
ROSLI ALI,9,83,1150679,57,2241043
Adam Hourigan,9,83,34386,57,2316347
Leon Russell,9,83,2897233,55,3518582
Dipesh Giri,9,83,3150853,54,6053728
This is a Marathon,9,83,8490522,48,4213249
Simon Honey,9,83,2366882,48,5440546
Kev Mario,9,83,1522357,47,3512526
Ankit Govil,9,83,7971668,40,5896763
lindsey champion,9,83,973422,39,5358408
Nathan Doyle,9,83,6923022,38,7641587
Ola Baba,9,83,8938271,21,7305531
Mark Hopcroft,9,84,1257483,76,350991
Kieron Brodie,9,84,274258,76,2646489
Ivan Konov,9,84,2613711,72,497891
Kannan Arun,9,84,376347,72,2716964
john young,9,84,3386809,68,2068207
Sri P,9,84,381048,67,193490
Iliya Bonev,9,84,844690,66,687532
Saikrishnan R,9,84,4565075,63,3093491
Saleh Jabra,9,84,2758824,61,1807139
Kevin Omondi,9,84,2907034,61,2551724
Matt Grose,9,84,2322379,60,128740
Nana Adu,9,84,2090024,57,1157234
Βilly Grimanelis,9,84,87084,49,1163661
Zoltán Bak,9,84,486254,49,2952069
jeroX Reborn,9,84,8108369,47,3208627
Adebayo Sulaimon,9,84,2755781,45,6235913
Blackfire Kiptoo,9,84,128964,42,3671533
troy mackay,9,84,3322987,41,4506886
Fionn O'Donoghue,9,84,2580793,30,5902135
Damian Ondore,9,84,8112879,30,6755749
Samuel Swain,9,85,831523,82,113244
Richard Millichip,9,85,133487,78,207239
Joy Chakraborty,9,85,3061949,72,91874
Edwin Pang,9,85,1189706,71,1011300
Matthew Georgiou,9,85,218854,69,149297
Martin Oftedal,9,85,229154,66,113641
Tony Sergi,9,85,5163737,66,1068337
Paul Thompson,9,85,7739099,65,105302
Ahmed Mostafa,9,85,7945447,63,955390
Jan Balada,9,85,1121596,62,1293225
Mark Knollys,9,85,670508,60,408935
Thomas Ainsworth,9,85,902580,54,455278
joachim ulvang,9,85,12468,48,587546
Krzysztof Wlodarski,9,85,5356704,48,2482133
Malcolm Van Wyk,9,85,1722654,46,2823707
Pallav Blitzkrieg,9,85,7497070,45,4697215
Panos Vamvakas,9,85,1028808,43,946100
Gasper Akuhe,9,85,6879246,36,4620827
Dailami Firdaus,9,85,806024,31,6506137
Robert Beresford,9,85,6139891,25,8872293
Gavin Maybury,9,86,3203874,75,1817681
Olzhas .,9,86,151479,72,413816
Shakeeb Rahman,9,86,5218,70,161986
Jonathan Tayler,9,86,1776076,70,721278
Emmanuel Goh,9,86,59248,68,460917
Nanayaw Adofo,9,86,3355340,67,1032166
Aleksandar Kopcic,9,86,3416214,66,808297
Emmanuel Bulus,9,86,1972552,60,3772374
Arda Gulag,9,86,1964153,59,2366567
Rowley Smith,9,86,1324777,58,2457721
Peter Keighley,9,86,2127469,56,2314112
Vasilios Pappas,9,86,2978274,56,3735752
Denzel Hobwana,9,86,2553641,55,1669252
Aaron Strain,9,86,1881723,54,1291335
Quint Vroomen,9,86,2799230,54,1763945
Chigga P,9,86,3321135,48,2648613
Robert McCluskey,9,86,5260710,48,3716471
yugeshin munien,9,86,969274,34,4738011
Aadam Motala,9,86,1151125,30,8586455
Tim Jensen,9,86,2585875,27,7104218
Gary Armstrong,9,87,260890,91,47864
Paul Chewins,9,87,253368,81,19995
Sam Bales,9,87,296159,78,239661
Lucas Mudie,9,87,10338,75,361695
Navjeet Cheema,9,87,8315230,75,1601025
Allen Wannamaker,9,87,7822282,72,3268665
Ruslan Bagytzhanov,9,87,5730823,66,111448
Tunde Oluwole,9,87,1599455,66,1418193
Emmanuel Pavlou,9,87,21159,61,3115572
Емил Димов,9,87,1321181,56,1993914
Halim Boufenar,9,87,314927,55,1316596
Avash Shrestha,9,87,4132247,52,1900994
denis whelan,9,87,2917318,51,1882496
Andrzej Shliakhovyi,9,87,2249328,46,3568708
Mi ™,9,87,444008,46,5874404
Daniel Kempster,9,87,419438,43,3976769
Ibukun Emmanuel,9,87,5015719,43,6119388
Samuel Adu,9,87,781533,39,5470307
Graeme Lisle,9,87,4119355,22,6509241
Emmanuel OLANIPEKUN,9,87,7682899,16,7799509
Gbolade Arinoso,9,88,3147276,77,110195
Lekara precious,9,88,303097,73,408439
Conor Mullen,9,88,55293,72,175002
Craig Smith,9,88,435433,70,618819
Mykola Grebinezhko,9,88,695644,67,23406
Eoin Doyle,9,88,64062,64,1374063
Brotherly Southerly,9,88,433896,63,462863
Roberto Andrés,9,88,573896,61,321802
Adam Stevenson,9,88,7258,60,295848
Orkun Akhisarli,9,88,561968,60,2575472
Jayden Munesuishe,9,88,435554,57,2353467
Hillewaert Pieterjan,9,88,52201,53,478043
Mwenda Muyunda,9,88,628791,52,1380280
Jon Ayerdi,9,88,380491,51,1782651
Rob Reeves,9,88,3978836,48,2791290
Brendan Moore,9,88,407602,46,828342
Pham Quoc Duong,9,88,5204244,45,4295056
Robert Rafiki,9,88,8485818,42,4545105
Boss Man,9,88,7652170,41,3785290
Lars Rask,9,88,1217044,31,5619676
Laurence Bryar,9,89,281286,76,175296
Alhadi osman,9,89,8288775,76,257018
Mahim Khan,9,89,7864503,76,888204
Pride Kamudyariwa,9,89,86807,72,109067
Georgi Roidev,9,89,4424575,68,623084
Ian Evans,9,89,1555841,66,1217550
Taiwo Agunbiade,9,89,7100685,63,3381372
Michael C Clark,9,89,6517439,60,3663899
Ishaq Ladele,9,89,477112,57,2251266
Alby Issac,9,89,4041286,57,4306400
Mohamed Gumaa,9,89,4749625,55,4422232
john o' donoghue,9,89,3175495,54,1468082
Viktor Mirchevski,9,89,5745962,53,5124091
Mohamed Abdelwahab,9,89,6748899,50,2744172
Ridhwaan Abdul Aziz,9,89,2002015,48,7302044
Adrian T,9,89,8415625,46,3072048
Edwin Musyoka,9,89,9438290,42,8488733
Hassan Nasser,9,89,643115,41,4567063
Idris Ahmad D,9,89,6094506,39,6802431
Tom Kins,9,89,1893526,34,4736164
Aviral Mishra,9,90,7179196,76,131957
Hakeem Raji,9,90,758106,75,875200
Ryan Cahill,9,90,3307600,72,274779
Jason Howard,9,90,1475751,67,1008017
Rawnaqul Islam,9,90,7460216,66,442508
Temu Maikota Jatro,9,90,207851,64,406662
Maher Sibai,9,90,1105013,63,818095
Thomas Johnson,9,90,8433643,63,1736185
John Cash,9,90,7631959,61,5510483
Rayhan Phillip,9,90,5168666,60,1087792
Akash Redkar,9,90,1407561,60,4224527
Jess Shiels,9,90,3402197,60,5249882
Eddie Cullen,9,90,5626578,58,2506171
Sean White,9,90,2497770,54,3308657
Patrick Byrne,9,90,426238,54,5328004
kelvin kimutai,9,90,3380267,46,5511495
Abhinav Kumar,9,90,9921868,43,8999541
Kshitij Bakliwal,9,90,8376851,39,5640787
Aditya Matabudul,9,90,8551796,28,6685970
Enock Kirui,9,90,7695389,26,6106619
,9,91,410603,88,1309
Nika Nika,9,91,3151726,77,62591
Mag Willz,9,91,1201822,71,772426
Zachary Keenaghan,9,91,39566,70,182372
Firdaus ZA,9,91,4369570,69,485470
Jonathan Pickles,9,91,2848107,62,178611
Edward Ukaegbu,9,91,3398900,61,1701875
Andy Williams,9,91,6695939,60,870012
Rajeev Sharma,9,91,769123,59,131442
André Ferreira,9,91,69376,58,569354
Adiela Stephanie,9,91,9531839,57,1717620
Ogunwo Olukayode,9,91,3535230,56,2811861
Pratul Nayar,9,91,4810720,55,890652
Yasri Kautsar,9,91,541926,54,1172598
Espen Hummelsund,9,91,566377,54,2509248
Mark Pigott,9,91,33376,48,1334274
Egede Paul,9,91,1742713,39,6213433
Rikki Smith,9,91,2882664,35,2525022
James Osborne,9,91,719096,34,5284826
Deleted Player,9,91,5163206,24,0
Dawson Lum,9,92,8431499,75,374159
David Kelly,9,92,1965750,73,97174
Adiela Love,9,92,4143896,69,1306741
Hugh McDavid,9,92,3534753,67,1288408
Binh Tran Thanh,9,92,17692,64,884758
Tom PC,9,92,1976165,61,406221
David Kingdon,9,92,252135,61,2312539
Robert O'Farrell,9,92,2233822,60,448061
Josh Piant,9,92,173977,57,2323997
Steve Worrall,9,92,1785624,55,1187927
Raiyun Razeen Kabir (@Razeen_08),9,92,713405,54,1960073
Joshua Salma,9,92,1378153,54,2422015
Billy Jean,9,92,2679601,54,4350502
Brendan Walsh,9,92,1228631,52,1248896
Justina Kadamika,9,92,4639080,52,2645601
Jamie Mckeag,9,92,30951,49,1605056
Make_S**T Podcast_Disappear.3gp,9,92,4467088,49,3103800
Harshit Shanklesha,9,92,3396056,45,3768937
Snowel D'souza,9,92,5389842,42,4813664
Hawssawi Mo,9,92,3633934,42,5980533
John Meechan,9,93,101976,76,355098
Saeed Ravat,9,93,2586978,75,776725
Roger Bye,9,93,3931271,75,1642179
Zahid Hossain,9,93,3094999,74,140077
Justin Wong,9,93,30722,69,528525
M S,9,93,11285,69,1436062
Nasik Kambin Raghad,9,93,6303234,69,2544034
