element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,mng_win,mng_draw,mng_loss,mng_underdog_win,mng_underdog_draw,mng_clean_sheets,mng_goals_scored,value,transfers_balance,selected,transfers_in,transfers_out,player_id,home_team_difficulty,away_team_difficulty,Player ID,First Name,Last Name,Team,Position,Total Points
128,379,18,1,False,2025-05-25T15:00:00Z,1,4,38,False,59,0,0,0,1,0,0,0,0,0,0,0,10,7.4,14.2,0.0,2.2,1,0.00,0.02,0.02,1.95,0,0,0,0,0,0,0,43,57,7840,82,25,128,3,3,128,Igor Julio,dos Santos de Paulo,Brighton,Defender,18
129,3,8,2,False,2024-08-17T14:00:00Z,0,3,1,False,81,0,0,1,0,0,0,0,0,0,0,0,9,5.0,10.8,7.0,2.3,1,0.03,0.02,0.05,0.45,0,0,0,0,0,0,0,55,0,1623770,0,0,129,3,3,129,João Pedro,Junqueira de Jesus,Brighton,Forward,126
129,13,14,8,True,2024-08-24T11:30:00Z,2,1,2,False,90,1,0,0,1,0,0,0,0,0,0,2,36,45.6,16.4,53.0,11.5,1,0.53,0.12,0.65,1.43,0,0,0,0,0,0,0,55,-60621,1655021,94118,154739,129,2,3,129,João Pedro,Junqueira de Jesus,Brighton,Forward,126
129,21,1,8,False,2024-08-31T11:30:00Z,1,1,3,False,90,1,0,0,1,0,0,0,1,0,0,3,39,46.8,22.4,33.0,10.2,1,0.32,0.12,0.44,2.08,0,0,0,0,0,0,0,56,395352,2133335,570736,175384,129,3,5,129,João Pedro,Junqueira de Jesus,Brighton,Forward,126
129,33,10,0,True,2024-09-14T14:00:00Z,0,0,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,57,1191366,3431592,1305135,113769,129,2,3,129,João Pedro,Junqueira de Jesus,Brighton,Forward,126
129,42,16,1,True,2024-09-22T13:00:00Z,2,2,5,False,19,0,0,0,0,0,0,0,0,0,0,0,3,1.4,1.0,4.0,0.6,0,0.02,0.00,0.02,0.00,0,0,0,0,0,0,0,57,-437896,2945572,79128,517024,129,4,3,129,João Pedro,Junqueira de Jesus,Brighton,Forward,126
129,54,6,0,False,2024-09-28T14:00:00Z,4,2,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,56,-976412,1975032,60021,1036433,129,3,4,129,João Pedro,Junqueira de Jesus,Brighton,Forward,126
129,64,18,0,True,2024-10-06T15:30:00Z,3,2,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,55,-681874,1303422,3606,685480,129,2,3,129,João Pedro,Junqueira de Jesus,Brighton,Forward,126
129,76,15,0,False,2024-10-19T14:00:00Z,0,1,8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,55,-358231,955786,1269,359500,129,3,4,129,João Pedro,Junqueira de Jesus,Brighton,Forward,126
129,84,20,0,True,2024-10-26T14:00:00Z,2,2,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,54,-156717,801785,664,157381,129,3,3,129,João Pedro,Junqueira de Jesus,Brighton,Forward,126
129,94,12,0,False,2024-11-02T15:00:00Z,2,1,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,54,-98781,706324,5256,104037,129,3,5,129,João Pedro,Junqueira de Jesus,Brighton,Forward,126
129,102,13,11,True,2024-11-09T17:30:00Z,2,1,11,False,25,1,1,0,0,0,0,0,0,0,0,3,38,52.4,15.3,23.0,9.1,0,0.53,0.36,0.89,0.19,0,0,0,0,0,0,0,54,-38362,669482,8991,47353,129,4,3,129,João Pedro,Junqueira de Jesus,Brighton,Forward,126
129,113,3,12,False,2024-11-23T15:00:00Z,1,2,12,False,63,1,1,1,0,0,0,0,0,0,0,3,50,55.6,26.8,39.0,12.1,1,0.29,0.59,0.88,0.73,0,0,0,0,0,0,0,55,341081,1027542,360548,19467,129,3,3,129,João Pedro,Junqueira de Jesus,Brighton,Forward,126
129,122,17,2,True,2024-11-29T20:00:00Z,1,1,13,False,71,0,0,0,1,0,0,0,0,0,0,0,12,7.6,12.7,30.0,5.0,1,0.10,0.04,0.14,0.96,0,0,0,0,0,0,0,57,834179,1885069,843750,9571,129,1,3,129,João Pedro,Junqueira de Jesus,Brighton,Forward,126
129,135,9,5,False,2024-12-05T19:30:00Z,3,1,14,False,79,0,1,0,2,0,0,0,0,0,0,0,20,22.6,12.7,30.0,6.5,1,0.32,0.02,0.34,0.63,0,0,0,0,0,0,0,58,181925,2050720,237465,55540,129,3,3,129,João Pedro,Junqueira de Jesus,Brighton,Forward,126
129,147,11,2,False,2024-12-08T14:00:00Z,2,2,15,False,70,0,0,1,0,0,0,0,0,0,0,0,7,1.6,11.8,12.0,2.5,1,0.27,0.01,0.28,0.32,0,0,0,0,0,0,0,59,299940,2360485,336505,36565,129,3,1,129,João Pedro,Junqueira de Jesus,Brighton,Forward,126
129,153,7,2,True,2024-12-15T14:00:00Z,1,3,16,False,90,0,0,0,3,0,0,0,0,0,0,0,13,6.6,39.1,18.0,6.4,1,0.10,0.18,0.28,2.31,0,0,0,0,0,0,0,59,82913,2443963,166776,83863,129,3,3,129,João Pedro,Junqueira de Jesus,Brighton,Forward,126
129,170,19,2,False,2024-12-21T15:00:00Z,1,1,17,False,90,0,0,0,1,0,0,0,0,0,0,0,4,6.6,27.3,20.0,5.4,1,0.00,0.16,0.16,1.31,0,0,0,0,0,0,0,59,-26115,2417422,126332,152447,129,3,2,129,João Pedro,Junqueira de Jesus,Brighton,Forward,126
129,173,4,2,True,2024-12-27T19:30:00Z,0,0,18,False,90,0,0,1,0,0,0,0,0,0,0,0,11,7.0,14.7,20.0,4.2,1,0.12,0.08,0.20,0.93,0,0,0,0,0,0,0,58,-305081,2113044,74695,379776,129,3,3,129,João Pedro,Junqueira de Jesus,Brighton,Forward,126
129,181,2,9,False,2024-12-30T19:45:00Z,2,2,19,False,90,0,2,0,2,0,0,0,0,0,0,1,28,35.0,34.9,24.0,9.4,1,0.18,0.12,0.30,1.78,0,0,0,0,0,0,0,57,-247410,1871154,54548,301958,129,3,4,129,João Pedro,Junqueira de Jesus,Brighton,Forward,126
129,193,1,9,True,2025-01-04T17:30:00Z,1,1,20,False,90,1,0,0,1,0,0,0,0,0,0,3,38,37.4,2.7,27.0,6.7,1,0.79,0.03,0.82,0.88,0,0,0,0,0,0,0,57,-120359,1756601,96439,216798,129,5,3,129,João Pedro,Junqueira de Jesus,Brighton,Forward,126
129,204,10,1,False,2025-01-16T19:30:00Z,0,2,21,False,77,0,0,1,0,0,0,0,1,0,0,0,4,6.0,4.8,43.0,5.4,1,0.18,0.07,0.25,0.29,0,0,0,0,0,0,0,57,53198,1820028,199906,146708,129,3,2,129,João Pedro,Junqueira de Jesus,Brighton,Forward,126
129,217,14,2,False,2025-01-19T14:00:00Z,1,3,22,False,90,0,0,0,1,0,0,0,0,0,0,0,5,3.0,3.4,10.0,1.6,1,0.00,0.01,0.01,1.48,0,0,0,0,0,0,0,56,-134905,1683472,47505,182410,129,3,3,129,João Pedro,Junqueira de Jesus,Brighton,Forward,126
129,223,8,1,True,2025-01-25T15:00:00Z,0,1,23,False,90,0,0,0,1,0,0,0,1,0,0,0,1,2.0,5.6,29.0,3.7,1,0.20,0.06,0.26,0.85,0,0,0,0,0,0,0,56,-9374,1682699,126883,136257,129,3,3,129,João Pedro,Junqueira de Jesus,Brighton,Forward,126
129,239,16,1,False,2025-02-01T12:30:00Z,7,0,24,False,45,0,0,0,3,0,0,0,0,0,0,0,10,5.6,29.3,5.0,4.0,1,0.05,0.18,0.23,0.99,0,0,0,0,0,0,0,55,-286685,1384227,34391,321076,129,3,4,129,João Pedro,Junqueira de Jesus,Brighton,Forward,126
129,242,6,1,True,2025-02-14T20:00:00Z,3,0,25,False,17,0,0,0,0,0,0,0,0,0,0,0,-8,0.0,3.8,7.0,0.5,0,0.33,0.01,0.34,0.00,0,0,0,0,0,0,0,55,-105276,1292217,36373,141649,129,3,3,129,João Pedro,Junqueira de Jesus,Brighton,Forward,126
129,260,17,12,False,2025-02-22T15:00:00Z,0,4,26,False,90,1,1,1,0,0,0,0,0,0,0,3,51,52.6,26.5,29.0,10.8,1,0.57,0.02,0.59,0.13,0,0,0,0,0,0,0,54,-60790,1238583,38188,98978,129,3,1,129,João Pedro,Junqueira de Jesus,Brighton,Forward,126
129,262,3,8,True,2025-02-25T19:30:00Z,2,1,27,False,71,1,0,0,1,0,0,0,0,0,0,2,33,32.0,1.8,27.0,6.1,1,0.79,0.02,0.81,1.10,0,0,0,0,0,0,0,54,48430,1291210,92110,43680,129,3,3,129,João Pedro,Junqueira de Jesus,Brighton,Forward,126
129,272,9,9,True,2025-03-08T15:00:00Z,2,1,28,False,90,1,0,0,1,0,0,0,0,0,0,3,37,41.8,17.8,53.0,11.3,1,1.12,0.26,1.38,0.90,0,0,0,0,0,0,0,55,231482,1531280,262303,30821,129,3,3,129,João Pedro,Junqueira de Jesus,Brighton,Forward,126
129,288,13,1,False,2025-03-15T15:00:00Z,2,2,29,False,90,0,0,0,2,0,0,0,1,0,0,0,0,1.0,19.1,17.0,3.7,1,0.27,0.13,0.40,1.72,0,0,0,0,0,0,0,56,177232,1712394,234978,57746,129,3,4,129,João Pedro,Junqueira de Jesus,Brighton,Forward,126
129,293,2,2,True,2025-04-02T18:45:00Z,0,3,30,False,71,0,0,0,1,0,0,0,0,0,0,0,7,10.6,2.8,23.0,3.6,1,0.10,0.02,0.12,0.80,0,0,0,0,0,0,0,56,-40888,1663491,134959,175847,129,3,3,129,João Pedro,Junqueira de Jesus,Brighton,Forward,126
129,303,7,1,False,2025-04-05T14:00:00Z,2,1,31,False,27,0,0,0,0,0,0,0,0,0,0,0,2,1.6,14.8,2.0,1.8,0,0.00,0.03,0.03,0.17,0,0,0,0,0,0,0,56,-37685,1626141,65755,103440,129,3,3,129,João Pedro,Junqueira de Jesus,Brighton,Forward,126
129,313,11,13,True,2025-04-12T14:00:00Z,2,2,32,False,90,2,0,0,2,0,0,0,0,0,0,3,72,78.2,60.7,50.0,18.9,1,1.72,0.24,1.96,1.50,0,0,0,0,0,0,0,56,-48375,1575210,58074,106449,129,1,3,129,João Pedro,Junqueira de Jesus,Brighton,Forward,126
129,322,4,-1,False,2025-04-19T14:00:00Z,4,2,33,False,60,0,0,0,4,0,0,0,0,1,0,0,-6,1.4,17.0,9.0,2.7,1,0.03,0.20,0.23,1.58,0,0,0,0,0,0,0,56,-2528,1555462,73451,75979,129,3,3,129,João Pedro,Junqueira de Jesus,Brighton,Forward,126
129,333,19,0,True,2025-04-26T14:00:00Z,3,2,34,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,56,-341040,1162028,4259,345299,129,2,3,129,João Pedro,Junqueira de Jesus,Brighton,Forward,126
129,344,15,0,True,2025-05-04T13:00:00Z,1,1,35,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,55,-139730,1104505,116,139846,129,4,3,129,João Pedro,Junqueira de Jesus,Brighton,Forward,126
129,360,20,0,False,2025-05-10T14:00:00Z,0,2,36,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,55,-92422,1011992,203,92625,129,3,3,129,João Pedro,Junqueira de Jesus,Brighton,Forward,126
129,364,12,0,True,2025-05-19T19:00:00Z,3,2,37,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,55,-14471,1000479,4665,19136,129,5,3,129,João Pedro,Junqueira de Jesus,Brighton,Forward,126
129,379,18,0,False,2025-05-25T15:00:00Z,1,4,38,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,55,-26013,973472,7113,33126,129,3,3,129,João Pedro,Junqueira de Jesus,Brighton,Forward,126
130,3,8,0,False,2024-08-17T14:00:00Z,0,3,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,45,0,156,0,0,130,3,3,130,Kacper,Kozłowski,Brighton,Midfielder,0
130,13,14,0,True,2024-08-24T11:30:00Z,2,1,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,45,-31,124,0,31,130,2,3,130,Kacper,Kozłowski,Brighton,Midfielder,0
130,21,1,0,False,2024-08-31T11:30:00Z,1,1,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,45,-24,100,0,24,130,3,5,130,Kacper,Kozłowski,Brighton,Midfielder,0
130,33,10,0,True,2024-09-14T14:00:00Z,0,0,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,45,-14,87,0,14,130,2,3,130,Kacper,Kozłowski,Brighton,Midfielder,0
130,42,16,0,True,2024-09-22T13:00:00Z,2,2,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,45,-11,76,0,11,130,4,3,130,Kacper,Kozłowski,Brighton,Midfielder,0
130,54,6,0,False,2024-09-28T14:00:00Z,4,2,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,45,-1,75,0,1,130,3,4,130,Kacper,Kozłowski,Brighton,Midfielder,0
130,64,18,0,True,2024-10-06T15:30:00Z,3,2,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,45,-2,73,0,2,130,2,3,130,Kacper,Kozłowski,Brighton,Midfielder,0
130,76,15,0,False,2024-10-19T14:00:00Z,0,1,8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,45,-3,70,0,3,130,3,4,130,Kacper,Kozłowski,Brighton,Midfielder,0
130,84,20,0,True,2024-10-26T14:00:00Z,2,2,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,45,0,70,0,0,130,3,3,130,Kacper,Kozłowski,Brighton,Midfielder,0
130,94,12,0,False,2024-11-02T15:00:00Z,2,1,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,45,-3,67,0,3,130,3,5,130,Kacper,Kozłowski,Brighton,Midfielder,0
130,102,13,0,True,2024-11-09T17:30:00Z,2,1,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,45,0,67,0,0,130,4,3,130,Kacper,Kozłowski,Brighton,Midfielder,0
130,113,3,0,False,2024-11-23T15:00:00Z,1,2,12,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,45,-1,66,0,1,130,3,3,130,Kacper,Kozłowski,Brighton,Midfielder,0
130,122,17,0,True,2024-11-29T20:00:00Z,1,1,13,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,45,0,66,0,0,130,1,3,130,Kacper,Kozłowski,Brighton,Midfielder,0
130,135,9,0,False,2024-12-05T19:30:00Z,3,1,14,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,45,-1,65,0,1,130,3,3,130,Kacper,Kozłowski,Brighton,Midfielder,0
130,147,11,0,False,2024-12-08T14:00:00Z,2,2,15,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,45,0,65,0,0,130,3,1,130,Kacper,Kozłowski,Brighton,Midfielder,0
130,153,7,0,True,2024-12-15T14:00:00Z,1,3,16,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,45,-2,63,0,2,130,3,3,130,Kacper,Kozłowski,Brighton,Midfielder,0
130,170,19,0,False,2024-12-21T15:00:00Z,1,1,17,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,45,0,63,0,0,130,3,2,130,Kacper,Kozłowski,Brighton,Midfielder,0
130,173,4,0,True,2024-12-27T19:30:00Z,0,0,18,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,45,-1,62,0,1,130,3,3,130,Kacper,Kozłowski,Brighton,Midfielder,0
130,181,2,0,False,2024-12-30T19:45:00Z,2,2,19,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,45,0,62,0,0,130,3,4,130,Kacper,Kozłowski,Brighton,Midfielder,0
130,193,1,0,True,2025-01-04T17:30:00Z,1,1,20,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,45,0,62,0,0,130,5,3,130,Kacper,Kozłowski,Brighton,Midfielder,0
130,204,10,0,False,2025-01-16T19:30:00Z,0,2,21,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,45,-1,61,0,1,130,3,2,130,Kacper,Kozłowski,Brighton,Midfielder,0
130,217,14,0,False,2025-01-19T14:00:00Z,1,3,22,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,45,-1,60,0,1,130,3,3,130,Kacper,Kozłowski,Brighton,Midfielder,0
130,223,8,0,True,2025-01-25T15:00:00Z,0,1,23,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,45,0,60,0,0,130,3,3,130,Kacper,Kozłowski,Brighton,Midfielder,0
130,239,16,0,False,2025-02-01T12:30:00Z,7,0,24,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,45,0,60,0,0,130,3,4,130,Kacper,Kozłowski,Brighton,Midfielder,0
130,242,6,0,True,2025-02-14T20:00:00Z,3,0,25,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,45,0,60,0,0,130,3,3,130,Kacper,Kozłowski,Brighton,Midfielder,0
130,260,17,0,False,2025-02-22T15:00:00Z,0,4,26,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,45,0,60,0,0,130,3,1,130,Kacper,Kozłowski,Brighton,Midfielder,0
130,262,3,0,True,2025-02-25T19:30:00Z,2,1,27,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,45,0,60,0,0,130,3,3,130,Kacper,Kozłowski,Brighton,Midfielder,0
130,272,9,0,True,2025-03-08T15:00:00Z,2,1,28,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,45,-1,59,0,1,130,3,3,130,Kacper,Kozłowski,Brighton,Midfielder,0
130,288,13,0,False,2025-03-15T15:00:00Z,2,2,29,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,45,0,59,0,0,130,3,4,130,Kacper,Kozłowski,Brighton,Midfielder,0
130,293,2,0,True,2025-04-02T18:45:00Z,0,3,30,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,45,0,59,0,0,130,3,3,130,Kacper,Kozłowski,Brighton,Midfielder,0
130,303,7,0,False,2025-04-05T14:00:00Z,2,1,31,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,45,0,59,0,0,130,3,3,130,Kacper,Kozłowski,Brighton,Midfielder,0
130,313,11,0,True,2025-04-12T14:00:00Z,2,2,32,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,45,0,59,0,0,130,1,3,130,Kacper,Kozłowski,Brighton,Midfielder,0
130,322,4,0,False,2025-04-19T14:00:00Z,4,2,33,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,45,0,59,0,0,130,3,3,130,Kacper,Kozłowski,Brighton,Midfielder,0
130,333,19,0,True,2025-04-26T14:00:00Z,3,2,34,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,45,0,59,0,0,130,2,3,130,Kacper,Kozłowski,Brighton,Midfielder,0
130,344,15,0,True,2025-05-04T13:00:00Z,1,1,35,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,45,0,59,0,0,130,4,3,130,Kacper,Kozłowski,Brighton,Midfielder,0
130,360,20,0,False,2025-05-10T14:00:00Z,0,2,36,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,45,0,59,0,0,130,3,3,130,Kacper,Kozłowski,Brighton,Midfielder,0
130,364,12,0,True,2025-05-19T19:00:00Z,3,2,37,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,45,0,59,0,0,130,5,3,130,Kacper,Kozłowski,Brighton,Midfielder,0
130,379,18,0,False,2025-05-25T15:00:00Z,1,4,38,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,45,0,59,0,0,130,3,3,130,Kacper,Kozłowski,Brighton,Midfielder,0
131,3,8,0,False,2024-08-17T14:00:00Z,0,3,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,45,0,21842,0,0,131,3,3,131,Tariq,Lamptey,Brighton,Defender,42
131,13,14,0,True,2024-08-24T11:30:00Z,2,1,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,45,-5362,16809,109,5471,131,2,3,131,Tariq,Lamptey,Brighton,Defender,42
131,21,1,0,False,2024-08-31T11:30:00Z,1,1,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,45,-820,17660,1321,2141,131,3,5,131,Tariq,Lamptey,Brighton,Defender,42
131,33,10,0,True,2024-09-14T14:00:00Z,0,0,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,45,-135,18995,2020,2155,131,2,3,131,Tariq,Lamptey,Brighton,Defender,42
131,42,16,0,True,2024-09-22T13:00:00Z,2,2,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,45,-439,19145,1024,1463,131,4,3,131,Tariq,Lamptey,Brighton,Defender,42
131,54,6,0,False,2024-09-28T14:00:00Z,4,2,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,45,-1045,18497,650,1695,131,3,4,131,Tariq,Lamptey,Brighton,Defender,42
131,64,18,0,True,2024-10-06T15:30:00Z,3,2,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,45,-771,18176,597,1368,131,2,3,131,Tariq,Lamptey,Brighton,Defender,42
131,76,15,0,False,2024-10-19T14:00:00Z,0,1,8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,45,-469,18154,488,957,131,3,4,131,Tariq,Lamptey,Brighton,Defender,42
131,84,20,3,True,2024-10-26T14:00:00Z,2,2,9,False,10,0,1,0,2,0,0,0,0,0,0,0,5,22.2,10.4,0.0,3.3,0,0.00,0.03,0.03,0.53,0,0,0,0,0,0,0,44,-398,17951,284,682,131,3,3,131,Tariq,Lamptey,Brighton,Defender,42
131,94,12,0,False,2024-11-02T15:00:00Z,2,1,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,44,791,18993,1417,626,131,3,5,131,Tariq,Lamptey,Brighton,Defender,42
131,102,13,0,True,2024-11-09T17:30:00Z,2,1,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,44,-316,18807,639,955,131,4,3,131,Tariq,Lamptey,Brighton,Defender,42
131,113,3,0,False,2024-11-23T15:00:00Z,1,2,12,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,44,-893,17962,391,1284,131,3,3,131,Tariq,Lamptey,Brighton,Defender,42
