Name,League,Division,Team id,points,OR
Chris Miller,7,33,365853,45,197707
Andrew England,7,33,15030,45,868887
Stephen Margrett,7,33,881603,45,1268924
Martin Browne,7,33,4365876,24,4705395
Isma Bravo,7,34,1138634,75,9484
Tom Elliott,7,34,290105,73,76693
Zaakir Ismail,7,34,93304,67,1551399
FPL Ron Manager,7,34,12701,65,429169
MICHAEL PRICE,7,34,693466,64,91683
Tod Modisette,7,34,594027,61,393605
Arnt Andersrod,7,34,497839,58,741424
حميد الرواحي,7,34,5720,57,334130
Nazrin Navin,7,34,826054,56,527810
James Bourne,7,34,30566,56,745104
Jonny Braithwaite,7,34,71438,55,630101
Kristen Dilworth,7,34,2134,54,675038
Sheel Parikh,7,34,74107,53,1472428
Damian Rumble,7,34,4608603,53,2214147
Dat Nguyen,7,34,2785592,51,4139958
Tom Martin,7,34,20467,50,1005081
Ahmad Hamad,7,34,554521,47,1568406
Deleted Player,7,34,20125,45,0
Roma Grange,7,34,269099,45,2205812
Aaron McCormick,7,34,3608170,41,1046448
Jorge Costa,7,35,968128,80,71880
Alex Playle,7,35,106947,74,38293
Youssef Abdel-Hamid,7,35,20705,70,45300
Andrew Bauwens,7,35,118239,69,156031
Nigel Poole,7,35,91438,69,393133
Tony L,7,35,1387457,67,75716
Pauric McBrien,7,35,667004,66,427459
Mr. T,7,35,69289,63,198193
Denis Orlov,7,35,348371,58,349030
James Willett,7,35,2752,57,1338065
Jørgen Grønneberg,7,35,988280,56,584523
Hrvoje Jencic,7,35,4907750,54,234997
Nic Dazeley,7,35,688679,52,340438
Ashton DSouza,7,35,2964,52,605755
Cristian Manu,7,35,348035,51,558152
Will Arnold,7,35,6313478,51,963977
Sam Titterington,7,35,6069,49,638349
Mike Readey,7,35,4049,42,1752489
Ruud Van Fatt,7,35,8093341,29,5347094
Christian Ripegutu,7,35,1487350,24,4955271
Alex Masters,7,36,1555394,76,131663
Marcin Ploskonski,7,36,340119,75,110594
Tomasz Fąferek,7,36,158146,72,49528
Manohar S,7,36,2095740,72,539784
Tom Sewell,7,36,1375371,69,60226
Binny Jaichander,7,36,2152068,68,1047622
Zubair Ally,7,36,3477,62,147416
Tor Midtbø,7,36,1351919,60,590788
Tommy Reaney,7,36,5643386,60,1210505
Vergara Arjay,7,36,4261121,58,148421
Jeremy Ng,7,36,90363,55,1031400
Tadas Markevicius,7,36,1976332,55,1152797
Kerry Donald,7,36,457082,53,513464
Darren Lyttle,7,36,321012,51,5205190
Mikko Hinkka,7,36,202049,49,211041
Sam Blumsom,7,36,51675,47,1472428
Nasser Yahya,7,36,6327299,46,3362654
Paul Elliot,7,36,866285,42,1127478
Igor Horvat,7,36,7447515,33,6595092
Philip Foy,7,36,765823,26,7253470
mark foley,7,37,509464,83,51680
Aris Kovalenko,7,37,3400432,79,504606
Richard Jones,7,37,488283,69,273912
Nick Sneddon,7,37,3036875,67,586904
Nathan Le Mottee,7,37,273727,66,992298
Aman Gulati,7,37,195084,63,493401
Malcolm Wilson,7,37,3466,63,1448927
JJ McErlean,7,37,6022174,61,362576
Tom Cutforth,7,37,7445261,60,1020935
Ben Fuller,7,37,4788220,59,170010
Trent Bauer,7,37,435290,57,1590365
Randy AP,7,37,1502628,55,111865
G W,7,37,5036,52,35586
FPL GOAT,7,37,389611,52,2115429
Evgeniy Syadristyy,7,37,5040740,51,869507
Harith Husaini,7,37,105775,49,355662
Nate Weir,7,37,5168225,48,2154666
James Donnelly,7,37,256096,40,2503293
Raunak Jalan,7,37,65303,39,770948
Stephen Burke,7,37,4992046,21,8418998
Yash Dogra,7,38,37428,74,29269
Arthur Bell,7,38,1772950,74,848412
Ben Woods,7,38,266396,70,185100
Human Bergh,7,38,45008,67,76693
Mareks Serkevics,7,38,87611,67,277215
David Shead,7,38,1571,66,679619
Robert Jackson,7,38,50936,63,404783
Anita Gee,7,38,40624,62,168996
Bree Southern,7,38,133899,62,313658
John5 (@HansDas),7,38,33398,57,1132536
Laurette Perrard,7,38,1397619,57,1160012
Barry Lakes,7,38,3671640,54,940648
Steve Jenkinson,7,38,43162,50,343267
Pavandeep Grover,7,38,93667,49,310587
Deva Guss,7,38,406884,49,330956
Siôn Davies,7,38,3226286,46,1881323
Putka Kokodajsa,7,38,6968634,46,4341800
Aleksandar Nikolic,7,38,115891,45,967632
Derek Smith,7,38,172675,45,1055021
Arpit N,7,38,8922302,27,7448703
ben nasrallah,7,39,2356757,80,44756
Auro Sen,7,39,1174226,72,102846
Amr Khyal,7,39,608973,64,130106
Vytautas Ramanauskas,7,39,4794762,63,350760
Martin Ellicott,7,39,5869,62,16216
Karri Saarinen,7,39,334549,61,312107
Mark Nakamura,7,39,2205493,60,938845
harvey romolo,7,39,392482,59,834351
Paris Lynch,7,39,295294,58,193490
Akhil Timani,7,39,134838,57,302476
Bas Mol,7,39,279610,57,1495056
Nathanael Ong,7,39,891380,54,1197481
DAN ISPIR,7,39,756868,53,718464
Russ Burley,7,39,54899,50,208853
Neil Chue Hong,7,39,2137739,49,315263
Agyemang Sekyere,7,39,1976157,49,580461
Dmitry Egorov,7,39,410134,48,1044767
Miguel Ferreira,7,39,6951269,47,1943067
Felix Hernández,7,39,206502,45,1041347
Simon Owen,7,39,3438867,34,5239230
Mark Stanley,7,40,20654,75,130428
Wojciech Sobczuk,7,40,5,72,206552
Dominik Pieta,7,40,233876,66,86042
Nicholas Temple,7,40,2445059,66,240019
Khaled Mostafa,7,40,4402196,66,326214
John Sourour,7,40,402887,63,291320
Miguel Garcia,7,40,2542023,63,461235
Karlon Graham,7,40,1694941,63,1015498
Tom Arne Stormo,7,40,1695518,56,671514
siddhant bhardwaj,7,40,417746,56,2356372
Matt Zoeller,7,40,4523180,56,2733909
Ryan Goodger,7,40,8347383,55,1578859
Daniel Farmer,7,40,224544,54,484393
Sukrija Ibrahimovic,7,40,63403,53,629503
Ariff Rashid,7,40,3148044,53,2231677
Simon Van Schaick,7,40,119249,50,912831
Josimar Torrero,7,40,2177529,50,1391945
Oscar Pernehed,7,40,105767,44,2639642
victor ritze,7,40,4409152,36,3095769
Stuart Still,7,40,8243563,33,7215076
Andy Hiller,7,41,213081,76,21104
Colin Catt,7,41,10051,74,61025
Nikolay Nichev,7,41,871740,73,34291
David Cosgrove,7,41,596223,68,293558
Solomon Pueke,7,41,1192588,63,244864
Enrico Contini,7,41,515103,63,447584
Naheem Iqbal,7,41,6206,62,993072
Otto Trapp,7,41,2550757,59,619438
Zou Bir,7,41,1250751,58,424178
Gautam Vassanmal,7,41,17800,58,2014441
Dave Burley,7,41,21829,57,407871
Charles Goodman,7,41,17471,57,940966
Anthony Gileno,7,41,2210635,56,788155
anthony heredia,7,41,472070,54,1728199
Neil Pinchbeck,7,41,21235,50,116918
Dave Butler,7,41,372068,49,1172598
Declan Murphy,7,41,3728202,42,1561317
Anthony Holmes,7,41,1913744,38,1894196
Tobias Rosenqvist,7,41,4558614,37,1343596
Lyubomir Troharov,7,41,6660116,34,4861040
Daniel Moses,7,42,347561,84,96381
Mats Sturesson,7,42,10742,83,475834
Dean Brooks,7,42,50545,70,50143
Eoin Mccormac,7,42,5037133,70,158790
Oliver Mason,7,42,1597876,68,251191
The Knights Template,7,42,13522,66,742382
Andy T,7,42,136474,60,427919
Vinesh Ravindran,7,42,6966685,58,530171
Dan Kopittke,7,42,1769039,58,694593
London Thorpe,7,42,267473,58,1620365
john sawyer,7,42,52529,55,265056
Martin Weeks,7,42,1227198,55,900245
Robert Shore,7,42,33549,52,96919
Dave Bignell,7,42,5996888,51,994460
Phil Barraclough,7,42,631785,51,1251154
Mohammed Janahi,7,42,2775975,48,1689605
Sam Pettett,7,42,1815241,42,3482722
abdo vidal,7,42,393241,37,4378786
shaun holford,7,42,861880,34,3162352
Reece Soogun,7,42,202245,26,5892075
Cole Burkhardt,7,43,2178914,75,62734
Waqas Zahid,7,43,6717868,74,1663162
Eric Guajo,7,43,344680,70,6542
Jason Stiling,7,43,7228,67,127192
George Poxialian,7,43,1568,65,34169
reuben anderson,7,43,1187323,64,791074
Jo Haywood,7,43,28611,63,440892
Ayo Apantaku,7,43,2301203,62,469725
richarlison breeze,7,43,125643,61,200408
Wojtek Dreluch,7,43,54211,57,17376
Prajwal Bhat,7,43,1797784,55,527620
Stuart Bryson,7,43,6185659,54,469304
Manolache Alexandru,7,43,906034,53,672069
Nguyễn Đức Việt,7,43,13642,52,856247
Rados Stramput,7,43,100773,51,833520
Nicolas Savey (fantasy-coach.fr),7,43,143364,47,286138
Ger Murphy,7,43,8359,45,452948
Eddy Blatt,7,43,2574605,45,1551399
Stuart Kerr,7,43,121147,37,914597
Kanishka Tiwari,7,43,17839,34,3278381
Julie de Noronha,7,44,10764,78,204095
Samid A,7,44,55091,73,62508
Gregory Vial,7,44,605047,68,299699
Eugene Moskalkov,7,44,388955,67,239661
Piers Henriques,7,44,868005,64,657633
Niklas Herrmann,7,44,901177,64,808681
Joel Fernandes,7,44,4902316,63,358569
Tristan Gruter,7,44,10027,60,104956
Jason Green,7,44,432846,60,312371
Govind Sunil,7,44,25629,58,534094
Ernesto Busche,7,44,43357,55,887809
Zac Balson,7,44,223241,53,1107408
Daniel Bousfield,7,44,22860,52,1591839
Josh Elderfield,7,44,2421,49,326214
Sarang Galada,7,44,450447,48,1809440
Mahmoud Nasef,7,44,2954817,46,522968
Andy Plumb,7,44,395472,45,1131139
Cico Andler,7,44,2301604,45,1612425
Basil Nelis,7,44,232411,42,2687641
Darren Scollins,7,44,626882,41,775193
klay Thompson,7,45,1800951,75,31096
Eric Heller,7,45,369891,69,34599
Sigma Pumpy,7,45,251040,68,417739
Dung Pham,7,45,69228,67,27595
Simon Phillips,7,45,3667,66,137396
Dianne Williams,7,45,2419651,63,1700166
Nitej Davda,7,45,108722,62,346085
Katyayan Gupta,7,45,1313740,61,1690458
Mick Wall,7,45,35055,60,306974
Aaron Pinkrah,7,45,104107,58,88247
Alexander Sørvik,7,45,5864095,57,236917
David Hurley,7,45,1297626,57,1458285
Michael Amnuel,7,45,86726,56,764260
Bryan Tan,7,45,2807393,54,918973
Seng Chan,7,45,813794,53,344201
jovica petrovski,7,45,1007640,51,1064152
Nadim Farhad,7,45,7127579,41,588015
Robin Hein,7,45,5359105,41,707541
Ryan Collier,7,45,60494,39,359025
Frederico Vidigal,7,45,671818,31,1763945
Rob Hartley,7,46,1065776,81,24035
Jonk Haglund,7,46,98022,73,46638
Oliver Adamkiewicz,7,46,128902,70,132496
Ian Payne,7,46,4680434,69,396015
Craig Herbertson,7,46,527129,67,184846
Yehya Asker,7,46,524113,66,213850
Colin Niloc,7,46,3864,62,145601
Dean Van Ristell,7,46,755407,59,754711
Ismail Sekitto,7,46,2933915,57,263194
Saahil Singh,7,46,5950346,56,361612
Lachlan Condon,7,46,6880522,55,171726
Meesam Raza,7,46,360180,54,638834
Mohamed Bushara,7,46,2604872,52,276949
Lasse Mikkelsen,7,46,33672,52,829639
Rahim Siddiquee,7,46,56393,52,2271807
S Khan,7,46,763531,47,1112823
Egil Flagtvedt,7,46,422508,46,689333
KRITIN PANDITA,7,46,4791896,41,1572535
Sam Aviss,7,46,9674,41,2835205
HKH ',7,46,4052108,28,6674502
Chris Lord,7,47,298737,91,253
Carles Steve Fossi Fotso,7,47,3147788,73,327561
Vaidehi Patwardhan,7,47,5721,72,547558
mookie ®,7,47,586400,71,47394
Ziyaad Gasant,7,47,6985,67,90149
Mathew Mckie,7,47,489150,66,342391
Sanjeeth SR,7,47,127344,64,915385
Andreas Marco Jensen,7,47,531584,60,471322
Tom Chubb,7,47,1566541,60,608971
Wared Seger,7,47,2086802,57,624289
Don Kennedy,7,47,1635,56,573032
Kristoffur Sørensen,7,47,2855877,54,141152
Ómar Olgeirsson,7,47,139239,51,126405
Arijit Banik,7,47,3548636,48,2055322
Mandy Cargill,7,47,2160139,48,2326567
Tom Ayers,7,47,119608,47,865682
Deleted Player,7,47,1658797,37,0
saksham tiwari,7,47,1872409,37,3644445
Jashim Uddin Shohag,7,47,7928772,35,4646153
Kristiyan Ivanov,7,47,1314898,35,8607609
Gianluca Maffei,7,48,455180,77,21372
Adam Baldwin,7,48,3946423,77,104042
Mithun Prabhakar,7,48,6753210,73,227198
Solo Derulo,7,48,90974,66,113708
J V,7,48,644549,66,165019
James Harden,7,48,670919,64,358082
Rasya Harahap,7,48,447600,59,307293
Chris Machin,7,48,3764817,58,226166
Shariff Taufik,7,48,690529,58,471706
Steve Capp,7,48,700167,56,2352092
Cameron Mortimer,7,48,105530,54,1108067
"Marco ""Pep” Purves",7,48,346893,53,697618
Toby Barratt,7,48,5392717,52,1679007
Ahmed Nour,7,48,532527,51,1012831
Ville Kukkonen,7,48,2907646,51,2187678
Caleb St.Ather,7,48,710452,49,685876
Etienne Minnaar,7,48,779081,48,2322904
John Lawton,7,48,1251014,44,2590075
Altin C,7,48,577786,40,3086455
David Moody,7,48,798739,31,4356661
Mo Cherri,7,49,505188,77,411810
Patrick Geloof,7,49,170327,71,27961
Kyle Worley,7,49,390770,69,46991
Vladimir Cvijovic,7,49,484121,66,104647
Ras Wangelin,7,49,1794187,66,324660
Chetan Paingitkar,7,49,251239,65,35184
Mohit Bhandari,7,49,190290,64,17168
Tony Ware,7,49,1632663,58,18501
Andy Morley,7,49,3987850,58,504606
Riece Ubhi,7,49,403350,57,707541
0x Shmmortal,7,49,4209841,55,508979
Emil Gustafsson,7,49,348300,54,169557
Brian McEvoy,7,49,497221,53,816786
Saubarna Deep,7,49,268314,51,51340
Pej Zivkovic,7,49,3348445,51,2561863
Matt Jones,7,49,1184436,48,457765
daniel reilly,7,49,3991549,45,809062
Aneesh Kamat,7,49,23436,45,1567985
M Hauge,7,49,2825778,40,1629847
Salman Ahmed,7,49,2083072,31,616181
Greg Bradford,7,50,4048,72,49169
Chris Givens,7,50,106742,72,232541
Cian C,7,50,3276299,71,1744
Phil Sharpe,7,50,408804,69,186259
Neil Hull,7,50,635237,63,50764
Valeriy Stepa,7,50,1138,61,536075
Thom Joyce,7,50,2634253,60,311417
bill gillespie,7,50,1491426,60,1092911
Jimbo Nickson,7,50,2395502,59,84369
Tony Tsui,7,50,3100407,59,110594
Paul K,7,50,46510,57,704381
Jon Reeson,7,50,6152,56,86250
Fredrik Petré,7,50,33153,52,519871
John Winchester,7,50,37709,51,795059
jason marturano,7,50,21125,51,1112195
Martin Maina,7,50,6197745,50,407631
Justin Graham,7,50,531351,49,105178
Mr. Hamz,7,50,1439061,48,1034855
Mahiuddin Titu,7,50,2727088,48,1103833
Viktorio Serdarov,7,50,4056313,24,8184147
Henrique De Oliveira,7,51,232581,81,98157
Shane Hogan,7,51,8755,76,5779
Vidar Vasrud,7,51,1698964,73,17946
Sean Culkin,7,51,5082056,68,614768
Mouhaned Mimi,7,51,1758429,61,687981
John Leight,7,51,61924,61,795351
Semir Dizdarevic,7,51,102061,60,33786
Toby MacDonald,7,51,682641,58,1430585
Stuart Tatchell,7,51,903479,57,234221
Seán Barrett,7,51,46668,56,82005
pornchai tunaium,7,51,3093199,55,295677
James Cant,7,51,11096,52,497039
Keith Goddard,7,51,3431439,52,1245806
Okla Adelagun,7,51,2277416,51,1517368
Steven McMenamy,7,51,2900031,50,1746336
FEROZ RAHMAN,7,51,43782,46,219215
Omar Ashraf,7,51,3620,45,1750320
wail Zeribi,7,51,742293,45,2714781
Dan McCabe,7,51,22623,43,1262611
Kristian Smith,7,51,3677,42,1186016
Brady Wright,7,52,35537,76,194986
B Wilson,7,52,1016271,76,967632
Fraser Higgins,7,52,6742455,74,276949
Brenda Ostendorf,7,52,209074,71,609980
Philip Gray,7,52,573821,69,400425
Luka Razboršek,7,52,56257,65,556951
Niall Clarke,7,52,109308,61,35274
Elliott Bäcklund,7,52,2623324,61,189302
Bob Johnston,7,52,417212,58,680116
Chris Choo,7,52,944927,56,621108
Håvard Rønning,7,52,402598,56,875200
Alec P,7,52,4199979,55,133637
Mats Aasgaard,7,52,42172,55,369508
Forkan Spoonbender,7,52,175177,55,2235104
Jafar Farah,7,52,363821,53,1806234
Yonael Bekele,7,52,3661219,51,633223
Ilker Dalgic,7,52,370826,46,584523
Paul Roberts,7,52,1744411,45,5659638
Jack Killoch,7,52,2850264,29,1610141
Jin Hyun Cheong,7,52,2786703,13,8951747
Angry Wolf,7,53,700116,76,7413
Chris Hawkesworth,7,53,1199375,76,43266
Rohan Samant,7,53,397806,68,220229
Athan Paradisis,7,53,2335774,66,160206
Alexandros Konstantaras,7,53,186040,64,227002
John Kounelis,7,53,1694909,63,399934
Alan Archer,7,53,2111919,61,148421
Has Ozkiral,7,53,182080,61,620099
Richard Ayliffe,7,53,1998464,60,55974
Rico Raya,7,53,4689815,60,183662
Glenn Foster,7,53,86019,60,257363
Florian Krabec,7,53,394792,60,285120
Augustin Habra,7,53,2216073,55,283542
Baffour Sefah Ofori,7,53,114830,55,505204
Ana Way,7,53,265311,55,1274779
Philip Carter,7,53,806689,55,3275415
Andy Tang,7,53,710701,49,1080261
Timothy Tan,7,53,1698886,35,1355733
Richard Davison,7,53,7736151,30,3886906
Amit Sharma,7,53,4961335,22,5341811
Dean Verma,7,54,5626337,84,9827
Roberto Laso,7,54,444134,78,178337
fin godderidge,7,54,204651,72,235930
Furry Kettle,7,54,1010621,69,50003
Michael Mikkesen,7,54,3199,65,156554
Samuel STONES,7,54,86340,65,857030
Lekan Mahmud,7,54,2538093,61,402510
Dean Butler,7,54,5192395,61,655894
Nabin Giri,7,54,3058128,61,1180106
Michał Garbacz,7,54,126998,58,2211014
Srdjan Cvijetic,7,54,320202,57,86250
Finn Templeton,7,54,565850,54,88737
Mike Flynn,7,54,4003726,50,389821
Colin Capon,7,54,150413,48,923822
Michael Westcombe,7,54,959391,47,3568909
JD K,7,54,5045,46,771696
Dan O'Mahony,7,54,12402,45,848412
Akbar Basha,7,54,4462012,39,4130589
Daniel Beaver,7,54,4948192,37,1170214
Sam Sheppard,7,54,466009,31,5140560
Oskar Larsson,7,55,180738,79,96146
Fraser Gibson,7,55,591413,73,681566
John Hawkins,7,55,426853,67,183979
James Ingram,7,55,123274,66,180829
Niño Mànik,7,55,2647736,64,298939
Bolly Williams,7,55,4915058,63,64965
Sjoerd Jebbink,7,55,201626,60,559954
Daniel Cunnama,7,55,64045,60,921382
Jonny Wilson,7,55,6260600,59,241397
Ferry Hakim,7,55,43058,57,709529
Maulik Shah,7,55,2622026,54,389821
John Forshaw,7,55,401450,52,1334274
Neil Curry,7,55,495163,52,1746824
Vassilis Chanis,7,55,81693,50,273912
Matti Tarmio,7,55,5234965,50,503518
Roger Sen,7,55,59071,48,2997831
Lewis Blannin,7,55,417978,47,237427
Siddhartha Mukherjee,7,55,3132250,43,519871
Milan Andrejevic,7,55,1931898,43,3577114
Aizkama,7,55,1950843,42,1136497
Earim Chaudry,7,56,1280972,77,50353
Andrew Notley,7,56,366879,69,207866
Brett Priest,7,56,10712,69,247329
Trofo T,7,56,2644009,68,205777
Burhan Samaan,7,56,8670,64,64299
Jeff Bishop,7,56,556248,62,326722
Aaron Yaudes,7,56,1850,61,77214
Bhagath Inampudi,7,56,5916,57,198653
Ronald Reinap,7,56,7716924,57,444062
Nigel Kendall,7,56,389906,57,642868
Colin Brown,7,56,1036341,54,74968
Michael Scheider,7,56,430331,54,187126
Lil Stormzy,7,56,7204765,54,216699
Antti Kulmala,7,56,132676,52,544694
Dan Smith,7,56,669680,52,1336113
Faiz Fitry,7,56,178897,51,328502
Jeff Lippert,7,56,4701675,49,1457400
Seamus Farrelly,7,56,3221055,41,257573
Steve Stylianou,7,56,1533015,40,4045349
Will Hudson,7,56,6271066,39,2669141
Rumi Achije,7,57,100203,79,273306
James Golightly,7,57,1355484,78,108075
Jamie Burton,7,57,38932,75,42581
Stephen Casbeer,7,57,24760,73,63043
Niall Killoh,7,57,3115122,67,762806
George Morley,7,57,934579,61,1482781
Elior Carsenti,7,57,7379,60,223114
Jeff Turner,7,57,3047,58,121954
Rob Bed,7,57,3874,58,368127
David Hahn,7,57,162336,55,253713
Edward Hodgkin,7,57,1576675,54,279273
Dim Chris,7,57,24295,54,750379
Fady Mamdouh,7,57,5025312,52,741952
Mattias Larm,7,57,2573610,49,885819
Keshminder Singh,7,57,8116271,46,1032166
Mato Anić,7,57,1482299,45,2764905
Brian Ewen,7,57,80253,43,842656
Ian Palmer,7,57,27047,43,1075807
Michael Glaze-Santonen,7,57,15868,39,1145899
ahmed elgharably,7,57,749778,38,2062930
Max Norton,7,58,520844,82,24060
Jonathan Holmsten,7,58,165675,70,29104
Tanishq Doiphode,7,58,2507888,66,192579
shailesh gadgil,7,58,198096,66,233475
Akshay Kumar Jaiswal,7,58,457872,66,637742
Roy Bailey,7,58,724618,66,1870325
Jason Bryant,7,58,144120,63,418095
Adam Keenan,7,58,28742,61,138720
James Absalom,7,58,1456024,61,841667
Brian Arista Marzuq,7,58,2677897,59,1542498
AAK FC,7,58,7527718,58,836834
Petter Falk,7,58,141471,57,336239
Marko Altandjiev,7,58,4635011,54,218031
Tarjei Hatlen,7,58,2988927,53,579355
Cem Okucu,7,58,456015,49,985014
Phil Olorenshaw,7,58,588951,48,1986377
Garry Toy,7,58,525533,48,2594448
Dean Patrick,7,58,1288119,44,2245166
Mark Hooper,7,58,225278,41,164186
Chimuka Mapiki,7,58,7452647,21,4774010
rafa,7,59,334091,78,44883
Abhishek Hota,7,59,56237,76,76358
Demetris Shianios,7,59,108745,70,230537
Marco Galanti,7,59,185447,69,47265
Jesus Bravo,7,59,5108715,66,62877
Ryden Stackhouse,7,59,2811573,63,122259
Vineeth P,7,59,7718302,63,409498
Sanath Kuppa,7,59,92514,59,152641
Krzysztof Rosalski,7,59,322782,59,674853
Jonny Harrington,7,59,117365,59,1468082
Calle Rosengren,7,59,4878150,57,155268
Rich Breeze,7,59,119090,57,664600
Rhodri Thomas,7,59,4151458,54,1004537
Adishree Basnet,7,59,7671448,52,575151
Stephen Nnoli,7,59,8362,52,1651488
Stephen Farmer,7,59,2707317,50,1544090
Sonny Valdez,7,59,381798,47,2983162
Gummi Kristjansson,7,59,7221082,34,2772567
The Squadfather,7,59,542270,32,1208377
Adam Eley,7,59,646051,24,4326642
Fabian Broeker,7,60,2457240,87,1028
Gary Parks,7,60,1179153,71,127557
Ben Jones,7,60,33097,69,50003
GARY DUFF,7,60,20653,67,111667
V Y,7,60,133319,67,230631
John Rahman,7,60,694384,61,24287
Niall Fingleton,7,60,1800595,60,53016
Daniel Andersson,7,60,191,57,135195
Al Cossavella,7,60,281792,57,206912
Zane Sheldrake,7,60,263134,57,1497600
Deni Ramadhani,7,60,49203,56,1272348
Dan Silov,7,60,1080723,55,1678294
Ricardo Patiño,7,60,14573,52,146650
Robert Floyd,7,60,1021169,50,1398831
Adrian Smart,7,60,2312240,48,70245
Bill Matthews,7,60,124512,48,650992
Grant Bilkus,7,60,405846,43,2199877
Jonathan Kelly,7,60,1135061,42,2038200
Hampus Olesund,7,60,7519677,41,943487
Hussnain Ahmed,7,60,3732593,31,3798260
Hm Hm,7,61,717841,78,313232
Filipe Loureiro,7,61,137527,76,12401
steven fortt,7,61,308391,72,44494
Martin Skokan,7,61,2601121,65,157899
Ryan Clarke,7,61,251879,64,42943
Tom Weedon,7,61,4502570,63,193816
Geir Torsteinsen,7,61,366448,63,1248896
Samuli Susiluoto,7,61,1736156,62,139340
Ernest Lee,7,61,2502,58,48313
Damien Porter,7,61,617714,58,212412
Andrew Pagett,7,61,18154,58,519871
Йордан Атанасов,7,61,902292,58,1818709
Ged Ashton,7,61,736265,57,1120097
Michael Elliott,7,61,6138619,56,344623
Razil Chand,7,61,929529,47,2567480
Tom Smith,7,61,78957,45,859827
Kostas Anastasiou,7,61,137141,43,157400
Maciej Kasprzyk,7,61,29182,39,553575
Prabhakaran Saravanan,7,61,941955,34,5189232
Julian Gordon,7,61,2697662,32,4518731
Jimmy Ong,7,62,709417,81,485470
Richard Husbands,7,62,3314395,75,518998
dave hartley,7,62,383993,70,173107
Yan Chandra Rivaldi,7,62,2102771,70,292324
Nick McCamphill,7,62,196050,69,566979
Matt Thompson,7,62,2273476,66,93109
james cain,7,62,1090511,66,826618
Nicholas Agyare,7,62,2829973,61,235101
Peter Demain,7,62,9572,59,342829
Chris Wilson,7,62,70185,58,1383312
Chris Brett,7,62,884631,57,262048
Chris Williams,7,62,2419268,57,3709851
rakan sebaya,7,62,3495333,55,2794994
Mohamed Adel,7,62,626098,54,3180247
Ntuthuko Mnisi,7,62,2491671,52,1764444
pat dobbyn,7,62,2734794,48,2047468
Andrew Strickland,7,62,2125802,46,3215737
Aleksandar Davchevski,7,62,131772,34,7675730
Jockey Ramce,7,62,4195609,30,7195537
Prasad Mhatre,7,62,36301,27,7147402
Chris Sparrow,7,63,1174260,80,141826
Leigh Woodcock,7,63,4197916,69,66320
Jef De Foer,7,63,850069,68,23537
Michael Jones,7,63,5124142,68,84828
Andy Prince,7,63,2153257,67,634447
Joe Clarkson,7,63,506600,64,182632
Robert Rodgers,7,63,170104,64,913881
Kamila Pieńkowska,7,63,30746,63,551989
Grayson Ip,7,63,440742,58,1102251
Arnit Chetry,7,63,272899,57,1084060
Jack McCulloch,7,63,195938,56,695577
Richard Neale,7,63,39144,54,652728
Alex Barnes,7,63,5653,53,1336113
Connor Smith,7,63,5350391,50,1061821
Robin Lennon,7,63,2208,47,501214
Haider Sayyed,7,63,2016594,45,1653058
Matt Reed,7,63,5656940,43,1255914
Ahmet Türkoğlu,7,63,1488347,43,2502383
Thomas Nordén,7,63,4854233,40,1413052
Steven Parsons,7,63,1134848,37,564257
Daniel Laycock,7,64,12026,74,19367
Oliver Pearce,7,64,204679,72,343267
James Hyland,7,64,2097539,69,30538
Christian Dalin,7,64,3137395,69,41433
tomer halperin,7,64,6370832,66,144990
Paul Ellis,7,64,550869,65,33356
Kasra Assadian,7,64,60394,64,469304
Hoan Nguyen,7,64,6255,61,451057
Richard Molvik,7,64,444163,60,512089
Naji Abdelmajid,7,64,426155,60,538544
Steven Wilkinson,7,64,63760,55,86688
Shafqat Ehsan,7,64,5122217,55,176561
Ayman Nassour,7,64,237501,55,606310
Dex Glennıza,7,64,368532,54,677070
James Beal,7,64,822356,49,2203774
Shane Keegan,7,64,997141,46,5443305
Deleted Player,7,64,5961999,45,0
Jeff Heaver,7,64,582472,39,2195497
Miguel Fachada,7,64,4990260,37,4180429
Bojan Preksavec,7,64,4811484,36,4317822
