element,position,multiplier,is_captain,is_vice_captain,element_type,game_week,team_id
351,10,1,False,True,4,25,9012978
148,11,1,False,False,4,25,9012978
521,12,0,False,False,1,25,9012978
228,13,0,False,False,2,25,9012978
233,14,0,False,False,3,25,9012978
473,15,0,False,False,4,25,9012978
185,1,1,False,False,1,26,9012978
495,2,1,False,False,2,26,9012978
255,3,1,False,False,2,26,9012978
311,4,1,False,False,2,26,9012978
270,5,1,False,False,2,26,9012978
328,6,2,True,False,3,26,9012978
327,7,1,False,False,3,26,9012978
182,8,1,False,False,3,26,9012978
309,9,1,False,False,3,26,9012978
351,10,1,False,True,4,26,9012978
148,11,1,False,False,4,26,9012978
521,12,0,False,False,1,26,9012978
228,13,0,False,False,2,26,9012978
233,14,0,False,False,3,26,9012978
473,15,0,False,False,4,26,9012978
185,1,1,False,False,1,27,9012978
495,2,1,False,False,2,27,9012978
255,3,1,False,False,2,27,9012978
311,4,1,False,False,2,27,9012978
270,5,1,False,False,2,27,9012978
328,6,2,True,False,3,27,9012978
327,7,1,False,False,3,27,9012978
182,8,1,False,False,3,27,9012978
309,9,1,False,False,3,27,9012978
351,10,1,False,True,4,27,9012978
148,11,1,False,False,4,27,9012978
521,12,0,False,False,1,27,9012978
228,13,0,False,False,2,27,9012978
233,14,0,False,False,3,27,9012978
473,15,0,False,False,4,27,9012978
185,1,1,False,False,1,28,9012978
495,2,1,False,False,2,28,9012978
255,3,1,False,False,2,28,9012978
311,4,1,False,False,2,28,9012978
270,5,1,False,False,2,28,9012978
328,6,2,True,False,3,28,9012978
327,7,1,False,False,3,28,9012978
182,8,1,False,False,3,28,9012978
309,9,1,False,False,3,28,9012978
351,10,1,False,True,4,28,9012978
148,11,1,False,False,4,28,9012978
521,12,0,False,False,1,28,9012978
228,13,0,False,False,2,28,9012978
233,14,0,False,False,3,28,9012978
473,15,0,False,False,4,28,9012978
185,1,1,False,False,1,29,9012978
270,2,1,False,False,2,29,9012978
255,3,1,False,False,2,29,9012978
311,4,1,False,False,2,29,9012978
328,5,1,True,False,3,29,9012978
327,6,1,False,False,3,29,9012978
182,7,1,False,False,3,29,9012978
233,8,1,False,False,3,29,9012978
309,9,1,False,False,3,29,9012978
351,10,2,False,True,4,29,9012978
148,11,1,False,False,4,29,9012978
521,12,0,False,False,1,29,9012978
228,13,0,False,False,2,29,9012978
495,14,0,False,False,2,29,9012978
473,15,0,False,False,4,29,9012978
185,1,1,False,False,1,30,9012978
495,2,1,False,False,2,30,9012978
255,3,1,False,False,2,30,9012978
311,4,1,False,False,2,30,9012978
309,5,1,False,False,3,30,9012978
328,6,2,True,False,3,30,9012978
327,7,1,False,False,3,30,9012978
182,8,1,False,False,3,30,9012978
233,9,1,False,False,3,30,9012978
351,10,1,False,True,4,30,9012978
148,11,1,False,False,4,30,9012978
521,12,0,False,False,1,30,9012978
228,13,0,False,False,2,30,9012978
270,14,0,False,False,2,30,9012978
473,15,0,False,False,4,30,9012978
185,1,1,False,False,1,31,9012978
495,2,1,False,False,2,31,9012978
255,3,1,False,False,2,31,9012978
311,4,1,False,False,2,31,9012978
328,5,2,True,False,3,31,9012978
327,6,1,False,False,3,31,9012978
182,7,1,False,False,3,31,9012978
233,8,1,False,False,3,31,9012978
473,9,1,False,False,4,31,9012978
351,10,1,False,True,4,31,9012978
148,11,1,False,False,4,31,9012978
521,12,0,False,False,1,31,9012978
228,13,0,False,False,2,31,9012978
270,14,0,False,False,2,31,9012978
309,15,0,False,False,3,31,9012978
185,1,1,False,False,1,32,9012978
495,2,1,False,False,2,32,9012978
255,3,1,False,False,2,32,9012978
311,4,1,False,False,2,32,9012978
328,5,2,True,False,3,32,9012978
327,6,1,False,False,3,32,9012978
182,7,1,False,False,3,32,9012978
233,8,1,False,False,3,32,9012978
473,9,1,False,False,4,32,9012978
351,10,1,False,True,4,32,9012978
148,11,1,False,False,4,32,9012978
521,12,0,False,False,1,32,9012978
228,13,0,False,False,2,32,9012978
270,14,0,False,False,2,32,9012978
309,15,0,False,False,3,32,9012978
185,1,1,False,False,1,33,9012978
495,2,1,False,False,2,33,9012978
255,3,1,False,False,2,33,9012978
311,4,1,False,False,2,33,9012978
228,5,1,False,False,2,33,9012978
270,6,1,False,False,2,33,9012978
328,7,2,True,False,3,33,9012978
327,8,1,False,False,3,33,9012978
182,9,1,False,False,3,33,9012978
233,10,1,False,False,3,33,9012978
148,11,1,False,False,4,33,9012978
521,12,0,False,False,1,33,9012978
309,13,0,False,False,3,33,9012978
351,14,0,False,True,4,33,9012978
473,15,0,False,False,4,33,9012978
185,1,1,False,False,1,34,9012978
270,2,1,False,False,2,34,9012978
255,3,1,False,False,2,34,9012978
311,4,1,False,False,2,34,9012978
328,5,2,True,False,3,34,9012978
327,6,1,False,False,3,34,9012978
182,7,1,False,False,3,34,9012978
309,8,1,False,False,3,34,9012978
473,9,1,False,False,4,34,9012978
351,10,1,False,True,4,34,9012978
148,11,1,False,False,4,34,9012978
521,12,0,False,False,1,34,9012978
228,13,0,False,False,2,34,9012978
495,14,0,False,False,2,34,9012978
233,15,0,False,False,3,34,9012978
185,1,1,False,False,1,35,9012978
270,2,1,False,False,2,35,9012978
255,3,1,False,False,2,35,9012978
311,4,1,False,False,2,35,9012978
328,5,2,True,False,3,35,9012978
182,6,1,False,False,3,35,9012978
233,7,1,False,False,3,35,9012978
309,8,1,False,False,3,35,9012978
473,9,1,False,False,4,35,9012978
351,10,1,False,True,4,35,9012978
148,11,1,False,False,4,35,9012978
521,12,0,False,False,1,35,9012978
228,13,0,False,False,2,35,9012978
495,14,0,False,False,2,35,9012978
327,15,0,False,False,3,35,9012978
185,1,1,False,False,1,36,9012978
495,2,1,False,False,2,36,9012978
228,3,1,False,False,2,36,9012978
311,4,1,False,False,2,36,9012978
270,5,1,False,False,2,36,9012978
328,6,2,True,False,3,36,9012978
327,7,1,False,False,3,36,9012978
182,8,1,False,False,3,36,9012978
233,9,1,False,False,3,36,9012978
351,10,1,False,True,4,36,9012978
148,11,1,False,False,4,36,9012978
521,12,0,False,False,1,36,9012978
255,13,0,False,False,2,36,9012978
309,14,0,False,False,3,36,9012978
473,15,0,False,False,4,36,9012978
185,1,1,False,False,1,37,9012978
228,2,1,False,False,2,37,9012978
255,3,1,False,False,2,37,9012978
270,4,1,False,False,2,37,9012978
328,5,2,True,False,3,37,9012978
327,6,1,False,False,3,37,9012978
182,7,1,False,False,3,37,9012978
233,8,1,False,False,3,37,9012978
473,9,1,False,False,4,37,9012978
351,10,1,False,True,4,37,9012978
148,11,1,False,False,4,37,9012978
521,12,0,False,False,1,37,9012978
495,13,0,False,False,2,37,9012978
311,14,0,False,False,2,37,9012978
309,15,0,False,False,3,37,9012978
185,1,1,False,False,1,38,9012978
495,2,1,False,False,2,38,9012978
255,3,1,False,False,2,38,9012978
311,4,1,False,False,2,38,9012978
228,5,1,False,False,2,38,9012978
270,6,1,False,False,2,38,9012978
328,7,2,True,False,3,38,9012978
327,8,1,False,False,3,38,9012978
182,9,1,False,False,3,38,9012978
233,10,1,False,False,3,38,9012978
351,11,1,False,True,4,38,9012978
521,12,0,False,False,1,38,9012978
309,13,0,False,False,3,38,9012978
148,14,0,False,False,4,38,9012978
473,15,0,False,False,4,38,9012978
15,1,1,False,True,1,1,5192659
311,2,1,False,False,2,1,5192659
495,3,1,False,False,2,1,5192659
275,4,1,False,False,2,1,5192659
372,5,1,False,False,3,1,5192659
17,6,1,False,False,3,1,5192659
317,7,2,True,False,3,1,5192659
78,8,1,False,False,3,1,5192659
401,9,1,False,False,4,1,5192659
351,10,1,False,False,4,1,5192659
82,11,1,False,False,4,1,5192659
581,12,0,False,False,1,1,5192659
116,13,0,False,False,2,1,5192659
54,14,0,False,False,3,1,5192659
461,15,0,False,False,2,1,5192659
15,1,1,False,True,1,2,5192659
461,2,1,False,False,2,2,5192659
495,3,1,False,False,2,2,5192659
311,4,1,False,False,2,2,5192659
372,5,1,False,False,3,2,5192659
17,6,1,False,False,3,2,5192659
78,7,1,False,False,3,2,5192659
317,8,2,True,False,3,2,5192659
54,9,1,False,False,3,2,5192659
351,10,1,False,False,4,2,5192659
401,11,1,False,False,4,2,5192659
581,12,0,False,False,1,2,5192659
116,13,0,False,False,2,2,5192659
82,14,0,False,False,4,2,5192659
275,15,0,False,False,2,2,5192659
15,1,1,False,True,1,3,5192659
311,2,1,False,False,2,3,5192659
495,3,1,False,False,2,3,5192659
461,4,1,False,False,2,3,5192659
177,5,1,False,False,3,3,5192659
17,6,1,False,False,3,3,5192659
317,7,1,False,False,3,3,5192659
78,8,1,False,False,3,3,5192659
401,9,1,False,False,4,3,5192659
351,10,2,True,False,4,3,5192659
148,11,1,False,False,4,3,5192659
581,12,0,False,False,1,3,5192659
116,13,0,False,False,2,3,5192659
54,14,0,False,False,3,3,5192659
275,15,0,False,False,2,3,5192659
15,1,1,False,False,1,4,5192659
311,2,1,False,False,2,4,5192659
495,3,1,False,False,2,4,5192659
88,4,1,False,False,2,4,5192659
177,5,1,False,True,3,4,5192659
17,6,1,False,False,3,4,5192659
317,7,1,False,False,3,4,5192659
78,8,1,False,False,3,4,5192659
401,9,1,False,False,4,4,5192659
351,10,2,True,False,4,4,5192659
148,11,1,False,False,4,4,5192659
581,12,0,False,False,1,4,5192659
461,13,0,False,False,2,4,5192659
54,14,0,False,False,3,4,5192659
275,15,0,False,False,2,4,5192659
15,1,1,False,False,1,5,5192659
495,2,1,False,False,2,5,5192659
422,3,1,False,False,2,5,5192659
311,4,1,False,False,2,5,5192659
461,5,1,False,False,2,5,5192659
177,6,1,False,True,3,5,5192659
17,7,1,False,False,3,5,5192659
78,8,1,False,False,3,5,5192659
351,9,2,True,False,4,5,5192659
148,10,1,False,False,4,5,5192659
401,11,1,False,False,4,5,5192659
581,12,0,False,False,1,5,5192659
317,13,0,False,False,3,5,5192659
54,14,0,False,False,3,5,5192659
88,15,0,False,False,2,5,5192659
15,1,1,False,False,1,6,5192659
311,2,1,False,False,2,6,5192659
422,3,1,False,False,2,6,5192659
6,4,1,False,False,2,6,5192659
177,5,1,False,True,3,6,5192659
17,6,1,False,False,3,6,5192659
327,7,1,False,False,3,6,5192659
54,8,1,False,False,3,6,5192659
180,9,1,False,False,4,6,5192659
351,10,2,True,False,4,6,5192659
148,11,1,False,False,4,6,5192659
185,12,0,False,False,1,6,5192659
145,13,0,False,False,2,6,5192659
78,14,0,False,False,3,6,5192659
594,15,0,False,False,2,6,5192659
15,1,1,False,False,1,7,5192659
145,2,1,False,False,2,7,5192659
594,3,1,False,False,2,7,5192659
311,4,1,False,False,2,7,5192659
177,5,1,False,False,3,7,5192659
17,6,1,False,False,3,7,5192659
78,7,1,False,True,3,7,5192659
327,8,1,False,False,3,7,5192659
351,9,2,True,False,4,7,5192659
148,10,1,False,False,4,7,5192659
180,11,1,False,False,4,7,5192659
185,12,0,False,False,1,7,5192659
6,13,0,False,False,2,7,5192659
54,14,0,False,False,3,7,5192659
422,15,0,False,False,2,7,5192659
15,1,1,False,False,1,8,5192659
594,2,1,False,False,2,8,5192659
295,3,1,False,False,2,8,5192659
311,4,1,False,False,2,8,5192659
177,5,1,False,False,3,8,5192659
78,6,1,False,False,3,8,5192659
54,7,1,False,True,3,8,5192659
327,8,1,False,False,3,8,5192659
351,9,2,True,False,4,8,5192659
148,10,1,False,False,4,8,5192659
180,11,1,False,False,4,8,5192659
185,12,0,False,False,1,8,5192659
6,13,0,False,False,2,8,5192659
17,14,0,False,False,3,8,5192659
422,15,0,False,False,2,8,5192659
15,1,1,False,False,1,9,5192659
311,2,1,False,False,2,9,5192659
295,3,1,False,False,2,9,5192659
6,4,1,False,False,2,9,5192659
54,5,1,False,True,3,9,5192659
17,6,1,False,False,3,9,5192659
327,7,1,False,False,3,9,5192659
177,8,1,False,False,3,9,5192659
180,9,1,False,False,4,9,5192659
351,10,2,True,False,4,9,5192659
148,11,1,False,False,4,9,5192659
185,12,0,False,False,1,9,5192659
594,13,0,False,False,2,9,5192659
78,14,0,False,False,3,9,5192659
422,15,0,False,False,2,9,5192659
15,1,1,False,False,1,10,5192659
326,2,1,False,False,2,10,5192659
36,3,1,False,False,2,10,5192659
311,4,1,False,False,2,10,5192659
177,5,1,False,False,3,10,5192659
17,6,1,False,False,3,10,5192659
54,7,1,False,True,3,10,5192659
99,8,1,False,False,3,10,5192659
351,9,2,True,False,4,10,5192659
148,10,1,False,False,4,10,5192659
180,11,1,False,False,4,10,5192659
185,12,0,False,False,1,10,5192659
295,13,0,False,False,2,10,5192659
78,14,0,False,False,3,10,5192659
422,15,0,False,False,2,10,5192659
15,1,1,False,False,1,11,5192659
311,2,1,False,False,2,11,5192659
422,3,1,False,False,2,11,5192659
326,4,1,False,False,2,11,5192659
78,5,1,False,True,3,11,5192659
17,6,1,False,False,3,11,5192659
99,7,1,False,False,3,11,5192659
177,8,1,False,False,3,11,5192659
180,9,1,False,False,4,11,5192659
351,10,2,True,False,4,11,5192659
148,11,1,False,False,4,11,5192659
185,12,0,False,False,1,11,5192659
36,13,0,False,False,2,11,5192659
54,14,0,False,False,3,11,5192659
295,15,0,False,False,2,11,5192659
443,1,1,False,False,1,12,5192659
36,2,1,False,False,2,12,5192659
422,3,1,False,False,2,12,5192659
326,4,1,False,False,2,12,5192659
54,5,1,False,False,3,12,5192659
17,6,1,False,False,3,12,5192659
99,7,2,True,False,3,12,5192659
177,8,1,False,False,3,12,5192659
180,9,1,False,False,4,12,5192659
351,10,1,False,True,4,12,5192659
148,11,1,False,False,4,12,5192659
185,12,0,False,False,1,12,5192659
311,13,0,False,False,2,12,5192659
78,14,0,False,False,3,12,5192659
436,15,0,False,False,2,12,5192659
443,1,1,False,False,1,13,5192659
311,2,1,False,False,2,13,5192659
36,3,1,False,False,2,13,5192659
422,4,1,False,False,2,13,5192659
177,5,1,False,False,3,13,5192659
17,6,1,False,False,3,13,5192659
54,7,1,False,False,3,13,5192659
99,8,2,True,False,3,13,5192659
351,9,1,False,True,4,13,5192659
148,10,1,False,False,4,13,5192659
180,11,1,False,False,4,13,5192659
185,12,0,False,False,1,13,5192659
326,13,0,False,False,2,13,5192659
78,14,0,False,False,3,13,5192659
436,15,0,False,False,2,13,5192659
443,1,1,False,False,1,14,5192659
311,2,1,False,False,2,14,5192659
36,3,1,False,False,2,14,5192659
422,4,1,False,False,2,14,5192659
436,5,1,False,False,2,14,5192659
177,6,1,False,False,3,14,5192659
17,7,1,False,False,3,14,5192659
54,8,1,False,False,3,14,5192659
99,9,2,True,False,3,14,5192659
78,10,1,False,False,3,14,5192659
351,11,1,False,True,4,14,5192659
185,12,0,False,False,1,14,5192659
326,13,0,False,False,2,14,5192659
148,14,0,False,False,4,14,5192659
180,15,0,False,False,4,14,5192659
443,1,1,False,False,1,15,5192659
36,2,1,False,False,2,15,5192659
422,3,1,False,False,2,15,5192659
436,4,1,False,False,2,15,5192659
17,5,2,True,False,3,15,5192659
491,6,1,False,False,3,15,5192659
78,7,1,False,False,3,15,5192659
99,8,1,False,False,3,15,5192659
351,9,1,False,True,4,15,5192659
148,10,1,False,False,4,15,5192659
180,11,1,False,False,4,15,5192659
185,12,0,False,False,1,15,5192659
322,13,0,False,False,2,15,5192659
168,14,0,False,False,3,15,5192659
311,15,0,False,False,2,15,5192659
443,1,1,False,False,1,16,5192659
322,2,1,False,False,2,16,5192659
422,3,1,False,False,2,16,5192659
311,4,1,False,False,2,16,5192659
36,5,1,False,False,2,16,5192659
168,6,1,False,False,3,16,5192659
17,7,2,True,False,3,16,5192659
491,8,1,False,False,3,16,5192659
99,9,1,False,False,3,16,5192659
351,10,1,False,True,4,16,5192659
180,11,1,False,False,4,16,5192659
185,12,0,False,False,1,16,5192659
148,13,0,False,False,4,16,5192659
78,14,0,False,False,3,16,5192659
436,15,0,False,False,2,16,5192659
443,1,1,False,False,1,17,5192659
322,2,1,False,False,2,17,5192659
422,3,1,False,False,2,17,5192659
311,4,1,False,False,2,17,5192659
36,5,1,False,False,2,17,5192659
168,6,1,False,False,3,17,5192659
17,7,2,True,False,3,17,5192659
491,8,1,False,False,3,17,5192659
99,9,1,False,False,3,17,5192659
351,10,1,False,True,4,17,5192659
180,11,1,False,False,4,17,5192659
185,12,0,False,False,1,17,5192659
148,13,0,False,False,4,17,5192659
78,14,0,False,False,3,17,5192659
436,15,0,False,False,2,17,5192659
443,1,1,False,False,1,18,5192659
322,2,1,False,False,2,18,5192659
422,3,1,False,False,2,18,5192659
311,4,1,False,False,2,18,5192659
36,5,1,False,False,2,18,5192659
168,6,1,False,False,3,18,5192659
491,7,1,False,False,3,18,5192659
99,8,1,False,False,3,18,5192659
78,9,1,False,False,3,18,5192659
351,10,2,False,True,4,18,5192659
180,11,1,False,False,4,18,5192659
185,12,0,False,False,1,18,5192659
17,13,0,True,False,3,18,5192659
148,14,0,False,False,4,18,5192659
436,15,0,False,False,2,18,5192659
443,1,1,False,False,1,19,5192659
322,2,1,False,False,2,19,5192659
422,3,1,False,False,2,19,5192659
311,4,1,False,False,2,19,5192659
36,5,1,False,False,2,19,5192659
168,6,1,False,False,3,19,5192659
491,7,1,False,False,3,19,5192659
99,8,1,False,False,3,19,5192659
78,9,1,False,False,3,19,5192659
351,10,2,False,True,4,19,5192659
180,11,1,False,False,4,19,5192659
185,12,0,False,False,1,19,5192659
17,13,0,True,False,3,19,5192659
148,14,0,False,False,4,19,5192659
436,15,0,False,False,2,19,5192659
443,1,1,False,False,1,20,5192659
36,2,1,False,False,2,20,5192659
422,3,1,False,False,2,20,5192659
311,4,1,False,False,2,20,5192659
436,5,1,False,False,2,20,5192659
168,6,1,False,False,3,20,5192659
78,7,1,False,False,3,20,5192659
491,8,1,False,False,3,20,5192659
99,9,1,False,False,3,20,5192659
351,10,2,False,True,4,20,5192659
180,11,1,False,False,4,20,5192659
185,12,0,False,False,1,20,5192659
322,13,0,False,False,2,20,5192659
17,14,0,True,False,3,20,5192659
148,15,0,False,False,4,20,5192659
443,1,1,False,False,1,21,5192659
36,2,1,False,False,2,21,5192659
422,3,1,False,False,2,21,5192659
311,4,1,False,False,2,21,5192659
168,5,1,False,False,3,21,5192659
78,6,1,False,False,3,21,5192659
491,7,1,False,False,3,21,5192659
99,8,1,False,False,3,21,5192659
351,9,2,False,True,4,21,5192659
148,10,1,False,False,4,21,5192659
180,11,1,False,False,4,21,5192659
185,12,0,False,False,1,21,5192659
322,13,0,False,False,2,21,5192659
17,14,0,True,False,3,21,5192659
436,15,0,False,False,2,21,5192659
443,1,1,False,False,1,22,5192659
36,2,1,False,False,2,22,5192659
422,3,1,False,False,2,22,5192659
311,4,1,False,False,2,22,5192659
436,5,1,False,False,2,22,5192659
78,6,1,False,False,3,22,5192659
491,7,1,False,False,3,22,5192659
99,8,1,False,False,3,22,5192659
351,9,2,False,True,4,22,5192659
148,10,1,False,False,4,22,5192659
180,11,1,False,False,4,22,5192659
185,12,0,False,False,1,22,5192659
322,13,0,False,False,2,22,5192659
168,14,0,False,False,3,22,5192659
17,15,0,True,False,3,22,5192659
443,1,1,False,False,1,23,5192659
36,2,1,False,False,2,23,5192659
422,3,1,False,False,2,23,5192659
311,4,1,False,False,2,23,5192659
436,5,1,False,False,2,23,5192659
168,6,1,False,False,3,23,5192659
78,7,1,False,False,3,23,5192659
99,8,1,False,False,3,23,5192659
351,9,2,False,True,4,23,5192659
148,10,1,False,False,4,23,5192659
180,11,1,False,False,4,23,5192659
185,12,0,False,False,1,23,5192659
322,13,0,False,False,2,23,5192659
17,14,0,True,False,3,23,5192659
491,15,0,False,False,3,23,5192659
443,1,1,False,False,1,24,5192659
36,2,1,False,False,2,24,5192659
422,3,1,False,False,2,24,5192659
311,4,1,False,False,2,24,5192659
436,5,1,False,False,2,24,5192659
168,6,1,False,False,3,24,5192659
78,7,1,False,False,3,24,5192659
99,8,1,False,False,3,24,5192659
351,9,2,False,True,4,24,5192659
148,10,1,False,False,4,24,5192659
180,11,1,False,False,4,24,5192659
185,12,0,False,False,1,24,5192659
322,13,0,False,False,2,24,5192659
17,14,0,True,False,3,24,5192659
491,15,0,False,False,3,24,5192659
443,1,1,False,False,1,25,5192659
36,2,1,False,False,2,25,5192659
422,3,1,False,False,2,25,5192659
311,4,1,False,False,2,25,5192659
436,5,1,False,False,2,25,5192659
168,6,1,False,False,3,25,5192659
78,7,1,False,False,3,25,5192659
491,8,1,False,False,3,25,5192659
99,9,1,False,False,3,25,5192659
351,10,2,False,True,4,25,5192659
148,11,1,False,False,4,25,5192659
185,12,0,False,False,1,25,5192659
322,13,0,False,False,2,25,5192659
17,14,0,True,False,3,25,5192659
180,15,0,False,False,4,25,5192659
443,1,1,False,False,1,26,5192659
436,2,1,False,False,2,26,5192659
422,3,1,False,False,2,26,5192659
311,4,1,False,False,2,26,5192659
168,5,1,False,False,3,26,5192659
78,6,1,False,False,3,26,5192659
491,7,1,False,False,3,26,5192659
99,8,1,False,False,3,26,5192659
351,9,1,False,True,4,26,5192659
148,10,1,False,False,4,26,5192659
180,11,1,False,False,4,26,5192659
185,12,0,False,False,1,26,5192659
36,13,0,False,False,2,26,5192659
17,14,0,True,False,3,26,5192659
322,15,0,False,False,2,26,5192659
443,1,1,False,False,1,27,5192659
36,2,1,False,False,2,27,5192659
422,3,1,False,False,2,27,5192659
311,4,1,False,False,2,27,5192659
436,5,1,False,False,2,27,5192659
168,6,1,False,False,3,27,5192659
78,7,1,False,False,3,27,5192659
491,8,1,False,False,3,27,5192659
99,9,1,False,False,3,27,5192659
351,10,2,False,True,4,27,5192659
148,11,1,False,False,4,27,5192659
185,12,0,False,False,1,27,5192659
322,13,0,False,False,2,27,5192659
17,14,0,True,False,3,27,5192659
180,15,0,False,False,4,27,5192659
443,1,1,False,False,1,28,5192659
36,2,1,False,False,2,28,5192659
422,3,1,False,False,2,28,5192659
311,4,1,False,False,2,28,5192659
436,5,1,False,False,2,28,5192659
168,6,1,False,False,3,28,5192659
78,7,1,False,False,3,28,5192659
491,8,1,False,False,3,28,5192659
99,9,1,False,False,3,28,5192659
351,10,2,False,True,4,28,5192659
148,11,1,False,False,4,28,5192659
185,12,0,False,False,1,28,5192659
322,13,0,False,False,2,28,5192659
17,14,0,True,False,3,28,5192659
180,15,0,False,False,4,28,5192659
443,1,1,False,False,1,29,5192659
436,2,1,False,False,2,29,5192659
422,3,1,False,False,2,29,5192659
311,4,1,False,False,2,29,5192659
168,5,1,False,False,3,29,5192659
78,6,1,False,False,3,29,5192659
491,7,1,False,False,3,29,5192659
99,8,1,False,False,3,29,5192659
351,9,2,False,True,4,29,5192659
148,10,1,False,False,4,29,5192659
180,11,1,False,False,4,29,5192659
185,12,0,False,False,1,29,5192659
36,13,0,False,False,2,29,5192659
17,14,0,True,False,3,29,5192659
322,15,0,False,False,2,29,5192659
443,1,1,False,False,1,30,5192659
36,2,1,False,False,2,30,5192659
422,3,1,False,False,2,30,5192659
436,4,1,False,False,2,30,5192659
168,5,1,False,False,3,30,5192659
17,6,2,True,False,3,30,5192659
491,7,1,False,False,3,30,5192659
99,8,1,False,False,3,30,5192659
78,9,1,False,False,3,30,5192659
148,10,1,False,False,4,30,5192659
180,11,1,False,False,4,30,5192659
185,12,0,False,False,1,30,5192659
322,13,0,False,False,2,30,5192659
351,14,0,False,True,4,30,5192659
311,15,0,False,False,2,30,5192659
443,1,1,False,False,1,31,5192659
436,2,1,False,False,2,31,5192659
422,3,1,False,False,2,31,5192659
311,4,1,False,False,2,31,5192659
168,5,1,False,False,3,31,5192659
17,6,2,True,False,3,31,5192659
491,7,1,False,False,3,31,5192659
99,8,1,False,False,3,31,5192659
78,9,1,False,False,3,31,5192659
148,10,1,False,False,4,31,5192659
180,11,1,False,False,4,31,5192659
185,12,0,False,False,1,31,5192659
36,13,0,False,False,2,31,5192659
351,14,0,False,True,4,31,5192659
322,15,0,False,False,2,31,5192659
443,1,1,False,False,1,32,5192659
436,2,1,False,False,2,32,5192659
422,3,1,False,False,2,32,5192659
311,4,1,False,False,2,32,5192659
168,5,1,False,False,3,32,5192659
17,6,2,True,False,3,32,5192659
491,7,1,False,False,3,32,5192659
99,8,1,False,False,3,32,5192659
78,9,1,False,False,3,32,5192659
148,10,1,False,False,4,32,5192659
180,11,1,False,False,4,32,5192659
185,12,0,False,False,1,32,5192659
36,13,0,False,False,2,32,5192659
351,14,0,False,True,4,32,5192659
322,15,0,False,False,2,32,5192659
443,1,1,False,False,1,33,5192659
36,2,1,False,False,2,33,5192659
436,3,1,False,False,2,33,5192659
311,4,1,False,False,2,33,5192659
168,5,1,False,False,3,33,5192659
17,6,2,True,False,3,33,5192659
491,7,1,False,False,3,33,5192659
99,8,1,False,False,3,33,5192659
78,9,1,False,False,3,33,5192659
148,10,1,False,False,4,33,5192659
180,11,1,False,False,4,33,5192659
185,12,0,False,False,1,33,5192659
322,13,0,False,False,2,33,5192659
351,14,0,False,True,4,33,5192659
422,15,0,False,False,2,33,5192659
443,1,1,False,False,1,34,5192659
436,2,1,False,False,2,34,5192659
422,3,1,False,False,2,34,5192659
311,4,1,False,False,2,34,5192659
168,5,1,False,False,3,34,5192659
78,6,1,False,False,3,34,5192659
491,7,1,False,False,3,34,5192659
99,8,1,False,False,3,34,5192659
351,9,1,False,True,4,34,5192659
148,10,1,False,False,4,34,5192659
180,11,1,False,False,4,34,5192659
185,12,0,False,False,1,34,5192659
36,13,0,False,False,2,34,5192659
17,14,0,True,False,3,34,5192659
322,15,0,False,False,2,34,5192659
443,1,1,False,False,1,35,5192659
36,2,1,False,False,2,35,5192659
422,3,1,False,False,2,35,5192659
311,4,1,False,False,2,35,5192659
436,5,1,False,False,2,35,5192659
168,6,1,False,False,3,35,5192659
17,7,2,True,False,3,35,5192659
78,8,1,False,False,3,35,5192659
99,9,1,False,False,3,35,5192659
148,10,1,False,False,4,35,5192659
180,11,1,False,False,4,35,5192659
185,12,0,False,False,1,35,5192659
322,13,0,False,False,2,35,5192659
491,14,0,False,False,3,35,5192659
351,15,0,False,True,4,35,5192659
443,1,1,False,False,1,36,5192659
36,2,1,False,False,2,36,5192659
422,3,1,False,False,2,36,5192659
311,4,1,False,False,2,36,5192659
168,5,1,False,False,3,36,5192659
17,6,2,True,False,3,36,5192659
78,7,1,False,False,3,36,5192659
99,8,1,False,False,3,36,5192659
351,9,1,False,True,4,36,5192659
148,10,1,False,False,4,36,5192659
180,11,1,False,False,4,36,5192659
185,12,0,False,False,1,36,5192659
322,13,0,False,False,2,36,5192659
491,14,0,False,False,3,36,5192659
436,15,0,False,False,2,36,5192659
443,1,1,False,False,1,37,5192659
436,2,1,False,False,2,37,5192659
422,3,1,False,False,2,37,5192659
311,4,1,False,False,2,37,5192659
168,5,1,False,False,3,37,5192659
17,6,2,True,False,3,37,5192659
491,7,1,False,False,3,37,5192659
99,8,1,False,False,3,37,5192659
78,9,1,False,False,3,37,5192659
351,10,1,False,True,4,37,5192659
148,11,1,False,False,4,37,5192659
185,12,0,False,False,1,37,5192659
36,13,0,False,False,2,37,5192659
180,14,0,False,False,4,37,5192659
322,15,0,False,False,2,37,5192659
443,1,1,False,False,1,38,5192659
436,2,1,False,False,2,38,5192659
422,3,1,False,False,2,38,5192659
311,4,1,False,False,2,38,5192659
168,5,1,False,False,3,38,5192659
17,6,2,True,False,3,38,5192659
491,7,1,False,False,3,38,5192659
99,8,1,False,False,3,38,5192659
78,9,1,False,False,3,38,5192659
351,10,1,False,True,4,38,5192659
180,11,1,False,False,4,38,5192659
185,12,0,False,False,1,38,5192659
36,13,0,False,False,2,38,5192659
148,14,0,False,False,4,38,5192659
322,15,0,False,False,2,38,5192659
310,1,1,False,False,1,1,7339619
350,2,1,False,False,2,1,7339619
3,3,1,False,False,2,1,7339619
495,4,1,False,False,2,1,7339619
