Name,League,Division,Team id,points,OR
Mun Ian Chan,6,20,347499,36,1076423
Henrik Palm Strand,6,21,5874,78,30162
Rui Vicente,6,21,20839,78,54295
jake pains,6,21,2394773,67,79479
Ben Thompson,6,21,1788449,67,128740
Ryan TMGB,6,21,675996,63,225048
james pitcher,6,21,1443066,61,65744
David Paynter,6,21,6948065,60,324660
Kushank Mishra,6,21,7938720,60,572149
Chris Harrison,6,21,664829,60,1372118
shuaib loubscher,6,21,47457,59,618819
Lahiru Hapuarachchi,6,21,734607,58,243545
Max Hansson,6,21,3638240,58,1826809
Igz $,6,21,11108,57,205777
Ken Atkins,6,21,19760,57,357116
Mario Mirkovic,6,21,117248,49,1738332
Lenny van Gessel,6,21,873755,48,930802
Jon Campbell,6,21,21580,46,553575
Paul Kennedy,6,21,4736559,43,4105585
Jayesh Padlekar,6,21,149214,33,1516634
Angelos Poly,6,21,7145251,31,6711884
James Williams,6,22,111199,83,1636
Noam Jacobi,6,22,48464,74,84683
Figo Saxa,6,22,429212,69,36764
John Gadd,6,22,24906,66,422357
paul kaye,6,22,232520,63,313473
Patrick Winterbottom,6,22,126815,61,165082
Matt Studdert,6,22,28387,61,423578
Fred Berrington,6,22,572107,60,553271
Reuben Cox,6,22,290912,57,558697
Mouad Aderraz,6,22,329333,55,596711
Sasitaran Sastry,6,22,2860,54,158337
Mengai Radu,6,22,44008,53,278102
Martin Sahlin,6,22,434766,52,579355
William Garrison,6,22,2836253,50,160206
Miljan Hiršl,6,22,795978,49,847708
Sean Johnson,6,22,25747,49,1639706
simon jones,6,22,1270632,48,107306
Gwion Dafydd,6,22,127113,42,1509123
Michael Jackel,6,22,2743425,42,1723795
Ken Naunton,6,22,6042,39,490247
Tavish Bhagat,6,23,121098,80,3914
Vegard Skog,6,23,950651,65,104647
Chris Rigden,6,23,461839,64,95122
Michal Moczydlak,6,23,1464872,64,159928
Miroslav Basarić,6,23,45145,63,75874
Michael Peeters,6,23,211720,62,201465
David Rhodes,6,23,13905,62,575500
Adi B,6,23,618056,60,1726451
Fredrik Drægebø,6,23,20,58,225934
Roar Samuelsen,6,23,164385,57,97627
Christoffer Ripegutu,6,23,5468888,56,472540
Barry Whenman,6,23,37794,54,440147
Seán Murray,6,23,2122137,53,904885
James Brockington,6,23,763382,52,819151
David Peres,6,23,134211,51,322053
iain henderson,6,23,1006370,49,500469
Ole Petter Hobbesland,6,23,3250878,48,858890
Toby Bryant,6,23,22401,48,4567542
Stefan Latinović,6,23,310211,46,975466
Janne Turtiainen,6,23,1750590,39,1052544
John Samoryk,6,24,503750,71,55049
Colin Innes,6,24,392,70,8559
Anthony Crocker,6,24,101792,70,208330
Abinesh Kumar Kar,6,24,49407,64,71330
Jonathan Cohen,6,24,20176,64,90149
David Squires,6,24,18553,64,1180551
Aled Wilcox,6,24,37457,63,20241
Preben Mathieu-Bjerke,6,24,116798,60,198996
T K,6,24,63820,56,775193
George Stephens,6,24,289858,56,784665
Sean McGing,6,24,14319,55,204855
Stuart Bulley,6,24,37680,52,117118
Mark Cahill,6,24,65863,51,105302
Jeremy Rowe,6,24,228669,51,841667
David Maw,6,24,1343,49,591928
Mohit Gang,6,24,4225396,49,600616
Ben Harrison-Hyde,6,24,90430,47,766129
Andrea Citta,6,24,301918,47,1182210
Finnbogi Laxdal,6,24,1064014,44,1095569
P J,6,24,864033,44,1273720
Tyrone Jacobs,6,25,87234,79,13829
Ankit Chitnis,6,25,1794,73,5864
Józef Filiński,6,25,7767,68,43778
Dylan Trant,6,25,30786,67,478985
Jesper Dalager,6,25,159919,66,225653
Gareth Aspden,6,25,1138672,65,192554
James Hayes,6,25,3124575,61,586089
Johan Lindblad,6,25,68180,57,230092
Paulo Cancela,6,25,6053814,55,289475
Darren Whalen,6,25,620658,55,766610
Mike Payne,6,25,516996,53,51405
Aniket Mukherjee,6,25,68498,52,253020
Ikhwan Aryandi,6,25,114036,52,1202221
Phil Bousfield,6,25,2486436,51,1716059
Tony KWAN,6,25,39057,50,172489
Joachim Gahrsen,6,25,3818932,49,1326872
Simon Brouckaert,6,25,6399636,48,891411
Kevin Horan,6,25,2357351,48,4995801
Ravi Chandra,6,25,5539478,46,1115813
Kimi Ahtinen,6,25,4703820,33,2431300
Nigel Bolton,6,26,8194,80,5590
Lâm Đào,6,26,110878,72,747424
James Harrison,6,26,32953,69,198374
Geoff Stewart,6,26,132852,63,182517
Mick Adams,6,26,4525864,62,300405
Andrew Newsham,6,26,183587,60,154513
Mohammad Parvez,6,26,11904,60,630835
Roger Butler,6,26,1780255,58,715353
Hersh Patel,6,26,118530,56,634949
Richard Williams,6,26,158385,55,548296
Joe Kavanagh,6,26,283023,54,212672
Ruairi Mitchell,6,26,451504,54,524830
Sigve Rørstad,6,26,354833,54,654587
Ace,6,26,2266360,52,172917
Wayne Cox,6,26,197025,51,371679
Andy Rob,6,26,2460506,51,544694
Tom Phillipps,6,26,1062277,48,446504
Gerry Kerley,6,26,129013,46,1046231
Lee Heron,6,26,163226,45,235540
Peter Stein,6,26,4443618,43,850241
Darren Teague,6,27,1516922,69,55406
John McCall,6,27,595712,69,60903
Marc White,6,27,7255,66,1301649
Andreas Olofsson,6,27,783963,64,301684
Steven Russell,6,27,96853,63,44756
Žarko Marković,6,27,195976,61,253020
Sivert Helgesen,6,27,73410,61,293558
Josh Waidley,6,27,741268,60,129310
Edward Cates,6,27,4334870,60,165675
Christopher Gallivan,6,27,267543,60,240019
Ross Harper,6,27,1558218,57,504606
Lars Erik Johansen,6,27,4050676,57,1666181
Alex J,6,27,2861,57,4072096
Andy May-Heggie,6,27,2965593,54,400869
Filip Cvijetic,6,27,4786724,52,404783
Kevin Latham,6,27,5043064,52,473303
Vegard Tapio,6,27,1398640,51,435989
nikhil tyagi,6,27,312036,46,3139060
Renato Gvozdanović,6,27,5650033,45,963977
Timothy Kahwai,6,27,676768,31,3605715
Rhys Morgan,6,28,6156118,70,375665
Marko Krstic,6,28,216323,68,67459
James Allen,6,28,3218992,68,277746
Richard Luff,6,28,158982,65,515292
Rodney McCain,6,28,132008,64,483357
Usman Abbas L,6,28,2494606,63,77654
Brian Cuffe,6,28,179407,62,29104
Nigel Bennett,6,28,87809,61,299543
Steve Etheridge,6,28,236129,60,424806
To Lima,6,28,6059527,57,264279
David Lyons,6,28,1366751,55,622590
Tobio Taiger,6,28,2375,55,666622
Edwin Habicher-John,6,28,5529,54,356559
Keenan Human,6,28,4250917,53,596711
Wasim Tabakh,6,28,3746031,52,1003361
Greg O Mara,6,28,354729,51,147256
John Dixon,6,28,1073781,45,1257499
Adam Pace,6,28,53272,44,1014632
Volodymyr Klyuka,6,28,332547,42,1003963
City G,6,28,257947,38,1682229
Kiran Chopra,6,29,2542265,67,157665
Ryan Berger,6,29,162140,67,378844
jeff oodian,6,29,1873329,67,715353
Ski House (Nitish),6,29,17905,66,154779
Salvador Leong,6,29,280209,66,163827
Ray Neeve,6,29,657083,61,347697
Leo Darutto,6,29,20451,61,421864
Tim Winstone,6,29,203256,61,756127
Louis Dewhurst,6,29,5108255,60,30242
Tapobroto Sarkar,6,29,2484,58,31902
Jien Chew,6,29,2553822,58,358569
Tom Baldwin,6,29,3996006,57,92921
Pedro Cruz,6,29,2675241,57,282827
Aditya Kumar,6,29,1800770,55,147416
Jon Nash,6,29,115212,51,565833
Salik Warsi,6,29,295777,50,768856
igor varga,6,29,33641,49,575557
Greg Jacobs,6,29,196902,46,199506
Bury Boy,6,29,3963406,45,718464
Oleksiy Pawlowsky,6,29,2572376,27,3878500
Nigel Hadley,6,30,1083478,74,14113
Stephen Diamond,6,30,512777,72,108777
Andrew Campbell,6,30,453420,71,99650
Andy Haig,6,30,290011,71,435989
Chris Ruemmler,6,30,356617,68,75522
Rhys Miller,6,30,14069,68,409814
Chris Williams,6,30,1948,63,155268
Paul Wrona,6,30,181389,63,273675
Jai Hiranandani,6,30,3140413,61,331713
Johnny Guerrero Concepción,6,30,24123,60,326214
Harry Higgins,6,30,531775,56,374628
Jørgen Skjånes,6,30,4840031,51,3241979
Ikenna Onyekwum,6,30,30138,50,500882
Prasanna A,6,30,428069,50,521574
:Michael-John Master,6,30,697030,49,580461
Cathal Byrne,6,30,2753495,47,374159
James Suggett,6,30,1157631,46,492869
Michał Łabędź,6,30,634047,42,1523199
Adrian Sansom,6,30,1273423,36,1675665
Karl Georg Øhrn,6,30,2552414,24,8720522
Arnór Sindri Sölvason,6,31,25140,81,7860
Ryan John MacKenzie,6,31,322331,74,14571
Richard Westcott,6,31,426515,73,136214
Nathan Jeffrey,6,31,3938,70,584523
Magomedali Gasanov,6,31,604532,66,344201
Aref AlHammadi,6,31,8128175,62,26454
Rob Marriott,6,31,87548,62,1124464
Åsmund Bjørkøy,6,31,31382,58,708864
Gustav Olbe,6,31,552056,57,113116
Kasper Pohjoiskoski,6,31,5434504,57,390677
Richard Anderson,6,31,1500479,56,543485
Martin Kaplan,6,31,4897,52,359025
Predrag Petrovic,6,31,627580,51,432566
Ming Song Chua,6,31,787175,51,1111486
Yoyo Toure,6,31,156318,51,1467280
Stephen McAleer,6,31,11930,50,499522
Luis Teixeira,6,31,636038,44,1206089
Mark Lloyd,6,31,393830,40,1610141
Brendan Walsh,6,31,29334,38,665087
Max Rogan,6,31,1978321,33,2705582
Sebastian Cornejo,6,32,31679,85,13342
Simon Linford,6,32,1563,81,16279
Luke Jones,6,32,2534,76,208330
Hiroyuki Mori,6,32,670261,69,261019
David Stefansson,6,32,2140569,68,37397
Bishisht Shome,6,32,3911915,62,247698
Adrian Devenney,6,32,648111,61,272501
Elias Lehtonen,6,32,1697100,60,364433
sharan sanil,6,32,8612,56,353930
Paul Whittenham,6,32,563101,56,384942
Can Danışman,6,32,796954,55,405775
Sean Flynn,6,32,3132145,55,620624
Per Loholmen,6,32,1334727,51,1970535
Julian Fortuna,6,32,24351,48,218607
Amerjit Singh,6,32,5628,48,858326
Sugaraj Jode,6,32,2875476,47,1220303
Johnny Paterson,6,32,41181,44,306974
Kerry McCarroll,6,32,442824,43,316099
Johnny Nguyen,6,32,5979511,40,1576181
Rehman Kassam,6,32,6226094,20,6968261
