assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup
0,0,0,0,0,0.0,277,0.0,0.0,0.0,0.0,44,0,0,0.0,0.0,2023-09-16,0,12,0,0,0,0,5,0,39629,0,0,1,0.0,0,-7455,467,7922,40,True,0,0,1,0.0415572114288806,90,DMR,RasenBallsport Leipzig,Augsburg,3,0,23093,2023,610325,0.1573550701141357,0,2,0,0.0415572114288806,0.344053715467453,0.1451414376497268
1,0,0,0,0,0.0,277,0.0,0.0,0.0,0.0,56,0,0,0.0,0.0,2023-09-23,0,8,0,0,0,0,6,0,35378,0,0,0,0.0,0,-4387,0,4387,40,False,0,0,0,0.0,90,DMR,Augsburg,Mainz 05,2,1,23102,2023,612092,0.0,0,0,0,0.0,0.5477441549301147,0.5477441549301147
