goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,1,0.041465211659669876,90,DC,Ipswich,West Ham,1,3,2025-05-25,26980,2024,730002,0,0,0,0,0.041465211659669876,0.10018861293792725,0.10018861293792725
0,0,0,90,DC,Leicester,Ipswich,2,0,2025-05-18,26969,2024,728545,0.05256184935569763,0,1,0,0,0.18432171642780304,0.18432171642780304
0,1,0.06916158646345139,90,DL,Ipswich,Brentford,0,1,2025-05-10,26954,2024,725745,0.07674852758646011,0,2,0,0.06916158646345139,0.07674852758646011,0
0,0,0,90,DL,Everton,Ipswich,2,2,2025-05-03,26950,2024,724093,0,0,0,0,0,0.098505899310112,0.098505899310112
0,0,0,90,DL,Newcastle United,Ipswich,3,0,2025-04-26,26938,2024,722605,0,0,0,0,0,0,0
0,0,0,90,DC,Ipswich,Arsenal,0,4,2025-04-20,26927,2024,720975,0,0,0,0,0,0,0
0,0,0,48,DC,Ipswich,Nottingham Forest,2,4,2025-03-15,26887,2024,712979,0,0,0,0,0,0.017307255417108536,0.017307255417108536
0,1,0.03928785026073456,90,DC,Crystal Palace,Ipswich,1,0,2025-03-08,26875,2024,711366,0,0,0,0,0.03928785026073456,0.021070318296551704,0.021070318296551704
0,0,0,90,DC,Manchester United,Ipswich,3,2,2025-02-26,26871,2024,709222,0,0,0,0,0,0.17069590091705322,0.17069590091705322
0,0,0,90,DC,Ipswich,Tottenham,1,4,2025-02-22,26857,2024,707792,0,0,0,0,0,0.18486617505550385,0.18486617505550385
0,0,0,90,DC,Aston Villa,Ipswich,1,1,2025-02-15,26842,2024,706169,0,0,0,0,0,0.14174826443195343,0.14174826443195343
0,0,0,90,DC,Ipswich,Southampton,1,2,2025-02-01,26837,2024,703356,0.08221327513456345,0,2,0,0,0.4437669813632965,0.36155372858047485
1,1,0.49543583393096924,90,DC,Liverpool,Ipswich,4,1,2025-01-25,26827,2024,701514,0,0,0,1,0.49543583393096924,0,0
0,0,0,90,DC,Ipswich,Brighton,0,2,2025-01-16,26805,2024,699536,0,0,0,0,0,0.1957734227180481,0.1957734227180481
0,0,0,90,DC,Fulham,Ipswich,2,2,2025-01-05,26796,2024,697539,0,0,0,0,0,0.44096893072128296,0.44096893072128296
0,0,0,90,DC,Ipswich,Chelsea,2,0,2024-12-30,26787,2024,696890,0,0,0,0,0,0,0
0,0,0,90,DC,Arsenal,Ipswich,1,0,2024-12-27,26773,2024,696412,0.014481916092336178,0,1,0,0,0.0628165751695633,0.0628165751695633
0,1,0.008255948312580585,90,DC,Ipswich,Crystal Palace,0,1,2024-12-03,26737,2024,691326,0,0,0,0,0.008255948312580585,0.009649857878684998,0.009649857878684998
0,1,0.5946536660194397,90,DC,West Ham,Ipswich,4,1,2024-10-05,26665,2024,679501,0,0,0,0,0.5946536660194397,0.12012244760990143,0.12012244760990143
0,0,0,90,DC,Ipswich,Aston Villa,2,2,2024-09-29,26659,2024,678362,0,0,0,0,0,0.9754124879837036,0.9754124879837036
0,1,0.07030897587537766,90,DC,Southampton,Ipswich,1,1,2024-09-21,26643,2024,675643,0,0,0,0,0.07030897587537766,0.4744936227798462,0.4744936227798462
0,0,0,90,DC,Brighton,Ipswich,0,0,2024-09-14,26633,2024,673659,0,0,0,0,0,0,0
0,1,0.009216876700520515,90,DC,Ipswich,Fulham,1,1,2024-08-31,26625,2024,671782,0,0,0,0,0.009216876700520515,0,0
0,0,0,90,DC,Manchester City,Ipswich,4,1,2024-08-24,26615,2024,668088,0,0,0,0,0,0,0
0,2,0.10801282525062561,90,DC,Ipswich,Liverpool,0,2,2024-08-17,26603,2024,666234,0,0,0,0,0.10801282525062561,0,0
