home_team,away_team,home_score,away_score,home_form,away_form,home_perfomance,away_perfomance
Leeds,Tottenham,0.9,2.2, D-W-L-D-L-W, D-D-W-L-W-W, 2 - 2 - 2, 3 - 2 - 1
Manchester United,Sunderland,1.0,2.1, L-W-L-W-D-L, W-D-D-W-L-W, 2 - 1 - 3, 3 - 2 - 1
Arsenal,West Ham,2.2,0.5, W-D-W-L-W-W, D-L-L-W-L-L, 4 - 1 - 1, 1 - 1 - 4
Chelsea,Liverpool,1.2,1.8, L-L-D-W-W-D, L-W-W-W-W-W, 2 - 2 - 2, 5 - 0 - 1
Wolves,Brighton & Hove Albion,1.2,1.6, D-L-L-L-L-L, W-D-L-W-L-D, 0 - 1 - 5, 2 - 2 - 2
Aston Villa,Burnley,2.5,0.6, W-D-D-L-L-D, L-D-L-L-W-L, 1 - 3 - 2, 1 - 1 - 4
Everton,Crystal Palace,1.3,1.4, D-L-D-W-W-L, W-W-D-W-D-D, 2 - 2 - 2, 3 - 3 - 0
Newcastle,Nottingham,1.5,1.4, L-D-W-D-L-D, L-D-L-L-D-W, 1 - 3 - 2, 1 - 2 - 3
Brentford,Manchester City,0.8,2.3, W-L-D-L-W-L, W-D-W-L-L-W, 2 - 1 - 3, 3 - 1 - 2
