,league_id,manager_id,gw,active_chip,automatic_subs,gw_points,total_points,picks,captain,vice_captain,bank
170,2123267,1519812,19,,"[(220, 511)]",38,979,"(597, 220, 20, 83, 412, 516, 19, 362, 344, 60, 8, 524, 355, 511, 584)",516,8,22
171,2123267,1519812,20,,"[(412, 355)]",76,1051,"(524, 203, 20, 584, 516, 19, 362, 344, 412, 60, 343, 597, 355, 220, 83)",343,344,39
172,2123267,1519812,21,,"[(412, 355)]",63,1110,"(524, 203, 20, 131, 509, 19, 362, 344, 412, 60, 343, 597, 584, 355, 220)",343,344,59
173,2123267,1519812,22,,[],60,1170,"(524, 220, 131, 20, 19, 509, 349, 362, 355, 343, 60, 597, 412, 584, 203)",349,343,17
174,2123267,1519812,23,,[],68,1238,"(597, 220, 131, 203, 19, 412, 349, 362, 355, 343, 60, 524, 509, 584, 20)",355,343,17
175,2123267,1519812,24,,[],82,1320,"(597, 203, 131, 20, 19, 294, 349, 509, 362, 60, 355, 524, 343, 584, 150)",294,355,0
176,2123267,1519812,25,,[],69,1389,"(524, 757, 131, 20, 19, 294, 349, 509, 343, 60, 355, 597, 362, 584, 150)",349,355,0
177,2123267,1519812,26,,"[(584, 757)]",44,1429,"(597, 584, 20, 131, 26, 134, 19, 349, 60, 355, 343, 524, 362, 757, 150)",355,60,22
178,2123267,1519812,27,,[],76,1505,"(524, 757, 150, 20, 19, 362, 349, 134, 326, 60, 355, 597, 26, 584, 131)",355,60,37
179,2123267,1519812,28,,"[(584, 83)]",51,1556,"(524, 150, 20, 584, 134, 19, 362, 349, 60, 355, 326, 597, 26, 83, 757)",326,60,41
180,2123267,1519812,29,,[],12,1564,"(524, 83, 150, 20, 584, 19, 349, 516, 326, 117, 355, 597, 134, 362, 757)",516,117,10
181,2123267,1519812,30,,[],67,1631,"(597, 757, 150, 584, 19, 362, 349, 516, 279, 117, 355, 524, 134, 20, 83)",516,117,15
182,2123267,1519812,31,,"[(134, 19)]",46,1677,"(597, 757, 150, 20, 516, 134, 362, 349, 117, 355, 279, 524, 19, 584, 83)",355,117,15
183,2123267,1519812,32,,"[(19, 353)]",64,1741,"(597, 757, 20, 584, 516, 19, 362, 349, 415, 355, 279, 524, 353, 150, 83)",362,415,0
184,2123267,1519812,33,,[],63,1804,"(597, 757, 150, 20, 362, 349, 516, 303, 19, 415, 355, 524, 279, 584, 83)",349,355,5
185,2123267,1519812,34,,"[(415, 362), (150, 355)]",71,1871,"(597, 20, 83, 584, 150, 226, 303, 19, 349, 415, 85, 524, 362, 355, 757)",303,19,17
186,2123267,1519812,35,,"[(85, 226)]",82,1953,"(597, 20, 83, 584, 353, 19, 362, 349, 85, 415, 355, 524, 226, 150, 757)",353,19,12
187,2123267,1519812,36,wildcard,[],88,2041,"(409, 245, 198, 20, 362, 349, 412, 353, 19, 415, 355, 597, 211, 584, 83)",19,353,0
188,2123267,1519812,37,3xc,[],122,2163,"(409, 245, 198, 83, 362, 349, 412, 353, 211, 415, 355, 597, 19, 584, 20)",355,353,0
189,2123267,1519812,38,bboost,"[(597, 409), (245, 584), (616, 412)]",60,2223,"(597, 198, 20, 245, 616, 353, 362, 6, 415, 355, 211, 409, 19, 584, 412)",355,353,22
190,2123267,538503,1,,[],76,76,"(352, 398, 5, 131, 19, 108, 396, 308, 135, 355, 119, 28, 403, 36, 473)",396,19,0
191,2123267,538503,2,,[],68,144,"(352, 36, 5, 131, 19, 108, 396, 308, 135, 355, 119, 28, 398, 473, 403)",308,355,0
192,2123267,538503,3,,[],56,196,"(352, 195, 401, 131, 19, 108, 396, 216, 135, 355, 119, 28, 36, 473, 403)",355,216,56
193,2123267,538503,4,,[],78,270,"(352, 195, 203, 131, 19, 108, 396, 216, 526, 355, 119, 28, 135, 36, 401)",355,216,29
194,2123267,538503,5,,[],32,302,"(28, 195, 36, 401, 203, 19, 108, 396, 216, 516, 355, 352, 119, 131, 135)",516,355,9
195,2123267,538503,6,wildcard,"[(567, 26)]",56,358,"(113, 405, 131, 203, 108, 308, 567, 396, 355, 343, 617, 524, 26, 36, 519)",355,308,3
196,2123267,538503,7,,"[(519, 405)]",41,395,"(113, 519, 131, 36, 108, 308, 526, 396, 355, 326, 617, 524, 567, 405, 203)",355,308,12
197,2123267,538503,8,,[],65,456,"(113, 528, 36, 519, 526, 516, 567, 308, 108, 617, 355, 524, 326, 405, 203)",308,355,12
198,2123267,538503,9,,"[(528, 405)]",88,544,"(113, 519, 528, 36, 108, 308, 567, 526, 516, 355, 60, 524, 326, 405, 203)",355,308,1
199,2123267,538503,10,,"[(567, 168)]",83,623,"(113, 311, 528, 36, 108, 308, 526, 516, 567, 355, 60, 524, 168, 519, 203)",308,60,7
200,2123267,538503,11,,[],29,652,"(113, 528, 36, 311, 108, 526, 516, 308, 557, 60, 355, 524, 168, 203, 519)",355,308,8
201,2123267,538503,12,,[],72,720,"(113, 528, 36, 419, 526, 516, 308, 557, 13, 60, 355, 524, 108, 311, 519)",355,308,3
202,2123267,538503,13,,"[(108, 526)]",48,768,"(524, 519, 528, 419, 308, 557, 108, 516, 355, 13, 60, 113, 526, 36, 311)",526,355,3
203,2123267,538503,14,,[],59,827,"(113, 528, 36, 311, 526, 19, 308, 108, 119, 60, 355, 524, 419, 519, 557)",355,308,8
204,2123267,538503,15,,"[(519, 311)]",48,875,"(113, 519, 419, 551, 108, 308, 557, 526, 19, 355, 60, 524, 119, 311, 528)",308,355,10
205,2123267,538503,16,,"[(60, 355)]",44,919,"(113, 311, 528, 551, 353, 308, 557, 526, 19, 60, 119, 524, 355, 519, 419)",355,308,3
206,2123267,538503,17,,"[(311, 355)]",74,993,"(113, 519, 528, 419, 311, 353, 308, 362, 526, 19, 60, 524, 355, 119, 551)",308,19,4
207,2123267,538503,18,,[],40,1033,"(113, 419, 528, 311, 551, 19, 308, 526, 362, 590, 60, 524, 519, 353, 355)",60,308,5
208,2123267,538503,19,,"[(526, 551), (528, 355)]",47,1076,"(113, 519, 298, 407, 528, 526, 353, 308, 19, 590, 60, 524, 551, 355, 362)",308,355,3
209,2123267,538503,20,,"[(551, 528)]",105,1181,"(113, 519, 298, 551, 353, 308, 362, 526, 19, 343, 60, 524, 590, 528, 407)",308,353,73
210,2123267,538503,21,,[],62,1243,"(113, 298, 551, 528, 362, 294, 353, 19, 590, 343, 60, 524, 526, 407, 519)",19,294,123
211,2123267,538503,22,,[],74,1317,"(524, 298, 519, 551, 526, 294, 353, 349, 590, 343, 60, 113, 362, 407, 528)",349,343,106
212,2123267,538503,23,,[],55,1368,"(113, 551, 519, 407, 412, 349, 362, 294, 355, 343, 60, 524, 526, 528, 298)",349,355,37
213,2123267,538503,24,,"[(407, 298)]",62,1426,"(113, 519, 407, 551, 509, 294, 362, 349, 590, 355, 60, 524, 526, 298, 528)",355,349,36
214,2123267,538503,25,,[],63,1481,"(113, 407, 757, 528, 509, 349, 294, 353, 293, 355, 60, 524, 362, 551, 519)",355,349,15
215,2123267,538503,26,wildcard,[],69,1550,"(524, 5, 551, 387, 567, 19, 134, 353, 85, 355, 60, 409, 83, 245, 362)",355,19,73
216,2123267,538503,27,,[],70,1620,"(409, 5, 83, 245, 362, 19, 134, 353, 85, 355, 60, 524, 567, 551, 387)",355,19,73
217,2123267,538503,28,,[],54,1670,"(524, 5, 595, 321, 362, 19, 134, 567, 326, 85, 60, 409, 353, 551, 245)",85,19,159
218,2123267,538503,29,freehit,[],20,1690,"(524, 114, 506, 321, 689, 516, 504, 526, 60, 326, 117, 808, 447, 508, 48)",516,526,159
219,2123267,538503,30,,[],53,1731,"(409, 245, 203, 313, 362, 19, 308, 353, 279, 85, 60, 524, 134, 5, 551)",308,279,74
220,2123267,538503,31,,"[(203, 551), (134, 19), (245, 355)]",61,1792,"(409, 313, 5, 203, 245, 308, 362, 353, 134, 85, 279, 524, 19, 551, 355)",308,355,16
221,2123267,538503,32,,"[(313, 203)]",70,1858,"(409, 245, 313, 5, 308, 362, 516, 19, 85, 279, 355, 524, 447, 551, 203)",355,362,2
222,2123267,538503,33,,[],65,1923,"(409, 313, 5, 203, 362, 19, 308, 447, 516, 355, 279, 524, 85, 551, 245)",19,308,2
223,2123267,538503,34,3xc,[],97,2016,"(409, 313, 5, 245, 447, 19, 308, 226, 85, 355, 617, 524, 551, 362, 203)",19,226,16
224,2123267,538503,35,,"[(313, 203), (447, 226)]",60,2068,"(409, 245, 313, 5, 516, 362, 447, 373, 85, 617, 415, 524, 203, 226, 551)",516,226,118
225,2123267,538503,36,,"[(516, 373)]",95,2155,"(409, 245, 5, 369, 447, 362, 353, 516, 355, 617, 415, 524, 373, 313, 203)",355,447,16
226,2123267,538503,37,bboost,[],129,2276,"(524, 369, 245, 506, 203, 412, 362, 516, 353, 355, 415, 597, 373, 617, 5)",516,355,8
227,2123267,538503,38,,[],63,2335,"(597, 5, 506, 203, 373, 362, 516, 353, 212, 355, 119, 524, 412, 369, 245)",212,355,31
228,2123267,2867465,1,,[],63,63,"(263, 20, 151, 51, 342, 143, 373, 308, 19, 297, 355, 28, 405, 282, 287)",19,355,5
229,2123267,2867465,2,,"[(405, 342)]",44,107,"(28, 20, 405, 151, 143, 282, 308, 19, 373, 297, 355, 263, 342, 51, 287)",308,355,5
230,2123267,2867465,3,,[],51,158,"(263, 20, 131, 342, 282, 143, 373, 308, 19, 211, 355, 28, 405, 151, 287)",355,308,3
231,2123267,2867465,4,wildcard,[],73,231,"(352, 203, 342, 511, 108, 526, 216, 308, 19, 523, 355, 28, 131, 490, 36)",523,355,0
232,2123267,2867465,5,,"[(526, 439), (523, 131)]",47,278,"(352, 203, 342, 511, 526, 108, 308, 19, 216, 523, 355, 28, 439, 490, 131)",355,308,1
233,2123267,2867465,6,,[],52,330,"(352, 203, 342, 511, 131, 508, 108, 216, 308, 19, 355, 28, 526, 490, 523)",355,308,2
234,2123267,2867465,7,freehit,[],64,394,"(424, 544, 265, 427, 430, 526, 308, 353, 523, 326, 355, 28, 249, 143, 157)",355,308,2
235,2123267,2867465,8,,[],62,452,"(28, 342, 511, 519, 526, 108, 501, 308, 19, 523, 355, 352, 508, 490, 203)",308,355,4
236,2123267,2867465,9,,[],70,522,"(28, 342, 511, 519, 526, 108, 501, 308, 19, 523, 355, 352, 508, 490, 203)",501,355,4
237,2123267,2867465,10,,"[(508, 519)]",63,585,"(28, 508, 342, 511, 526, 108, 308, 19, 412, 355, 523, 352, 519, 326, 203)",308,355,5
238,2123267,2867465,11,,"[(352, 28)]",34,619,"(352, 519, 342, 511, 526, 108, 308, 19, 412, 355, 523, 28, 508, 326, 203)",308,355,5
239,2123267,2867465,12,,"[(352, 28), (508, 519), (203, 342)]",76,695,"(352, 508, 203, 511, 526, 108, 308, 19, 412, 355, 523, 28, 519, 326, 342)",308,355,5
240,2123267,2867465,13,,"[(352, 28), (326, 526)]",55,750,"(352, 519, 342, 511, 108, 308, 19, 412, 326, 355, 523, 28, 508, 526, 203)",308,355,5
241,2123267,2867465,14,,"[(352, 28), (508, 511), (326, 523)]",47,797,"(352, 519, 342, 508, 526, 108, 308, 19, 412, 355, 326, 28, 511, 523, 203)",308,355,5
242,2123267,2867465,15,,"[(352, 28), (508, 342), (326, 523)]",43,840,"(352, 519, 508, 511, 526, 108, 308, 19, 412, 355, 326, 28, 342, 523, 203)",308,355,5
243,2123267,2867465,16,,"[(387, 355)]",57,893,"(352, 519, 342, 511, 387, 526, 599, 308, 19, 412, 590, 28, 355, 326, 203)",355,308,9
244,2123267,2867465,17,,"[(203, 355)]",42,935,"(352, 519, 342, 511, 203, 526, 34, 308, 19, 412, 590, 28, 326, 387, 355)",355,308,21
245,2123267,2867465,18,,[],35,966,"(28, 48, 511, 311, 526, 34, 412, 308, 19, 590, 326, 352, 355, 342, 203)",308,326,18
246,2123267,2867465,19,,"[(48, 511)]",38,1000,"(352, 313, 427, 48, 526, 34, 308, 19, 412, 326, 590, 28, 355, 511, 203)",308,326,1
247,2123267,2867465,20,,[],70,1070,"(352, 48, 611, 313, 203, 526, 34, 308, 19, 590, 326, 28, 355, 427, 412)",308,326,0
248,2123267,2867465,21,,[],57,1123,"(352, 48, 611, 313, 203, 362, 34, 412, 303, 590, 326, 28, 355, 427, 308)",303,326,34
249,2123267,2867465,22,wildcard,[],51,1174,"(352, 407, 20, 313, 265, 382, 349, 294, 599, 85, 326, 524, 355, 36, 362)",349,326,28
250,2123267,2867465,23,,[],50,1224,"(352, 407, 313, 36, 382, 349, 294, 599, 355, 85, 326, 524, 362, 265, 20)",349,326,28
251,2123267,2867465,24,,[],74,1298,"(352, 407, 313, 20, 382, 349, 294, 362, 355, 85, 326, 524, 303, 265, 36)",294,326,19
252,2123267,2867465,25,,[],82,1380,"(352, 321, 313, 20, 349, 294, 362, 303, 85, 355, 326, 524, 382, 265, 36)",349,294,17
253,2123267,2867465,26,,[],39,1419,"(352, 265, 36, 20, 349, 19, 664, 303, 382, 85, 355, 524, 326, 321, 313)",355,349,3
254,2123267,2867465,27,,[],54,1473,"(352, 313, 36, 20, 349, 19, 664, 303, 326, 85, 355, 524, 321, 382, 265)",355,349,3
255,2123267,2867465,28,,[],46,1519,"(524, 313, 89, 20, 321, 353, 19, 664, 326, 85, 355, 352, 303, 382, 265)",85,353,28
256,2123267,2867465,29,,[],13,1528,"(524, 313, 89, 20, 321, 516, 19, 664, 34, 326, 355, 352, 85, 382, 265)",516,34,27
257,2123267,2867465,30,,[],43,1571,"(524, 313, 265, 20, 382, 516, 19, 664, 34, 326, 355, 352, 85, 321, 89)",516,34,27
258,2123267,2867465,31,,"[(85, 19), (321, 355)]",36,1607,"(524, 313, 265, 20, 321, 664, 516, 382, 34, 85, 326, 352, 19, 355, 89)",516,34,27
259,2123267,2867465,32,,"[(49, 524)]",65,1672,"(49, 313, 265, 20, 664, 19, 516, 382, 34, 326, 355, 524, 85, 321, 89)",516,34,29
260,2123267,2867465,33,,"[(49, 524)]",38,1710,"(49, 313, 265, 20, 664, 19, 516, 382, 34, 326, 355, 524, 85, 321, 89)",516,34,29
261,2123267,2867465,34,,"[(49, 524), (85, 516), (321, 355)]",83,1793,"(49, 313, 265, 20, 321, 664, 19, 382, 34, 85, 326, 524, 516, 355, 89)",516,34,29
262,2123267,2867465,35,,[],49,1842,"(49, 313, 265, 20, 506, 382, 516, 19, 34, 776, 355, 524, 85, 664, 89)",516,34,2
263,2123267,2867465,36,,"[(524, 49), (85, 776)]",63,1905,"(524, 506, 313, 265, 20, 19, 516, 382, 34, 85, 355, 49, 776, 664, 89)",516,34,2
264,2123267,2867465,37,,"[(85, 776)]",77,1982,"(49, 506, 313, 265, 20, 19, 516, 382, 34, 85, 355, 524, 776, 664, 89)",355,34,2
265,2123267,2867465,38,3xc,"[(524, 49), (85, 19), (664, 34), (89, 776)]",46,2028,"(524, 506, 313, 265, 20, 89, 516, 382, 664, 85, 355, 49, 19, 34, 776)",355,34,2
266,2123267,64217,1,,[],86,86,"(597, 20, 341, 131, 19, 396, 308, 599, 211, 135, 355, 28, 403, 36, 27)",355,308,0
267,2123267,64217,2,,[],48,134,"(28, 36, 20, 131, 19, 396, 599, 308, 355, 211, 135, 597, 341, 27, 403)",308,355,0
268,2123267,64217,3,bboost,"[(599, 341)]",74,204,"(597, 131, 20, 195, 599, 19, 108, 396, 143, 355, 211, 28, 341, 36, 135)",355,211,23
269,2123267,64217,4,,[],72,276,"(28, 341, 131, 195, 19, 108, 143, 599, 216, 355, 211, 597, 36, 20, 135)",355,211,43
270,2123267,64217,5,,[],38,314,"(28, 36, 20, 195, 19, 599, 143, 216, 355, 211, 8, 597, 341, 108, 131)",355,211,18
271,2123267,64217,6,,[],65,379,"(597, 341, 195, 131, 19, 599, 216, 143, 355, 343, 8, 28, 108, 20, 36)",355,143,19
272,2123267,64217,7,,[],57,428,"(597, 430, 20, 131, 19, 412, 516, 143, 355, 343, 8, 28, 599, 341, 36)",355,143,0
273,2123267,64217,8,,"[(20, 19)]",38,466,"(597, 519, 36, 430, 20, 599, 516, 143, 8, 355, 343, 28, 341, 19, 412)",516,599,3
274,2123267,64217,9,,[],72,538,"(597, 430, 36, 519, 19, 412, 516, 599, 8, 343, 355, 28, 143, 311, 341)",355,516,10
275,2123267,64217,10,,[],70,608,"(597, 430, 36, 311, 599, 143, 19, 516, 60, 355, 343, 28, 412, 519, 341)",19,516,6
276,2123267,64217,11,,[],33,641,"(597, 341, 36, 311, 599, 143, 19, 516, 60, 355, 343, 28, 430, 412, 178)",355,343,15
277,2123267,64217,12,,[],79,720,"(597, 430, 36, 311, 19, 412, 143, 516, 60, 343, 355, 28, 599, 341, 178)",355,516,15
278,2123267,64217,13,wildcard,[],44,764,"(524, 234, 36, 430, 308, 362, 19, 516, 355, 60, 33, 148, 161, 245, 311)",19,516,1
279,2123267,64217,14,,[],66,830,"(524, 245, 36, 430, 311, 19, 362, 308, 516, 8, 355, 148, 161, 234, 33)",308,355,8
280,2123267,64217,15,,"[(245, 311)]",45,875,"(148, 234, 245, 430, 161, 19, 308, 516, 362, 355, 8, 524, 311, 36, 33)",308,355,8
281,2123267,64217,16,,"[(36, 355)]",60,935,"(148, 387, 311, 430, 36, 19, 308, 516, 362, 590, 8, 524, 355, 245, 161)",355,308,2
282,2123267,64217,17,,"[(161, 355)]",47,982,"(524, 83, 36, 311, 19, 308, 516, 362, 161, 590, 8, 148, 355, 430, 245)",308,516,1
283,2123267,64217,18,,"[(524, 148)]",39,1021,"(524, 83, 36, 430, 19, 308, 516, 362, 590, 60, 8, 148, 161, 245, 311)",60,516,54
284,2123267,64217,19,,[],32,1053,"(148, 430, 83, 5, 19, 516, 308, 161, 60, 8, 590, 524, 245, 362, 36)",308,516,51
285,2123267,64217,20,,"[(245, 36)]",93,1146,"(524, 245, 5, 203, 19, 308, 516, 362, 590, 60, 8, 148, 36, 161, 83)",516,308,77
286,2123267,64217,21,,[],68,1214,"(524, 203, 245, 5, 161, 19, 362, 349, 60, 8, 590, 148, 36, 516, 83)",19,362,104
287,2123267,64217,22,wildcard,[],51,1265,"(524, 506, 342, 131, 19, 509, 294, 349, 60, 590, 355, 148, 5, 362, 245)",355,349,7
288,2123267,64217,23,,[],72,1337,"(409, 506, 342, 131, 19, 509, 362, 349, 294, 60, 355, 524, 5, 590, 245)",355,349,7
289,2123267,64217,24,,[],89,1426,"(409, 506, 342, 5, 19, 509, 362, 294, 60, 355, 590, 524, 349, 131, 245)",355,294,7
290,2123267,64217,25,,[],75,1501,"(409, 757, 5, 342, 19, 509, 294, 349, 60, 355, 293, 524, 245, 131, 362)",355,349,5
291,2123267,64217,26,,[],52,1553,"(524, 245, 5, 342, 131, 19, 557, 349, 60, 355, 293, 409, 757, 509, 362)",355,349,31
292,2123267,64217,27,,[],69,1622,"(524, 757, 5, 245, 342, 131, 19, 349, 362, 60, 355, 409, 293, 509, 557)",355,349,31
293,2123267,64217,28,,[],53,1675,"(524, 5, 245, 131, 19, 362, 72, 349, 60, 85, 355, 409, 757, 342, 509)",85,355,43
294,2123267,64217,29,freehit,[],18,1693,"(614, 506, 321, 96, 526, 43, 504, 516, 689, 117, 60, 524, 468, 610, 283)",516,60,43
295,2123267,64217,30,,[],50,1743,"(409, 757, 245, 131, 19, 362, 509, 308, 85, 355, 60, 524, 72, 5, 342)",308,60,17
296,2123267,64217,31,,"[(72, 19)]",49,1792,"(409, 545, 757, 5, 245, 72, 308, 509, 362, 85, 355, 524, 131, 19, 60)",308,355,21
297,2123267,64217,32,,"[(72, 509)]",85,1877,"(409, 545, 5, 245, 19, 308, 72, 362, 85, 60, 355, 524, 509, 757, 89)",308,355,25
298,2123267,64217,33,,"[(409, 524), (245, 545)]",66,1939,"(409, 245, 757, 5, 19, 308, 516, 362, 85, 293, 355, 524, 72, 545, 89)",355,308,2
299,2123267,64217,34,,"[(545, 355)]",73,2008,"(409, 234, 5, 89, 545, 72, 19, 308, 226, 85, 293, 524, 355, 245, 362)",308,19,37
300,2123267,64217,35,,[],80,2076,"(409, 234, 545, 245, 516, 362, 19, 412, 355, 415, 135, 524, 308, 5, 89)",362,415,0
301,2123267,64217,36,,[],120,2196,"(409, 234, 5, 245, 516, 19, 412, 362, 308, 415, 355, 524, 135, 545, 89)",355,415,0
302,2123267,64217,37,3xc,[],133,2325,"(409, 234, 616, 245, 516, 412, 362, 353, 415, 355, 211, 524, 19, 5, 89)",355,415,25
303,2123267,64217,38,,"[(524, 409), (415, 19)]",61,2382,"(524, 616, 5, 203, 6, 353, 516, 362, 415, 211, 355, 409, 19, 234, 245)",355,6,13
304,2123267,4021795,1,,[],81,81,"(597, 131, 5, 342, 12, 396, 19, 344, 143, 355, 60, 28, 135, 405, 473)",355,19,15
305,2123267,4021795,2,,"[(405, 342)]",45,126,"(597, 5, 405, 131, 143, 396, 19, 12, 135, 60, 355, 28, 344, 473, 342)",355,19,15
306,2123267,4021795,3,,"[(131, 5)]",52,178,"(597, 131, 203, 342, 143, 396, 19, 353, 12, 60, 355, 28, 135, 5, 405)",355,19,3
307,2123267,4021795,4,,[],77,255,"(597, 203, 131, 342, 216, 396, 19, 143, 353, 355, 60, 28, 135, 5, 405)",355,19,11
308,2123267,4021795,5,,[],53,308,"(597, 203, 5, 342, 216, 396, 19, 501, 353, 355, 60, 28, 405, 135, 131)",355,19,6
309,2123267,4021795,6,,[],67,375,"(597, 203, 405, 131, 216, 396, 19, 353, 617, 355, 135, 28, 501, 5, 342)",355,396,14
310,2123267,4021795,7,,"[(131, 405)]",35,410,"(597, 5, 131, 342, 526, 396, 19, 353, 216, 617, 355, 28, 405, 135, 203)",355,396,12
311,2123267,4021795,8,wildcard,[],64,474,"(28, 407, 519, 36, 526, 504, 308, 516, 402, 293, 355, 524, 178, 139, 538)",308,355,0
312,2123267,4021795,9,,[],78,552,"(28, 407, 519, 36, 526, 504, 308, 516, 402, 293, 355, 524, 178, 139, 538)",355,308,0
313,2123267,4021795,10,,"[(178, 5)]",76,628,"(524, 36, 407, 178, 526, 308, 516, 402, 504, 293, 355, 28, 5, 139, 538)",308,355,1
314,2123267,4021795,11,,[],25,653,"(524, 407, 311, 36, 526, 504, 308, 516, 143, 293, 355, 28, 139, 178, 538)",355,308,0
315,2123267,4021795,12,,[],85,734,"(524, 419, 311, 36, 526, 12, 308, 516, 143, 293, 355, 28, 178, 538, 139)",308,355,5
316,2123267,4021795,13,,"[(139, 526)]",33,767,"(524, 36, 419, 311, 139, 308, 516, 599, 12, 293, 355, 28, 526, 178, 538)",516,355,2
317,2123267,4021795,14,,[],51,818,"(524, 419, 311, 36, 216, 12, 308, 516, 599, 293, 355, 28, 178, 139, 538)",308,355,6
318,2123267,4021795,15,,[],26,840,"(28, 419, 311, 178, 216, 12, 308, 516, 353, 343, 355, 524, 36, 139, 538)",308,355,4
319,2123267,4021795,16,,"[(28, 524), (178, 355)]",59,899,"(28, 36, 419, 311, 178, 216, 308, 516, 353, 12, 343, 524, 355, 139, 538)",355,308,4
320,2123267,4021795,17,,"[(28, 524)]",53,952,"(28, 519, 419, 311, 216, 308, 516, 353, 12, 343, 60, 524, 178, 139, 538)",308,516,59
321,2123267,4021795,18,,[],43,991,"(28, 419, 311, 178, 216, 12, 308, 516, 402, 433, 60, 524, 519, 139, 538)",308,516,63
322,2123267,4021795,19,,[],36,1027,"(524, 419, 519, 178, 353, 12, 308, 516, 402, 433, 60, 28, 311, 139, 538)",308,516,57
323,2123267,4021795,20,,[],86,1105,"(524, 369, 519, 178, 353, 12, 308, 516, 212, 343, 60, 28, 402, 139, 419)",516,343,28
324,2123267,4021795,21,,"[(139, 178), (402, 308)]",34,1139,"(524, 519, 139, 369, 353, 402, 516, 12, 212, 343, 60, 28, 308, 178, 419)",308,343,28
325,2123267,4021795,22,,"[(139, 178), (402, 308)]",62,1201,"(524, 519, 139, 369, 353, 402, 516, 12, 212, 343, 60, 28, 308, 178, 419)",308,343,28
326,2123267,4021795,23,,"[(139, 178), (402, 308)]",68,1269,"(524, 519, 139, 369, 353, 402, 516, 12, 212, 343, 60, 28, 308, 178, 419)",308,343,28
327,2123267,4021795,24,,"[(139, 178), (402, 308)]",23,1292,"(524, 519, 139, 369, 353, 402, 516, 12, 212, 343, 60, 28, 308, 178, 419)",308,343,28
328,2123267,4021795,25,,"[(139, 519)]",68,1360,"(524, 139, 178, 369, 353, 308, 516, 12, 212, 343, 60, 28, 402, 519, 419)",308,343,28
329,2123267,4021795,26,,"[(139, 519), (419, 369), (402, 308)]",40,1400,"(524, 139, 178, 419, 353, 402, 516, 12, 212, 343, 60, 28, 308, 519, 369)",308,343,28
330,2123267,4021795,27,wildcard,[],96,1496,"(524, 369, 10, 511, 353, 19, 303, 504, 526, 355, 60, 28, 326, 238, 203)",19,355,0
331,2123267,4021795,28,,[],37,1533,"(524, 369, 10, 511, 353, 19, 303, 504, 526, 355, 60, 28, 326, 238, 203)",19,355,0
332,2123267,4021795,29,,"[(326, 353)]",12,1545,"(524, 511, 10, 369, 303, 504, 526, 19, 326, 355, 60, 28, 353, 238, 203)",19,355,0
333,2123267,4021795,30,,"[(238, 369)]",46,1591,"(524, 511, 10, 238, 353, 303, 504, 526, 19, 355, 60, 28, 326, 369, 203)",19,355,0
334,2123267,4021795,31,,"[(28, 524), (203, 10), (326, 19)]",35,1626,"(28, 511, 203, 369, 353, 303, 504, 526, 326, 355, 60, 524, 19, 238, 10)",19,355,0
335,2123267,4021795,32,,"[(326, 353)]",61,1687,"(524, 511, 10, 369, 303, 504, 526, 19, 326, 355, 60, 28, 353, 238, 203)",19,355,0
336,2123267,4021795,33,,"[(203, 10), (326, 353)]",31,1718,"(524, 511, 203, 369, 303, 504, 526, 19, 326, 355, 60, 28, 353, 238, 10)",19,355,0
337,2123267,4021795,34,,"[(238, 511), (326, 504)]",74,1792,"(524, 238, 10, 369, 353, 303, 526, 19, 326, 355, 60, 28, 504, 511, 203)",19,355,0
338,2123267,4021795,35,,"[(326, 353)]",77,1869,"(524, 511, 10, 369, 303, 504, 526, 19, 326, 355, 60, 28, 353, 238, 203)",19,355,0
339,2123267,4021795,36,,"[(238, 10)]",69,1938,"(524, 511, 238, 369, 353, 303, 504, 526, 19, 355, 60, 28, 326, 10, 203)",19,355,0
340,2123267,4021795,37,,[],63,2001,"(524, 369, 10, 511, 353, 19, 303, 504, 526, 355, 60, 28, 326, 238, 203)",19,355,0
341,2123267,4021795,38,,"[(238, 10), (326, 526), (203, 19)]",53,2054,"(524, 511, 238, 369, 203, 353, 303, 504, 326, 355, 60, 28, 526, 10, 19)",355,19,0
342,2123267,6855632,1,,[],70,70,"(263, 265, 131, 405, 308, 526, 12, 373, 355, 490, 60, 275, 473, 51, 447)",355,373,0
343,2123267,6855632,2,,"[(447, 473)]",36,106,"(275, 265, 131, 281, 447, 526, 12, 373, 308, 60, 355, 263, 473, 405, 490)",308,355,0
344,2123267,6855632,3,wildcard,"[(401, 341)]",47,153,"(597, 131, 401, 511, 143, 526, 19, 396, 303, 119, 355, 275, 341, 415, 405)",355,303,6
345,2123267,6855632,4,,[],79,232,"(597, 131, 511, 611, 303, 526, 19, 396, 143, 119, 355, 275, 401, 415, 405)",355,303,5
346,2123267,6855632,5,,"[(119, 415)]",47,279,"(275, 401, 405, 611, 511, 143, 19, 396, 303, 119, 355, 597, 415, 131, 526)",355,415,5
347,2123267,6855632,6,,[],85,364,"(275, 405, 131, 611, 220, 303, 19, 396, 143, 415, 355, 597, 119, 511, 526)",355,143,4
348,2123267,6855632,7,,"[(220, 405)]",59,423,"(597, 220, 131, 611, 143, 526, 19, 516, 353, 415, 355, 275, 119, 405, 511)",355,526,2
349,2123267,6855632,8,,[],47,470,"(275, 42, 220, 611, 511, 516, 353, 526, 143, 415, 355, 597, 119, 19, 131)",516,355,2
