assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team,team_h_difficulty,team_a_difficulty,event,xP,position
0,0,2,0,1.9,566,0.0,0.08,0.08,1.24,2,2,0,2.7,2.4,2024-08-17,83,False,1,0,0,0,0,1,0,17027,1,0,2,23.0,2,0,0,0,55,False,0,0,1,0.2483385056257248,85,Arsenal,Wolverhampton Wanderers,2,0,26604,2024,666319,0.0,0,0,0,0.2483385056257248,0.2483385056257248,0.0,Wolverhampton Wanderers,3,5,1,0.7,FWD
0,0,35,0,11.8,566,0.16,0.74,0.58,1.56,20,6,1,8.1,44.2,2024-08-25,90,False,6,0,0,0,0,2,0,22849,1,6,2,25.0,6,2778,4865,2087,55,True,0,1,2,0.5929577350616455,90,Wolverhampton Wanderers,Chelsea,2,6,26619,2024,668742,0.5631452798843384,0,1,1,0.5929577350616455,0.7025642991065979,0.0946553125977516,Wolverhampton Wanderers,3,3,2,4.0,FWD
0,0,6,0,11.2,566,0.04,0.04,0.0,0.89,29,1,0,1.7,1.4,2024-08-31,85,False,16,0,0,0,0,3,0,85873,1,1,1,4.0,2,52344,69403,17059,55,False,0,0,0,0.0,88,Nottingham Forest,Wolverhampton Wanderers,1,1,26627,2024,671868,0.0240380223840475,0,1,0,0.0,0.4493696093559265,0.4253315925598144,Wolverhampton Wanderers,3,4,3,3.3,FWD
1,0,14,0,16.2,566,0.18,0.31,0.13,0.83,40,2,0,5.3,16.0,2024-09-15,85,False,15,0,0,0,0,4,0,87574,1,2,1,21.0,5,2196,26474,24278,55,True,0,0,2,0.3098068535327911,88,Wolverhampton Wanderers,Newcastle United,1,2,26641,2024,674620,0.5797659158706665,1,1,0,0.3098068535327911,0.8895727396011353,0.0,Wolverhampton Wanderers,4,3,4,3.3,FWD
0,0,6,1,0.9,566,0.01,0.06,0.05,0.13,41,0,0,2.8,3.4,2024-09-21,64,False,2,0,0,0,0,5,0,109956,1,1,3,24.0,2,20133,31650,11517,55,False,0,0,2,0.0868405178189277,71,Aston Villa,Wolverhampton Wanderers,3,1,26647,2024,675771,0.0,0,0,0,0.0868405178189277,0.117926575243473,0.0576550103724002,Wolverhampton Wanderers,3,4,5,3.8,FWD
0,0,4,0,14.4,566,0.03,0.07,0.04,2.39,60,2,0,2.0,0.0,2024-09-28,67,False,12,0,0,0,0,6,0,103831,1,2,1,8.0,2,-5860,17397,23257,55,True,0,0,1,0.0553801171481609,72,Wolverhampton Wanderers,Liverpool,1,2,26658,2024,678060,0.0,0,0,0,0.0553801171481609,0.0553801171481609,0.0,Wolverhampton Wanderers,5,3,6,2.5,FWD
0,0,34,0,1.2,566,0.0,0.16,0.16,4.25,63,5,1,6.2,37.4,2024-10-05,90,False,4,0,0,0,0,7,0,108125,1,3,5,23.0,6,3179,17680,14501,55,False,0,1,1,0.111146368086338,90,Brentford,Wolverhampton Wanderers,5,3,26667,2024,679570,0.0,0,0,1,0.111146368086338,0.2712900042533874,0.1601436287164688,Wolverhampton Wanderers,3,3,7,3.8,FWD
0,3,31,0,0.3,566,0.0,0.54,0.54,1.12,80,1,1,5.4,37.0,2024-10-20,79,False,13,0,0,0,0,8,0,106118,1,2,1,17.0,9,-2494,10675,13169,55,True,0,1,1,0.3284612894058227,82,Wolverhampton Wanderers,Manchester City,1,2,26681,2024,681884,0.0,0,0,1,0.3284612894058227,0.7448322176933289,0.4163709282875061,Wolverhampton Wanderers,4,3,8,4.7,FWD
0,0,10,0,10.5,566,0.0,0.24,0.24,1.31,84,2,0,7.7,12.4,2024-10-26,90,False,5,0,0,0,0,9,0,163910,1,2,2,54.0,1,55118,62237,7119,55,False,1,0,2,0.0964747443795204,90,Brighton,Wolverhampton Wanderers,2,2,26686,2024,683047,0.0448208302259445,0,1,0,0.0964747443795204,0.1530857384204864,0.0609717704355716,Wolverhampton Wanderers,3,3,9,4.5,FWD
0,2,38,0,23.2,566,0.03,0.69,0.66,2.51,100,2,1,10.8,47.2,2024-11-02,90,False,7,0,0,0,0,10,0,197931,1,2,2,38.0,8,33517,52034,18517,55,True,0,1,2,0.6719355583190918,90,Wolverhampton Wanderers,Crystal Palace,2,2,26701,2024,685244,0.1046522632241249,0,2,1,0.6719355583190918,1.1655125617980957,0.4409233629703522,Wolverhampton Wanderers,3,3,10,6.0,FWD
0,0,7,1,4.6,566,0.0,0.04,0.04,0.48,110,0,0,2.4,2.2,2024-11-09,72,False,17,0,0,0,0,11,0,385941,1,0,2,17.0,2,181160,191328,10168,56,True,0,0,1,0.0452735163271427,79,Wolverhampton Wanderers,Southampton,2,0,26711,2024,686671,0.0,0,0,0,0.0452735163271427,0.0,0.0,Wolverhampton Wanderers,1,3,11,4.2,FWD
1,0,18,0,11.7,566,0.03,0.12,0.09,1.03,115,1,0,3.2,14.6,2024-11-23,90,False,9,0,0,0,0,12,0,335506,1,4,1,6.0,5,-43270,19956,63226,56,False,0,0,1,0.1273147165775299,90,Fulham,Wolverhampton Wanderers,1,4,26717,2024,688416,0.3590275645256042,1,1,0,0.1273147165775299,0.4863422811031341,0.0,Wolverhampton Wanderers,3,3,12,5.0,FWD
