player names,first card,anytime card,red_card,contest
Neco Williams,10/1,13/5,33/1,Arsenal v Nottingham Forest
Nikola Milenkovic,10/1,12/5,33/1,Arsenal v Nottingham Forest
Murillo,11/1,29/10,33/1,Arsenal v Nottingham Forest
Morato,11/1,29/10,33/1,Arsenal v Nottingham Forest
Igor Jesus,11/1,29/10,33/1,Arsenal v Nottingham Forest
Dan Ndoye,12/1,18/5,40/1,Arsenal v Nottingham Forest
Willy Boly,14/1,4/1,40/1,Arsenal v Nottingham Forest
Arnaud Kalimuendo,16/1,23/5,40/1,Arsenal v Nottingham Forest
Nicolo Savona,12/1,16/5,33/1,Arsenal v Nottingham Forest
James McAtee,16/1,23/5,40/1,Arsenal v Nottingham Forest
Omari Hutchinson,14/1,4/1,40/1,Arsenal v Nottingham Forest
Matz Sels,18/1,5/1,50/1,Arsenal v Nottingham Forest
Callum Hudson-Odoi,20/1,13/2,50/1,Arsenal v Nottingham Forest
Chris Wood,28/1,8/1,66/1,Arsenal v Nottingham Forest
Marcos Senesi,9/1,21/10,28/1,Bournemouth v Brighton
Tyler Adams,10/1,9/4,28/1,Bournemouth v Brighton
Julian Araujo,10/1,23/10,28/1,Bournemouth v Brighton
Ryan Christie,11/1,13/5,33/1,Bournemouth v Brighton
Veljko Milosavljevic,11/1,13/5,33/1,Bournemouth v Brighton
Justin Kluivert,12/1,29/10,33/1,Bournemouth v Brighton
Alex Scott,11/1,13/5,33/1,Bournemouth v Brighton
Lewis Cook,12/1,3/1,33/1,Bournemouth v Brighton
Julio Soler,12/1,3/1,33/1,Bournemouth v Brighton
Amine Adli,12/1,3/1,33/1,Bournemouth v Brighton
Ben Doak,12/1,3/1,33/1,Bournemouth v Brighton
Bafode Diakite,12/1,3/1,33/1,Bournemouth v Brighton
Alejandro Jimenez,12/1,3/1,33/1,Bournemouth v Brighton
James Hill,14/1,7/2,40/1,Bournemouth v Brighton
Antoine Semenyo,14/1,15/4,40/1,Bournemouth v Brighton
Marcus Tavernier,16/1,4/1,40/1,Bournemouth v Brighton
Evanilson,16/1,17/4,40/1,Bournemouth v Brighton
Adrien Truffert,16/1,17/4,40/1,Bournemouth v Brighton
Eli Junior Kroupi,18/1,5/1,50/1,Bournemouth v Brighton
David Brooks,18/1,5/1,50/1,Bournemouth v Brighton
Romain Faivre,18/1,5/1,50/1,Bournemouth v Brighton
Djordje Petrovic,25/1,13/2,50/1,Bournemouth v Brighton
Carlos Baleba,9/1,19/10,28/1,Bournemouth v Brighton
Joel Veltman,10/1,23/10,28/1,Bournemouth v Brighton
Mats Wieffer,10/1,12/5,33/1,Bournemouth v Brighton
Jan Paul van Hecke,11/1,5/2,33/1,Bournemouth v Brighton
James Milner,11/1,13/5,33/1,Bournemouth v Brighton
Diego Gomez,11/1,13/5,33/1,Bournemouth v Brighton
Stefanos Tzimas,12/1,3/1,33/1,Bournemouth v Brighton
Ferdi Kadioglu,12/1,3/1,33/1,Bournemouth v Brighton
Maxime De Cuyper,12/1,3/1,33/1,Bournemouth v Brighton
Lewis Dunk,12/1,3/1,33/1,Bournemouth v Brighton
Diego Coppola,12/1,14/5,33/1,Bournemouth v Brighton
Jack Hinshelwood,12/1,10/3,40/1,Bournemouth v Brighton
Yankuba Minteh,12/1,10/3,40/1,Bournemouth v Brighton
Yasin Ayari,14/1,18/5,40/1,Bournemouth v Brighton
Danny Welbeck,16/1,4/1,40/1,Bournemouth v Brighton
Brajan Gruda,16/1,4/1,40/1,Bournemouth v Brighton
Georginio Rutter,16/1,9/2,40/1,Bournemouth v Brighton
Tom Watson,16/1,24/5,40/1,Bournemouth v Brighton
Kaoru Mitoma,18/1,11/2,50/1,Bournemouth v Brighton
Bart Verbruggen,20/1,6/1,50/1,Bournemouth v Brighton
Tim Iroegbunam,10/1,11/5,28/1,Everton v Aston Villa
Idrissa Gueye,11/1,11/4,33/1,Everton v Aston Villa
Carlos Alcaraz,11/1,11/4,33/1,Everton v Aston Villa
James Tarkowski,12/1,3/1,33/1,Everton v Aston Villa
Jack Grealish,12/1,3/1,33/1,Everton v Aston Villa
Jake O'Brien,12/1,3/1,33/1,Everton v Aston Villa
James Garner,11/1,11/4,33/1,Everton v Aston Villa
Adam Aznou,12/1,3/1,33/1,Everton v Aston Villa
Tyler Dibling,14/1,4/1,40/1,Everton v Aston Villa
Kiernan Dewsbury-Hall,14/1,17/5,40/1,Everton v Aston Villa
Michael Keane,12/1,3/1,33/1,Everton v Aston Villa
Jarrad Branthwaite,14/1,17/5,40/1,Everton v Aston Villa
Vitaliy Mykolenko,16/1,23/5,40/1,Everton v Aston Villa
Iliman Ndiaye,20/1,11/2,50/1,Everton v Aston Villa
Thierno Barry,14/1,4/1,40/1,Everton v Aston Villa
Seamus Coleman,14/1,17/5,40/1,Everton v Aston Villa
Jordan Pickford,16/1,23/5,40/1,Everton v Aston Villa
Dwight McNeil,20/1,11/2,50/1,Everton v Aston Villa
Beto,16/1,23/5,40/1,Everton v Aston Villa
Morgan Rogers,12/1,3/1,33/1,Everton v Aston Villa
John McGinn,10/1,23/10,28/1,Everton v Aston Villa
Ian Maatsen,12/1,3/1,33/1,Everton v Aston Villa
Boubacar Kamara,12/1,14/5,33/1,Everton v Aston Villa
Amadou Onana,12/1,14/5,33/1,Everton v Aston Villa
Matty Cash,10/1,23/10,28/1,Everton v Aston Villa
Tyrone Mings,12/1,3/1,33/1,Everton v Aston Villa
Lamare Bogarde,10/1,23/10,28/1,Everton v Aston Villa
Harvey Elliott,16/1,19/4,40/1,Everton v Aston Villa
Ross Barkley,16/1,4/1,40/1,Everton v Aston Villa
Lucas Digne,12/1,3/1,33/1,Everton v Aston Villa
Youri Tielemans,16/1,19/4,40/1,Everton v Aston Villa
Donyell Malen,20/1,11/2,50/1,Everton v Aston Villa
Ezri Konsa,18/1,24/5,40/1,Everton v Aston Villa
Pau Torres,16/1,4/1,40/1,Everton v Aston Villa
Victor Lindelof,16/1,4/1,40/1,Everton v Aston Villa
Emiliano Martinez,16/1,4/1,40/1,Everton v Aston Villa
Evann Guessand,20/1,11/2,50/1,Everton v Aston Villa
Emiliano Buendia,16/1,4/1,40/1,Everton v Aston Villa
Ollie Watkins,20/1,11/2,50/1,Everton v Aston Villa
Jadon Sancho,20/1,11/2,50/1,Everton v Aston Villa
Sasa Lukic,17/2,21/10,28/1,Fulham v Leeds
Joachim Andersen,11/1,29/10,33/1,Fulham v Leeds
Sander Berge,14/1,4/1,40/1,Fulham v Leeds
Kenny Tete,14/1,4/1,40/1,Fulham v Leeds
Calvin Bassey,14/1,17/4,40/1,Fulham v Leeds
Antonee Robinson,14/1,17/4,40/1,Fulham v Leeds
Harry Wilson,16/1,24/5,40/1,Fulham v Leeds
Timothy Castagne,16/1,24/5,40/1,Fulham v Leeds
Raul Jimenez,16/1,24/5,40/1,Fulham v Leeds
Ryan Sessegnon,16/1,11/2,50/1,Fulham v Leeds
Rodrigo Muniz,16/1,11/2,50/1,Fulham v Leeds
Adama Traore,16/1,11/2,50/1,Fulham v Leeds
Joshua King,20/1,13/2,50/1,Fulham v Leeds
Bernd Leno,22/1,7/1,50/1,Fulham v Leeds
Alex Iwobi,25/1,8/1,66/1,Fulham v Leeds
Emile Smith Rowe,33/1,10/1,66/1,Fulham v Leeds
Jayden Bogle,17/2,21/10,28/1,Fulham v Leeds
Anton Stach,9/1,5/2,33/1,Fulham v Leeds
Jaka Bijol,9/1,5/2,33/1,Fulham v Leeds
Wilfried Gnonto,10/1,27/10,33/1,Fulham v Leeds
Ilia Gruev,11/1,29/10,33/1,Fulham v Leeds
James Justin,12/1,16/5,33/1,Fulham v Leeds
Pascal Struijk,12/1,18/5,40/1,Fulham v Leeds
Dominic Calvert-Lewin,14/1,4/1,40/1,Fulham v Leeds
Joe Rodon,14/1,4/1,40/1,Fulham v Leeds
Lukas Nmecha,14/1,9/2,40/1,Fulham v Leeds
Daniel James,14/1,9/2,40/1,Fulham v Leeds
Sean Longstaff,14/1,9/2,40/1,Fulham v Leeds
Gabriel Gudmundsson,14/1,9/2,40/1,Fulham v Leeds
Jack Harrison,16/1,5/1,50/1,Fulham v Leeds
Joel Piroe,18/1,11/2,50/1,Fulham v Leeds
Brenden Aaronson,22/1,7/1,50/1,Fulham v Leeds
Karl Darlow,22/1,7/1,50/1,Fulham v Leeds
Bruno Guimaraes,10/1,5/2,33/1,Newcastle v Wolves
Fabian Schar,12/1,3/1,33/1,Newcastle v Wolves
Dan Burn,12/1,3/1,33/1,Newcastle v Wolves
Nick Woltemade,12/1,17/5,40/1,Newcastle v Wolves
Yoane Wissa,12/1,17/5,40/1,Newcastle v Wolves
Jacob Ramsey,14/1,15/4,40/1,Newcastle v Wolves
Sandro Tonali,14/1,4/1,40/1,Newcastle v Wolves
Lewis Hall,16/1,23/5,40/1,Newcastle v Wolves
William Osula,18/1,5/1,50/1,Newcastle v Wolves
Sven Botman,18/1,5/1,50/1,Newcastle v Wolves
Tino Livramento,18/1,5/1,50/1,Newcastle v Wolves
Nick Pope,20/1,6/1,50/1,Newcastle v Wolves
Harvey Barnes,22/1,13/2,50/1,Newcastle v Wolves
Jacob Murphy,22/1,13/2,50/1,Newcastle v Wolves
Anthony Elanga,22/1,13/2,50/1,Newcastle v Wolves
Lewis Miley,22/1,13/2,50/1,Newcastle v Wolves
Kieran Trippier,22/1,13/2,50/1,Newcastle v Wolves
Joao Gomes,15/2,13/8,22/1,Newcastle v Wolves
Toti Gomes,17/2,9/5,25/1,Newcastle v Wolves
Andre,9/1,19/10,28/1,Newcastle v Wolves
Emmanuel Agbadou,10/1,23/10,33/1,Newcastle v Wolves
Matt Doherty,11/1,13/5,33/1,Newcastle v Wolves
Yerson Mosquera,11/1,13/5,33/1,Newcastle v Wolves
David Moller Wolfe,11/1,27/10,33/1,Newcastle v Wolves
Fer Lopez,12/1,16/5,33/1,Newcastle v Wolves
Marshall Munetsi,12/1,16/5,33/1,Newcastle v Wolves
Jackson Tchatchoua,12/1,16/5,33/1,Newcastle v Wolves
Santiago Bueno,14/1,18/5,40/1,Newcastle v Wolves
Jhon Arias,16/1,4/1,40/1,Newcastle v Wolves
Jean-Ricner Bellegarde,16/1,9/2,40/1,Newcastle v Wolves
Hwang Hee-chan,18/1,24/5,50/1,Newcastle v Wolves
Rodrigo Gomes,18/1,24/5,50/1,Newcastle v Wolves
Hugo Bueno,18/1,24/5,50/1,Newcastle v Wolves
Jorgen Strand Larsen,18/1,24/5,50/1,Newcastle v Wolves
Jose Sa,25/1,7/1,50/1,Newcastle v Wolves
Lucas Paqueta,9/1,21/10,28/1,West Ham v Tottenham
Tomas Soucek,11/1,13/5,33/1,West Ham v Tottenham
Soungoutou Magassa,10/1,12/5,33/1,West Ham v Tottenham
Konstantinos Mavropanos,11/1,14/5,33/1,West Ham v Tottenham
Igor,12/1,29/10,33/1,West Ham v Tottenham
Mateus Fernandes,12/1,3/1,33/1,West Ham v Tottenham
Max Kilman,12/1,17/5,40/1,West Ham v Tottenham
El Hadji Malick Diouf,11/1,14/5,33/1,West Ham v Tottenham
James Ward Prowse,12/1,17/5,40/1,West Ham v Tottenham
Callum Wilson,14/1,4/1,40/1,West Ham v Tottenham
Kyle Walker-Peters,14/1,4/1,40/1,West Ham v Tottenham
Crysencio Summerville,16/1,17/4,40/1,West Ham v Tottenham
Jean-Clair Todibo,14/1,15/4,40/1,West Ham v Tottenham
Aaron Wan-Bissaka,20/1,11/2,50/1,West Ham v Tottenham
Jarrod Bowen,25/1,15/2,50/1,West Ham v Tottenham
Niclas Fullkrug,20/1,11/2,50/1,West Ham v Tottenham
Mads Hermansen,25/1,15/2,50/1,West Ham v Tottenham
Rodrigo Bentancur,9/1,2/1,28/1,West Ham v Tottenham
Joao Palhinha,10/1,23/10,28/1,West Ham v Tottenham
Cristian Romero,10/1,23/10,28/1,West Ham v Tottenham
Pape Matar Sarr,14/1,7/2,40/1,West Ham v Tottenham
Kevin Danso,14/1,7/2,40/1,West Ham v Tottenham
Richarlison,14/1,15/4,40/1,West Ham v Tottenham
Brennan Johnson,14/1,4/1,40/1,West Ham v Tottenham
Xavi Simons,14/1,4/1,40/1,West Ham v Tottenham
Lucas Bergvall,14/1,4/1,40/1,West Ham v Tottenham
Pedro Porro,14/1,4/1,40/1,West Ham v Tottenham
Micky van de Ven,16/1,4/1,40/1,West Ham v Tottenham
Destiny Udogie,16/1,4/1,40/1,West Ham v Tottenham
Mohammed Kudus,16/1,9/2,40/1,West Ham v Tottenham
Djed Spence,16/1,9/2,40/1,West Ham v Tottenham
Archie Gray,18/1,5/1,50/1,West Ham v Tottenham
Randal Kolo Muani,20/1,11/2,50/1,West Ham v Tottenham
Mathys Tel,20/1,11/2,50/1,West Ham v Tottenham
Guglielmo Vicario,22/1,7/1,50/1,West Ham v Tottenham
Frank Onyeka,10/1,12/5,33/1,Brentford v Chelsea
Aaron Hickey,10/1,12/5,33/1,Brentford v Chelsea
Igor Thiago,11/1,13/5,33/1,Brentford v Chelsea
Jordan Henderson,11/1,13/5,33/1,Brentford v Chelsea
Keane Lewis-Potter,12/1,29/10,33/1,Brentford v Chelsea
Dango Ouattara,12/1,3/1,33/1,Brentford v Chelsea
Fabio Carvalho,12/1,3/1,33/1,Brentford v Chelsea
Yehor Yarmolyuk,12/1,3/1,33/1,Brentford v Chelsea
Sepp van den Berg,12/1,3/1,33/1,Brentford v Chelsea
Kristoffer Ajer,12/1,3/1,33/1,Brentford v Chelsea
Michael Kayode,12/1,3/1,33/1,Brentford v Chelsea
Mathias Jensen,14/1,7/2,40/1,Brentford v Chelsea
Nathan Collins,14/1,7/2,40/1,Brentford v Chelsea
Kevin Schade,14/1,7/2,40/1,Brentford v Chelsea
Rico Henry,16/1,17/4,40/1,Brentford v Chelsea
Mikkel Damsgaard,18/1,5/1,50/1,Brentford v Chelsea
Ethan Pinnock,18/1,5/1,50/1,Brentford v Chelsea
Antoni Milambo,20/1,11/2,50/1,Brentford v Chelsea
Caoimhin Kelleher,20/1,11/2,50/1,Brentford v Chelsea
Moises Caicedo,9/1,19/10,28/1,Brentford v Chelsea
Wesley Fofana,9/1,2/1,28/1,Brentford v Chelsea
Enzo Fernandez,10/1,11/5,28/1,Brentford v Chelsea
Andrey Santos,11/1,13/5,33/1,Brentford v Chelsea
Marc Cucurella,11/1,13/5,33/1,Brentford v Chelsea
Jorrel Hato,11/1,13/5,33/1,Brentford v Chelsea
Pedro Neto,12/1,29/10,33/1,Brentford v Chelsea
Estevao,12/1,16/5,33/1,Brentford v Chelsea
Tosin Adarabioyo,12/1,16/5,33/1,Brentford v Chelsea
Reece James,12/1,16/5,33/1,Brentford v Chelsea
Joao Pedro,14/1,18/5,40/1,Brentford v Chelsea
Alejandro Garnacho,14/1,18/5,40/1,Brentford v Chelsea
Malo Gusto,14/1,18/5,40/1,Brentford v Chelsea
Cole Palmer,16/1,4/1,40/1,Brentford v Chelsea
Trevoh Chalobah,14/1,18/5,40/1,Brentford v Chelsea
Jamie Gittens,16/1,23/5,40/1,Brentford v Chelsea
Josh Acheampong,16/1,23/5,40/1,Brentford v Chelsea
Tyrique George,16/1,4/1,40/1,Brentford v Chelsea
Robert Sanchez,18/1,5/1,50/1,Brentford v Chelsea
Hannibal Mejbri,17/2,21/10,28/1,Burnley v Liverpool
Lesley Ugochukwu,17/2,21/10,28/1,Burnley v Liverpool
Florentino Luis,17/2,21/10,28/1,Burnley v Liverpool
Josh Cullen,9/1,5/2,33/1,Burnley v Liverpool
Hjalmar Ekdal,11/1,16/5,33/1,Burnley v Liverpool
Loum Tchaouna,12/1,18/5,40/1,Burnley v Liverpool
Josh Laurent,12/1,18/5,40/1,Burnley v Liverpool
Axel Tuanzebe,12/1,18/5,40/1,Burnley v Liverpool
Quilindschy Hartman,14/1,4/1,40/1,Burnley v Liverpool
Kyle Walker,14/1,4/1,40/1,Burnley v Liverpool
Bashir Humphreys,14/1,9/2,40/1,Burnley v Liverpool
Zian Flemming,16/1,5/1,50/1,Burnley v Liverpool
Jaidon Anthony,16/1,5/1,50/1,Burnley v Liverpool
Maxime Esteve,14/1,9/2,40/1,Burnley v Liverpool
Lyle Foster,14/1,9/2,40/1,Burnley v Liverpool
Armando Broja,18/1,11/2,50/1,Burnley v Liverpool
Jacob Bruun Larsen,20/1,7/1,50/1,Burnley v Liverpool
Marcus Edwards,20/1,7/1,50/1,Burnley v Liverpool
Martin Dubravka,28/1,17/2,66/1,Burnley v Liverpool
Wataru Endo,10/1,14/5,33/1,Burnley v Liverpool
Alexis Mac Allister,11/1,3/1,33/1,Burnley v Liverpool
Ibrahima Konate,11/1,16/5,33/1,Burnley v Liverpool
Florian Wirtz,12/1,15/4,40/1,Burnley v Liverpool
Jeremie Frimpong,12/1,15/4,40/1,Burnley v Liverpool
Ryan Gravenberch,12/1,15/4,40/1,Burnley v Liverpool
Conor Bradley,12/1,7/2,40/1,Burnley v Liverpool
Andrew Robertson,14/1,23/5,40/1,Burnley v Liverpool
Milos Kerkez,14/1,23/5,40/1,Burnley v Liverpool
Cody Gakpo,18/1,11/2,50/1,Burnley v Liverpool
Rio Ngumoha,18/1,11/2,50/1,Burnley v Liverpool
Federico Chiesa,18/1,11/2,50/1,Burnley v Liverpool
Dominik Szoboszlai,18/1,11/2,50/1,Burnley v Liverpool
Virgil van Dijk,18/1,11/2,50/1,Burnley v Liverpool
Curtis Jones,22/1,7/1,50/1,Burnley v Liverpool
Hugo Ekitike,22/1,7/1,50/1,Burnley v Liverpool
Mohamed Salah,33/1,10/1,66/1,Burnley v Liverpool
Alexander Isak,33/1,10/1,66/1,Burnley v Liverpool
Alisson,40/1,14/1,80/1,Burnley v Liverpool
Nico Gonzalez,11/1,13/5,33/1,Man City v Man Utd
Abdukodir Khusanov,11/1,13/5,33/1,Man City v Man Utd
Bernardo Silva,12/1,16/5,33/1,Man City v Man Utd
Nico O'Reilly,12/1,16/5,33/1,Man City v Man Utd
Rodri,12/1,16/5,33/1,Man City v Man Utd
Rayan Ait-Nouri,12/1,16/5,33/1,Man City v Man Utd
Rico Lewis,12/1,16/5,33/1,Man City v Man Utd
Matheus Nunes,12/1,16/5,33/1,Man City v Man Utd
Tijjani Reijnders,14/1,15/4,40/1,Man City v Man Utd
Ruben Dias,16/1,17/4,40/1,Man City v Man Utd
Savinho,18/1,5/1,50/1,Man City v Man Utd
Josko Gvardiol,18/1,5/1,50/1,Man City v Man Utd
John Stones,18/1,5/1,50/1,Man City v Man Utd
Nathan Ake,18/1,5/1,50/1,Man City v Man Utd
Erling Haaland,20/1,6/1,50/1,Man City v Man Utd
Jeremy Doku,20/1,6/1,50/1,Man City v Man Utd
Gianluigi Donnarumma,20/1,6/1,50/1,Man City v Man Utd
Phil Foden,25/1,7/1,50/1,Man City v Man Utd
Oscar Bobb,25/1,7/1,50/1,Man City v Man Utd
Manuel Ugarte,15/2,31/20,22/1,Man City v Man Utd
Casemiro,17/2,15/8,28/1,Man City v Man Utd
Harry Maguire,17/2,15/8,28/1,Man City v Man Utd
Bruno Fernandes,10/1,23/10,28/1,Man City v Man Utd
Patrick Dorgu,10/1,23/10,28/1,Man City v Man Utd
Luke Shaw,10/1,23/10,28/1,Man City v Man Utd
Matheus Cunha,12/1,14/5,33/1,Man City v Man Utd
Leny Yoro,12/1,14/5,33/1,Man City v Man Utd
Diogo Dalot,12/1,14/5,33/1,Man City v Man Utd
Ayden Heaven,12/1,14/5,33/1,Man City v Man Utd
Amad Diallo,12/1,10/3,40/1,Man City v Man Utd
Mason Mount,12/1,10/3,40/1,Man City v Man Utd
Kobbie Mainoo,12/1,10/3,40/1,Man City v Man Utd
Matthijs De Ligt,14/1,15/4,40/1,Man City v Man Utd
Noussair Mazraoui,14/1,15/4,40/1,Man City v Man Utd
Joshua Zirkzee,16/1,9/2,40/1,Man City v Man Utd
Altay Bayindir,18/1,5/1,50/1,Man City v Man Utd
Benjamin Sesko,22/1,13/2,50/1,Man City v Man Utd
Bryan Mbeumo,22/1,13/2,50/1,Man City v Man Utd
