player names,first card,anytime card,red_card,contest
Sandro Tonali,14/1,15/4,40/1,Newcastle v Crystal Palace
Malick Thiaw,16/1,23/5,40/1,Newcastle v Crystal Palace
Lewis Miley,16/1,23/5,40/1,Newcastle v Crystal Palace
Lewis Hall,16/1,23/5,40/1,Newcastle v Crystal Palace
Nick Woltemade,18/1,5/1,50/1,Newcastle v Crystal Palace
Nick Pope,22/1,13/2,50/1,Newcastle v Crystal Palace
Harvey Barnes,28/1,15/2,50/1,Newcastle v Crystal Palace
Yeremy Pino,10/1,9/4,28/1,Newcastle v Crystal Palace
Jefferson Lerma,17/2,19/10,28/1,Newcastle v Crystal Palace
Marc Guehi,11/1,11/4,33/1,Newcastle v Crystal Palace
Maxence Lacroix,11/1,11/4,33/1,Newcastle v Crystal Palace
Adam Wharton,12/1,17/5,40/1,Newcastle v Crystal Palace
Nathaniel Clyne,12/1,17/5,40/1,Newcastle v Crystal Palace
Tyrick Mitchell,12/1,17/5,40/1,Newcastle v Crystal Palace
Jaydee Canvot,11/1,11/4,33/1,Newcastle v Crystal Palace
Brennan Johnson,14/1,15/4,40/1,Newcastle v Crystal Palace
Jean-Philippe Mateta,16/1,17/4,40/1,Newcastle v Crystal Palace
Dean Henderson,20/1,6/1,50/1,Newcastle v Crystal Palace
Cristian Romero,9/1,2/1,28/1,Tottenham v Sunderland
Rodrigo Bentancur,9/1,2/1,28/1,Tottenham v Sunderland
Joao Palhinha,10/1,23/10,28/1,Tottenham v Sunderland
Richarlison,12/1,16/5,33/1,Tottenham v Sunderland
Micky van de Ven,12/1,16/5,33/1,Tottenham v Sunderland
Lucas Bergvall,14/1,4/1,40/1,Tottenham v Sunderland
Pedro Porro,14/1,4/1,40/1,Tottenham v Sunderland
Kevin Danso,14/1,4/1,40/1,Tottenham v Sunderland
Mohammed Kudus,18/1,5/1,50/1,Tottenham v Sunderland
Randal Kolo Muani,18/1,5/1,50/1,Tottenham v Sunderland
Archie Gray,18/1,5/1,50/1,Tottenham v Sunderland
Djed Spence,18/1,5/1,50/1,Tottenham v Sunderland
Ben Davies,18/1,5/1,50/1,Tottenham v Sunderland
Mathys Tel,25/1,7/1,50/1,Tottenham v Sunderland
Wilson Odobert,25/1,7/1,50/1,Tottenham v Sunderland
Guglielmo Vicario,25/1,7/1,50/1,Tottenham v Sunderland
Nordi Mukiele,10/1,12/5,33/1,Tottenham v Sunderland
Dennis Cirkin,10/1,12/5,33/1,Tottenham v Sunderland
Granit Xhaka,10/1,12/5,33/1,Tottenham v Sunderland
Luke O'Nien,10/1,12/5,33/1,Tottenham v Sunderland
Brian Brobbey,12/1,14/5,33/1,Tottenham v Sunderland
Omar Alderete,12/1,14/5,33/1,Tottenham v Sunderland
Trai Hume,12/1,14/5,33/1,Tottenham v Sunderland
Wilson Isidor,14/1,7/2,40/1,Tottenham v Sunderland
Enzo Le Fee,14/1,7/2,40/1,Tottenham v Sunderland
Lutsharel Geertruida,14/1,7/2,40/1,Tottenham v Sunderland
Dan Neil,14/1,7/2,40/1,Tottenham v Sunderland
Romaine Mundle,16/1,23/5,40/1,Tottenham v Sunderland
Chris Rigg,16/1,23/5,40/1,Tottenham v Sunderland
Eliezer Mayenda,22/1,6/1,50/1,Tottenham v Sunderland
Simon Adingra,22/1,6/1,50/1,Tottenham v Sunderland
Robin Roefs,22/1,6/1,50/1,Tottenham v Sunderland
Erling Haaland,5/2,4/7,5/2,Man City v Chelsea
Divine Mukasa,11/2,6/4,11/2,Man City v Chelsea
Phil Foden,15/2,21/10,15/2,Man City v Chelsea
Rayan Cherki,10/1,29/10,10/1,Man City v Chelsea
Savinho,10/1,3/1,10/1,Man City v Chelsea
Tijjani Reijnders,12/1,15/4,12/1,Man City v Chelsea
Nico O'Reilly,20/1,13/2,20/1,Man City v Chelsea
Rodri,20/1,13/2,20/1,Man City v Chelsea
Josko Gvardiol,22/1,8/1,22/1,Man City v Chelsea
Bernardo Silva,20/1,7/1,20/1,Man City v Chelsea
Rico Lewis,22/1,8/1,22/1,Man City v Chelsea
Nico Gonzalez,25/1,9/1,25/1,Man City v Chelsea
Nathan Ake,25/1,9/1,25/1,Man City v Chelsea
Matheus Nunes,33/1,12/1,33/1,Man City v Chelsea
Ruben Dias,33/1,12/1,33/1,Man City v Chelsea
Abdukodir Khusanov,33/1,12/1,33/1,Man City v Chelsea
Cole Palmer,9/1,13/5,9/1,Man City v Chelsea
Joao Pedro,10/1,3/1,10/1,Man City v Chelsea
Liam Delap,10/1,14/5,10/1,Man City v Chelsea
Estevao,12/1,15/4,12/1,Man City v Chelsea
Alejandro Garnacho,12/1,4/1,12/1,Man City v Chelsea
Pedro Neto,14/1,24/5,14/1,Man City v Chelsea
Facundo Buonanotte,14/1,9/2,14/1,Man City v Chelsea
Jamie Gittens,14/1,24/5,14/1,Man City v Chelsea
Enzo Fernandez,16/1,11/2,16/1,Man City v Chelsea
Andrey Santos,22/1,15/2,22/1,Man City v Chelsea
Reece James,28/1,11/1,28/1,Man City v Chelsea
Trevoh Chalobah,28/1,11/1,28/1,Man City v Chelsea
Marc Cucurella,33/1,12/1,33/1,Man City v Chelsea
Tosin Adarabioyo,33/1,12/1,33/1,Man City v Chelsea
Benoit Badiashile,40/1,16/1,40/1,Man City v Chelsea
Malo Gusto,40/1,16/1,40/1,Man City v Chelsea
Josh Acheampong,40/1,16/1,40/1,Man City v Chelsea
Wesley Fofana,40/1,20/1,40/1,Man City v Chelsea
