player names,first card,anytime card,red_card,contest
Yehor Yarmolyuk,11/1,29/10,33/1,Brentford v Nottingham Forest
Vitaly Janelt,11/1,29/10,33/1,Brentford v Nottingham Forest
Frank Onyeka,11/1,3/1,33/1,Brentford v Nottingham Forest
Kevin Schade,12/1,16/5,40/1,Brentford v Nottingham Forest
Michael Kayode,12/1,16/5,40/1,Brentford v Nottingham Forest
Dango Ouattara,12/1,18/5,40/1,Brentford v Nottingham Forest
Aaron Hickey,14/1,15/4,40/1,Brentford v Nottingham Forest
Kristoffer Ajer,14/1,4/1,40/1,Brentford v Nottingham Forest
Nathan Collins,14/1,4/1,40/1,Brentford v Nottingham Forest
Mathias Jensen,14/1,17/4,40/1,Brentford v Nottingham Forest
Sepp van den Berg,14/1,17/4,40/1,Brentford v Nottingham Forest
Rico Henry,14/1,17/4,40/1,Brentford v Nottingham Forest
Keane Lewis-Potter,16/1,23/5,50/1,Brentford v Nottingham Forest
Reiss Nelson,18/1,11/2,50/1,Brentford v Nottingham Forest
Mikkel Damsgaard,18/1,11/2,50/1,Brentford v Nottingham Forest
Ethan Pinnock,20/1,6/1,50/1,Brentford v Nottingham Forest
Caoimhin Kelleher,28/1,15/2,66/1,Brentford v Nottingham Forest
Ryan Yates,17/2,2/1,28/1,Brentford v Nottingham Forest
Morgan Gibbs-White,9/1,23/10,33/1,Brentford v Nottingham Forest
Elliot Anderson,11/1,11/4,33/1,Brentford v Nottingham Forest
Nikola Milenkovic,11/1,11/4,33/1,Brentford v Nottingham Forest
Morato,11/1,11/4,33/1,Brentford v Nottingham Forest
Nicolas Dominguez,11/1,14/5,33/1,Brentford v Nottingham Forest
Douglas Luiz,11/1,14/5,33/1,Brentford v Nottingham Forest
Ola Aina,11/1,14/5,33/1,Brentford v Nottingham Forest
Murillo,12/1,3/1,40/1,Brentford v Nottingham Forest
Ibrahim Sangare,12/1,10/3,40/1,Brentford v Nottingham Forest
Igor Jesus,12/1,7/2,40/1,Brentford v Nottingham Forest
Neco Williams,12/1,7/2,40/1,Brentford v Nottingham Forest
Nicolo Savona,12/1,18/5,40/1,Brentford v Nottingham Forest
Omari Hutchinson,14/1,4/1,40/1,Brentford v Nottingham Forest
Dan Ndoye,14/1,17/4,40/1,Brentford v Nottingham Forest
James McAtee,16/1,5/1,50/1,Brentford v Nottingham Forest
Taiwo Awoniyi,18/1,5/1,50/1,Brentford v Nottingham Forest
Callum Hudson-Odoi,18/1,5/1,50/1,Brentford v Nottingham Forest
Matz Sels,25/1,7/1,50/1,Brentford v Nottingham Forest
Will Hughes,10/1,11/5,28/1,Crystal Palace v Chelsea
Yeremi Pino,11/1,13/5,33/1,Crystal Palace v Chelsea
Daniel Munoz,10/1,12/5,33/1,Crystal Palace v Chelsea
Jefferson Lerma,17/2,9/5,25/1,Crystal Palace v Chelsea
Brennan Johnson,12/1,14/5,33/1,Crystal Palace v Chelsea
Chrisantus Uche,14/1,17/5,40/1,Crystal Palace v Chelsea
Maxence Lacroix,14/1,17/5,40/1,Crystal Palace v Chelsea
Chris Richards,14/1,15/4,40/1,Crystal Palace v Chelsea
Adam Wharton,14/1,15/4,40/1,Crystal Palace v Chelsea
Borna Sosa,12/1,3/1,33/1,Crystal Palace v Chelsea
Eddie Nketiah,16/1,17/4,40/1,Crystal Palace v Chelsea
Tyrick Mitchell,16/1,17/4,40/1,Crystal Palace v Chelsea
Justin Devenny,14/1,17/5,40/1,Crystal Palace v Chelsea
Nathaniel Clyne,16/1,24/5,50/1,Crystal Palace v Chelsea
Jaydee Canvot,14/1,17/5,40/1,Crystal Palace v Chelsea
Jean-Philippe Mateta,20/1,11/2,50/1,Crystal Palace v Chelsea
Ismaila Sarr,20/1,11/2,50/1,Crystal Palace v Chelsea
Dean Henderson,25/1,13/2,50/1,Crystal Palace v Chelsea
Moises Caicedo,8/1,13/8,25/1,Crystal Palace v Chelsea
Enzo Fernandez,9/1,21/10,28/1,Crystal Palace v Chelsea
Liam Delap,11/1,5/2,33/1,Crystal Palace v Chelsea
Marc Cucurella,12/1,3/1,33/1,Crystal Palace v Chelsea
Joao Pedro,12/1,10/3,40/1,Crystal Palace v Chelsea
Pedro Neto,12/1,3/1,33/1,Crystal Palace v Chelsea
Andrey Santos,11/1,5/2,33/1,Crystal Palace v Chelsea
Reece James,12/1,10/3,40/1,Crystal Palace v Chelsea
Malo Gusto,12/1,10/3,40/1,Crystal Palace v Chelsea
Josh Acheampong,12/1,10/3,40/1,Crystal Palace v Chelsea
Estevao,11/1,27/10,33/1,Crystal Palace v Chelsea
Trevoh Chalobah,14/1,15/4,40/1,Crystal Palace v Chelsea
Benoit Badiashile,14/1,15/4,40/1,Crystal Palace v Chelsea
Jorrel Hato,14/1,15/4,40/1,Crystal Palace v Chelsea
Cole Palmer,14/1,15/4,40/1,Crystal Palace v Chelsea
Wesley Fofana,11/1,27/10,33/1,Crystal Palace v Chelsea
Alejandro Garnacho,18/1,5/1,50/1,Crystal Palace v Chelsea
Robert Sanchez,18/1,5/1,50/1,Crystal Palace v Chelsea
Marc Guiu,16/1,17/4,40/1,Crystal Palace v Chelsea
Tyrique George,18/1,5/1,50/1,Crystal Palace v Chelsea
Jamie Gittens,18/1,5/1,50/1,Crystal Palace v Chelsea
Joelinton,10/1,12/5,33/1,Newcastle v Aston Villa
Bruno Guimaraes,10/1,5/2,33/1,Newcastle v Aston Villa
Anthony Gordon,12/1,16/5,40/1,Newcastle v Aston Villa
Yoane Wissa,14/1,15/4,40/1,Newcastle v Aston Villa
Jacob Ramsey,14/1,15/4,40/1,Newcastle v Aston Villa
Sandro Tonali,14/1,15/4,40/1,Newcastle v Aston Villa
Malick Thiaw,14/1,15/4,40/1,Newcastle v Aston Villa
Joe Willock,14/1,17/4,40/1,Newcastle v Aston Villa
Sven Botman,14/1,17/4,40/1,Newcastle v Aston Villa
Kieran Trippier,14/1,17/4,40/1,Newcastle v Aston Villa
Lewis Hall,14/1,17/4,40/1,Newcastle v Aston Villa
Nick Woltemade,16/1,19/4,50/1,Newcastle v Aston Villa
Lewis Miley,18/1,5/1,50/1,Newcastle v Aston Villa
Nick Pope,22/1,6/1,50/1,Newcastle v Aston Villa
Harvey Barnes,28/1,7/1,50/1,Newcastle v Aston Villa
Anthony Elanga,33/1,17/2,66/1,Newcastle v Aston Villa
Morgan Rogers,17/2,19/10,28/1,Newcastle v Aston Villa
Matty Cash,17/2,19/10,28/1,Newcastle v Aston Villa
John McGinn,9/1,21/10,28/1,Newcastle v Aston Villa
Lamare Bogarde,10/1,5/2,33/1,Newcastle v Aston Villa
Lucas Digne,11/1,11/4,33/1,Newcastle v Aston Villa
Ian Maatsen,12/1,3/1,33/1,Newcastle v Aston Villa
Youri Tielemans,12/1,10/3,40/1,Newcastle v Aston Villa
Tyrone Mings,11/1,11/4,33/1,Newcastle v Aston Villa
Pau Torres,12/1,10/3,40/1,Newcastle v Aston Villa
Ezri Konsa,14/1,15/4,40/1,Newcastle v Aston Villa
Emiliano Martinez,14/1,15/4,40/1,Newcastle v Aston Villa
Victor Lindelof,16/1,17/4,40/1,Newcastle v Aston Villa
Ollie Watkins,18/1,5/1,50/1,Newcastle v Aston Villa
Jadon Sancho,20/1,11/2,50/1,Newcastle v Aston Villa
Emiliano Buendia,12/1,10/3,40/1,Newcastle v Aston Villa
Viktor Gyokeres,4/1,23/20,4/1,Arsenal v Man Utd
Gabriel Jesus,5/1,6/4,5/1,Arsenal v Man Utd
Bukayo Saka,11/2,17/10,11/2,Arsenal v Man Utd
Kai Havertz,5/1,29/20,5/1,Arsenal v Man Utd
Leandro Trossard,6/1,19/10,6/1,Arsenal v Man Utd
Gabriel Martinelli,13/2,2/1,13/2,Arsenal v Man Utd
Noni Madueke,7/1,9/4,7/1,Arsenal v Man Utd
Eberechi Eze,8/1,5/2,8/1,Arsenal v Man Utd
Ethan Nwaneri,17/2,11/4,17/2,Arsenal v Man Utd
Declan Rice,12/1,4/1,12/1,Arsenal v Man Utd
Gabriel Magalhaes,14/1,23/5,14/1,Arsenal v Man Utd
Martin Odegaard,12/1,4/1,12/1,Arsenal v Man Utd
Martin Zubimendi,20/1,7/1,20/1,Arsenal v Man Utd
Jurrien Timber,22/1,8/1,22/1,Arsenal v Man Utd
Christian Norgaard,20/1,7/1,20/1,Arsenal v Man Utd
Ben White,28/1,11/1,28/1,Arsenal v Man Utd
William Saliba,28/1,11/1,28/1,Arsenal v Man Utd
Myles Lewis-Skelly,28/1,11/1,28/1,Arsenal v Man Utd
Cristhian Mosquera,33/1,12/1,33/1,Arsenal v Man Utd
Benjamin Sesko,9/1,14/5,9/1,Arsenal v Man Utd
Bryan Mbeumo,10/1,16/5,10/1,Arsenal v Man Utd
Bruno Fernandes,11/1,15/4,11/1,Arsenal v Man Utd
Matheus Cunha,11/1,15/4,11/1,Arsenal v Man Utd
Joshua Zirkzee,11/1,15/4,11/1,Arsenal v Man Utd
Amad Diallo,14/1,24/5,14/1,Arsenal v Man Utd
Mason Mount,16/1,11/2,16/1,Arsenal v Man Utd
Patrick Dorgu,16/1,6/1,16/1,Arsenal v Man Utd
Casemiro,22/1,17/2,22/1,Arsenal v Man Utd
Kobbie Mainoo,25/1,9/1,25/1,Arsenal v Man Utd
Harry Maguire,25/1,10/1,25/1,Arsenal v Man Utd
Diogo Dalot,40/1,16/1,40/1,Arsenal v Man Utd
Lisandro Martinez,40/1,16/1,40/1,Arsenal v Man Utd
Manuel Ugarte,40/1,16/1,40/1,Arsenal v Man Utd
Noussair Mazraoui,40/1,20/1,40/1,Arsenal v Man Utd
Leny Yoro,50/1,25/1,50/1,Arsenal v Man Utd
Ayden Heaven,50/1,25/1,50/1,Arsenal v Man Utd
Luke Shaw,66/1,40/1,66/1,Arsenal v Man Utd
Tim Iroegbunam,17/2,11/5,28/1,Everton v Leeds
Merlin Rohl,11/1,29/10,33/1,Everton v Leeds
James Garner,11/1,29/10,33/1,Everton v Leeds
James Tarkowski,11/1,29/10,33/1,Everton v Leeds
Thierno Barry,11/1,3/1,33/1,Everton v Leeds
Harrison Armstrong,11/1,3/1,33/1,Everton v Leeds
Nathan Patterson,12/1,17/5,40/1,Everton v Leeds
Idrissa Gueye,12/1,17/5,40/1,Everton v Leeds
Vitaliy Mykolenko,12/1,15/4,40/1,Everton v Leeds
Jake O'Brien,14/1,17/4,40/1,Everton v Leeds
Jarrad Branthwaite,16/1,24/5,50/1,Everton v Leeds
Tyler Dibling,14/1,9/2,40/1,Everton v Leeds
Iliman Ndiaye,18/1,6/1,50/1,Everton v Leeds
Dwight McNeil,18/1,6/1,50/1,Everton v Leeds
Jordan Pickford,18/1,11/2,50/1,Everton v Leeds
Beto,28/1,15/2,66/1,Everton v Leeds
Jayden Bogle,9/1,23/10,33/1,Everton v Leeds
Ethan Ampadu,9/1,23/10,33/1,Everton v Leeds
Wilfried Gnonto,11/1,29/10,33/1,Everton v Leeds
Anton Stach,12/1,17/5,40/1,Everton v Leeds
Ao Tanaka,12/1,15/4,40/1,Everton v Leeds
Pascal Struijk,12/1,15/4,40/1,Everton v Leeds
James Justin,12/1,15/4,40/1,Everton v Leeds
Ilia Gruev,12/1,15/4,40/1,Everton v Leeds
Dominic Calvert-Lewin,14/1,4/1,40/1,Everton v Leeds
Sebastiaan Bornauw,12/1,17/5,40/1,Everton v Leeds
Gabriel Gudmondsson,14/1,4/1,40/1,Everton v Leeds
Joe Rodon,14/1,23/5,50/1,Everton v Leeds
Brenden Aaronson,18/1,6/1,50/1,Everton v Leeds
Lucas Perri,18/1,6/1,50/1,Everton v Leeds
Joel Piroe,22/1,7/1,50/1,Everton v Leeds
Noah Okafor,20/1,13/2,50/1,Everton v Leeds
Lukas Nmecha,22/1,13/2,50/1,Everton v Leeds
Karl Darlow,22/1,7/1,50/1,Everton v Leeds
