player names,first card,anytime card,red_card,contest
Marcos Senesi,15/2,29/20,22/1,Sunderland v Bournemouth
Julian Araujo,15/2,6/4,22/1,Sunderland v Bournemouth
Tyler Adams,10/1,21/10,28/1,Sunderland v Bournemouth
Lewis Cook,10/1,23/10,33/1,Sunderland v Bournemouth
Adam Smith,11/1,12/5,33/1,Sunderland v Bournemouth
Alejandro Jimenez,11/1,12/5,33/1,Sunderland v Bournemouth
Amine Adli,12/1,11/4,33/1,Sunderland v Bournemouth
Ryan Christie,12/1,14/5,33/1,Sunderland v Bournemouth
Bafode Diakite,12/1,14/5,33/1,Sunderland v Bournemouth
David Brooks,12/1,14/5,33/1,Sunderland v Bournemouth
Antoine Semenyo,12/1,3/1,33/1,Sunderland v Bournemouth
Alex Scott,12/1,16/5,33/1,Sunderland v Bournemouth
James Hill,14/1,17/5,40/1,Sunderland v Bournemouth
Julio Soler,14/1,18/5,40/1,Sunderland v Bournemouth
Adrien Truffert,14/1,15/4,40/1,Sunderland v Bournemouth
Veljko Milosavljevic,16/1,4/1,40/1,Sunderland v Bournemouth
Enes Unal,16/1,17/4,40/1,Sunderland v Bournemouth
Evanilson,16/1,23/5,40/1,Sunderland v Bournemouth
Marcus Tavernier,18/1,24/5,40/1,Sunderland v Bournemouth
Eli Junior Kroupi,22/1,6/1,50/1,Sunderland v Bournemouth
Djordje Petrovic,28/1,7/1,50/1,Sunderland v Bournemouth
Will Dennis,33/1,9/1,66/1,Sunderland v Bournemouth
Tim Iroegbunam,17/2,11/5,28/1,Everton v Newcastle
James Garner,9/1,5/2,33/1,Everton v Newcastle
Jack Grealish,10/1,13/5,33/1,Everton v Newcastle
Kiernan Dewsbury-Hall,11/1,3/1,33/1,Everton v Newcastle
James Tarkowski,12/1,10/3,33/1,Everton v Newcastle
Jake O'Brien,12/1,7/2,40/1,Everton v Newcastle
Michael Keane,12/1,15/4,40/1,Everton v Newcastle
Thierno Barry,14/1,4/1,40/1,Everton v Newcastle
Carlos Alcaraz,14/1,4/1,40/1,Everton v Newcastle
Vitaliy Mykolenko,14/1,17/4,40/1,Everton v Newcastle
Tyler Dibling,14/1,17/4,40/1,Everton v Newcastle
Iliman Ndiaye,16/1,5/1,50/1,Everton v Newcastle
Jordan Pickford,16/1,5/1,50/1,Everton v Newcastle
Seamus Coleman,18/1,6/1,50/1,Everton v Newcastle
Adam Aznou,16/1,5/1,50/1,Everton v Newcastle
Beto,22/1,7/1,50/1,Everton v Newcastle
Dwight McNeil,25/1,15/2,50/1,Everton v Newcastle
Joelinton,9/1,5/2,33/1,Everton v Newcastle
Anthony Gordon,10/1,27/10,33/1,Everton v Newcastle
Dan Burn,10/1,27/10,33/1,Everton v Newcastle
Bruno Guimaraes,10/1,14/5,33/1,Everton v Newcastle
Fabian Schar,11/1,16/5,33/1,Everton v Newcastle
Kieran Trippier,11/1,16/5,33/1,Everton v Newcastle
Tino Livramento,11/1,16/5,33/1,Everton v Newcastle
Jacob Ramsey,16/1,24/5,40/1,Everton v Newcastle
Sandro Tonali,14/1,4/1,40/1,Everton v Newcastle
Lewis Miley,16/1,24/5,40/1,Everton v Newcastle
Malick Thiaw,16/1,24/5,40/1,Everton v Newcastle
Nick Woltemade,16/1,5/1,50/1,Everton v Newcastle
Lewis Hall,16/1,5/1,50/1,Everton v Newcastle
Jacob Murphy,18/1,6/1,50/1,Everton v Newcastle
Joe Willock,18/1,6/1,50/1,Everton v Newcastle
Sven Botman,18/1,6/1,50/1,Everton v Newcastle
Nick Pope,20/1,13/2,50/1,Everton v Newcastle
William Osula,25/1,8/1,66/1,Everton v Newcastle
Harvey Barnes,25/1,8/1,66/1,Everton v Newcastle
Anthony Elanga,28/1,9/1,66/1,Everton v Newcastle
Yeremy Pino,9/1,9/4,28/1,Crystal Palace v Man Utd
Will Hughes,9/1,9/4,28/1,Crystal Palace v Man Utd
Daniel Munoz,11/1,14/5,33/1,Crystal Palace v Man Utd
Jefferson Lerma,11/1,14/5,33/1,Crystal Palace v Man Utd
Marc Guehi,12/1,3/1,33/1,Crystal Palace v Man Utd
Eddie Nketiah,12/1,10/3,40/1,Crystal Palace v Man Utd
Christantus Uche,12/1,10/3,40/1,Crystal Palace v Man Utd
Chris Richards,12/1,10/3,40/1,Crystal Palace v Man Utd
Daichi Kamada,14/1,18/5,40/1,Crystal Palace v Man Utd
Maxence Lacroix,14/1,4/1,40/1,Crystal Palace v Man Utd
Adam Wharton,14/1,4/1,40/1,Crystal Palace v Man Utd
Ismaila Sarr,16/1,23/5,40/1,Crystal Palace v Man Utd
Tyrick Mitchell,16/1,23/5,40/1,Crystal Palace v Man Utd
Nathaniel Clyne,16/1,23/5,40/1,Crystal Palace v Man Utd
Jean-Philippe Mateta,18/1,5/1,50/1,Crystal Palace v Man Utd
Justin Devenny,20/1,6/1,50/1,Crystal Palace v Man Utd
Jaydee Canvot,20/1,6/1,50/1,Crystal Palace v Man Utd
Dean Henderson,20/1,6/1,50/1,Crystal Palace v Man Utd
Casemiro,15/2,13/8,22/1,Crystal Palace v Man Utd
Manuel Ugarte,8/1,7/4,25/1,Crystal Palace v Man Utd
Lisandro Martinez,9/1,2/1,28/1,Crystal Palace v Man Utd
Amad Diallo,11/1,13/5,33/1,Crystal Palace v Man Utd
Patrick Dorgu,11/1,13/5,33/1,Crystal Palace v Man Utd
Luke Shaw,11/1,13/5,33/1,Crystal Palace v Man Utd
Bruno Fernandes,12/1,29/10,33/1,Crystal Palace v Man Utd
Leny Yoro,12/1,29/10,33/1,Crystal Palace v Man Utd
Noussair Mazraoui,12/1,29/10,33/1,Crystal Palace v Man Utd
Ayden Heaven,14/1,18/5,40/1,Crystal Palace v Man Utd
Kobbie Mainoo,14/1,4/1,40/1,Crystal Palace v Man Utd
Matthijs de Ligt,14/1,4/1,40/1,Crystal Palace v Man Utd
Diogo Dalot,14/1,4/1,40/1,Crystal Palace v Man Utd
Joshua Zirkzee,16/1,23/5,40/1,Crystal Palace v Man Utd
Mason Mount,18/1,5/1,50/1,Crystal Palace v Man Utd
Bryan Mbeumo,22/1,6/1,50/1,Crystal Palace v Man Utd
Senne Lammens,33/1,9/1,66/1,Crystal Palace v Man Utd
Morgan Rogers,11/1,9/4,28/1,Aston Villa v Wolves
Boubacar Kamara,12/1,12/5,33/1,Aston Villa v Wolves
John McGinn,12/1,13/5,33/1,Aston Villa v Wolves
Amadou Onana,12/1,13/5,33/1,Aston Villa v Wolves
Youri Tielemans,14/1,29/10,33/1,Aston Villa v Wolves
Ross Barkley,14/1,29/10,33/1,Aston Villa v Wolves
Ian Maatsen,14/1,29/10,33/1,Aston Villa v Wolves
Matty Cash,14/1,16/5,33/1,Aston Villa v Wolves
Lamare Bogarde,14/1,16/5,33/1,Aston Villa v Wolves
Harvey Elliott,16/1,18/5,40/1,Aston Villa v Wolves
Ezri Konsa,16/1,18/5,40/1,Aston Villa v Wolves
Donyell Malen,18/1,4/1,40/1,Aston Villa v Wolves
Emiliano Buendia,18/1,4/1,40/1,Aston Villa v Wolves
Lucas Digne,18/1,4/1,40/1,Aston Villa v Wolves
Victor Lindelof,18/1,4/1,40/1,Aston Villa v Wolves
Evann Guessand,18/1,23/5,40/1,Aston Villa v Wolves
Pau Torres,18/1,23/5,40/1,Aston Villa v Wolves
Emiliano Martinez,18/1,23/5,40/1,Aston Villa v Wolves
Ollie Watkins,22/1,5/1,50/1,Aston Villa v Wolves
Jadon Sancho,28/1,13/2,50/1,Aston Villa v Wolves
Joao Gomes,8/1,13/10,20/1,Aston Villa v Wolves
Andre,8/1,13/10,20/1,Aston Villa v Wolves
Ladislav Krejci,10/1,17/10,25/1,Aston Villa v Wolves
Emmanuel Agbadou,10/1,17/10,25/1,Aston Villa v Wolves
Toti Gomes,10/1,17/10,25/1,Aston Villa v Wolves
Ki-Jana Hoever,12/1,23/10,33/1,Aston Villa v Wolves
Santiago Bueno,12/1,13/5,33/1,Aston Villa v Wolves
Jorgen Strand Larsen,14/1,29/10,33/1,Aston Villa v Wolves
Marshall Munetsi,14/1,29/10,33/1,Aston Villa v Wolves
Jackson Tchatchoua,14/1,29/10,33/1,Aston Villa v Wolves
David Moller Wolfe,14/1,29/10,33/1,Aston Villa v Wolves
Jhon Arias,18/1,4/1,40/1,Aston Villa v Wolves
Fernando Lopez,18/1,4/1,40/1,Aston Villa v Wolves
Jean-Ricner Bellegarde,18/1,4/1,40/1,Aston Villa v Wolves
Hwang Hee-chan,20/1,24/5,50/1,Aston Villa v Wolves
Sam Johnstone,20/1,24/5,50/1,Aston Villa v Wolves
Tolu Arokodare,28/1,6/1,50/1,Aston Villa v Wolves
Hugo Bueno,28/1,6/1,50/1,Aston Villa v Wolves
Morgan Gibbs-White,11/1,27/10,33/1,Nottingham Forest v Brighton
Ryan Yates,11/1,27/10,33/1,Nottingham Forest v Brighton
Elliot Anderson,11/1,27/10,33/1,Nottingham Forest v Brighton
Nicolas Dominguez,11/1,27/10,33/1,Nottingham Forest v Brighton
Ibrahim Sangare,11/1,27/10,33/1,Nottingham Forest v Brighton
Igor Jesus,12/1,16/5,33/1,Nottingham Forest v Brighton
Nikola Milenkovic,12/1,16/5,33/1,Nottingham Forest v Brighton
Neco Williams,12/1,16/5,33/1,Nottingham Forest v Brighton
Murillo,12/1,16/5,33/1,Nottingham Forest v Brighton
Jair Cunha,12/1,16/5,33/1,Nottingham Forest v Brighton
Morato,12/1,16/5,33/1,Nottingham Forest v Brighton
Zach Abbott,12/1,16/5,33/1,Nottingham Forest v Brighton
Nicolo Savona,14/1,15/4,40/1,Nottingham Forest v Brighton
Arnaud Kalimuendo,18/1,5/1,50/1,Nottingham Forest v Brighton
Dan Ndoye,18/1,5/1,50/1,Nottingham Forest v Brighton
James McAtee,18/1,5/1,50/1,Nottingham Forest v Brighton
Omari Hutchinson,18/1,5/1,50/1,Nottingham Forest v Brighton
Callum Hudson-Odoi,25/1,7/1,50/1,Nottingham Forest v Brighton
Matz Sels,25/1,7/1,50/1,Nottingham Forest v Brighton
Carlos Baleba,17/2,15/8,25/1,Nottingham Forest v Brighton
Stefanos Tzimas,11/1,5/2,33/1,Nottingham Forest v Brighton
Mats Wieffer,11/1,5/2,33/1,Nottingham Forest v Brighton
Jan Paul van Hecke,11/1,5/2,33/1,Nottingham Forest v Brighton
Joel Veltman,11/1,5/2,33/1,Nottingham Forest v Brighton
Yankuba Minteh,12/1,3/1,33/1,Nottingham Forest v Brighton
Lewis Dunk,12/1,3/1,33/1,Nottingham Forest v Brighton
Diego Coppola,12/1,3/1,33/1,Nottingham Forest v Brighton
Georginio Rutter,14/1,15/4,40/1,Nottingham Forest v Brighton
Diego Gomez,14/1,15/4,40/1,Nottingham Forest v Brighton
Jack Hinshelwood,14/1,15/4,40/1,Nottingham Forest v Brighton
Yasin Ayari,14/1,15/4,40/1,Nottingham Forest v Brighton
Maxime De Cuyper,14/1,15/4,40/1,Nottingham Forest v Brighton
Olivier Boscagli,14/1,15/4,40/1,Nottingham Forest v Brighton
Danny Welbeck,16/1,24/5,40/1,Nottingham Forest v Brighton
Charalampos Kostoulas,16/1,24/5,40/1,Nottingham Forest v Brighton
Brajan Gruda,16/1,24/5,40/1,Nottingham Forest v Brighton
Ferdi Kadioglu,16/1,24/5,40/1,Nottingham Forest v Brighton
Bart Verbruggen,22/1,13/2,50/1,Nottingham Forest v Brighton
Jarrod Bowen,8/1,23/10,8/1,West Ham v Liverpool
Callum Wilson,8/1,23/10,8/1,West Ham v Liverpool
Lucas Paqueta,12/1,4/1,12/1,West Ham v Liverpool
Luis Guilherme,14/1,23/5,14/1,West Ham v Liverpool
Crysencio Summerville,14/1,24/5,14/1,West Ham v Liverpool
Tomas Soucek,14/1,24/5,14/1,West Ham v Liverpool
Mateus Fernandes,20/1,7/1,20/1,West Ham v Liverpool
Andy Irving,20/1,15/2,20/1,West Ham v Liverpool
El Hadji Malick Diouf,25/1,9/1,25/1,West Ham v Liverpool
Freddie Potts,33/1,12/1,33/1,West Ham v Liverpool
Max Kilman,33/1,14/1,33/1,West Ham v Liverpool
Guido Rodriguez,33/1,14/1,33/1,West Ham v Liverpool
Aaron Wan-Bissaka,40/1,16/1,40/1,West Ham v Liverpool
Jean-Clair Todibo,40/1,16/1,40/1,West Ham v Liverpool
Kyle Walker-Peters,40/1,16/1,40/1,West Ham v Liverpool
Igor Julio,40/1,20/1,40/1,West Ham v Liverpool
Mohamed Salah,19/4,5/4,19/4,West Ham v Liverpool
Alexander Isak,19/4,5/4,19/4,West Ham v Liverpool
Hugo Ekitike,5/1,29/20,5/1,West Ham v Liverpool
Cody Gakpo,15/2,9/4,15/2,West Ham v Liverpool
Federico Chiesa,15/2,9/4,15/2,West Ham v Liverpool
Curtis Jones,14/1,24/5,14/1,West Ham v Liverpool
Alexis MacAllister,16/1,6/1,16/1,West Ham v Liverpool
Dominik Szoboszlai,16/1,6/1,16/1,West Ham v Liverpool
Wataru Endo,22/1,15/2,22/1,West Ham v Liverpool
Milos Kerkez,20/1,7/1,20/1,West Ham v Liverpool
Virgil van Dijk,25/1,9/1,25/1,West Ham v Liverpool
Ibrahima Konate,25/1,9/1,25/1,West Ham v Liverpool
Ryan Gravenberch,28/1,10/1,28/1,West Ham v Liverpool
Andrew Robertson,28/1,12/1,28/1,West Ham v Liverpool
Joe Gomez,28/1,12/1,28/1,West Ham v Liverpool
Moises Caicedo,9/1,19/10,28/1,Chelsea v Arsenal
Liam Delap,10/1,23/10,28/1,Chelsea v Arsenal
Andrey Santos,10/1,23/10,28/1,Chelsea v Arsenal
Wesley Fofana,10/1,23/10,28/1,Chelsea v Arsenal
Marc Cucurella,12/1,11/4,33/1,Chelsea v Arsenal
Tosin Adarabioyo,12/1,11/4,33/1,Chelsea v Arsenal
Malo Gusto,12/1,11/4,33/1,Chelsea v Arsenal
Enzo Fernandez,12/1,11/4,33/1,Chelsea v Arsenal
Cole Palmer,14/1,17/5,40/1,Chelsea v Arsenal
Joao Pedro,14/1,17/5,40/1,Chelsea v Arsenal
Pedro Neto,14/1,17/5,40/1,Chelsea v Arsenal
Estevao,16/1,15/4,40/1,Chelsea v Arsenal
Reece James,16/1,15/4,40/1,Chelsea v Arsenal
Trevoh Chalobah,16/1,15/4,40/1,Chelsea v Arsenal
Alejandro Garnacho,16/1,17/4,40/1,Chelsea v Arsenal
Jamie Gittens,16/1,17/4,40/1,Chelsea v Arsenal
Robert Sanchez,18/1,5/1,50/1,Chelsea v Arsenal
Riccardo Calafiori,9/1,19/10,28/1,Chelsea v Arsenal
Martin Zubimendi,10/1,21/10,28/1,Chelsea v Arsenal
Myles Lewis-Skelly,9/1,19/10,28/1,Chelsea v Arsenal
Piero Hincapie,10/1,21/10,28/1,Chelsea v Arsenal
Declan Rice,12/1,29/10,33/1,Chelsea v Arsenal
Jurrien Timber,12/1,29/10,33/1,Chelsea v Arsenal
Cristhian Mosquera,14/1,18/5,40/1,Chelsea v Arsenal
Bukayo Saka,18/1,19/4,40/1,Chelsea v Arsenal
Mikel Merino,14/1,7/2,40/1,Chelsea v Arsenal
William Saliba,18/1,19/4,40/1,Chelsea v Arsenal
Viktor Gyokeres,20/1,11/2,50/1,Chelsea v Arsenal
Noni Madueke,20/1,11/2,50/1,Chelsea v Arsenal
Martin Odegaard,20/1,11/2,50/1,Chelsea v Arsenal
Gabriel Martinelli,25/1,13/2,50/1,Chelsea v Arsenal
Leandro Trossard,25/1,13/2,50/1,Chelsea v Arsenal
Eberechi Eze,25/1,13/2,50/1,Chelsea v Arsenal
David Raya,25/1,13/2,50/1,Chelsea v Arsenal
Rodrigo Bentancur,17/2,19/10,28/1,Tottenham v Fulham
Joao Palhinha,11/1,13/5,33/1,Tottenham v Fulham
Destiny Udogie,12/1,16/5,33/1,Tottenham v Fulham
Richarlison,12/1,10/3,33/1,Tottenham v Fulham
Xavi Simons,12/1,10/3,33/1,Tottenham v Fulham
Lucas Bergvall,12/1,7/2,40/1,Tottenham v Fulham
Kevin Danso,14/1,18/5,40/1,Tottenham v Fulham
Micky van de Ven,14/1,4/1,40/1,Tottenham v Fulham
Pape Sarr,16/1,17/4,40/1,Tottenham v Fulham
Pedro Porro,16/1,9/2,40/1,Tottenham v Fulham
Mohammed Kudus,16/1,19/4,40/1,Tottenham v Fulham
Brennan Johnson,18/1,5/1,50/1,Tottenham v Fulham
Djed Spence,18/1,5/1,50/1,Tottenham v Fulham
Mathys Tel,18/1,11/2,50/1,Tottenham v Fulham
Randal Kolo Muani,22/1,13/2,50/1,Tottenham v Fulham
Wilson Odobert,22/1,13/2,50/1,Tottenham v Fulham
Guglielmo Vicario,28/1,17/2,66/1,Tottenham v Fulham
Sasa Lukic,7/1,31/20,22/1,Tottenham v Fulham
Joachim Andersen,17/2,19/10,28/1,Tottenham v Fulham
Kenny Tete,10/1,12/5,33/1,Tottenham v Fulham
Sander Berge,11/1,27/10,33/1,Tottenham v Fulham
Jorge Cuenca,11/1,27/10,33/1,Tottenham v Fulham
Calvin Bassey,12/1,14/5,33/1,Tottenham v Fulham
Harry Wilson,12/1,3/1,33/1,Tottenham v Fulham
Kevin,12/1,3/1,33/1,Tottenham v Fulham
Ryan Sessegnon,14/1,18/5,40/1,Tottenham v Fulham
Raul Jimenez,14/1,15/4,40/1,Tottenham v Fulham
Josh King,16/1,17/4,40/1,Tottenham v Fulham
Bernd Leno,16/1,19/4,40/1,Tottenham v Fulham
Emile Smith Rowe,18/1,5/1,50/1,Tottenham v Fulham
Alex Iwobi,18/1,11/2,50/1,Tottenham v Fulham
