player names,first card,anytime card,red_card,contest
Timothy Castagne,16/1,5/1,50/1,Everton v Fulham
Bernd Leno,16/1,5/1,50/1,Everton v Fulham
Rodrigo Muniz,22/1,7/1,50/1,Everton v Fulham
Emile Smith Rowe,22/1,7/1,50/1,Everton v Fulham
Samuel Chukwueze,22/1,7/1,50/1,Everton v Fulham
Lucas Paqueta,8/1,21/10,28/1,West Ham v Burnley
Crysencio Summerville,11/1,16/5,33/1,West Ham v Burnley
Tomas Soucek,12/1,15/4,40/1,West Ham v Burnley
El Hadji Malick Diouf,12/1,15/4,40/1,West Ham v Burnley
Freddie Potts,12/1,4/1,40/1,West Ham v Burnley
Jean-Clair Todibo,14/1,4/1,40/1,West Ham v Burnley
Igor Julio,14/1,4/1,40/1,West Ham v Burnley
Guido Rodriguez,14/1,23/5,40/1,West Ham v Burnley
Mateus Fernandes,16/1,5/1,50/1,West Ham v Burnley
Kyle Walker-Peters,16/1,5/1,50/1,West Ham v Burnley
Maximilian Kilman,16/1,5/1,50/1,West Ham v Burnley
Callum Wilson,16/1,11/2,50/1,West Ham v Burnley
Luis Guilherme,20/1,13/2,50/1,West Ham v Burnley
Aaron Wan-Bissaka,20/1,13/2,50/1,West Ham v Burnley
Jarrod Bowen,20/1,7/1,50/1,West Ham v Burnley
Alphonse Areola,33/1,11/1,80/1,West Ham v Burnley
Lesley Ugochukwu,17/2,9/4,28/1,West Ham v Burnley
Josh Cullen,10/1,14/5,33/1,West Ham v Burnley
Axel Tuanzebe,10/1,29/10,33/1,West Ham v Burnley
Hannibal Mejbri,11/1,3/1,33/1,West Ham v Burnley
Josh Laurent,11/1,16/5,33/1,West Ham v Burnley
Florentino Luis,11/1,10/3,33/1,West Ham v Burnley
Jaidon Anthony,12/1,7/2,40/1,West Ham v Burnley
Quilindschy Hartman,14/1,24/5,40/1,West Ham v Burnley
Kyle Walker,14/1,24/5,40/1,West Ham v Burnley
Zian Flemming,16/1,5/1,50/1,West Ham v Burnley
Marcus Edwards,16/1,11/2,50/1,West Ham v Burnley
Loum Tchaouna,16/1,11/2,50/1,West Ham v Burnley
Maxime Esteve,18/1,11/2,50/1,West Ham v Burnley
Armando Broja,18/1,6/1,50/1,West Ham v Burnley
Jacob Bruun Larsen,18/1,6/1,50/1,West Ham v Burnley
Martin Dubravka,33/1,10/1,66/1,West Ham v Burnley
Granit Xhaka,10/1,16/5,33/1,Sunderland v Arsenal
Nordi Mukiele,10/1,16/5,33/1,Sunderland v Arsenal
Reinildo Mandava,10/1,16/5,33/1,Sunderland v Arsenal
Daniel Ballard,11/1,7/2,40/1,Sunderland v Arsenal
Luke O'Nien,11/1,7/2,40/1,Sunderland v Arsenal
Omar Alderete,11/1,7/2,40/1,Sunderland v Arsenal
Trai Hume,11/1,7/2,40/1,Sunderland v Arsenal
Arthur Masuaku,11/1,7/2,40/1,Sunderland v Arsenal
Wilson Isidor,11/1,15/4,40/1,Sunderland v Arsenal
Noah Sadiki,11/1,15/4,40/1,Sunderland v Arsenal
Brian Brobbey,14/1,23/5,40/1,Sunderland v Arsenal
Bertrand Traore,14/1,23/5,40/1,Sunderland v Arsenal
Chris Rigg,14/1,5/1,50/1,Sunderland v Arsenal
Dan Neil,16/1,11/2,50/1,Sunderland v Arsenal
Enzo Le Fee,16/1,11/2,50/1,Sunderland v Arsenal
Lutsharel Geertruida,16/1,11/2,50/1,Sunderland v Arsenal
Chemsdine Talbi,18/1,13/2,50/1,Sunderland v Arsenal
Simon Adingra,18/1,13/2,50/1,Sunderland v Arsenal
Eliezer Mayenda,20/1,8/1,50/1,Sunderland v Arsenal
Robin Roefs,25/1,17/2,66/1,Sunderland v Arsenal
Riccardo Calafiori,11/1,15/4,40/1,Sunderland v Arsenal
Christian Norgaard,11/1,15/4,40/1,Sunderland v Arsenal
Piero Hincapie,11/1,15/4,40/1,Sunderland v Arsenal
Martin Zubimendi,12/1,4/1,40/1,Sunderland v Arsenal
Jurrien Timber,12/1,4/1,40/1,Sunderland v Arsenal
Myles Lewis-Skelly,12/1,17/4,40/1,Sunderland v Arsenal
Ben White,12/1,17/4,40/1,Sunderland v Arsenal
Declan Rice,12/1,23/5,40/1,Sunderland v Arsenal
Mikel Merino,14/1,24/5,40/1,Sunderland v Arsenal
Gabriel Magalhaes,14/1,24/5,40/1,Sunderland v Arsenal
Cristhian Mosquera,16/1,11/2,50/1,Sunderland v Arsenal
Bukayo Saka,16/1,6/1,50/1,Sunderland v Arsenal
Leandro Trossard,18/1,13/2,50/1,Sunderland v Arsenal
William Saliba,18/1,13/2,50/1,Sunderland v Arsenal
Andre Harriman-Annous,20/1,15/2,50/1,Sunderland v Arsenal
Max Dowman,20/1,15/2,50/1,Sunderland v Arsenal
Eberechi Eze,20/1,8/1,66/1,Sunderland v Arsenal
Gabriel Martinelli,20/1,8/1,66/1,Sunderland v Arsenal
Ethan Nwaneri,20/1,8/1,66/1,Sunderland v Arsenal
David Raya,28/1,10/1,66/1,Sunderland v Arsenal
Moises Caicedo,10/1,5/2,33/1,Chelsea v Wolves
Wesley Fofana,11/1,27/10,33/1,Chelsea v Wolves
Liam Delap,10/1,5/2,33/1,Chelsea v Wolves
Enzo Fernandez,12/1,29/10,33/1,Chelsea v Wolves
Marc Cucurella,12/1,16/5,33/1,Chelsea v Wolves
Facundo Buonanotte,11/1,27/10,33/1,Chelsea v Wolves
Tosin Adarabioyo,14/1,7/2,40/1,Chelsea v Wolves
Andrey Santos,14/1,7/2,40/1,Chelsea v Wolves
Joao Pedro,14/1,15/4,40/1,Chelsea v Wolves
Trevoh Chalobah,14/1,15/4,40/1,Chelsea v Wolves
Estevao,14/1,15/4,40/1,Chelsea v Wolves
Jorrel Hato,14/1,4/1,40/1,Chelsea v Wolves
Romeo Lavia,14/1,4/1,40/1,Chelsea v Wolves
Reece James,16/1,17/4,40/1,Chelsea v Wolves
Malo Gusto,16/1,17/4,40/1,Chelsea v Wolves
Alejandro Garnacho,16/1,24/5,40/1,Chelsea v Wolves
Pedro Neto,16/1,24/5,40/1,Chelsea v Wolves
Josh Acheampong,16/1,24/5,40/1,Chelsea v Wolves
Robert Sanchez,18/1,11/2,50/1,Chelsea v Wolves
Jamie Gittens,25/1,15/2,50/1,Chelsea v Wolves
Marc Guiu,25/1,15/2,50/1,Chelsea v Wolves
Tyrique George,28/1,15/2,50/1,Chelsea v Wolves
Joao Gomes,8/1,13/8,25/1,Chelsea v Wolves
Ladislav Krejci,8/1,17/10,25/1,Chelsea v Wolves
Andre,9/1,19/10,28/1,Chelsea v Wolves
Toti Gomes,9/1,21/10,28/1,Chelsea v Wolves
Marshall Munetsi,11/1,12/5,33/1,Chelsea v Wolves
Ki-Jana Hoever,11/1,13/5,33/1,Chelsea v Wolves
Yerson Mosquera,12/1,3/1,33/1,Chelsea v Wolves
Santiago Bueno,12/1,16/5,33/1,Chelsea v Wolves
Jorgen Strand Larsen,14/1,17/5,40/1,Chelsea v Wolves
Jhon Arias,14/1,17/5,40/1,Chelsea v Wolves
Jean-Ricner Bellegarde,12/1,3/1,33/1,Chelsea v Wolves
David Moller Wolfe,11/1,11/4,33/1,Chelsea v Wolves
Jackson Tchatchoua,14/1,18/5,40/1,Chelsea v Wolves
Hugo Bueno,14/1,15/4,40/1,Chelsea v Wolves
Fernando Lopez,14/1,18/5,40/1,Chelsea v Wolves
Sam Johnstone,18/1,5/1,50/1,Chelsea v Wolves
Hwang Hee-chan,20/1,11/2,50/1,Chelsea v Wolves
Toluwalase Emmanuel Arokodare,20/1,6/1,50/1,Chelsea v Wolves
Kristoffer Ajer,10/1,27/10,33/1,Brentford v Newcastle
Igor Thiago,11/1,29/10,33/1,Brentford v Newcastle
Frank Onyeka,11/1,29/10,33/1,Brentford v Newcastle
Jordan Henderson,11/1,29/10,33/1,Brentford v Newcastle
Yehor Yarmolyuk,12/1,3/1,33/1,Brentford v Newcastle
Nathan Collins,12/1,7/2,40/1,Brentford v Newcastle
Michael Kayode,12/1,7/2,40/1,Brentford v Newcastle
Kevin Schade,14/1,15/4,40/1,Brentford v Newcastle
Fabio Carvalho,14/1,17/4,40/1,Brentford v Newcastle
Vitaly Janelt,14/1,15/4,40/1,Brentford v Newcastle
Dango Ouattara,16/1,24/5,40/1,Brentford v Newcastle
Reiss Nelson,16/1,24/5,40/1,Brentford v Newcastle
Mikkel Damsgaard,18/1,5/1,50/1,Brentford v Newcastle
Keane Lewis-Potter,18/1,5/1,50/1,Brentford v Newcastle
Mathias Jensen,18/1,5/1,50/1,Brentford v Newcastle
Sepp van den Berg,14/1,17/4,40/1,Brentford v Newcastle
Ethan Pinnock,18/1,5/1,50/1,Brentford v Newcastle
Rico Henry,18/1,5/1,50/1,Brentford v Newcastle
Caoimhin Kelleher,28/1,9/1,66/1,Brentford v Newcastle
Joelinton,8/1,19/10,25/1,Brentford v Newcastle
Fabian Schar,17/2,21/10,28/1,Brentford v Newcastle
Bruno Guimaraes,10/1,5/2,33/1,Brentford v Newcastle
Malick Thiaw,11/1,29/10,33/1,Brentford v Newcastle
Jacob Ramsey,12/1,7/2,40/1,Brentford v Newcastle
Dan Burn,12/1,7/2,40/1,Brentford v Newcastle
Lewis Hall,12/1,7/2,40/1,Brentford v Newcastle
Emil Krafth,12/1,7/2,40/1,Brentford v Newcastle
Anthony Gordon,14/1,15/4,40/1,Brentford v Newcastle
Sandro Tonali,12/1,7/2,40/1,Brentford v Newcastle
Sven Botman,14/1,17/4,40/1,Brentford v Newcastle
Nick Woltemade,18/1,5/1,50/1,Brentford v Newcastle
Jacob Murphy,18/1,5/1,50/1,Brentford v Newcastle
Joe Willock,18/1,5/1,50/1,Brentford v Newcastle
Lewis Miley,18/1,5/1,50/1,Brentford v Newcastle
Kieran Trippier,16/1,24/5,40/1,Brentford v Newcastle
Harvey Barnes,22/1,7/1,50/1,Brentford v Newcastle
Anthony Elanga,22/1,7/1,50/1,Brentford v Newcastle
Nick Pope,22/1,7/1,50/1,Brentford v Newcastle
Yeremi Pino,8/1,31/20,22/1,Crystal Palace v Brighton
Will Hughes,17/2,7/4,25/1,Crystal Palace v Brighton
Daniel Munoz,10/1,2/1,28/1,Crystal Palace v Brighton
Jefferson Lerma,10/1,21/10,28/1,Crystal Palace v Brighton
Marc Guehi,12/1,29/10,33/1,Crystal Palace v Brighton
Daichi Kamada,12/1,3/1,33/1,Crystal Palace v Brighton
Chris Richards,12/1,3/1,33/1,Crystal Palace v Brighton
Maxence Lacroix,14/1,16/5,33/1,Crystal Palace v Brighton
Adam Wharton,16/1,15/4,40/1,Crystal Palace v Brighton
Tyrick Mitchell,16/1,17/4,40/1,Crystal Palace v Brighton
Jean-Philippe Mateta,18/1,23/5,40/1,Crystal Palace v Brighton
Ismaila Sarr,18/1,24/5,50/1,Crystal Palace v Brighton
Dean Henderson,22/1,6/1,50/1,Crystal Palace v Brighton
Carlos Baleba,8/1,31/20,22/1,Crystal Palace v Brighton
Mats Wieffer,9/1,15/8,28/1,Crystal Palace v Brighton
Jan Paul van Hecke,10/1,21/10,28/1,Crystal Palace v Brighton
Maxim De Cuyper,12/1,5/2,33/1,Crystal Palace v Brighton
Lewis Dunk,12/1,27/10,33/1,Crystal Palace v Brighton
Yankuba Minteh,12/1,14/5,33/1,Crystal Palace v Brighton
Diego Gomez,12/1,14/5,33/1,Crystal Palace v Brighton
Yasin Ayari,12/1,14/5,33/1,Crystal Palace v Brighton
Danny Welbeck,14/1,17/5,40/1,Crystal Palace v Brighton
Tom Watson,14/1,17/5,40/1,Crystal Palace v Brighton
Georginio Rutter,14/1,18/5,40/1,Crystal Palace v Brighton
Ferdi Kadioglu,16/1,15/4,40/1,Crystal Palace v Brighton
Bart Verbruggen,20/1,5/1,50/1,Crystal Palace v Brighton
Kaoru Mitoma,20/1,5/1,50/1,Crystal Palace v Brighton
Morgan Gibbs-White,10/1,12/5,33/1,Nottingham Forest v Leeds
Ryan Yates,11/1,27/10,33/1,Nottingham Forest v Leeds
Ibrahim Sangare,11/1,14/5,33/1,Nottingham Forest v Leeds
Douglas Luiz,11/1,29/10,33/1,Nottingham Forest v Leeds
Elliot Anderson,11/1,29/10,33/1,Nottingham Forest v Leeds
Neco Williams,12/1,3/1,33/1,Nottingham Forest v Leeds
Morato,12/1,3/1,33/1,Nottingham Forest v Leeds
Nikola Milenkovic,12/1,17/5,40/1,Nottingham Forest v Leeds
Igor Jesus,14/1,15/4,40/1,Nottingham Forest v Leeds
Murillo,14/1,4/1,40/1,Nottingham Forest v Leeds
Jair Cunha,14/1,4/1,40/1,Nottingham Forest v Leeds
Nicolo Savona,14/1,4/1,40/1,Nottingham Forest v Leeds
Dan Ndoye,16/1,5/1,50/1,Nottingham Forest v Leeds
Taiwo Awoniyi,18/1,11/2,50/1,Nottingham Forest v Leeds
James McAtee,18/1,11/2,50/1,Nottingham Forest v Leeds
Omari Hutchinson,18/1,11/2,50/1,Nottingham Forest v Leeds
Callum Hudson-Odoi,22/1,13/2,50/1,Nottingham Forest v Leeds
Matz Sels,22/1,13/2,50/1,Nottingham Forest v Leeds
Jayden Bogle,15/2,17/10,25/1,Nottingham Forest v Leeds
Ethan Ampadu,17/2,19/10,28/1,Nottingham Forest v Leeds
Anton Stach,9/1,2/1,28/1,Nottingham Forest v Leeds
Jaka Bijol,9/1,2/1,28/1,Nottingham Forest v Leeds
Ilia Gruev,10/1,12/5,33/1,Nottingham Forest v Leeds
Ao Tanaka,11/1,11/4,33/1,Nottingham Forest v Leeds
Pascal Struijk,12/1,16/5,33/1,Nottingham Forest v Leeds
Joe Rodon,12/1,16/5,33/1,Nottingham Forest v Leeds
Daniel James,12/1,17/5,40/1,Nottingham Forest v Leeds
Sean Longstaff,12/1,17/5,40/1,Nottingham Forest v Leeds
Gabriel Gudmundsson,12/1,17/5,40/1,Nottingham Forest v Leeds
Dominic Calvert-Lewin,14/1,18/5,40/1,Nottingham Forest v Leeds
Lukas Nmecha,14/1,18/5,40/1,Nottingham Forest v Leeds
Noah Okafor,14/1,4/1,40/1,Nottingham Forest v Leeds
Jack Harrison,16/1,17/4,40/1,Nottingham Forest v Leeds
Joel Piroe,16/1,23/5,40/1,Nottingham Forest v Leeds
Brenden Aaronson,18/1,5/1,50/1,Nottingham Forest v Leeds
Lucas Perri,18/1,5/1,50/1,Nottingham Forest v Leeds
Abdukodir Khusanov,9/1,11/5,28/1,Man City v Liverpool
Nico Gonzalez,10/1,12/5,33/1,Man City v Liverpool
Bernardo Silva,11/1,27/10,33/1,Man City v Liverpool
Nico O'Reilly,12/1,3/1,33/1,Man City v Liverpool
Rodri,12/1,3/1,33/1,Man City v Liverpool
Rayan Ait-Nouri,12/1,3/1,33/1,Man City v Liverpool
Rico Lewis,12/1,17/5,40/1,Man City v Liverpool
Tijjani Reijnders,14/1,4/1,40/1,Man City v Liverpool
Matheus Nunes,14/1,4/1,40/1,Man City v Liverpool
Savinho,16/1,17/4,40/1,Man City v Liverpool
Phil Foden,16/1,23/5,40/1,Man City v Liverpool
Ruben Dias,16/1,23/5,40/1,Man City v Liverpool
Omar Marmoush,18/1,5/1,50/1,Man City v Liverpool
Rayan Cherki,18/1,5/1,50/1,Man City v Liverpool
Josko Gvardiol,18/1,5/1,50/1,Man City v Liverpool
John Stones,18/1,5/1,50/1,Man City v Liverpool
Nathan Ake,18/1,5/1,50/1,Man City v Liverpool
Gianluigi Donnarumma,18/1,5/1,50/1,Man City v Liverpool
Jeremy Doku,20/1,6/1,50/1,Man City v Liverpool
Erling Haaland,22/1,7/1,50/1,Man City v Liverpool
Oscar Bobb,22/1,7/1,50/1,Man City v Liverpool
Conor Bradley,7/1,31/20,22/1,Man City v Liverpool
Wataru Endo,9/1,2/1,28/1,Man City v Liverpool
Joe Gomez,10/1,23/10,28/1,Man City v Liverpool
Alexis Mac Allister,10/1,12/5,33/1,Man City v Liverpool
Ibrahima Konate,10/1,12/5,33/1,Man City v Liverpool
Dominik Szoboszlai,12/1,29/10,33/1,Man City v Liverpool
Curtis Jones,12/1,29/10,33/1,Man City v Liverpool
Ryan Gravenberch,12/1,29/10,33/1,Man City v Liverpool
Milos Kerkez,11/1,11/4,33/1,Man City v Liverpool
Florian Wirtz,12/1,17/5,40/1,Man City v Liverpool
Andrew Robertson,12/1,17/5,40/1,Man City v Liverpool
Virgil van Dijk,14/1,18/5,40/1,Man City v Liverpool
Federico Chiesa,16/1,17/4,40/1,Man City v Liverpool
Hugo Ekitike,16/1,17/4,40/1,Man City v Liverpool
Cody Gakpo,18/1,5/1,50/1,Man City v Liverpool
Alexander Isak,18/1,11/2,50/1,Man City v Liverpool
Rio Ngumoha,18/1,11/2,50/1,Man City v Liverpool
Giorgi Mamardashvili,18/1,11/2,50/1,Man City v Liverpool
Mohamed Salah,25/1,7/1,50/1,Man City v Liverpool
Boubacar Kamara,10/1,21/10,28/1,Aston Villa v Bournemouth
Morgan Rogers,11/1,23/10,28/1,Aston Villa v Bournemouth
Matty Cash,12/1,5/2,33/1,Aston Villa v Bournemouth
Ian Maatsen,12/1,5/2,33/1,Aston Villa v Bournemouth
John McGinn,12/1,14/5,33/1,Aston Villa v Bournemouth
Ross Barkley,12/1,14/5,33/1,Aston Villa v Bournemouth
Amadou Onana,12/1,14/5,33/1,Aston Villa v Bournemouth
Lucas Digne,12/1,3/1,33/1,Aston Villa v Bournemouth
Harvey Elliott,14/1,17/5,40/1,Aston Villa v Bournemouth
Ezri Konsa,14/1,17/5,40/1,Aston Villa v Bournemouth
Pau Torres,16/1,15/4,40/1,Aston Villa v Bournemouth
Ollie Watkins,18/1,24/5,40/1,Aston Villa v Bournemouth
Donyell Malen,18/1,24/5,40/1,Aston Villa v Bournemouth
Evann Guessand,18/1,24/5,40/1,Aston Villa v Bournemouth
Emiliano Martinez,18/1,24/5,40/1,Aston Villa v Bournemouth
Jadon Sancho,20/1,11/2,50/1,Aston Villa v Bournemouth
Marcos Senesi,17/2,31/20,22/1,Aston Villa v Bournemouth
Tyler Adams,9/1,17/10,25/1,Aston Villa v Bournemouth
Alex Jimenez,9/1,9/5,28/1,Aston Villa v Bournemouth
Ryan Christie,11/1,11/5,28/1,Aston Villa v Bournemouth
Alex Scott,11/1,11/5,28/1,Aston Villa v Bournemouth
Bafode Diakite,12/1,12/5,33/1,Aston Villa v Bournemouth
Lewis Cook,12/1,12/5,33/1,Aston Villa v Bournemouth
Antoine Semenyo,12/1,11/4,33/1,Aston Villa v Bournemouth
Justin Kluivert,12/1,11/4,33/1,Aston Villa v Bournemouth
Amine Adli,12/1,11/4,33/1,Aston Villa v Bournemouth
Evanilson,14/1,7/2,40/1,Aston Villa v Bournemouth
David Brooks,14/1,7/2,40/1,Aston Villa v Bournemouth
Marcus Tavernier,14/1,7/2,40/1,Aston Villa v Bournemouth
Ben Gannon-Doak,14/1,7/2,40/1,Aston Villa v Bournemouth
Adrien Truffert,14/1,7/2,40/1,Aston Villa v Bournemouth
Eli Kroupi,16/1,4/1,40/1,Aston Villa v Bournemouth
Djordje Petrovic,22/1,11/2,50/1,Aston Villa v Bournemouth
