player names,first card,anytime card,red_card,contest
Xavi Simons,11/1,11/4,33/1,Leeds v Tottenham
Richarlison,12/1,3/1,33/1,Leeds v Tottenham
Pape Matar Sarr,12/1,3/1,33/1,Leeds v Tottenham
Kevin Danso,12/1,16/5,33/1,Leeds v Tottenham
Micky van de Ven,14/1,18/5,40/1,Leeds v Tottenham
Mohammed Kudus,14/1,17/4,40/1,Leeds v Tottenham
Lucas Bergvall,14/1,17/4,40/1,Leeds v Tottenham
Brennan Johnson,16/1,9/2,40/1,Leeds v Tottenham
Mathys Tel,16/1,24/5,40/1,Leeds v Tottenham
Pedro Porro,16/1,24/5,40/1,Leeds v Tottenham
Djed Spence,18/1,5/1,50/1,Leeds v Tottenham
Destiny Udogie,16/1,24/5,40/1,Leeds v Tottenham
Wilson Odobert,20/1,6/1,50/1,Leeds v Tottenham
Archie Gray,16/1,9/2,40/1,Leeds v Tottenham
Guglielmo Vicario,28/1,8/1,66/1,Leeds v Tottenham
Christian Norgaard,11/1,3/1,33/1,Arsenal v West Ham
Myles Lewis-Skelly,12/1,10/3,33/1,Arsenal v West Ham
Mikel Merino,12/1,18/5,40/1,Arsenal v West Ham
Riccardo Calafiori,12/1,18/5,40/1,Arsenal v West Ham
Martin Zubimendi,12/1,18/5,40/1,Arsenal v West Ham
Declan Rice,12/1,4/1,40/1,Arsenal v West Ham
Jurrien Timber,12/1,4/1,40/1,Arsenal v West Ham
Ben White,12/1,4/1,40/1,Arsenal v West Ham
Gabriel Magalhaes0,14/1,23/5,40/1,Arsenal v West Ham
William Saliba,16/1,5/1,50/1,Arsenal v West Ham
Cristhian Mosquera,16/1,5/1,50/1,Arsenal v West Ham
Bukayo Saka,16/1,5/1,50/1,Arsenal v West Ham
Viktor Gyokeres,18/1,6/1,50/1,Arsenal v West Ham
Leandro Trossard,18/1,6/1,50/1,Arsenal v West Ham
Gabriel Martinelli,18/1,6/1,50/1,Arsenal v West Ham
Martin Odegaard,20/1,7/1,50/1,Arsenal v West Ham
Eberechi Eze,25/1,8/1,50/1,Arsenal v West Ham
David Raya,25/1,8/1,50/1,Arsenal v West Ham
Lucas Paqueta,13/2,6/4,22/1,Arsenal v West Ham
Oliver Scarles,17/2,9/4,28/1,Arsenal v West Ham
Guido Rodriguez,15/2,19/10,28/1,Arsenal v West Ham
Soungoutou Magassa,17/2,9/4,28/1,Arsenal v West Ham
El Hadji Malick Diouf,10/1,13/5,33/1,Arsenal v West Ham
Konstantinos Mavropanos,17/2,9/4,28/1,Arsenal v West Ham
Mateus Fernandes,9/1,12/5,33/1,Arsenal v West Ham
Crysencio Summerville,11/1,3/1,33/1,Arsenal v West Ham
Kyle Walker-Peters,12/1,17/5,40/1,Arsenal v West Ham
Callum Wilson,12/1,18/5,40/1,Arsenal v West Ham
Max Kilman,12/1,18/5,40/1,Arsenal v West Ham
Jarrod Bowen,16/1,5/1,50/1,Arsenal v West Ham
Niclas Fullkrug,18/1,11/2,50/1,Arsenal v West Ham
Alphonse Areola,18/1,11/2,50/1,Arsenal v West Ham
Manuel Ugarte,17/2,2/1,28/1,Man Utd v Sunderland
Casemiro,10/1,13/5,33/1,Man Utd v Sunderland
Patrick Dorgu,11/1,3/1,33/1,Man Utd v Sunderland
Harry Maguire,12/1,7/2,40/1,Man Utd v Sunderland
Leny Yoro,12/1,7/2,40/1,Man Utd v Sunderland
Bruno Fernandes,14/1,4/1,40/1,Man Utd v Sunderland
Matheus Cunha,14/1,4/1,40/1,Man Utd v Sunderland
Mason Mount,14/1,4/1,40/1,Man Utd v Sunderland
Kobbie Mainoo,14/1,4/1,40/1,Man Utd v Sunderland
Luke Shaw,12/1,7/2,40/1,Man Utd v Sunderland
Amad Diallo,16/1,5/1,40/1,Man Utd v Sunderland
Matthijs de Ligt,16/1,5/1,40/1,Man Utd v Sunderland
Diogo Dalot,16/1,5/1,40/1,Man Utd v Sunderland
Benjamin Sesko,28/1,8/1,66/1,Man Utd v Sunderland
Bryan Mbeumo,28/1,8/1,66/1,Man Utd v Sunderland
Altay Bayindir,28/1,8/1,66/1,Man Utd v Sunderland
Granit Xhaka,17/2,21/10,28/1,Man Utd v Sunderland
Omar Alderete,10/1,5/2,33/1,Man Utd v Sunderland
Daniel Ballard,11/1,3/1,33/1,Man Utd v Sunderland
Trai Hume,11/1,3/1,33/1,Man Utd v Sunderland
Noah Sadiki,11/1,3/1,33/1,Man Utd v Sunderland
Arthur Masuaku,11/1,3/1,33/1,Man Utd v Sunderland
Wilson Isidor,12/1,18/5,40/1,Man Utd v Sunderland
Enzo Le Fee,12/1,18/5,40/1,Man Utd v Sunderland
Chris Rigg,12/1,18/5,40/1,Man Utd v Sunderland
Lutsharel Geertruida,12/1,18/5,40/1,Man Utd v Sunderland
Brian Brobbey,12/1,18/5,40/1,Man Utd v Sunderland
Nordi Mukiele,12/1,18/5,40/1,Man Utd v Sunderland
Chemsdine Talbi,20/1,13/2,50/1,Man Utd v Sunderland
Simon Adingra,20/1,13/2,50/1,Man Utd v Sunderland
Bertrand Traore,16/1,24/5,40/1,Man Utd v Sunderland
Robin Roefs,20/1,13/2,50/1,Man Utd v Sunderland
Facundo Buonanotte,9/1,9/5,25/1,Chelsea v Liverpool
Romeo Lavia,10/1,21/10,28/1,Chelsea v Liverpool
Moises Caicedo,10/1,21/10,28/1,Chelsea v Liverpool
Enzo Fernandez,10/1,9/4,28/1,Chelsea v Liverpool
Wesley Fofana,10/1,9/4,28/1,Chelsea v Liverpool
Marc Cucurella,11/1,5/2,33/1,Chelsea v Liverpool
Reece James,12/1,11/4,33/1,Chelsea v Liverpool
Jorrel Hato,12/1,11/4,33/1,Chelsea v Liverpool
Josh Acheampong,12/1,11/4,33/1,Chelsea v Liverpool
Alejandro Garnacho,14/1,17/5,40/1,Chelsea v Liverpool
Pedro Neto,14/1,17/5,40/1,Chelsea v Liverpool
Benoit Badiashile,14/1,17/5,40/1,Chelsea v Liverpool
Malo Gusto,14/1,17/5,40/1,Chelsea v Liverpool
Joao Pedro,14/1,17/5,40/1,Chelsea v Liverpool
Estevao,14/1,17/5,40/1,Chelsea v Liverpool
Marc Guiu,14/1,17/5,40/1,Chelsea v Liverpool
Jamie Gittens,16/1,17/4,40/1,Chelsea v Liverpool
Robert Sanchez,18/1,5/1,50/1,Chelsea v Liverpool
Tyrique George,18/1,5/1,50/1,Chelsea v Liverpool
Alexis MacAllister,10/1,21/10,28/1,Chelsea v Liverpool
Ryan Gravenberch,10/1,21/10,28/1,Chelsea v Liverpool
Ibrahima Konate,11/1,5/2,33/1,Chelsea v Liverpool
Dominik Szoboszlai,12/1,27/10,33/1,Chelsea v Liverpool
Conor Bradley,12/1,27/10,33/1,Chelsea v Liverpool
Milos Kerkez,12/1,27/10,33/1,Chelsea v Liverpool
Joe Gomez,12/1,27/10,33/1,Chelsea v Liverpool
Florian Wirtz,14/1,10/3,40/1,Chelsea v Liverpool
Virgil van Dijk,14/1,10/3,40/1,Chelsea v Liverpool
Jeremie Frimpong,14/1,18/5,40/1,Chelsea v Liverpool
Wataru Endo,14/1,18/5,40/1,Chelsea v Liverpool
Andrew Robertson,14/1,18/5,40/1,Chelsea v Liverpool
Alexander Isak,16/1,4/1,40/1,Chelsea v Liverpool
Cody Gakpo,16/1,4/1,40/1,Chelsea v Liverpool
Curtis Jones,16/1,4/1,40/1,Chelsea v Liverpool
Hugo Ekitike,16/1,4/1,40/1,Chelsea v Liverpool
Rio Ngumoha,18/1,24/5,40/1,Chelsea v Liverpool
Giorgi Mamardashvili,20/1,11/2,50/1,Chelsea v Liverpool
Mohamed Salah,28/1,8/1,66/1,Chelsea v Liverpool
Morgan Rogers,12/1,7/2,40/1,Aston Villa v Burnley
Ian Maatsen,12/1,7/2,40/1,Aston Villa v Burnley
Lamare Bogarde,12/1,7/2,40/1,Aston Villa v Burnley
Boubacar Kamara,12/1,7/2,40/1,Aston Villa v Burnley
Matty Cash,12/1,15/4,40/1,Aston Villa v Burnley
John McGinn,14/1,4/1,40/1,Aston Villa v Burnley
Tyrone Mings,14/1,17/4,40/1,Aston Villa v Burnley
Lucas Digne,14/1,17/4,40/1,Aston Villa v Burnley
Harvey Elliott,16/1,24/5,50/1,Aston Villa v Burnley
Evann Guessand,18/1,11/2,50/1,Aston Villa v Burnley
Emiliano Buendia,18/1,11/2,50/1,Aston Villa v Burnley
Ezri Konsa,18/1,11/2,50/1,Aston Villa v Burnley
Pau Torres,18/1,11/2,50/1,Aston Villa v Burnley
Emiliano Martinez,20/1,6/1,50/1,Aston Villa v Burnley
Donyell Malen,20/1,13/2,50/1,Aston Villa v Burnley
Victor Lindelof,20/1,13/2,50/1,Aston Villa v Burnley
Ollie Watkins,25/1,7/1,66/1,Aston Villa v Burnley
Jadon Sancho,25/1,7/1,66/1,Aston Villa v Burnley
Lesley Ugochukwu,15/2,7/4,25/1,Aston Villa v Burnley
Josh Cullen,8/1,19/10,28/1,Aston Villa v Burnley
Hannibal Mejbri,17/2,2/1,28/1,Aston Villa v Burnley
Josh Laurent,9/1,9/4,33/1,Aston Villa v Burnley
Florentino Luis,9/1,9/4,33/1,Aston Villa v Burnley
Hjalmar Ekdal,11/1,3/1,33/1,Aston Villa v Burnley
Bashir Humphreys,11/1,3/1,33/1,Aston Villa v Burnley
Zian Flemming,12/1,10/3,40/1,Aston Villa v Burnley
Lyle Foster,12/1,10/3,40/1,Aston Villa v Burnley
Jaidon Anthony,12/1,10/3,40/1,Aston Villa v Burnley
Joe Worrall,12/1,10/3,40/1,Aston Villa v Burnley
Maxime Esteve,12/1,10/3,40/1,Aston Villa v Burnley
Quilindschy Hartman,12/1,10/3,40/1,Aston Villa v Burnley
Kyle Walker,12/1,10/3,40/1,Aston Villa v Burnley
Loum Tchaouna,12/1,15/4,40/1,Aston Villa v Burnley
Marcus Edwards,16/1,24/5,50/1,Aston Villa v Burnley
Armando Broja,18/1,5/1,50/1,Aston Villa v Burnley
Jacob Bruun Larsen,18/1,11/2,50/1,Aston Villa v Burnley
Martin Dubravka,18/1,11/2,50/1,Aston Villa v Burnley
Tim Iroegbunam,8/1,9/5,28/1,Everton v Crystal Palace
Nathan Patterson,17/2,2/1,28/1,Everton v Crystal Palace
James Garner,9/1,11/5,28/1,Everton v Crystal Palace
Idrissa Gueye,10/1,13/5,33/1,Everton v Crystal Palace
Merlin Rohl,11/1,27/10,33/1,Everton v Crystal Palace
Jack Grealish,11/1,11/4,33/1,Everton v Crystal Palace
Carlos Alcaraz,12/1,3/1,33/1,Everton v Crystal Palace
James Tarkowski,12/1,3/1,33/1,Everton v Crystal Palace
Jake O'Brien,12/1,7/2,40/1,Everton v Crystal Palace
Thierno Barry,12/1,7/2,40/1,Everton v Crystal Palace
Tyler Dibling,14/1,15/4,40/1,Everton v Crystal Palace
Adam Aznou,14/1,15/4,40/1,Everton v Crystal Palace
Michael Keane,14/1,17/4,40/1,Everton v Crystal Palace
Iliman Ndiaye,16/1,9/2,40/1,Everton v Crystal Palace
Jordan Pickford,16/1,24/5,50/1,Everton v Crystal Palace
Dwight McNeil,18/1,5/1,50/1,Everton v Crystal Palace
Vitaliy Mykolenko,14/1,17/4,40/1,Everton v Crystal Palace
Seamus Coleman,20/1,6/1,50/1,Everton v Crystal Palace
Beto,33/1,8/1,66/1,Everton v Crystal Palace
Mark Travers,40/1,11/1,80/1,Everton v Crystal Palace
Will Hughes,15/2,9/5,25/1,Everton v Crystal Palace
Christantus Uche,10/1,5/2,33/1,Everton v Crystal Palace
Yeremy Pino,10/1,13/5,33/1,Everton v Crystal Palace
Daniel Munoz,10/1,13/5,33/1,Everton v Crystal Palace
Jefferson Lerma,10/1,13/5,33/1,Everton v Crystal Palace
Daichi Kamada,11/1,14/5,33/1,Everton v Crystal Palace
Jaydee Canvot,11/1,3/1,33/1,Everton v Crystal Palace
Marc Guehi,12/1,16/5,40/1,Everton v Crystal Palace
Chris Richards,12/1,17/5,40/1,Everton v Crystal Palace
Eddie Nketiah,12/1,7/2,40/1,Everton v Crystal Palace
Justin Devenny,12/1,7/2,40/1,Everton v Crystal Palace
Maxence Lacroix,12/1,18/5,40/1,Everton v Crystal Palace
Jean-Philippe Mateta,16/1,24/5,50/1,Everton v Crystal Palace
Romaine Esse,16/1,5/1,50/1,Everton v Crystal Palace
Ismaila Sarr,18/1,5/1,50/1,Everton v Crystal Palace
Adam Wharton,18/1,5/1,50/1,Everton v Crystal Palace
Tyrick Mitchell,18/1,11/2,50/1,Everton v Crystal Palace
Borna Sosa,20/1,11/2,50/1,Everton v Crystal Palace
Dean Henderson,20/1,11/2,50/1,Everton v Crystal Palace
Remi Matthews,28/1,7/1,66/1,Everton v Crystal Palace
Nathaniel Clyne,33/1,9/1,66/1,Everton v Crystal Palace
Walter Benitez,40/1,11/1,80/1,Everton v Crystal Palace
Anthony Gordon,17/4,6/5,17/4,Newcastle v Nottingham Forest
Nick Woltemade,17/4,6/5,17/4,Newcastle v Nottingham Forest
William Osula,11/2,13/8,11/2,Newcastle v Nottingham Forest
Harvey Barnes,6/1,19/10,6/1,Newcastle v Nottingham Forest
Anthony Elanga,15/2,23/10,15/2,Newcastle v Nottingham Forest
Jacob Murphy,15/2,12/5,15/2,Newcastle v Nottingham Forest
Joelinton,12/1,4/1,12/1,Newcastle v Nottingham Forest
Joe Willock,11/1,18/5,11/1,Newcastle v Nottingham Forest
Bruno Guimaraes,12/1,9/2,12/1,Newcastle v Nottingham Forest
Sandro Tonali,14/1,5/1,14/1,Newcastle v Nottingham Forest
Lewis Miley,16/1,11/2,16/1,Newcastle v Nottingham Forest
Fabian Schar,16/1,11/2,16/1,Newcastle v Nottingham Forest
Malick Thiaw,25/1,10/1,25/1,Newcastle v Nottingham Forest
Dan Burn,22/1,9/1,22/1,Newcastle v Nottingham Forest
Sven Botman,22/1,9/1,22/1,Newcastle v Nottingham Forest
Jamaal Lascelles,25/1,10/1,25/1,Newcastle v Nottingham Forest
Lewis Hall,28/1,11/1,28/1,Newcastle v Nottingham Forest
Kieran Trippier,33/1,12/1,33/1,Newcastle v Nottingham Forest
Chris Wood,13/2,2/1,13/2,Newcastle v Nottingham Forest
Igor Jesus,17/2,13/5,17/2,Newcastle v Nottingham Forest
Arnaud Kalimuendo,9/1,11/4,9/1,Newcastle v Nottingham Forest
Morgan Gibbs-White,12/1,9/2,12/1,Newcastle v Nottingham Forest
Dan Ndoye,14/1,19/4,14/1,Newcastle v Nottingham Forest
James McAtee,14/1,19/4,14/1,Newcastle v Nottingham Forest
Callum Hudson-Odoi,14/1,5/1,14/1,Newcastle v Nottingham Forest
Omari Hutchinson,16/1,5/1,16/1,Newcastle v Nottingham Forest
Dilane Bakwa,16/1,5/1,16/1,Newcastle v Nottingham Forest
Elliot Anderson,25/1,9/1,25/1,Newcastle v Nottingham Forest
Ryan Yates,22/1,9/1,22/1,Newcastle v Nottingham Forest
Nikola Milenkovic,25/1,10/1,25/1,Newcastle v Nottingham Forest
Nicolas Dominguez,28/1,10/1,28/1,Newcastle v Nottingham Forest
Neco Williams,33/1,12/1,33/1,Newcastle v Nottingham Forest
Ibrahim Sangare,33/1,12/1,33/1,Newcastle v Nottingham Forest
Jair Cunha,33/1,12/1,33/1,Newcastle v Nottingham Forest
Willy Boly,33/1,12/1,33/1,Newcastle v Nottingham Forest
Murillo,40/1,14/1,40/1,Newcastle v Nottingham Forest
Nicolo Savona,40/1,14/1,40/1,Newcastle v Nottingham Forest
Morato,50/1,22/1,50/1,Newcastle v Nottingham Forest
Aaron Hickey,8/1,21/10,28/1,Brentford v Man City
Frank Onyeka,17/2,9/4,28/1,Brentford v Man City
Yehor Yarmolyuk,10/1,27/10,33/1,Brentford v Man City
Nathan Collins,10/1,29/10,33/1,Brentford v Man City
Jordan Henderson,10/1,29/10,33/1,Brentford v Man City
Igor Thiago,11/1,3/1,33/1,Brentford v Man City
Kristoffer Ajer,11/1,3/1,33/1,Brentford v Man City
Vitaly Janelt,11/1,3/1,33/1,Brentford v Man City
Keane Lewis-Potter,12/1,10/3,40/1,Brentford v Man City
Michael Kayode,12/1,10/3,40/1,Brentford v Man City
Mathias Jensen,12/1,18/5,40/1,Brentford v Man City
Sepp van den Berg,14/1,4/1,40/1,Brentford v Man City
Rico Henry,14/1,17/4,40/1,Brentford v Man City
Dango Ouattara,14/1,9/2,40/1,Brentford v Man City
Reiss Nelson,14/1,9/2,40/1,Brentford v Man City
Kevin Schade,14/1,17/4,40/1,Brentford v Man City
Ethan Pinnock,16/1,5/1,50/1,Brentford v Man City
Antoni Milambo,16/1,11/2,50/1,Brentford v Man City
Mikkel Damsgaard,16/1,11/2,50/1,Brentford v Man City
Caoimhin Kelleher,20/1,6/1,50/1,Brentford v Man City
Rodri,9/1,12/5,33/1,Brentford v Man City
Nico Gonzalez,9/1,12/5,33/1,Brentford v Man City
Bernardo Silva,10/1,27/10,33/1,Brentford v Man City
Mateo Kovacic,10/1,29/10,33/1,Brentford v Man City
Matheus Nunes,11/1,3/1,33/1,Brentford v Man City
Nico O'Reilly,12/1,7/2,40/1,Brentford v Man City
Ruben Dias,12/1,7/2,40/1,Brentford v Man City
Tijjani Reijnders,14/1,4/1,40/1,Brentford v Man City
Rico Lewis,14/1,17/4,40/1,Brentford v Man City
Josko Gvardiol,14/1,23/5,50/1,Brentford v Man City
Nathan Ake,16/1,24/5,50/1,Brentford v Man City
John Stones,16/1,24/5,50/1,Brentford v Man City
Savinho,16/1,5/1,50/1,Brentford v Man City
Jeremy Doku,18/1,11/2,50/1,Brentford v Man City
Gianluigi Donnarumma,18/1,11/2,50/1,Brentford v Man City
Erling Haaland,20/1,6/1,50/1,Brentford v Man City
Phil Foden,20/1,6/1,50/1,Brentford v Man City
Oscar Bobb,25/1,7/1,66/1,Brentford v Man City
James Trafford,25/1,7/1,66/1,Brentford v Man City
