player names,first card,anytime card,red_card,contest
Enzo Le Fee,14/1,4/1,40/1,Chelsea v Sunderland
Chris Rigg,16/1,17/4,40/1,Chelsea v Sunderland
Lutsharel Geertruida,16/1,17/4,40/1,Chelsea v Sunderland
Eliezer Mayenda,18/1,5/1,50/1,Chelsea v Sunderland
Simon Adingra,18/1,5/1,50/1,Chelsea v Sunderland
Chemsdine Talbi,18/1,5/1,50/1,Chelsea v Sunderland
Robin Roefs,25/1,15/2,50/1,Chelsea v Sunderland
Casemiro,9/1,12/5,33/1,Man Utd v Brighton
Manuel Ugarte,11/1,14/5,33/1,Man Utd v Brighton
Bruno Fernandes,12/1,16/5,33/1,Man Utd v Brighton
Amad Diallo,12/1,7/2,40/1,Man Utd v Brighton
Harry Maguire,12/1,7/2,40/1,Man Utd v Brighton
Patrick Dorgu,14/1,15/4,40/1,Man Utd v Brighton
Leny Yoro,14/1,15/4,40/1,Man Utd v Brighton
Luke Shaw,12/1,7/2,40/1,Man Utd v Brighton
Matheus Cunha,14/1,9/2,40/1,Man Utd v Brighton
Matthijs de Ligt,14/1,9/2,40/1,Man Utd v Brighton
Mason Mount,16/1,19/4,40/1,Man Utd v Brighton
Kobbie Mainoo,16/1,19/4,40/1,Man Utd v Brighton
Diogo Dalot,16/1,19/4,40/1,Man Utd v Brighton
Noussair Mazraoui,16/1,5/1,50/1,Man Utd v Brighton
Bryan Mbeumo,22/1,7/1,50/1,Man Utd v Brighton
Benjamin Sesko,25/1,8/1,66/1,Man Utd v Brighton
Altay Bayindir,25/1,8/1,66/1,Man Utd v Brighton
Senne Lammens,33/1,9/1,66/1,Man Utd v Brighton
Carlos Baleba,17/2,2/1,28/1,Man Utd v Brighton
Mats Wieffer,9/1,23/10,28/1,Man Utd v Brighton
Stefanos Tzimas,10/1,5/2,33/1,Man Utd v Brighton
Jan Paul van Hecke,10/1,5/2,33/1,Man Utd v Brighton
James Milner,11/1,11/4,33/1,Man Utd v Brighton
Maxime De Cuyper,11/1,3/1,33/1,Man Utd v Brighton
Lewis Dunk,11/1,3/1,33/1,Man Utd v Brighton
Ferdi Kadioglu,12/1,10/3,40/1,Man Utd v Brighton
Diego Gomez,12/1,10/3,40/1,Man Utd v Brighton
Yasin Ayari,12/1,7/2,40/1,Man Utd v Brighton
Danny Welbeck,14/1,4/1,40/1,Man Utd v Brighton
Yankuba Minteh,12/1,10/3,40/1,Man Utd v Brighton
Georginio Rutter,16/1,9/2,40/1,Man Utd v Brighton
Kaoru Mitoma,18/1,11/2,50/1,Man Utd v Brighton
Bart Verbruggen,18/1,11/2,50/1,Man Utd v Brighton
Jason Steele,25/1,7/1,50/1,Man Utd v Brighton
Aaron Hickey,10/1,12/5,33/1,Brentford v Liverpool
Frank Onyeka,10/1,13/5,33/1,Brentford v Liverpool
Yehor Yarmolyuk,12/1,3/1,33/1,Brentford v Liverpool
Kristoffer Ajer,12/1,3/1,33/1,Brentford v Liverpool
Jordan Henderson,12/1,3/1,33/1,Brentford v Liverpool
Igor Thiago,12/1,3/1,33/1,Brentford v Liverpool
Fabio Carvalho,12/1,10/3,40/1,Brentford v Liverpool
Keane Lewis-Potter,12/1,10/3,40/1,Brentford v Liverpool
Vitaly Janelt,12/1,10/3,40/1,Brentford v Liverpool
Nathan Collins,12/1,10/3,40/1,Brentford v Liverpool
Mathias Jensen,14/1,18/5,40/1,Brentford v Liverpool
Michael Kayode,14/1,18/5,40/1,Brentford v Liverpool
Sepp van den Berg,14/1,18/5,40/1,Brentford v Liverpool
Kevin Schade,14/1,18/5,40/1,Brentford v Liverpool
Dango Ouattara,16/1,23/5,40/1,Brentford v Liverpool
Mikkel Damsgaard,16/1,23/5,40/1,Brentford v Liverpool
Rico Henry,16/1,23/5,40/1,Brentford v Liverpool
Ethan Pinnock,20/1,6/1,50/1,Brentford v Liverpool
Reiss Nelson,18/1,5/1,50/1,Brentford v Liverpool
Caoimhin Kelleher,20/1,6/1,50/1,Brentford v Liverpool
Conor Bradley,9/1,21/10,28/1,Brentford v Liverpool
Ryan Gravenberch,9/1,23/10,28/1,Brentford v Liverpool
Alexis MacAllister,10/1,5/2,33/1,Brentford v Liverpool
Ibrahima Konate,11/1,11/4,33/1,Brentford v Liverpool
Milos Kerkez,12/1,3/1,33/1,Brentford v Liverpool
Florian Wirtz,12/1,16/5,33/1,Brentford v Liverpool
Virgil van Dijk,12/1,16/5,33/1,Brentford v Liverpool
Joe Gomez,12/1,3/1,33/1,Brentford v Liverpool
Dominik Szoboszlai,12/1,18/5,40/1,Brentford v Liverpool
Jeremie Frimpong,14/1,4/1,40/1,Brentford v Liverpool
Andrew Robertson,16/1,9/2,40/1,Brentford v Liverpool
Rio Ngumoha,16/1,9/2,40/1,Brentford v Liverpool
Curtis Jones,16/1,9/2,40/1,Brentford v Liverpool
Mohamed Salah,18/1,5/1,50/1,Brentford v Liverpool
Hugo Ekitike,16/1,9/2,40/1,Brentford v Liverpool
Alexander Isak,20/1,6/1,50/1,Brentford v Liverpool
Federico Chiesa,20/1,6/1,50/1,Brentford v Liverpool
Giorgi Mamardashvili,20/1,6/1,50/1,Brentford v Liverpool
Christian Norgaard,10/1,27/10,33/1,Arsenal v Crystal Palace
Myles Lewis-Skelly,11/1,3/1,33/1,Arsenal v Crystal Palace
Riccardo Calafiori,12/1,16/5,33/1,Arsenal v Crystal Palace
Martin Zubimendi,12/1,7/2,40/1,Arsenal v Crystal Palace
Declan Rice,12/1,18/5,40/1,Arsenal v Crystal Palace
Mikel Merino,12/1,15/4,40/1,Arsenal v Crystal Palace
Jurrien Timber,12/1,15/4,40/1,Arsenal v Crystal Palace
Gabriel Magalhaes,14/1,4/1,40/1,Arsenal v Crystal Palace
William Saliba,14/1,23/5,40/1,Arsenal v Crystal Palace
Bukayo Saka,16/1,5/1,50/1,Arsenal v Crystal Palace
Cristhian Mosquera,16/1,5/1,50/1,Arsenal v Crystal Palace
Viktor Gyokeres,18/1,11/2,50/1,Arsenal v Crystal Palace
Leandro Trossard,18/1,11/2,50/1,Arsenal v Crystal Palace
Eberechi Eze,20/1,6/1,50/1,Arsenal v Crystal Palace
Gabriel Martinelli,20/1,13/2,50/1,Arsenal v Crystal Palace
Ethan Nwaneri,25/1,15/2,50/1,Arsenal v Crystal Palace
David Raya,25/1,15/2,50/1,Arsenal v Crystal Palace
Will Hughes,15/2,9/5,25/1,Arsenal v Crystal Palace
Daniel Munoz,8/1,15/8,25/1,Arsenal v Crystal Palace
Yeremy Pino,17/2,2/1,28/1,Arsenal v Crystal Palace
Jefferson Lerma,9/1,9/4,28/1,Arsenal v Crystal Palace
Christantus Uche,9/1,23/10,33/1,Arsenal v Crystal Palace
Chris Richards,11/1,14/5,33/1,Arsenal v Crystal Palace
Daichi Kamada,11/1,29/10,33/1,Arsenal v Crystal Palace
Maxence Lacroix,11/1,29/10,33/1,Arsenal v Crystal Palace
Marc Guehi,11/1,29/10,33/1,Arsenal v Crystal Palace
Eddie Nketiah,12/1,3/1,33/1,Arsenal v Crystal Palace
Borna Sosa,12/1,16/5,33/1,Arsenal v Crystal Palace
Adam Wharton,12/1,17/5,40/1,Arsenal v Crystal Palace
Jaydee Canvot,12/1,18/5,40/1,Arsenal v Crystal Palace
Nathaniel Clyne,12/1,18/5,40/1,Arsenal v Crystal Palace
Jean-Philippe Mateta,14/1,17/4,40/1,Arsenal v Crystal Palace
Tyrick Mitchell,14/1,17/4,40/1,Arsenal v Crystal Palace
Ismaila Sarr,16/1,19/4,40/1,Arsenal v Crystal Palace
Romaine Esse,16/1,19/4,40/1,Arsenal v Crystal Palace
Justin Devenny,14/1,4/1,40/1,Arsenal v Crystal Palace
Dean Henderson,18/1,6/1,50/1,Arsenal v Crystal Palace
Morgan Rogers,11/1,29/10,33/1,Aston Villa v Man City
John McGinn,12/1,16/5,33/1,Aston Villa v Man City
Amadou Onana,12/1,16/5,33/1,Aston Villa v Man City
Matty Cash,12/1,16/5,33/1,Aston Villa v Man City
Lucas Digne,12/1,7/2,40/1,Aston Villa v Man City
Boubacar Kamara,12/1,7/2,40/1,Aston Villa v Man City
Harvey Elliott,14/1,15/4,40/1,Aston Villa v Man City
Ian Maatsen,14/1,15/4,40/1,Aston Villa v Man City
Ezri Konsa,14/1,15/4,40/1,Aston Villa v Man City
Pau Torres,16/1,17/4,40/1,Aston Villa v Man City
Victor Lindelof,16/1,17/4,40/1,Aston Villa v Man City
Lamare Bogarde,16/1,17/4,40/1,Aston Villa v Man City
Donyell Malen,18/1,5/1,50/1,Aston Villa v Man City
Emiliano Martinez,18/1,5/1,50/1,Aston Villa v Man City
Evann Guessand,20/1,11/2,50/1,Aston Villa v Man City
Emiliano Buendia,20/1,11/2,50/1,Aston Villa v Man City
Ollie Watkins,22/1,7/1,50/1,Aston Villa v Man City
Jadon Sancho,22/1,7/1,50/1,Aston Villa v Man City
Bernardo Silva,10/1,23/10,28/1,Aston Villa v Man City
Nicolas Gonzalez,10/1,23/10,28/1,Aston Villa v Man City
Mateo Kovacic,10/1,5/2,33/1,Aston Villa v Man City
Matheus Nunes,12/1,3/1,33/1,Aston Villa v Man City
Rayan Ait-Nouri,12/1,16/5,33/1,Aston Villa v Man City
John Stones,14/1,4/1,40/1,Aston Villa v Man City
Ruben Dias,14/1,4/1,40/1,Aston Villa v Man City
Savinho,16/1,9/2,40/1,Aston Villa v Man City
Nico O'Reilly,16/1,9/2,40/1,Aston Villa v Man City
Josko Gvardiol,16/1,9/2,40/1,Aston Villa v Man City
Nathan Ake,16/1,9/2,40/1,Aston Villa v Man City
Rico Lewis,16/1,9/2,40/1,Aston Villa v Man City
Omar Marmoush,20/1,6/1,50/1,Aston Villa v Man City
Phil Foden,20/1,6/1,50/1,Aston Villa v Man City
Rayan Cherki,20/1,6/1,50/1,Aston Villa v Man City
Tijani Reijnders,20/1,6/1,50/1,Aston Villa v Man City
Gianluigi Donnarumma,20/1,6/1,50/1,Aston Villa v Man City
Erling Haaland,22/1,7/1,50/1,Aston Villa v Man City
Jeremy Doku,22/1,7/1,50/1,Aston Villa v Man City
Marcos Senesi,9/1,19/10,28/1,Bournemouth v Nottingham Forest
Tyler Adams,10/1,21/10,28/1,Bournemouth v Nottingham Forest
Ryan Christie,11/1,5/2,33/1,Bournemouth v Nottingham Forest
Alejandro Jimenez,11/1,5/2,33/1,Bournemouth v Nottingham Forest
Lewis Cook,11/1,5/2,33/1,Bournemouth v Nottingham Forest
Amine Adli,12/1,3/1,33/1,Bournemouth v Nottingham Forest
Bafode Diakite,12/1,3/1,33/1,Bournemouth v Nottingham Forest
Alex Scott,11/1,5/2,33/1,Bournemouth v Nottingham Forest
Justin Kluivert,14/1,18/5,40/1,Bournemouth v Nottingham Forest
Antoine Semenyo,14/1,18/5,40/1,Bournemouth v Nottingham Forest
David Brooks,14/1,18/5,40/1,Bournemouth v Nottingham Forest
Ben Doak,14/1,18/5,40/1,Bournemouth v Nottingham Forest
James Hill,14/1,18/5,40/1,Bournemouth v Nottingham Forest
Evanilson,18/1,24/5,40/1,Bournemouth v Nottingham Forest
Eli Junior Kroupi,18/1,24/5,40/1,Bournemouth v Nottingham Forest
Marcus Tavernier,18/1,24/5,40/1,Bournemouth v Nottingham Forest
Adrien Truffert,18/1,24/5,40/1,Bournemouth v Nottingham Forest
Djordje Petrovic,25/1,13/2,50/1,Bournemouth v Nottingham Forest
Morgan Gibbs-White,8/1,6/4,22/1,Bournemouth v Nottingham Forest
Douglas Luiz,10/1,21/10,28/1,Bournemouth v Nottingham Forest
Ryan Yates,10/1,21/10,28/1,Bournemouth v Nottingham Forest
Elliot Anderson,10/1,21/10,28/1,Bournemouth v Nottingham Forest
Nicolas Dominguez,9/1,7/4,25/1,Bournemouth v Nottingham Forest
Morato,10/1,21/10,28/1,Bournemouth v Nottingham Forest
Igor Jesus,12/1,5/2,33/1,Bournemouth v Nottingham Forest
Nikola Milenkovic,12/1,5/2,33/1,Bournemouth v Nottingham Forest
Ibrahim Sangare,12/1,5/2,33/1,Bournemouth v Nottingham Forest
Neco Williams,12/1,5/2,33/1,Bournemouth v Nottingham Forest
Dilane Bakwa,14/1,16/5,33/1,Bournemouth v Nottingham Forest
Murillo,14/1,16/5,33/1,Bournemouth v Nottingham Forest
Nicolo Savona,14/1,16/5,33/1,Bournemouth v Nottingham Forest
Jair Cunha,14/1,16/5,33/1,Bournemouth v Nottingham Forest
Dan Ndoye,16/1,4/1,40/1,Bournemouth v Nottingham Forest
James McAtee,16/1,4/1,40/1,Bournemouth v Nottingham Forest
Omari Hutchinson,16/1,4/1,40/1,Bournemouth v Nottingham Forest
Oleksandr Zinchenko,16/1,4/1,40/1,Bournemouth v Nottingham Forest
Chris Wood,22/1,11/2,50/1,Bournemouth v Nottingham Forest
Taiwo Awoniyi,22/1,11/2,50/1,Bournemouth v Nottingham Forest
Callum Hudson-Odoi,22/1,11/2,50/1,Bournemouth v Nottingham Forest
Matz Sels,22/1,11/2,50/1,Bournemouth v Nottingham Forest
Joao Gomes,10/1,12/5,33/1,Wolves v Burnley
Yerson Mosquera,11/1,13/5,33/1,Wolves v Burnley
Ladislav Krejci,11/1,14/5,33/1,Wolves v Burnley
Andre,11/1,14/5,33/1,Wolves v Burnley
Matt Doherty,12/1,3/1,33/1,Wolves v Burnley
Toti Gomes,12/1,3/1,33/1,Wolves v Burnley
Emmanuel Agbadou,14/1,15/4,40/1,Wolves v Burnley
David Moller Wolfe,14/1,15/4,40/1,Wolves v Burnley
Jackson Tchatchoua,14/1,4/1,40/1,Wolves v Burnley
Marshall Munetsi,16/1,17/4,40/1,Wolves v Burnley
Santiago Bueno,16/1,17/4,40/1,Wolves v Burnley
Jean-Ricner Bellegarde,18/1,5/1,50/1,Wolves v Burnley
Ki-Jana Hoever,18/1,5/1,50/1,Wolves v Burnley
Jhon Arias,18/1,5/1,50/1,Wolves v Burnley
Fer Lopez,18/1,5/1,50/1,Wolves v Burnley
Rodrigo Gomes,18/1,11/2,50/1,Wolves v Burnley
Hugo Bueno,18/1,11/2,50/1,Wolves v Burnley
Jorgen Strand Larsen,22/1,13/2,50/1,Wolves v Burnley
Hwang Hee-Chan,22/1,13/2,50/1,Wolves v Burnley
Tolu Arokodare,28/1,17/2,66/1,Wolves v Burnley
Sam Johnstone,28/1,17/2,66/1,Wolves v Burnley
Hannibal Mejbri,8/1,17/10,25/1,Wolves v Burnley
Lesley Ugochukwu,8/1,9/5,25/1,Wolves v Burnley
Florentino Luis,9/1,2/1,28/1,Wolves v Burnley
Josh Cullen,10/1,23/10,28/1,Wolves v Burnley
Ashley Barnes,11/1,5/2,33/1,Wolves v Burnley
Lucas Pires,11/1,27/10,33/1,Wolves v Burnley
Josh Laurent,12/1,14/5,33/1,Wolves v Burnley
Axel Tuanzebe,12/1,14/5,33/1,Wolves v Burnley
Kyle Walker,12/1,14/5,33/1,Wolves v Burnley
Quilindschy Hartman,14/1,7/2,40/1,Wolves v Burnley
Loum Tchaouna,14/1,15/4,40/1,Wolves v Burnley
Hjalmar Ekdal,14/1,15/4,40/1,Wolves v Burnley
Jaidon Anthony,16/1,17/4,40/1,Wolves v Burnley
Lyle Foster,16/1,17/4,40/1,Wolves v Burnley
Zian Flemming,16/1,17/4,40/1,Wolves v Burnley
Marcus Edwards,16/1,17/4,40/1,Wolves v Burnley
Maxime Esteve,16/1,17/4,40/1,Wolves v Burnley
Armando Broja,18/1,5/1,50/1,Wolves v Burnley
Jacob Bruun Larsen,33/1,17/2,66/1,Wolves v Burnley
Martin Dubravka,33/1,17/2,66/1,Wolves v Burnley
Tim Iroegbunam,9/1,21/10,28/1,Everton v Tottenham
Idrissa Gueye,10/1,5/2,33/1,Everton v Tottenham
Jack Grealish,11/1,11/4,33/1,Everton v Tottenham
Kiernan Dewsbury-Hall,12/1,3/1,33/1,Everton v Tottenham
James Garner,12/1,3/1,33/1,Everton v Tottenham
Jake O'Brien,12/1,3/1,33/1,Everton v Tottenham
James Tarkowski,11/1,14/5,33/1,Everton v Tottenham
Michael Keane,14/1,18/5,40/1,Everton v Tottenham
Nathan Patterson,12/1,16/5,33/1,Everton v Tottenham
Seamus Coleman,14/1,4/1,40/1,Everton v Tottenham
Vitaliy Mykolenko,14/1,17/4,40/1,Everton v Tottenham
Thierno Barry,14/1,4/1,40/1,Everton v Tottenham
Carlos Alcaraz,11/1,11/4,33/1,Everton v Tottenham
Tyler Dibling,14/1,4/1,40/1,Everton v Tottenham
Iliman Ndiaye,18/1,5/1,50/1,Everton v Tottenham
Jordan Pickford,18/1,5/1,50/1,Everton v Tottenham
Dwight McNeil,20/1,6/1,50/1,Everton v Tottenham
Beto,18/1,11/2,50/1,Everton v Tottenham
Rodrigo Bentancur,15/2,13/8,22/1,Everton v Tottenham
Cristian Romero,9/1,9/4,28/1,Everton v Tottenham
Joao Palhinha,9/1,21/10,28/1,Everton v Tottenham
Xavi Simons,11/1,11/4,33/1,Everton v Tottenham
Richarlison,12/1,16/5,33/1,Everton v Tottenham
Micky van de Ven,14/1,18/5,40/1,Everton v Tottenham
Kevin Danso,14/1,18/5,40/1,Everton v Tottenham
Mohammed Kudus,14/1,17/4,40/1,Everton v Tottenham
Brennan Johnson,16/1,9/2,40/1,Everton v Tottenham
Pape Sarr,14/1,18/5,40/1,Everton v Tottenham
Lucas Bergvall,14/1,18/5,40/1,Everton v Tottenham
Destiny Udogie,14/1,17/4,40/1,Everton v Tottenham
Mathys Tel,16/1,24/5,40/1,Everton v Tottenham
Pedro Porro,12/1,3/1,33/1,Everton v Tottenham
Djed Spence,18/1,5/1,50/1,Everton v Tottenham
Randal Kolo Muani,20/1,6/1,50/1,Everton v Tottenham
Wilson Odobert,20/1,6/1,50/1,Everton v Tottenham
Archie Gray,18/1,5/1,50/1,Everton v Tottenham
Guglielmo Vicario,20/1,6/1,50/1,Everton v Tottenham
