player names,first card,anytime card,red_card,contest
Bart Verbruggen,22/1,11/2,50/1,Chelsea v Brighton
Will Hughes,17/2,19/10,25/1,Crystal Palace v Liverpool
Daniel Munoz,17/2,2/1,28/1,Crystal Palace v Liverpool
Yeremy Pino,9/1,21/10,28/1,Crystal Palace v Liverpool
Jefferson Lerma,9/1,21/10,28/1,Crystal Palace v Liverpool
Christantus Uche,10/1,23/10,28/1,Crystal Palace v Liverpool
Chris Richards,12/1,3/1,33/1,Crystal Palace v Liverpool
Eddie Nketiah,12/1,3/1,33/1,Crystal Palace v Liverpool
Daichi Kamada,12/1,3/1,33/1,Crystal Palace v Liverpool
Maxence Lacroix,12/1,3/1,33/1,Crystal Palace v Liverpool
Marc Guehi,12/1,3/1,33/1,Crystal Palace v Liverpool
Nathaniel Clyne,12/1,7/2,40/1,Crystal Palace v Liverpool
Adam Wharton,14/1,18/5,40/1,Crystal Palace v Liverpool
Romaine Esse,16/1,17/4,40/1,Crystal Palace v Liverpool
Jean-Philippe Mateta,16/1,23/5,40/1,Crystal Palace v Liverpool
Borna Sosa,14/1,4/1,40/1,Crystal Palace v Liverpool
Tyrick Mitchell,16/1,23/5,40/1,Crystal Palace v Liverpool
Ismaila Sarr,18/1,5/1,50/1,Crystal Palace v Liverpool
Dean Henderson,20/1,6/1,50/1,Crystal Palace v Liverpool
Justin Devenny,20/1,11/2,50/1,Crystal Palace v Liverpool
Federico Chiesa,18/1,5/1,50/1,Crystal Palace v Liverpool
Alexis MacAllister,10/1,12/5,33/1,Crystal Palace v Liverpool
Ryan Gravenberch,11/1,13/5,33/1,Crystal Palace v Liverpool
Conor Bradley,9/1,11/5,28/1,Crystal Palace v Liverpool
Milos Kerkez,11/1,29/10,33/1,Crystal Palace v Liverpool
Joe Gomez,11/1,29/10,33/1,Crystal Palace v Liverpool
Ibrahima Konate,12/1,3/1,33/1,Crystal Palace v Liverpool
Andrew Robertson,12/1,17/5,40/1,Crystal Palace v Liverpool
Florian Wirtz,14/1,18/5,40/1,Crystal Palace v Liverpool
Virgil van Dijk,14/1,18/5,40/1,Crystal Palace v Liverpool
Wataru Endo,14/1,18/5,40/1,Crystal Palace v Liverpool
Jeremie Frimpong,14/1,15/4,40/1,Crystal Palace v Liverpool
Dominik Szoboszlai,14/1,4/1,40/1,Crystal Palace v Liverpool
Cody Gakpo,16/1,23/5,40/1,Crystal Palace v Liverpool
Rio Ngumoha,16/1,23/5,40/1,Crystal Palace v Liverpool
Alexander Isak,22/1,13/2,50/1,Crystal Palace v Liverpool
Mohamed Salah,28/1,15/2,50/1,Crystal Palace v Liverpool
Alisson,28/1,17/2,66/1,Crystal Palace v Liverpool
Jayden Bogle,8/1,17/10,25/1,Leeds v Bournemouth
Gnonto Wilfried,10/1,9/4,28/1,Leeds v Bournemouth
Sam Byram,10/1,9/4,28/1,Leeds v Bournemouth
Ethan Ampadu,10/1,9/4,28/1,Leeds v Bournemouth
Jaka Bijol,10/1,9/4,28/1,Leeds v Bournemouth
Anton Stach,12/1,29/10,33/1,Leeds v Bournemouth
James Justin,12/1,29/10,33/1,Leeds v Bournemouth
Pascal Struijk,12/1,16/5,33/1,Leeds v Bournemouth
Dominic Calvert-Lewin,14/1,18/5,40/1,Leeds v Bournemouth
Sean Longstaff,14/1,18/5,40/1,Leeds v Bournemouth
Ao Tanaka,14/1,18/5,40/1,Leeds v Bournemouth
Ilia Gruev,12/1,29/10,33/1,Leeds v Bournemouth
Joe Rodon,14/1,18/5,40/1,Leeds v Bournemouth
Lukas Nmecha,16/1,4/1,40/1,Leeds v Bournemouth
Gabriel Gudmundsson,16/1,4/1,40/1,Leeds v Bournemouth
Joel Piroe,20/1,11/2,50/1,Leeds v Bournemouth
Brenden Aaronson,20/1,11/2,50/1,Leeds v Bournemouth
Jack Harrison,20/1,11/2,50/1,Leeds v Bournemouth
Noah Okafor,22/1,13/2,50/1,Leeds v Bournemouth
Karl Darlow,22/1,13/2,50/1,Leeds v Bournemouth
Alex Jimenez,9/1,19/10,28/1,Leeds v Bournemouth
Marcos Senesi,10/1,9/4,28/1,Leeds v Bournemouth
Veljko Milosavljevic,11/1,12/5,33/1,Leeds v Bournemouth
Tyler Adams,11/1,12/5,33/1,Leeds v Bournemouth
Ryan Christie,12/1,27/10,33/1,Leeds v Bournemouth
Alex Scott,11/1,12/5,33/1,Leeds v Bournemouth
Julio Soler,12/1,29/10,33/1,Leeds v Bournemouth
Antoine Semenyo,12/1,16/5,33/1,Leeds v Bournemouth
Amine Adli,12/1,16/5,33/1,Leeds v Bournemouth
Ben Doak,12/1,16/5,33/1,Leeds v Bournemouth
Bafode Diakite,12/1,16/5,33/1,Leeds v Bournemouth
Justin Kluivert,14/1,18/5,40/1,Leeds v Bournemouth
Evanilson,16/1,4/1,40/1,Leeds v Bournemouth
James Hill,14/1,18/5,40/1,Leeds v Bournemouth
David Brooks,18/1,19/4,40/1,Leeds v Bournemouth
Marcus Tavernier,18/1,19/4,40/1,Leeds v Bournemouth
Adrien Truffert,18/1,19/4,40/1,Leeds v Bournemouth
Eli Junior Kroupi,20/1,11/2,50/1,Leeds v Bournemouth
Djordje Petrovic,22/1,13/2,50/1,Leeds v Bournemouth
Erling Haaland,19/10,2/5,19/10,Man City v Burnley
Phil Foden,13/2,17/10,13/2,Man City v Burnley
Oscar Bobb,8/1,21/10,8/1,Man City v Burnley
Tijjani Reijnders,9/1,11/4,9/1,Man City v Burnley
Jeremy Doku,9/1,13/5,9/1,Man City v Burnley
Bernardo Silva,12/1,7/2,12/1,Man City v Burnley
Josko Gvardiol,14/1,24/5,14/1,Man City v Burnley
Nico O'Reilly,14/1,24/5,14/1,Man City v Burnley
Rodri,14/1,24/5,14/1,Man City v Burnley
Nico Gonzalez,16/1,5/1,16/1,Man City v Burnley
Nathan Ake,20/1,7/1,20/1,Man City v Burnley
John Stones,22/1,8/1,22/1,Man City v Burnley
Matheus Nunes,22/1,8/1,22/1,Man City v Burnley
Rico Lewis,25/1,9/1,25/1,Man City v Burnley
Ruben Dias,28/1,11/1,28/1,Man City v Burnley
Abdukodir Khusanov,28/1,11/1,28/1,Man City v Burnley
Zian Flemming,14/1,4/1,14/1,Man City v Burnley
Lyle Foster,14/1,4/1,14/1,Man City v Burnley
Jaidon Anthony,14/1,17/4,14/1,Man City v Burnley
Armando Broja,16/1,5/1,16/1,Man City v Burnley
Marcus Edwards,18/1,11/2,18/1,Man City v Burnley
Loum Tchaouna,20/1,13/2,20/1,Man City v Burnley
Josh Laurent,28/1,11/1,28/1,Man City v Burnley
Hannibal Mejbri,28/1,11/1,28/1,Man City v Burnley
Josh Cullen,33/1,14/1,33/1,Man City v Burnley
Florentino Luis,33/1,14/1,33/1,Man City v Burnley
Joe Worrall,40/1,18/1,40/1,Man City v Burnley
Hjalmar Ekdal,50/1,22/1,50/1,Man City v Burnley
Bashir Humphreys,50/1,22/1,50/1,Man City v Burnley
Lucas Pires,50/1,28/1,50/1,Man City v Burnley
Maxime Esteve,66/1,33/1,66/1,Man City v Burnley
Quilindschy Hartman,66/1,33/1,66/1,Man City v Burnley
Kyle Walker,66/1,40/1,66/1,Man City v Burnley
Erling Haaland,19/10,2/5,19/10,Man City v Burnley
Phil Foden,13/2,17/10,13/2,Man City v Burnley
Oscar Bobb,8/1,21/10,8/1,Man City v Burnley
Tijjani Reijnders,9/1,11/4,9/1,Man City v Burnley
Jeremy Doku,9/1,13/5,9/1,Man City v Burnley
Bernardo Silva,12/1,7/2,12/1,Man City v Burnley
Josko Gvardiol,14/1,24/5,14/1,Man City v Burnley
Nico O'Reilly,14/1,24/5,14/1,Man City v Burnley
Rodri,14/1,24/5,14/1,Man City v Burnley
Nico Gonzalez,16/1,5/1,16/1,Man City v Burnley
Nathan Ake,20/1,7/1,20/1,Man City v Burnley
John Stones,22/1,8/1,22/1,Man City v Burnley
Matheus Nunes,22/1,8/1,22/1,Man City v Burnley
Rico Lewis,25/1,9/1,25/1,Man City v Burnley
Ruben Dias,28/1,11/1,28/1,Man City v Burnley
Abdukodir Khusanov,28/1,11/1,28/1,Man City v Burnley
Zian Flemming,14/1,4/1,14/1,Man City v Burnley
Lyle Foster,14/1,4/1,14/1,Man City v Burnley
Jaidon Anthony,14/1,17/4,14/1,Man City v Burnley
Armando Broja,16/1,5/1,16/1,Man City v Burnley
Marcus Edwards,18/1,11/2,18/1,Man City v Burnley
Loum Tchaouna,20/1,13/2,20/1,Man City v Burnley
Josh Laurent,28/1,11/1,28/1,Man City v Burnley
Hannibal Mejbri,28/1,11/1,28/1,Man City v Burnley
Josh Cullen,33/1,14/1,33/1,Man City v Burnley
Florentino Luis,33/1,14/1,33/1,Man City v Burnley
Joe Worrall,40/1,18/1,40/1,Man City v Burnley
Hjalmar Ekdal,50/1,22/1,50/1,Man City v Burnley
Bashir Humphreys,50/1,22/1,50/1,Man City v Burnley
Lucas Pires,50/1,28/1,50/1,Man City v Burnley
Maxime Esteve,66/1,33/1,66/1,Man City v Burnley
Quilindschy Hartman,66/1,33/1,66/1,Man City v Burnley
Kyle Walker,66/1,40/1,66/1,Man City v Burnley
Morgan Gibbs-White,10/1,13/5,33/1,Nottingham Forest v Sunderland
Ryan Yates,11/1,3/1,33/1,Nottingham Forest v Sunderland
Elliot Anderson,12/1,7/2,40/1,Nottingham Forest v Sunderland
Douglas Luiz,12/1,7/2,40/1,Nottingham Forest v Sunderland
Dilane Bakwa,14/1,4/1,40/1,Nottingham Forest v Sunderland
Neco Williams,14/1,4/1,40/1,Nottingham Forest v Sunderland
Oleksandr Zinchenko,14/1,4/1,40/1,Nottingham Forest v Sunderland
Morato,14/1,4/1,40/1,Nottingham Forest v Sunderland
Igor Jesus,16/1,23/5,40/1,Nottingham Forest v Sunderland
Nikola Milenkovic,16/1,23/5,40/1,Nottingham Forest v Sunderland
Ibrahim Sangare,16/1,23/5,40/1,Nottingham Forest v Sunderland
Murillo,16/1,23/5,40/1,Nottingham Forest v Sunderland
Dan Ndoye,18/1,5/1,50/1,Nottingham Forest v Sunderland
Arnaud Kalimuendo,18/1,11/2,50/1,Nottingham Forest v Sunderland
James McAtee,18/1,11/2,50/1,Nottingham Forest v Sunderland
Willy Boly,18/1,11/2,50/1,Nottingham Forest v Sunderland
Omari Hutchinson,22/1,13/2,50/1,Nottingham Forest v Sunderland
Chris Wood,33/1,9/1,66/1,Nottingham Forest v Sunderland
Callum Hudson-Odoi,33/1,9/1,66/1,Nottingham Forest v Sunderland
Nordi Mukiele,9/1,11/5,28/1,Nottingham Forest v Sunderland
Wilson Isidor,10/1,12/5,33/1,Nottingham Forest v Sunderland
Habib Diarra,10/1,12/5,33/1,Nottingham Forest v Sunderland
Granit Xhaka,10/1,12/5,33/1,Nottingham Forest v Sunderland
Arthur Masuaku,10/1,12/5,33/1,Nottingham Forest v Sunderland
Trai Hume,10/1,13/5,33/1,Nottingham Forest v Sunderland
Daniel Ballard,11/1,29/10,33/1,Nottingham Forest v Sunderland
Brian Brobbey,12/1,16/5,33/1,Nottingham Forest v Sunderland
Omar Alderete,12/1,16/5,33/1,Nottingham Forest v Sunderland
Noah Sadiki,12/1,16/5,33/1,Nottingham Forest v Sunderland
Bertrand Traore,14/1,4/1,40/1,Nottingham Forest v Sunderland
Enzo Le Fee,14/1,4/1,40/1,Nottingham Forest v Sunderland
Chris Rigg,16/1,23/5,40/1,Nottingham Forest v Sunderland
Dan Neil,16/1,23/5,40/1,Nottingham Forest v Sunderland
Chemsdine Talbi,18/1,5/1,50/1,Nottingham Forest v Sunderland
Lutsharel Geertruida,18/1,5/1,50/1,Nottingham Forest v Sunderland
Eliezer Mayenda,20/1,13/2,50/1,Nottingham Forest v Sunderland
Simon Adingra,20/1,13/2,50/1,Nottingham Forest v Sunderland
Richarlison,17/5,19/20,17/5,Tottenham v Wolves
Mathys Tel,5/1,6/4,5/1,Tottenham v Wolves
Brennan Johnson,13/2,2/1,13/2,Tottenham v Wolves
Xavi Simons,7/1,11/5,7/1,Tottenham v Wolves
Mohammed Kudus,7/1,11/5,7/1,Tottenham v Wolves
Wilson Odobert,7/1,23/10,7/1,Tottenham v Wolves
Rodrigo Bentancur,12/1,4/1,12/1,Tottenham v Wolves
Lucas Bergvall,14/1,11/2,14/1,Tottenham v Wolves
Joao Palhinha,16/1,11/2,16/1,Tottenham v Wolves
Pedro Porro,20/1,15/2,20/1,Tottenham v Wolves
Cristian Romero,20/1,15/2,20/1,Tottenham v Wolves
Micky van de Ven,22/1,9/1,22/1,Tottenham v Wolves
Destiny Udogie,25/1,10/1,25/1,Tottenham v Wolves
Archie Gray,25/1,10/1,25/1,Tottenham v Wolves
Djed Spence,25/1,10/1,25/1,Tottenham v Wolves
Kevin Danso,28/1,12/1,28/1,Tottenham v Wolves
Hwang Hee-Chan,17/2,5/2,17/2,Tottenham v Wolves
Tolu Arokodare,10/1,16/5,10/1,Tottenham v Wolves
Fer Lopez,12/1,17/4,12/1,Tottenham v Wolves
Marshall Munetsi,12/1,17/4,12/1,Tottenham v Wolves
Jhon Arias,14/1,23/5,14/1,Tottenham v Wolves
Rodrigo Gomes,20/1,7/1,20/1,Tottenham v Wolves
Jean-Ricner Bellegarde,20/1,7/1,20/1,Tottenham v Wolves
David Moller Wolfe,25/1,10/1,25/1,Tottenham v Wolves
Joao Gomes,25/1,10/1,25/1,Tottenham v Wolves
Ladislav Krejci,28/1,11/1,28/1,Tottenham v Wolves
Matt Doherty,28/1,11/1,28/1,Tottenham v Wolves
Yerson Mosquera,33/1,12/1,33/1,Tottenham v Wolves
Jackson Tchatchoua,33/1,14/1,33/1,Tottenham v Wolves
Emmanuel Agbadou,40/1,16/1,40/1,Tottenham v Wolves
Toti Gomes,40/1,18/1,40/1,Tottenham v Wolves
Hugo Bueno,40/1,18/1,40/1,Tottenham v Wolves
Andre,40/1,20/1,40/1,Tottenham v Wolves
Santiago Bueno,40/1,20/1,40/1,Tottenham v Wolves
Jorgen Strand Larsen,8/1,5/2,8/1,Tottenham v Wolves
Lamare Bogarde,10/1,13/5,33/1,Aston Villa v Fulham
Morgan Rogers,11/1,14/5,33/1,Aston Villa v Fulham
Ian Maatsen,11/1,14/5,33/1,Aston Villa v Fulham
John McGinn,12/1,3/1,33/1,Aston Villa v Fulham
Matty Cash,12/1,3/1,33/1,Aston Villa v Fulham
Boubacar Kamara,12/1,3/1,33/1,Aston Villa v Fulham
Tyrone Mings,12/1,18/5,40/1,Aston Villa v Fulham
Lucas Digne,12/1,18/5,40/1,Aston Villa v Fulham
Harvey Elliott,14/1,15/4,40/1,Aston Villa v Fulham
Evann Guessand,16/1,24/5,40/1,Aston Villa v Fulham
Emiliano Buendia,16/1,24/5,40/1,Aston Villa v Fulham
Ezri Konsa,16/1,24/5,40/1,Aston Villa v Fulham
Donyell Malen,18/1,11/2,50/1,Aston Villa v Fulham
Emiliano Martinez,18/1,11/2,50/1,Aston Villa v Fulham
Ollie Watkins,20/1,13/2,50/1,Aston Villa v Fulham
Jadon Sancho,20/1,13/2,50/1,Aston Villa v Fulham
Sasa Lukic,7/1,29/20,22/1,Aston Villa v Fulham
Joachim Andersen,9/1,2/1,28/1,Aston Villa v Fulham
Sander Berge,11/1,13/5,33/1,Aston Villa v Fulham
Kenny Tete,12/1,29/10,33/1,Aston Villa v Fulham
Calvin Bassey,12/1,16/5,33/1,Aston Villa v Fulham
Harry Wilson,14/1,18/5,40/1,Aston Villa v Fulham
Kevin,14/1,18/5,40/1,Aston Villa v Fulham
Timothy Castagne,14/1,18/5,40/1,Aston Villa v Fulham
Antonee Robinson,14/1,18/5,40/1,Aston Villa v Fulham
Raul Jimenez,14/1,4/1,40/1,Aston Villa v Fulham
Rodrigo Muniz,14/1,4/1,40/1,Aston Villa v Fulham
Joshua King,14/1,4/1,40/1,Aston Villa v Fulham
Ryan Sessegnon,14/1,4/1,40/1,Aston Villa v Fulham
Adama Traore,16/1,23/5,40/1,Aston Villa v Fulham
Bernd Leno,16/1,23/5,40/1,Aston Villa v Fulham
Alex Iwobi,22/1,13/2,50/1,Aston Villa v Fulham
Emile Smith Rowe,22/1,13/2,50/1,Aston Villa v Fulham
Joelinton,9/1,2/1,28/1,Newcastle v Arsenal
Bruno Guimaraes,9/1,21/10,28/1,Newcastle v Arsenal
Sandro Tonali,9/1,21/10,28/1,Newcastle v Arsenal
Dan Burn,10/1,23/10,33/1,Newcastle v Arsenal
Anthony Gordon,12/1,29/10,33/1,Newcastle v Arsenal
Malick Thiaw,14/1,7/2,40/1,Newcastle v Arsenal
Lewis Hall,14/1,18/5,40/1,Newcastle v Arsenal
Nick Woltemade,16/1,4/1,40/1,Newcastle v Arsenal
Joe Willock,16/1,4/1,40/1,Newcastle v Arsenal
Sven Botman,16/1,17/4,40/1,Newcastle v Arsenal
Nick Pope,16/1,17/4,40/1,Newcastle v Arsenal
William Osula,16/1,19/4,50/1,Newcastle v Arsenal
Jacob Murphy,18/1,5/1,50/1,Newcastle v Arsenal
Kieran Trippier,18/1,5/1,50/1,Newcastle v Arsenal
Tino Livramento,18/1,5/1,50/1,Newcastle v Arsenal
Lewis Miley,22/1,11/2,50/1,Newcastle v Arsenal
Harvey Barnes,28/1,15/2,66/1,Newcastle v Arsenal
Anthony Elanga,40/1,10/1,66/1,Newcastle v Arsenal
Christian Norgaard,17/2,19/10,28/1,Newcastle v Arsenal
Piero Hincapie,9/1,21/10,28/1,Newcastle v Arsenal
Myles Lewis-Skelly,10/1,12/5,33/1,Newcastle v Arsenal
Martin Zubimendi,11/1,5/2,33/1,Newcastle v Arsenal
Riccardo Calafiori,11/1,5/2,33/1,Newcastle v Arsenal
Ben White,11/1,13/5,33/1,Newcastle v Arsenal
Declan Rice,11/1,27/10,33/1,Newcastle v Arsenal
Mikel Merino,12/1,14/5,33/1,Newcastle v Arsenal
Jurrien Timber,12/1,14/5,33/1,Newcastle v Arsenal
Gabriel Magalhaes,12/1,3/1,33/1,Newcastle v Arsenal
Bukayo Saka,14/1,7/2,40/1,Newcastle v Arsenal
Cristhian Mosquera,14/1,7/2,40/1,Newcastle v Arsenal
Viktor Gyokeres,14/1,18/5,40/1,Newcastle v Arsenal
Leandro Trossard,16/1,4/1,40/1,Newcastle v Arsenal
William Saliba,16/1,9/2,40/1,Newcastle v Arsenal
David Raya,16/1,9/2,40/1,Newcastle v Arsenal
Eberechi Eze,18/1,5/1,50/1,Newcastle v Arsenal
Martin Odegaard,18/1,5/1,50/1,Newcastle v Arsenal
Gabriel Martinelli,20/1,11/2,50/1,Newcastle v Arsenal
Ethan Nwaneri,28/1,7/1,66/1,Newcastle v Arsenal
Aaron Hickey,17/2,2/1,28/1,Brentford v Man Utd
Frank Onyeka,9/1,12/5,33/1,Brentford v Man Utd
Yehor Yarmolyuk,11/1,29/10,33/1,Brentford v Man Utd
Jordan Henderson,11/1,29/10,33/1,Brentford v Man Utd
Igor Thiago,12/1,18/5,40/1,Brentford v Man Utd
Nathan Collins,12/1,18/5,40/1,Brentford v Man Utd
Kristoffer Ajer,12/1,18/5,40/1,Brentford v Man Utd
Michael Kayode,12/1,18/5,40/1,Brentford v Man Utd
Keane Lewis-Potter,14/1,4/1,40/1,Brentford v Man Utd
Mathias Jensen,14/1,4/1,40/1,Brentford v Man Utd
Vitaly Janelt,14/1,4/1,40/1,Brentford v Man Utd
Rico Henry,14/1,4/1,40/1,Brentford v Man Utd
Fabio Carvalho,16/1,19/4,40/1,Brentford v Man Utd
Antoni Milambo,16/1,19/4,40/1,Brentford v Man Utd
Sepp van den Berg,16/1,19/4,40/1,Brentford v Man Utd
Dango Ouattara,18/1,11/2,50/1,Brentford v Man Utd
Reiss Nelson,18/1,11/2,50/1,Brentford v Man Utd
Mikkel Damsgaard,18/1,11/2,50/1,Brentford v Man Utd
Ethan Pinnock,18/1,11/2,50/1,Brentford v Man Utd
Kevin Schade,20/1,13/2,50/1,Brentford v Man Utd
Caoimhin Kelleher,20/1,13/2,50/1,Brentford v Man Utd
Manuel Ugarte,8/1,19/10,25/1,Brentford v Man Utd
Harry Maguire,9/1,9/4,28/1,Brentford v Man Utd
Patrick Dorgu,10/1,13/5,33/1,Brentford v Man Utd
Luke Shaw,10/1,13/5,33/1,Brentford v Man Utd
Bruno Fernandes,11/1,3/1,33/1,Brentford v Man Utd
Leny Yoro,11/1,3/1,33/1,Brentford v Man Utd
Ayden Heaven,11/1,3/1,33/1,Brentford v Man Utd
Amad Diallo,12/1,10/3,40/1,Brentford v Man Utd
Kobbie Mainoo,12/1,10/3,40/1,Brentford v Man Utd
Diogo Dalot,12/1,10/3,40/1,Brentford v Man Utd
Matheus Cunha,14/1,15/4,40/1,Brentford v Man Utd
Mason Mount,14/1,15/4,40/1,Brentford v Man Utd
Matthijs de Ligt,14/1,17/4,40/1,Brentford v Man Utd
Joshua Zirkzee,16/1,5/1,50/1,Brentford v Man Utd
Noussair Mazraoui,16/1,5/1,50/1,Brentford v Man Utd
Altay Bayindir,20/1,6/1,50/1,Brentford v Man Utd
Bryan Mbeumo,25/1,15/2,50/1,Brentford v Man Utd
Benjamin Sesko,25/1,15/2,50/1,Brentford v Man Utd
Joelinton,9/1,21/10,28/1,Newcastle v Arsenal
Bruno Guimaraes,10/1,9/4,28/1,Newcastle v Arsenal
Sandro Tonali,10/1,9/4,28/1,Newcastle v Arsenal
Dan Burn,10/1,12/5,33/1,Newcastle v Arsenal
Anthony Gordon,12/1,3/1,33/1,Newcastle v Arsenal
Malick Thiaw,14/1,18/5,40/1,Newcastle v Arsenal
Lewis Hall,14/1,15/4,40/1,Newcastle v Arsenal
Nick Woltemade,16/1,17/4,40/1,Newcastle v Arsenal
Joe Willock,16/1,17/4,40/1,Newcastle v Arsenal
Sven Botman,16/1,23/5,40/1,Newcastle v Arsenal
Nick Pope,16/1,23/5,40/1,Newcastle v Arsenal
William Osula,18/1,5/1,50/1,Newcastle v Arsenal
Jacob Murphy,18/1,5/1,50/1,Newcastle v Arsenal
Kieran Trippier,16/1,23/5,40/1,Newcastle v Arsenal
Tino Livramento,20/1,11/2,50/1,Newcastle v Arsenal
Lewis Miley,22/1,6/1,50/1,Newcastle v Arsenal
Harvey Barnes,25/1,13/2,50/1,Newcastle v Arsenal
Anthony Elanga,28/1,17/2,66/1,Newcastle v Arsenal
Christian Norgaard,9/1,19/10,28/1,Newcastle v Arsenal
Piero Hincapie,10/1,11/5,28/1,Newcastle v Arsenal
Myles Lewis-Skelly,11/1,12/5,33/1,Newcastle v Arsenal
Martin Zubimendi,11/1,13/5,33/1,Newcastle v Arsenal
Riccardo Calafiori,10/1,23/10,33/1,Newcastle v Arsenal
Ben White,11/1,27/10,33/1,Newcastle v Arsenal
Declan Rice,12/1,14/5,33/1,Newcastle v Arsenal
Mikel Merino,11/1,27/10,33/1,Newcastle v Arsenal
Jurrien Timber,12/1,29/10,33/1,Newcastle v Arsenal
Gabriel Magalhaes,12/1,3/1,33/1,Newcastle v Arsenal
