assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team,team_h_difficulty,team_a_difficulty,event
0,0,0,0,0.0,39,0.0,0.0,0.0,0.0,7,0,0,0.0,0.0,2024-08-17,0,False,19,0,0,0,0,1,0,37657,0,2,1,0.0,0,0,0,0,40,False,0,0,1,0.0383631624281406,74,MC,Newcastle United,Southampton,1,0,26606,2024,666376,0.5928481221199036,0,2,0,0.0383631624281406,0.928577959537506,0.4204671680927276,Southampton,3.0,2.0,1.0
0,0,0,0,0.0,39,0.0,0.0,0.0,0.0,11,0,0,0.0,0.0,2024-08-24,0,False,1,0,0,0,0,2,0,60885,0,2,0,0.0,0,5210,7895,2685,40,True,0,0,0,0.0,77,MC,Southampton,Nottingham Forest,0,1,26616,2024,668045,0.0,0,0,0,0.0,0.1016373261809349,0.1016373261809349,Southampton,4.0,4.0,2.0
0,0,0,0,0.0,39,0.0,0.0,0.0,0.0,26,0,0,0.0,0.0,2024-08-31,0,False,11,0,0,0,0,3,0,84451,0,2,1,0.0,0,13554,20990,7436,40,False,0,0,1,0.6077521443367004,85,MC,Brentford,Southampton,3,1,26623,2024,671743,0.0224801730364561,0,1,0,0.6077521443367004,0.1674828082323074,0.1450026333332061,Southampton,3.0,2.0,3.0
0,0,0,0,0.0,39,0.0,0.0,0.0,0.0,41,0,0,0.0,0.0,2024-09-21,0,False,20,0,0,0,0,5,0,88342,0,1,3,0.0,0,-764,2994,3758,40,True,0,0,0,0.0,1,Sub,Southampton,Ipswich,1,1,26643,2024,675637,0.0,0,0,0,0.0,0.0,0.0,Southampton,2.0,4.0,5.0
0,0,0,0,0.0,39,0.0,0.0,0.0,0.0,72,0,0,0.0,0.0,2024-10-19,0,False,9,0,0,0,0,8,0,93571,0,3,1,0.0,0,450,2975,2525,40,False,0,1,3,0.557433545589447,90,MC,Southampton,Leicester,2,3,26678,2024,681387,0.0,0,0,1,0.557433545589447,0.6073024272918701,0.0861322581768035,Leicester,3.0,3.0,8.0
0,0,0,0,0.0,39,0.0,0.0,0.0,0.0,82,0,0,0.0,0.0,2024-10-26,0,False,3,0,0,0,0,9,0,93140,0,1,1,0.0,0,-694,1457,2151,40,True,0,0,0,0.0,29,Sub,Manchester City,Southampton,1,0,26683,2024,682955,0.0,0,0,0,0.0,0.0608166456222534,0.0608166456222534,Manchester City,3.0,4.0,9.0
0,0,0,0,0.0,39,0.0,0.0,0.0,0.0,105,0,0,0.0,0.0,2024-11-09,0,False,12,0,0,0,0,11,0,92181,0,0,2,0.0,0,-1045,1068,2113,40,False,0,0,0,0.0,79,MC,Wolverhampton Wanderers,Southampton,2,0,26711,2024,686683,0.0,0,0,0,0.0,0.0613311044871807,0.0613311044871807,Southampton,3.0,5.0,11.0
0,0,0,0,0.0,39,0.0,0.0,0.0,0.0,132,0,0,0.0,0.0,2024-12-04,0,False,4,0,0,0,0,14,0,88847,0,1,3,0.0,0,-1275,617,1892,40,True,0,1,2,1.0850244760513306,90,MC,Southampton,Chelsea,1,5,26741,2024,691452,0.3703863024711609,0,1,1,1.0850244760513306,1.5231000185012815,0.0676892399787902,Southampton,2.0,4.0,14.0
0,0,0,0,0.0,39,0.0,0.0,0.0,0.0,141,0,0,0.0,0.0,2024-12-07,0,False,17,0,0,0,0,15,0,87230,0,0,1,0.0,0,-1562,479,2041,40,True,0,0,0,0.0,43,Sub,Aston Villa,Southampton,1,0,26742,2024,692189,0.0,0,0,0,0.0,0.0,0.0,Aston Villa,2.0,4.0,15.0
0,0,0,0,0.0,39,0.0,0.0,0.0,0.0,177,0,0,0.0,0.0,2024-12-26,0,False,15,0,0,0,0,18,0,84213,0,0,3,0.0,0,-1301,617,1918,40,False,0,0,0,0.0,19,Sub,Southampton,West Ham,0,1,26780,2024,696282,0.0,0,0,0,0.0,0.0976994037628173,0.0976994037628173,West Ham,3.0,4.0,18.0
0,0,0,0,0.0,39,0.0,0.0,0.0,0.0,191,0,0,0.0,0.0,2025-01-04,0,False,11,0,0,0,0,20,0,80640,0,1,2,0.0,0,-2238,635,2873,40,True,0,0,0,0.0,90,MC,Southampton,Brentford,0,5,26799,2024,697194,0.095109187066555,0,4,0,0.0,0.095109187066555,0.0567962527275085,Southampton,2.0,4.0,20.0
