assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position,team_h_difficulty,team_a_difficulty,event
0,0,10,1,7.1,328,0.01,0.04,0.03,2.79,105,0,0,3.2,9.6,2023-11-05,79,11,0,0,0,0,11,0,15493,1,1,1,15.0,2,2040,2994,954,49,True,0,328,,,0,1,0.0210783965885639,82,AMC,Luton,Liverpool,1,1,21999,2023,622356,0.0,0,0,0,0.0210783965885639,0.0210783965885639,0.0,11719,Luton,Chiedozie Ogbene,Chiedozie Ogbene,FWD,4,2,11
0,0,11,0,22.1,328,0.05,0.07,0.02,2.01,118,1,0,5.3,13.4,2023-11-11,85,14,0,0,0,0,12,0,17877,1,0,1,17.0,2,2122,3162,1040,49,False,0,328,,,0,1,0.0215998962521553,88,AMC,Manchester United,Luton,1,0,22012,2023,623251,0.0857769250869751,0,2,0,0.0215998962521553,0.1791192293167114,0.1398666352033615,11719,Luton,Chiedozie Ogbene,Chiedozie Ogbene,FWD,2,4,12
1,0,23,0,16.7,328,0.34,0.37,0.03,1.68,125,1,0,5.2,28.4,2023-11-25,90,8,0,0,0,0,13,0,17192,1,1,2,7.0,5,-549,1708,2257,49,True,0,328,,,0,1,0.0526357926428318,90,AMC,Luton,Crystal Palace,2,1,22019,2023,624873,0.599822998046875,1,1,0,0.0526357926428318,0.6524587869644165,0.0,11719,Luton,Chiedozie Ogbene,Chiedozie Ogbene,FWD,2,2,13
0,0,3,0,0.4,328,0.0,0.0,0.0,1.68,133,2,0,0.1,1.0,2023-12-02,59,4,0,0,0,0,14,0,19605,1,1,3,0.0,1,2004,2956,952,49,False,0,328,,,0,0,0.0,62,AMC,Brentford,Luton,3,1,22027,2023,626521,0.0,0,0,0,0.0,0.0,0.0,11719,Luton,Chiedozie Ogbene,Chiedozie Ogbene,FWD,2,2,14
0,0,5,0,4.5,328,0.0,0.0,0.0,0.71,146,1,0,1.1,6.4,2023-12-05,28,1,0,0,0,0,15,0,19185,0,4,3,0.0,1,-373,802,1175,49,True,0,328,,,0,0,0.0,23,Sub,Luton,Arsenal,3,4,22039,2023,627912,0.0,0,0,0,0.0,0.0,0.0,11719,Luton,Chiedozie Ogbene,Chiedozie Ogbene,FWD,5,2,15
0,0,3,0,10.5,328,0.01,0.01,0.0,0.4,175,0,0,1.5,2.2,2023-12-23,9,15,0,0,0,0,18,0,16819,0,0,1,2.0,1,-836,335,1171,49,True,0,328,,,0,0,0.0,6,Sub,Luton,Newcastle United,1,0,22069,2023,632646,0.0362498462200164,0,1,0,0.0,0.0362498462200164,0.0,11719,Luton,Chiedozie Ogbene,Chiedozie Ogbene,FWD,3,2,18
0,0,2,0,0.4,328,0.0,0.0,0.0,0.13,190,0,0,0.3,2.6,2023-12-26,18,17,0,0,0,0,19,0,16387,0,3,2,0.0,1,-592,366,958,49,False,0,328,,,0,0,0.0,17,Sub,Sheffield United,Luton,2,3,22084,2023,632970,0.0,0,0,0,0.0,0.0,0.0,11719,Luton,Chiedozie Ogbene,Chiedozie Ogbene,FWD,2,2,19
0,0,8,0,43.3,328,0.6,0.81,0.21,1.15,195,1,0,7.7,13.6,2023-12-30,45,7,0,0,0,0,20,0,15401,0,3,2,20.0,1,-1050,264,1314,49,True,0,328,,,0,1,0.1153601929545402,40,Sub,Luton,Chelsea,2,3,22089,2023,633375,0.7443437576293945,0,3,0,0.1153601929545402,0.8597039580345154,0.0,11719,Luton,Chiedozie Ogbene,Chiedozie Ogbene,FWD,3,2,20
0,0,20,0,45.6,328,0.2,0.45,0.25,0.99,205,1,0,14.0,28.0,2024-01-12,90,6,0,0,0,0,21,0,14304,1,1,1,66.0,2,-1191,589,1780,49,False,0,328,,,0,4,0.1957146376371383,90,DMR,Burnley,Luton,1,1,22096,2023,634546,0.2578726410865783,0,4,0,0.1957146376371383,0.558897078037262,0.105309784412384,11719,Luton,Chiedozie Ogbene,Chiedozie Ogbene,FWD,2,2,21
0,2,33,1,16.0,328,0.09,1.17,1.08,0.88,214,0,1,12.0,45.0,2024-01-30,90,5,0,0,0,0,22,0,13910,1,0,4,59.0,8,-623,306,929,49,True,0,328,,,1,3,1.0858020782470703,90,DMR,Luton,Brighton,4,0,22107,2023,637808,0.1161962673068046,0,1,1,1.0858020782470703,1.3319833278656006,1.0950024127960205,11719,Luton,Chiedozie Ogbene,Chiedozie Ogbene,FWD,2,2,22
1,0,25,0,3.9,328,0.01,0.07,0.06,2.28,229,4,0,4.6,17.4,2024-02-03,90,15,0,0,0,0,23,0,14562,1,4,4,25.0,5,566,1054,488,49,False,0,328,,,0,1,0.0970246419310569,90,DMR,Newcastle United,Luton,4,4,22123,2023,638620,0.0,0,0,0,0.0970246419310569,0.2323954850435257,0.1353708356618881,11719,Luton,Chiedozie Ogbene,Chiedozie Ogbene,FWD,2,4,23
0,0,13,0,26.5,328,0.28,0.32,0.04,1.81,235,3,0,3.8,9.8,2024-02-10,90,17,0,0,0,0,24,0,16650,1,3,1,2.0,2,1903,2850,947,49,True,0,328,,,0,1,0.0335976593196392,90,DMR,Luton,Sheffield United,1,3,22129,2023,640152,0.0785043612122535,0,2,0,0.0335976593196392,0.2250021994113922,0.1129001826047897,11719,Luton,Chiedozie Ogbene,Chiedozie Ogbene,FWD,2,2,24
0,0,17,0,22.8,328,0.16,0.37,0.21,2.81,245,2,0,7.8,17.0,2024-02-18,90,14,0,0,0,0,25,0,17980,1,2,1,38.0,2,828,2362,1534,49,True,0,328,,,0,4,0.1245808750391006,90,DMR,Luton,Manchester United,1,2,22139,2023,642538,0.1359092444181442,0,2,0,0.1245808750391006,0.1191201955080032,0.0167924761772155,11719,Luton,Chiedozie Ogbene,Chiedozie Ogbene,FWD,3,2,25
0,3,40,0,21.1,328,0.06,0.76,0.7,3.31,257,4,1,11.6,50.8,2024-02-21,90,11,0,0,0,0,25,0,17980,1,1,4,44.0,9,828,2362,1534,49,False,0,328,,,1,3,0.5543942451477051,90,DMR,Liverpool,Luton,4,1,22151,2023,642853,0.0876893401145935,0,1,1,0.5543942451477051,0.7098287343978882,0.1554344445466995,11719,Luton,Chiedozie Ogbene,Chiedozie Ogbene,FWD,2,5,25
0,0,13,0,2.6,328,0.01,0.01,0.0,1.51,265,3,0,1.6,7.2,2024-03-02,84,2,0,0,0,0,27,0,27147,0,3,2,6.0,2,6823,8105,1282,49,True,0,328,,,0,0,0.0,85,Sub,Luton,Aston Villa,2,3,22159,2023,645156,0.0,0,0,0,0.0,0.1473190188407898,0.1473190188407898,11719,Luton,Chiedozie Ogbene,Chiedozie Ogbene,FWD,3,2,27
0,0,1,0,4.8,328,0.01,0.34,0.33,2.38,276,1,0,1.3,0.0,2024-03-09,86,8,0,0,0,0,28,0,31733,1,1,1,9.0,2,4278,6983,2705,49,False,0,328,,,0,1,0.6594911813735962,90,AMC,Crystal Palace,Luton,1,1,22170,2023,646677,0.0,0,0,0,0.6594911813735962,0.7725961208343506,0.1131049320101738,11719,Luton,Chiedozie Ogbene,Chiedozie Ogbene,FWD,2,2,28
0,0,23,0,1.5,328,0.01,0.54,0.53,2.36,162,4,1,8.2,43.8,2024-03-13,87,3,0,0,0,0,28,0,31733,1,3,4,37.0,5,4278,6983,2705,49,False,1,328,,,1,1,0.6581712365150452,90,AMC,Bournemouth,Luton,4,3,25861,2023,647917,0.0,0,0,1,0.6581712365150452,1.3434855937957764,0.6853142976760864,11719,Luton,Chiedozie Ogbene,Chiedozie Ogbene,FWD,2,2,28
0,0,12,0,15.6,328,0.27,0.31,0.04,1.71,287,1,0,3.2,10.8,2024-03-16,90,16,0,0,0,0,29,0,64831,1,1,1,6.0,2,9667,11681,2014,49,True,0,328,,,0,1,0.0298637468367815,90,DMR,Luton,Nottingham Forest,1,1,22181,2023,648308,0.1155163273215293,0,1,0,0.0298637468367815,0.1155163273215293,0.1155163273215293,11719,Luton,Chiedozie Ogbene,Chiedozie Ogbene,FWD,2,2,29
0,0,4,0,0.6,328,0.0,0.0,0.0,1.11,369,1,0,0.5,4.2,2024-05-11,17,19,0,0,0,0,37,0,16330,0,1,3,0.0,1,-570,93,663,48,False,0,328,,,0,0,0.0,12,Sub,West Ham,Luton,3,1,22263,2023,660621,0.0,0,0,0,0.0,0.0,0.0,11719,Luton,Chiedozie Ogbene,Chiedozie Ogbene,FWD,2,3,37
2,0,24,0,13.2,328,0.01,0.13,0.12,0.63,378,4,0,5.2,7.6,2024-05-19,75,10,0,0,0,0,38,0,16306,1,4,2,31.0,8,-91,221,312,48,True,0,328,,,0,3,0.1394426077604293,80,DMR,Luton,Fulham,2,4,22272,2023,663020,0.013161851093173,0,1,0,0.1394426077604293,0.5726707577705383,0.4332281947135925,11719,Luton,Chiedozie Ogbene,Chiedozie Ogbene,FWD,2,2,38
