assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position,team_h_difficulty,team_a_difficulty,event
0,0,3,0,2.4,585,0.01,0.01,0.0,0.28,2,0,0,0.6,3.6,2023-08-12,49,16,0,0,0,0,1,0,489582,1,1,2,0.0,0,0,0,0,50,True,1,585,,,0,0,0,56,DL,Arsenal,Nottingham Forest,2,1,22276,2023,603700,0,0,0,0,0,0.1960006654262542,0.1960006654262542,11707,Arsenal,Jurriën Timber,Jurriën Timber,DEF,2,5,1
0,0,1,0,2.3,585,0.01,0.01,0.0,0.0,371,0,0,0.7,2.2,2024-05-19,21,9,0,0,0,0,38,0,45959,0,1,2,2.0,0,116,335,219,46,True,1,585,,,0,0,0,14,Sub,Arsenal,Everton,2,1,22265,2023,663250,0,0,0,0,0,0.0829512774944305,0.0829512774944305,11707,Arsenal,Jurriën Timber,Jurriën Timber,DEF,2,5,38
