assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,fpl_id,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event
0,0,6,0,11.3,715,0.01,0.05,0.04,1.85,50,1,0,2.6,6.0,2023-09-16,76,11,0,0,0,0,5,0,290,1,3,1,9.0,2,159,173,14,50,True,0,0,1,0.0911508724093437,79,MID,Wolverhampton Wanderers,Liverpool,1,3,21935,2023,610061,0.044177122414112,0,1,0,0.0911508724093437,0.1353279948234558,0.0,715,7762,Wolverhampton Wanderers,Jean-Ricner Bellegarde,Jean-Ricner Bellegarde,4,2,5
0,0,-6,0,2.0,715,0.01,0.01,0.0,3.84,58,1,0,0.6,3.6,2023-09-23,38,12,0,0,0,1,6,0,1996,1,1,1,0.0,-2,1474,1666,192,50,False,0,0,0,0.0,38,MID,Luton,Wolverhampton Wanderers,1,1,21945,2023,612200,0.0,0,0,0,0.0,0.0,0.0,715,7762,Wolverhampton Wanderers,Jean-Ricner Bellegarde,Jean-Ricner Bellegarde,2,2,6
0,1,21,0,14.2,715,0.05,0.16,0.11,0.95,109,2,1,7.3,40.2,2023-11-04,29,17,0,0,0,0,11,0,764,0,1,2,19.0,7,-44,64,108,49,False,0,1,1,0.0728034973144531,27,MID,Sheffield United,Wolverhampton Wanderers,2,1,22003,2023,621486,0.0858871489763259,0,1,1,0.0728034973144531,0.0728034973144531,0.0,715,7762,Wolverhampton Wanderers,Jean-Ricner Bellegarde,Jean-Ricner Bellegarde,2,2,11
0,0,10,0,14.4,715,0.04,0.1,0.06,0.5,120,1,0,2.7,9.6,2023-11-11,72,18,0,0,0,0,12,0,1231,1,1,2,3.0,2,389,465,76,49,True,0,0,1,0.0378991551697254,78,MID,Wolverhampton Wanderers,Tottenham,2,1,22014,2023,622994,0.0304826237261295,0,1,0,0.0378991551697254,0.1108003258705139,0.0729011744260788,715,7762,Wolverhampton Wanderers,Jean-Ricner Bellegarde,Jean-Ricner Bellegarde,3,2,12
1,0,22,0,28.7,715,0.15,0.15,0.0,1.79,124,2,0,6.2,25.6,2023-11-27,61,10,0,0,0,0,13,0,1516,1,2,3,8.0,5,221,439,218,49,False,0,0,0,0.0,65,MID,Fulham,Wolverhampton Wanderers,3,2,22018,2023,626123,0.3927137851715088,1,2,0,0.0,0.3927137851715088,0.3927137851715088,715,7762,Wolverhampton Wanderers,Jean-Ricner Bellegarde,Jean-Ricner Bellegarde,2,3,13
0,0,6,0,1.7,715,0.01,0.01,0.0,1.58,131,2,0,0.5,1.4,2023-12-02,62,1,0,0,0,0,14,0,2527,1,1,2,2.0,2,952,1148,196,49,False,0,0,0,0.0,70,MID,Arsenal,Wolverhampton Wanderers,2,1,22026,2023,626645,0.0,0,0,0,0.0,0.3326356709003448,0.3326356709003448,715,7762,Wolverhampton Wanderers,Jean-Ricner Bellegarde,Jean-Ricner Bellegarde,2,5,14
0,0,3,0,0.8,715,0.01,0.01,0.0,0.06,149,0,0,0.4,1.4,2023-12-05,11,6,0,0,0,0,15,0,3506,0,0,1,2.0,1,934,1311,377,49,True,0,0,0,0.0,7,MID,Wolverhampton Wanderers,Burnley,1,0,22042,2023,627883,0.0,0,0,0,0.0,0.0,0.0,715,7762,Wolverhampton Wanderers,Jean-Ricner Bellegarde,Jean-Ricner Bellegarde,2,2,15
0,0,2,0,0.8,715,0.0,0.0,0.0,0.48,160,0,0,0.1,0.0,2023-12-09,21,16,0,0,0,0,16,0,2841,0,1,1,0.0,1,-641,128,769,49,True,0,0,0,0.0,15,MID,Wolverhampton Wanderers,Nottingham Forest,1,1,22054,2023,628792,0.0,0,0,0,0.0,0.0871248543262481,0.0871248543262481,715,7762,Wolverhampton Wanderers,Jean-Ricner Bellegarde,Jean-Ricner Bellegarde,2,2,16
0,0,12,0,14.4,715,0.08,0.19,0.11,1.14,170,3,0,4.5,18.8,2023-12-17,90,19,0,0,0,0,17,0,2435,1,0,3,12.0,2,-420,60,480,49,False,0,0,3,0.1148629263043403,90,MID,West Ham,Wolverhampton Wanderers,3,0,22064,2023,630904,0.0866883769631385,0,1,0,0.1148629263043403,0.2175965905189514,0.0367210768163204,715,7762,Wolverhampton Wanderers,Jean-Ricner Bellegarde,Jean-Ricner Bellegarde,2,3,17
0,0,20,0,0.8,715,0.01,0.25,0.24,0.84,183,0,1,7.6,41.6,2023-12-27,45,4,0,0,0,0,19,0,1994,0,4,1,34.0,6,-239,35,274,49,False,0,1,2,0.4116342961788177,39,MID,Brentford,Wolverhampton Wanderers,1,4,22077,2023,633147,0.0,0,0,1,0.4116342961788177,0.4116342961788177,0.0,715,7762,Wolverhampton Wanderers,Jean-Ricner Bellegarde,Jean-Ricner Bellegarde,2,2,19
0,0,5,0,0.3,715,0.2,0.2,0.0,0.06,200,0,0,0.6,3.4,2023-12-30,10,9,0,0,0,0,20,0,2024,0,0,3,2.0,1,4,206,202,49,True,0,0,0,0.0,5,MID,Wolverhampton Wanderers,Everton,3,0,22094,2023,633468,0.0,0,0,0,0.0,0.0,0.0,715,7762,Wolverhampton Wanderers,Jean-Ricner Bellegarde,Jean-Ricner Bellegarde,2,2,20
0,0,2,0,0.3,715,0.0,0.0,0.0,0.05,204,0,0,0.3,2.4,2024-01-22,20,5,0,0,0,0,21,0,1864,0,0,0,0.0,1,-176,148,324,49,False,0,0,0,0.0,18,MID,Brighton,Wolverhampton Wanderers,0,0,22095,2023,636516,0.0,0,0,0,0.0,0.1173352003097534,0.1173352003097534,715,7762,Wolverhampton Wanderers,Jean-Ricner Bellegarde,Jean-Ricner Bellegarde,2,3,21
0,0,8,0,12.8,715,0.06,0.06,0.0,1.47,218,2,0,2.2,5.0,2024-02-01,62,14,0,0,0,0,22,0,1775,1,4,3,4.0,2,-119,56,175,49,True,0,0,0,0.0,67,MID,Wolverhampton Wanderers,Manchester United,3,4,22111,2023,638120,0.040982685983181,0,1,0,0.0,0.0868409723043441,0.0458582863211631,715,7762,Wolverhampton Wanderers,Jean-Ricner Bellegarde,Jean-Ricner Bellegarde,3,2,22
0,0,1,0,1.9,715,0.02,0.24,0.22,0.25,226,1,0,2.5,4.4,2024-02-04,18,7,0,0,0,0,23,0,1729,0,4,2,19.0,1,-59,46,105,49,False,0,0,1,0.1377487033605575,14,MID,Chelsea,Wolverhampton Wanderers,2,4,22120,2023,639065,0.0,0,0,0,0.1377487033605575,0.1377487033605575,0.0,715,7762,Wolverhampton Wanderers,Jean-Ricner Bellegarde,Jean-Ricner Bellegarde,2,3,23
0,0,4,0,4.5,715,0.03,0.07,0.04,1.38,240,2,0,1.2,2.4,2024-02-10,70,4,0,0,0,0,24,0,1646,0,2,0,5.0,2,-95,66,161,49,True,0,0,1,0.0273894686251878,71,MID,Wolverhampton Wanderers,Brentford,0,2,22134,2023,640253,0.0,0,0,0,0.0273894686251878,0.3805022537708282,0.3531127870082855,715,7762,Wolverhampton Wanderers,Jean-Ricner Bellegarde,Jean-Ricner Bellegarde,2,2,24
0,0,7,0,24.0,715,0.03,0.16,0.13,0.72,250,0,0,3.9,8.2,2024-02-17,17,18,0,0,0,0,25,0,1647,0,2,1,7.0,1,-33,75,108,49,False,0,0,1,0.1497369110584259,13,MID,Tottenham,Wolverhampton Wanderers,1,2,22144,2023,641877,0.1171617731451988,0,2,0,0.1497369110584259,0.2668986916542053,0.0,715,7762,Wolverhampton Wanderers,Jean-Ricner Bellegarde,Jean-Ricner Bellegarde,2,4,25
0,0,3,0,0.3,715,0.0,0.0,0.0,0.1,260,0,0,0.5,3.0,2024-02-25,4,17,0,0,0,0,26,0,1702,0,0,1,2.0,1,16,114,98,49,True,0,0,0,0.0,2,MID,Wolverhampton Wanderers,Sheffield United,1,0,22154,2023,643717,0.0,0,0,0,0.0,0.0334652885794639,0.0334652885794639,715,7762,Wolverhampton Wanderers,Jean-Ricner Bellegarde,Jean-Ricner Bellegarde,2,2,26
0,0,3,0,22.8,715,0.04,0.24,0.2,2.0,267,2,0,5.4,4.4,2024-03-02,80,15,0,0,0,0,27,0,1708,1,0,3,27.0,2,14,115,101,49,False,0,0,3,0.1819223016500473,84,MID,Newcastle United,Wolverhampton Wanderers,3,0,22161,2023,644981,0.0924986004829406,0,2,0,0.1819223016500473,0.1928501278162002,0.051406156271696,715,7762,Wolverhampton Wanderers,Jean-Ricner Bellegarde,Jean-Ricner Bellegarde,2,4,27
0,0,1,0,0.1,715,0.0,0.0,0.0,0.08,280,0,0,0.0,0.0,2024-03-09,10,10,0,0,0,0,28,0,1940,1,1,2,0.0,1,210,397,187,49,True,0,0,0,0.0,10,MID,Wolverhampton Wanderers,Fulham,2,1,22174,2023,646693,0.0,0,0,0,0.0,0.0,0.0,715,7762,Wolverhampton Wanderers,Jean-Ricner Bellegarde,Jean-Ricner Bellegarde,2,2,28
1,0,10,0,0.4,715,0.0,0.2,0.2,1.45,359,2,0,0.9,0.2,2024-05-04,45,13,0,0,0,0,36,0,1330,0,1,5,8.0,4,-20,6,26,49,False,0,0,1,0.1362167000770568,37,MID,Manchester City,Wolverhampton Wanderers,5,1,22253,2023,659075,0.0,0,0,0,0.1362167000770568,0.1362167000770568,0.0,715,7762,Wolverhampton Wanderers,Jean-Ricner Bellegarde,Jean-Ricner Bellegarde,2,5,36
0,0,3,0,12.0,715,0.01,0.01,0.0,1.08,370,1,0,1.5,3.0,2024-05-11,45,8,0,0,0,0,37,0,1389,0,3,1,0.0,1,36,58,22,49,True,0,0,0,0.0,39,MID,Wolverhampton Wanderers,Crystal Palace,1,3,22264,2023,660575,0.0645718351006507,0,1,0,0.0,0.0645718351006507,0.0,715,7762,Wolverhampton Wanderers,Jean-Ricner Bellegarde,Jean-Ricner Bellegarde,2,2,37
0,0,7,0,1.6,715,0.0,0.0,0.0,4.48,377,2,0,0.7,5.2,2024-05-19,62,11,0,0,0,0,38,0,1387,1,0,2,0.0,2,-5,24,29,49,False,0,0,0,0.0,70,MID,Liverpool,Wolverhampton Wanderers,2,0,22271,2023,663071,0.0,0,0,0,0.0,0.0,0.0,715,7762,Wolverhampton Wanderers,Jean-Ricner Bellegarde,Jean-Ricner Bellegarde,2,5,38
