assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position,team_h_difficulty,team_a_difficulty,event
0,0,4,0,11.3,397,0.05,0.05,0.0,1.08,10,0,0,2.3,3.8,2023-08-14,22,20,0,0,0,0,1,0,83993,0,0,1,8.0,1,0,0,0,70,True,0,397,,,0,0,0.0,20,Sub,Manchester United,Wolverhampton Wanderers,1,0,22284,2023,604632,0.1281674951314926,0,1,0,0.0,0.2712413966655731,0.1430738866329193,6345,Manchester United,Jadon Sancho,Jadon Sancho,MID,2,4,1
0,0,7,0,1.9,397,0.01,0.01,0.0,0.55,18,1,0,0.7,5.4,2023-08-19,24,18,0,0,0,0,2,0,83584,0,0,2,0.0,1,-10687,2309,12996,70,False,0,397,,,0,0,0.0,21,Sub,Tottenham,Manchester United,2,0,22290,2023,605275,0.0,0,0,0,0.0,0.0,0.0,6345,Manchester United,Jadon Sancho,Jadon Sancho,MID,3,4,2
0,0,0,0,1.6,397,0.01,0.01,0.0,0.23,28,0,0,0.6,0.6,2023-08-26,30,16,0,0,0,0,3,0,75676,0,2,3,4.0,1,-11151,1811,12962,69,True,0,397,MID,Man Utd,0,0,0.0,27,Sub,Manchester United,Nottingham Forest,3,2,22300,2023,606960,0.0,0,0,0,0.0,0.0,0.0,6345,Manchester United,Jadon Sancho,Jadon Sancho,MID,2,4,3
0,0,0,0,0.0,397,0.0,0.0,0.0,0.0,278,0,0,0.0,0.0,2024-03-09,0,9,0,0,0,0,28,0,38776,0,0,2,0.0,0,-81,0,81,67,True,0,397,,,1,1,0.2979470193386078,76,AMR,Werder Bremen,Borussia Dortmund,1,2,23286,2023,646861,0.0,0,0,1,0.2979470193386078,0.3541603684425354,0.0562133528292179,6345,Manchester United,Jadon Sancho,Jadon Sancho,MID,2,4,28
0,0,0,0,0.0,397,0.0,0.0,0.0,0.0,293,0,0,0.0,0.0,2024-03-30,0,4,0,0,0,0,30,0,38674,0,1,1,0.0,0,-56,0,56,67,False,0,397,,,0,0,0.0,87,FWR,Bayern Munich,Borussia Dortmund,0,2,23299,2023,650099,0.0852654427289962,0,1,0,0.0,0.6599025726318359,0.5746371150016785,6345,Manchester United,Jadon Sancho,Jadon Sancho,MID,3,2,30
0,0,0,0,0.0,397,0.0,0.0,0.0,0.0,345,0,0,0.0,0.0,2024-04-27,0,6,0,0,0,0,35,0,38445,0,1,1,0.0,0,-59,0,59,67,True,0,397,,,1,1,0.0292164850980043,90,ML,RasenBallsport Leipzig,Borussia Dortmund,4,1,23336,2023,656887,0.4390847682952881,0,3,1,0.0292164850980043,0.5130410194396973,0.1822045594453811,6345,Manchester United,Jadon Sancho,Jadon Sancho,MID,2,4,35
