assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position,team_h_difficulty,team_a_difficulty,event
0,0,10,0,1.8,178,0.01,0.03,0.02,0.72,47,1,0,1.5,9.8,2023-09-18,90,16,0,0,0,0,5,0,70528,1,1,1,3.0,2,-3764,1391,5155,40,False,0,178,,,Charlie Taylor,0,1,0.0188309084624052,90,DL,Nottingham Forest,Burnley,1,1,21944,2023,611601,0.0,0,0,0,0.0188309084624052,0.0408442504703998,0.0408442504703998,21944,Burnley,Charlie Taylor,Charlie Taylor,DEF,2,2,5
0,0,13,0,8.1,178,0.02,0.02,0.0,0.91,54,1,0,2.5,17.0,2023-09-23,90,14,0,0,0,0,6,0,73582,1,1,0,0.0,2,1707,5268,3561,39,True,0,178,,,Charlie Taylor,0,0,0.0,90,DL,Burnley,Manchester United,0,1,21950,2023,612518,0.0,0,0,0,0.0,0.1369458585977554,0.1369458585977554,21950,Burnley,Charlie Taylor,Charlie Taylor,DEF,3,2,6
0,0,10,0,3.8,178,0.07,0.07,0.0,1.31,15,1,0,2.8,21.8,2023-10-03,90,12,0,0,0,0,7,0,138069,1,2,1,2.0,1,51272,62518,11246,39,False,1,178,,,Charlie Taylor,0,0,0.0,90,DL,Luton,Burnley,1,2,22289,2023,615886,0.0,0,0,0,0.0,0.0824706181883812,0.0824706181883812,22289,Burnley,Charlie Taylor,Charlie Taylor,DEF,2,2,2
0,0,9,0,11.8,178,0.01,0.07,0.06,1.58,73,4,0,2.4,9.2,2023-10-07,90,7,0,0,0,0,8,0,302601,1,4,1,3.0,0,161789,201808,40019,39,True,0,178,,,Charlie Taylor,0,2,0.0683805495500564,90,DL,Burnley,Chelsea,1,4,21967,2023,616374,0.021745478734374,0,1,0,0.0683805495500564,0.021745478734374,0.021745478734374,21967,Burnley,Charlie Taylor,Charlie Taylor,DEF,3,2,8
0,0,12,0,1.8,178,0.0,0.0,0.0,3.24,83,3,0,1.8,16.0,2023-10-21,90,4,0,0,0,0,9,0,367176,1,0,3,0.0,1,67249,84034,16785,39,False,0,178,,,Charlie Taylor,0,0,0.0,90,DL,Brentford,Burnley,3,0,21977,2023,618111,0.0,0,0,0,0.0,0.0401416085660457,0.0401416085660457,21977,Burnley,Charlie Taylor,Charlie Taylor,DEF,2,2,9
0,0,21,0,1.1,178,0.0,0.03,0.03,1.08,93,2,1,4.5,34.8,2023-10-28,90,3,0,0,0,0,10,0,486109,1,1,2,9.0,6,113701,136170,22469,39,False,1,178,,,Charlie Taylor,1,2,0.0390276834368705,90,DL,Bournemouth,Burnley,2,1,21985,2023,619884,0.0,0,0,1,0.0390276834368705,0.0,0.0,21985,Burnley,Charlie Taylor,Charlie Taylor,DEF,2,2,10
0,0,12,0,27.4,178,0.06,0.07,0.01,1.32,102,2,0,4.7,13.4,2023-11-04,90,8,0,0,0,0,11,0,572246,1,2,0,6.0,1,81654,93335,11681,39,True,0,178,,,Charlie Taylor,0,1,0.0106843644753098,90,DL,Burnley,Crystal Palace,0,2,21996,2023,621554,0.2730624675750732,0,2,0,0.0106843644753098,0.4488697350025177,0.4268778860569,21996,Burnley,Charlie Taylor,Charlie Taylor,DEF,2,2,11
0,0,10,0,1.8,178,0.01,0.01,0.0,2.03,111,3,0,2.1,19.6,2023-11-11,90,1,0,0,0,0,12,0,559070,1,1,3,0.0,1,-5415,14092,19507,40,False,0,178,,,Charlie Taylor,0,0,0.0,90,DL,Arsenal,Burnley,3,1,22006,2023,623278,0.0,0,0,0,0.0,0.1088590249419212,0.1088590249419212,22006,Burnley,Charlie Taylor,Charlie Taylor,DEF,2,5,12
0,0,18,0,1.7,178,0.0,0.0,0.0,1.03,122,2,0,2.8,24.0,2023-11-25,90,19,0,0,0,0,13,0,567475,1,2,1,2.0,1,6731,20416,13685,40,True,0,178,,,Charlie Taylor,0,0,0.0,90,DL,Burnley,West Ham,1,2,22016,2023,624842,0.0,0,0,0,0.0,0.0,0.0,22016,Burnley,Charlie Taylor,Charlie Taylor,DEF,2,2,13
1,1,37,1,18.9,178,0.2,0.2,0.0,0.39,134,0,0,4.7,25.8,2023-12-02,90,17,0,0,0,0,14,0,582046,1,0,5,2.0,10,12208,22333,10125,40,True,0,178,,,Charlie Taylor,0,0,0.0,90,DL,Burnley,Sheffield United,5,0,22028,2023,626471,0.4004502892494201,1,1,0,0.0,1.3317458629608154,0.9312955141067504,22028,Burnley,Charlie Taylor,Charlie Taylor,DEF,2,2,14
0,0,11,0,13.6,178,0.02,0.03,0.01,0.83,149,1,0,2.7,12.0,2023-12-05,90,20,0,0,0,0,15,0,627650,1,0,1,1.0,1,42979,50392,7413,40,False,1,178,,,Charlie Taylor,0,1,0.0189502481371164,90,DL,Wolverhampton Wanderers,Burnley,1,0,22042,2023,627890,0.0492162071168422,0,1,0,0.0189502481371164,0.0492162071168422,0.0,22042,Burnley,Charlie Taylor,Charlie Taylor,DEF,2,2,15
0,0,9,0,1.8,178,0.0,0.0,0.0,2.72,152,1,0,1.4,12.6,2023-12-09,90,5,0,0,0,0,16,0,651555,1,1,1,0.0,1,23454,35488,12034,40,False,1,178,,,Charlie Taylor,0,0,0.0,90,DL,Brighton,Burnley,1,1,22046,2023,628710,0.0,0,0,0,0.0,0.0,0.0,22046,Burnley,Charlie Taylor,Charlie Taylor,DEF,2,3,16
0,0,23,1,15.6,178,0.04,0.04,0.0,1.38,173,0,0,3.2,16.2,2023-12-23,90,10,0,0,0,0,18,0,565021,1,2,0,0.0,6,-11498,7761,19259,40,False,0,178,,,Charlie Taylor,0,0,0.0,90,DL,Fulham,Burnley,0,2,22067,2023,632715,0.0365441963076591,0,1,0,0.0,0.0637822225689888,0.0637822225689888,22067,Burnley,Charlie Taylor,Charlie Taylor,DEF,2,3,18
0,0,14,0,15.3,178,0.11,0.11,0.0,1.69,185,2,0,3.2,14.2,2023-12-26,90,11,0,0,0,0,19,0,580348,1,2,0,2.0,1,10993,19806,8813,40,True,0,178,,,Charlie Taylor,0,0,0.0,90,DL,Burnley,Liverpool,0,2,22079,2023,633007,0.2907305061817169,0,1,0,0.0,0.2907305061817169,0.2907305061817169,22079,Burnley,Charlie Taylor,Charlie Taylor,DEF,4,2,19
0,0,4,0,0.9,178,0.0,0.0,0.0,3.15,191,3,0,1.5,13.6,2023-12-30,90,2,0,0,0,0,20,0,586075,1,2,3,0.0,0,5430,20158,14728,40,False,1,178,,,Charlie Taylor,0,0,0.0,90,DL,Aston Villa,Burnley,3,2,22085,2023,633535,0.0,0,0,0,0.0,0.1065576672554016,0.1065576672554016,22085,Burnley,Charlie Taylor,Charlie Taylor,DEF,2,4,20
0,0,5,0,8.8,178,0.03,0.03,0.0,1.39,242,2,0,1.9,10.0,2024-02-17,28,1,0,0,0,0,25,0,408233,0,5,0,0.0,0,-23645,2472,26117,40,True,0,178,,,Charlie Taylor,0,0,0.0,25,Sub,Burnley,Arsenal,0,5,22136,2023,641743,0.0,0,0,0,0.0,0.0236008204519748,0.0236008204519748,22136,Burnley,Charlie Taylor,Charlie Taylor,DEF,5,2,25
0,0,5,0,1.8,178,0.01,0.01,0.0,1.41,256,2,0,0.8,6.6,2024-02-24,74,8,0,0,0,0,26,0,406686,1,0,3,0.0,1,-7167,8396,15563,40,False,0,178,,,Charlie Taylor,0,0,0.0,78,DL,Crystal Palace,Burnley,3,0,22150,2023,643254,0.0,0,0,0,0.0,0.0,0.0,22150,Burnley,Charlie Taylor,Charlie Taylor,DEF,2,2,26
0,0,14,0,17.9,178,0.34,0.34,0.0,1.1,262,2,0,2.9,11.2,2024-03-03,90,3,0,0,0,0,27,0,403713,1,2,0,0.0,1,-5462,5845,11307,40,True,0,178,,,Charlie Taylor,0,0,0.0,90,DL,Burnley,Bournemouth,0,2,22156,2023,645460,0.4459891617298126,0,1,0,0.0,0.0735088363289833,0.0735088363289833,22156,Burnley,Charlie Taylor,Charlie Taylor,DEF,2,2,27
0,0,13,0,2.3,178,0.0,0.01,0.01,1.82,279,2,0,1.7,9.8,2024-03-10,90,19,0,0,0,0,28,0,391699,1,2,2,5.0,1,-12050,6294,18344,40,False,0,178,,,Charlie Taylor,0,1,0.0097148064523935,90,DL,West Ham,Burnley,2,2,22173,2023,647324,0.0,0,0,0,0.0097148064523935,0.0097148064523935,0.0,22173,Burnley,Charlie Taylor,Charlie Taylor,DEF,2,3,28
0,0,10,0,35.3,178,0.12,0.14,0.02,1.07,283,1,0,5.1,10.8,2024-03-16,90,4,0,0,0,0,29,0,354223,1,1,2,5.0,1,5927,10982,5055,40,True,1,178,,,Charlie Taylor,0,1,0.0291044376790523,90,DL,Burnley,Brentford,2,1,22177,2023,648336,0.0873153582215309,0,2,0,0.0291044376790523,0.2055411338806152,0.1195368915796279,22177,Burnley,Charlie Taylor,Charlie Taylor,DEF,2,2,29
0,0,8,0,0.7,178,0.0,0.0,0.0,2.04,294,1,0,1.4,12.8,2024-03-30,45,7,0,0,0,0,30,0,365574,0,2,2,0.0,1,-32996,10075,43071,39,False,0,178,,,Charlie Taylor,0,0,0.0,46,Sub,Chelsea,Burnley,2,2,22188,2023,649792,0.0,0,0,0,0.0,0.5455670356750488,0.5455670356750488,22188,Burnley,Charlie Taylor,Charlie Taylor,DEF,2,3,30
0,0,14,0,19.3,178,0.49,0.49,0.0,0.84,304,1,0,3.9,12.0,2024-04-02,90,20,0,0,0,0,31,0,369623,1,1,1,8.0,2,3489,19391,15902,39,True,0,178,,,Charlie Taylor,0,0,0.0,90,DL,Burnley,Wolverhampton Wanderers,1,1,22197,2023,651068,0.0186485312879085,0,1,0,0.0,0.1749099791049957,0.1749099791049957,22197,Burnley,Charlie Taylor,Charlie Taylor,DEF,2,2,31
0,0,7,0,5.7,178,0.02,0.11,0.09,0.79,314,1,0,2.1,6.2,2024-04-06,83,9,0,0,0,0,32,0,381626,1,0,1,9.0,2,11684,20324,8640,39,False,0,178,,,Charlie Taylor,0,1,0.0456626825034618,87,DL,Everton,Burnley,1,0,22208,2023,651727,0.0,0,0,0,0.0456626825034618,0.0827410295605659,0.0370783433318138,22208,Burnley,Charlie Taylor,Charlie Taylor,DEF,2,2,32
0,0,5,0,0.5,178,0.0,0.0,0.0,0.41,324,1,0,0.5,2.4,2024-04-13,45,5,0,0,0,0,33,0,396604,0,1,1,2.0,1,14328,26358,12030,39,True,0,178,,,Charlie Taylor,0,0,0.0,41,Sub,Burnley,Brighton,1,1,22218,2023,653242,0.0,0,0,0,0.0,0.0188538115471601,0.0188538115471601,22218,Burnley,Charlie Taylor,Charlie Taylor,DEF,2,2,33
0,0,18,0,31.0,178,0.07,0.07,0.0,2.43,338,1,0,5.6,25.2,2024-04-20,90,17,0,0,0,0,34,0,387644,1,4,1,0.0,2,1872,23137,21265,39,False,0,178,,,Charlie Taylor,0,0,0.0,90,DL,Sheffield United,Burnley,1,4,22232,2023,654881,0.1701346486806869,0,2,0,0.0,0.3152687549591064,0.2012404352426529,22232,Burnley,Charlie Taylor,Charlie Taylor,DEF,2,2,34
0,0,7,0,11.2,178,0.0,0.0,0.0,2.5,368,2,0,2.2,10.6,2024-05-11,90,18,0,0,0,0,37,0,307485,1,1,2,0.0,0,-27022,8416,35438,39,False,1,178,,,Charlie Taylor,0,0,0.0,90,DL,Tottenham,Burnley,2,1,22262,2023,660645,0.0608777739107608,0,1,0,0.0,0.0608777739107608,0.0,22262,Burnley,Charlie Taylor,Charlie Taylor,DEF,2,4,37
0,0,15,0,14.3,178,0.03,0.03,0.0,1.41,374,2,0,1.8,3.2,2024-05-19,74,16,0,0,0,0,38,0,298481,1,2,1,0.0,1,-10877,4820,15697,39,True,0,178,,,Charlie Taylor,0,0,0.0,79,DL,Burnley,Nottingham Forest,1,2,22268,2023,663147,0.028651712462306,0,1,0,0.0,0.5700493454933167,0.5413976311683655,22268,Burnley,Charlie Taylor,Charlie Taylor,DEF,2,2,38
