assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position,team_h_difficulty,team_a_difficulty,event
0,0,0,0,0.0,338,0.0,0.0,0.0,0.0,63,0,0,0.0,0.0,2023-09-30,0,9,0,0,0,0,7,0,1126,0,2,1,0.0,0,-39,0,39,40,False,0,338,,,Jack Walton,0,0,0.0,38,Sub,Everton,Luton,1,2,21956,2023,614582,0.3111611902713775,0,1,0,0.0,0.3604843020439148,0.0493231117725372,21956,Luton,Jack Walton,Jack Harrison,GK,2,2,7
0,0,0,0,0.0,338,0.0,0.0,0.0,0.0,77,0,0,0.0,0.0,2023-10-07,0,18,0,0,0,0,8,0,1082,0,1,0,0.0,0,-45,0,45,40,True,0,338,,,Jack Walton,1,4,0.5704252123832703,80,MR,Everton,Bournemouth,3,0,21969,2023,616405,0.9541133046150208,1,1,1,0.5704252123832703,1.6480000019073486,0.2183580845594406,21969,Luton,Jack Walton,Jack Harrison,GK,3,2,8
0,0,0,0,0.0,338,0.0,0.0,0.0,0.0,88,0,0,0.0,0.0,2023-10-21,0,16,0,0,0,0,9,0,1051,0,2,2,0.0,0,-31,0,31,40,False,0,338,,,Jack Walton,0,0,0.0,48,MR,Liverpool,Everton,2,0,21979,2023,617769,0.0,0,0,0,0.0,0.0,0.0,21979,Luton,Jack Walton,Jack Harrison,GK,2,2,9
0,0,0,0,0.0,338,0.0,0.0,0.0,0.0,92,0,0,0.0,0.0,2023-10-29,0,2,0,0,0,0,10,0,1015,0,1,3,0.0,0,-39,0,39,40,False,0,338,,,Jack Walton,0,2,0.1248603388667106,90,MR,West Ham,Everton,0,1,21993,2023,620344,0.0956671237945556,1,1,0,0.1248603388667106,0.2902220487594604,0.0696945860981941,21993,Luton,Jack Walton,Jack Harrison,GK,2,4,10
0,0,0,0,0.0,338,0.0,0.0,0.0,0.0,118,0,0,0.0,0.0,2023-11-11,0,14,0,0,0,0,12,0,983,0,0,1,0.0,0,-14,0,14,40,False,0,338,,,Jack Walton,0,0,0.0,90,MR,Crystal Palace,Everton,2,3,22010,2023,623308,0.6946924328804016,1,2,0,0.0,0.7216434478759766,0.0269510094076395,22010,Luton,Jack Walton,Jack Harrison,GK,2,4,12
0,0,0,0,0.0,338,0.0,0.0,0.0,0.0,133,0,0,0.0,0.0,2023-12-02,0,4,0,0,0,0,14,0,956,0,1,3,0.0,0,-9,0,9,40,False,0,338,,,Jack Walton,0,0,0.0,90,MR,Nottingham Forest,Everton,0,1,22033,2023,626830,0.0,0,0,0,0.0,0.0,0.0,22033,Luton,Jack Walton,Jack Harrison,GK,2,2,14
0,0,0,0,0.0,338,0.0,0.0,0.0,0.0,156,0,0,0.0,0.0,2023-12-10,0,13,0,0,0,0,16,0,935,0,2,1,0.0,0,-7,0,7,40,True,0,338,,,Jack Walton,0,1,0.05379094555974,90,MR,Everton,Chelsea,2,0,22048,2023,629267,0.1240363270044326,0,2,0,0.05379094555974,0.1778272688388824,0.0513771623373031,22048,Luton,Jack Walton,Jack Harrison,GK,5,2,16
0,0,0,0,0.0,338,0.0,0.0,0.0,0.0,175,0,0,0.0,0.0,2023-12-23,0,15,0,0,0,0,18,0,905,0,0,1,0.0,0,-14,0,14,40,True,0,338,,,Jack Walton,0,1,0.0545718483626842,71,AMR,Tottenham,Everton,2,1,22071,2023,632627,0.0927727669477462,0,1,0,0.0545718483626842,0.1473446190357208,0.0,22071,Luton,Jack Walton,Jack Harrison,GK,3,2,18
0,0,0,0,0.0,338,0.0,0.0,0.0,0.0,195,0,0,0.0,0.0,2023-12-30,0,7,0,0,0,0,20,0,886,0,3,2,0.0,0,-12,0,12,40,True,0,338,,,Jack Walton,0,2,0.0914671048521995,90,MR,Wolverhampton Wanderers,Everton,3,0,22094,2023,633479,0.0793011337518692,0,1,0,0.0914671048521995,0.235818549990654,0.1580792069435119,22094,Luton,Jack Walton,Jack Harrison,GK,3,2,20
0,0,0,0,0.0,338,0.0,0.0,0.0,0.0,214,0,0,0.0,0.0,2024-01-30,0,5,0,0,0,0,22,0,839,0,0,4,0.0,0,-19,0,19,40,True,0,338,,,Jack Walton,0,3,0.1751902848482132,90,AMC,Fulham,Everton,0,0,22106,2023,637799,0.01785359531641,0,1,0,0.1751902848482132,0.1194449514150619,0.0,22106,Luton,Jack Walton,Jack Harrison,GK,2,2,22
