assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position,team_h_difficulty,team_a_difficulty,event
0,0,8,0,1.1,806,0.0,0.0,0.0,0.66,225,0,0,1.0,8.4,2024-02-03,45,10,0,0,0,0,23,0,30,0,2,2,0.0,1,22,24,2,40,True,0,806,,,Maxime Esteve,0,0,0.0,41,Sub,Burnley,Fulham,2,2,22119,2023,638585,0.0,0,0,0,0.0,0.0593277886509895,0.0593277886509895,22119,Burnley,Maxime Esteve,Maxime Estève,DEF,2,2,23
0,0,13,0,0.1,806,0.0,0.0,0.0,2.14,234,3,0,1.7,16.6,2024-02-10,79,11,0,0,0,0,24,0,258,1,1,3,0.0,1,145,159,14,40,False,0,806,,,Maxime Esteve,0,0,0.0,83,DC,Liverpool,Burnley,3,1,22128,2023,640104,0.0,0,0,0,0.0,0.0,0.0,22128,Burnley,Maxime Esteve,Maxime Estève,DEF,2,5,24
0,0,7,0,0.1,806,0.0,0.0,0.0,1.03,242,3,0,1.3,13.0,2024-02-17,61,1,0,0,0,0,25,0,584,1,5,0,0.0,1,181,239,58,40,True,0,806,,,Maxime Esteve,0,0,0.0,65,DC,Burnley,Arsenal,0,5,22136,2023,641732,0.0,0,0,0,0.0,0.0,0.0,22136,Burnley,Maxime Esteve,Maxime Estève,DEF,5,2,25
0,0,9,0,0.5,806,0.0,0.0,0.0,2.39,256,3,0,1.3,12.4,2024-02-24,90,8,0,0,0,0,26,0,974,1,0,3,0.0,0,197,320,123,40,False,1,806,,,Maxime Esteve,0,0,0.0,90,DC,Crystal Palace,Burnley,3,0,22150,2023,643252,0.0,0,0,0,0.0,0.0,0.0,22150,Burnley,Maxime Esteve,Maxime Estève,DEF,2,2,26
0,0,15,0,5.8,806,0.01,0.1,0.09,1.1,262,2,0,2.7,15.2,2024-03-03,90,3,0,0,0,0,27,0,845,1,2,0,6.0,1,-66,81,147,40,True,0,806,,,Maxime Esteve,0,2,0.0990519523620605,90,DC,Burnley,Bournemouth,0,2,22156,2023,645458,0.0,0,0,0,0.0990519523620605,0.2085286378860473,0.1918435245752334,22156,Burnley,Maxime Esteve,Maxime Estève,DEF,2,2,27
0,0,9,0,0.9,806,0.01,0.01,0.0,1.82,279,2,0,1.8,17.0,2024-03-10,90,19,0,0,0,0,28,0,927,1,2,2,0.0,0,2,86,84,40,False,1,806,,,Maxime Esteve,0,0,0.0,90,DC,West Ham,Burnley,2,2,22173,2023,647322,0.0,0,0,0,0.0,0.1007766798138618,0.1007766798138618,22173,Burnley,Maxime Esteve,Maxime Estève,DEF,2,3,28
0,0,9,0,4.8,806,0.01,0.01,0.0,1.07,283,1,0,2.3,16.6,2024-03-16,90,4,0,0,0,0,29,0,1771,1,1,2,2.0,2,217,272,55,40,True,0,806,,,Maxime Esteve,0,0,0.0,90,DC,Burnley,Brentford,2,1,22177,2023,648334,0.0,0,0,0,0.0,0.0304155610501766,0.0304155610501766,22177,Burnley,Maxime Esteve,Maxime Estève,DEF,2,2,29
0,0,5,0,0.3,806,0.0,0.08,0.08,4.11,294,2,0,2.6,15.4,2024-03-30,90,7,0,0,0,0,30,0,1306,1,2,2,10.0,0,15,157,142,40,False,1,806,,,Maxime Esteve,0,2,0.0797942951321601,90,DC,Chelsea,Burnley,2,2,22188,2023,649782,0.0,0,0,0,0.0797942951321601,0.0776536166667938,0.0776536166667938,22188,Burnley,Maxime Esteve,Maxime Estève,DEF,2,3,30
0,0,14,0,2.8,806,0.01,0.03,0.02,0.84,304,1,0,1.8,13.6,2024-04-02,90,20,0,0,0,0,31,0,1668,1,1,1,2.0,2,309,432,123,40,True,0,806,,,Maxime Esteve,0,1,0.0122982216998934,90,DC,Burnley,Wolverhampton Wanderers,1,1,22197,2023,651066,0.0,0,0,0,0.0122982216998934,0.1631949543952942,0.1508967280387878,22197,Burnley,Maxime Esteve,Maxime Estève,DEF,2,2,31
0,0,11,0,1.4,806,0.08,0.08,0.0,0.83,314,1,0,2.0,14.4,2024-04-06,90,9,0,0,0,0,32,0,2007,1,0,1,4.0,2,292,518,226,40,False,0,806,,,Maxime Esteve,0,0,0.0,90,DC,Everton,Burnley,1,0,22208,2023,651725,0.0,0,0,0,0.0,0.0823107287287712,0.0823107287287712,22208,Burnley,Maxime Esteve,Maxime Estève,DEF,2,2,32
