assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position,team_h_difficulty,team_a_difficulty,event
0,0,0,0,0.3,641,0.0,0.0,0.0,0.0,68,0,0,0.0,0.0,2023-09-30,1,11,0,0,0,0,7,0,5526,0,1,2,0.0,0,-75,423,498,54,True,1,641,,,0,0,0.0,1,Sub,Tottenham,Liverpool,2,1,21962,2023,614972,0,0,0,0,0.0,0.0,0.0,12105,Tottenham,Alejo Véliz,Alejo Véliz,FWD,4,4,7
0,0,1,0,0.3,641,0.0,0.0,0.0,0.03,77,0,0,0.0,0.0,2023-10-07,1,12,0,0,0,0,8,0,5904,0,1,0,0.0,1,131,674,543,54,False,0,641,,,0,0,0.0,1,Sub,Luton,Tottenham,0,1,21971,2023,616143,0,0,0,0,0.0,0.0,0.0,12105,Tottenham,Alejo Véliz,Alejo Véliz,FWD,3,2,8
0,0,1,0,0.0,641,0.0,0.0,0.0,0.86,90,0,0,0.0,0.0,2023-10-23,8,10,0,0,0,0,9,0,6077,0,0,2,0.0,1,24,443,419,54,True,0,641,,,0,0,0.0,6,Sub,Tottenham,Fulham,2,0,21984,2023,619287,0,0,0,0,0.0,0.0,0.0,12105,Tottenham,Alejo Véliz,Alejo Véliz,FWD,2,4,9
0,0,3,0,0.0,641,0.0,0.0,0.0,0.01,130,0,0,0.2,2.0,2023-11-26,4,2,0,0,0,0,13,0,6622,0,2,1,0.0,1,-143,439,582,54,True,0,641,,,0,0,0.0,1,Sub,Tottenham,Aston Villa,1,2,22024,2023,625560,0,0,0,0,0.0,0.0,0.0,12105,Tottenham,Alejo Véliz,Alejo Véliz,FWD,3,4,13
0,0,2,0,0.0,641,0.0,0.0,0.0,0.0,148,0,0,0.0,0.0,2023-12-07,2,19,0,0,0,0,15,0,6666,0,2,1,0.0,1,-1,205,206,54,True,0,641,,,0,0,0.0,1,Sub,Tottenham,West Ham,1,2,22041,2023,628208,0,0,0,0,0.0,0.0,0.0,12105,Tottenham,Alejo Véliz,Alejo Véliz,FWD,2,4,15
0,0,3,0,0.0,641,0.0,0.0,0.0,0.0,169,0,0,0.0,0.0,2023-12-15,1,16,0,0,0,0,17,0,6888,0,2,0,0.0,1,115,445,330,54,False,0,641,,,0,0,0.0,1,Sub,Nottingham Forest,Tottenham,0,2,22063,2023,630079,0,0,0,0,0.0,0.0,0.0,12105,Tottenham,Alejo Véliz,Alejo Véliz,FWD,3,2,17
0,0,27,0,0.0,641,0.0,0.42,0.42,0.79,184,1,1,6.0,33.0,2023-12-28,20,5,0,0,0,0,19,0,6849,0,2,4,27.0,5,-59,143,202,54,False,0,641,,,1,2,0.2056590020656585,15,Sub,Brighton,Tottenham,4,2,22078,2023,633178,0,0,0,1,0.2056590020656585,0.2056590020656585,0.0,12105,Tottenham,Alejo Véliz,Alejo Véliz,FWD,3,3,19
0,0,3,0,0.3,641,0.0,0.0,0.0,0.19,198,1,0,0.3,0.2,2023-12-31,8,3,0,0,0,0,20,0,7065,0,1,3,2.0,1,146,349,203,54,True,0,641,,,0,0,0.0,1,Sub,Tottenham,Bournemouth,3,1,22092,2023,633738,0,0,0,0,0.0,0.0,0.0,12105,Tottenham,Alejo Véliz,Alejo Véliz,FWD,2,4,20
0,0,0,0,0.0,641,0.0,0.0,0.0,0.0,250,0,0,0.0,0.0,2024-02-17,0,20,0,0,0,0,25,0,6022,0,2,1,0.0,0,-115,0,115,54,True,0,641,,,0,1,0.045785404741764,4,Sub,Valencia,Sevilla,0,0,22933,2023,642155,0,0,0,0,0.045785404741764,0.045785404741764,0.045785404741764,12105,Tottenham,Alejo Véliz,Alejo Véliz,FWD,2,4,25
0,0,0,0,0.0,641,0.0,0.0,0.0,0.0,270,0,0,0.0,0.0,2024-03-02,0,8,0,0,0,0,27,0,5868,0,1,3,0.0,0,-49,0,49,54,True,0,641,,,0,0,0.0,1,Sub,Sevilla,Real Sociedad,3,2,22952,2023,644579,0,0,0,0,0.0,0.0,0.0,12105,Tottenham,Alejo Véliz,Alejo Véliz,FWD,2,4,27
0,0,0,0,0.0,641,0.0,0.0,0.0,0.0,357,0,0,0.0,0.0,2024-05-05,0,11,0,0,0,0,36,0,5636,0,2,4,0.0,0,-18,0,18,54,False,0,641,,,0,1,0.4441752135753631,4,Sub,Sevilla,Granada,3,0,23022,2023,659831,0,0,0,0,0.4441752135753631,0.4441752135753631,0.0,12105,Tottenham,Alejo Véliz,Alejo Véliz,FWD,3,5,36
0,0,0,0,0.0,641,0.0,0.0,0.0,0.0,380,0,0,0.0,0.0,2024-05-19,0,17,0,0,0,0,38,0,5597,0,3,0,0.0,0,-18,0,18,54,False,0,641,,,0,0,0.0,1,Sub,Athletic Club,Sevilla,2,0,23045,2023,663483,0,0,0,0,0.0,0.0,0.0,12105,Tottenham,Alejo Véliz,Alejo Véliz,FWD,3,2,38
