assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position,team_h_difficulty,team_a_difficulty,event
0,0,3,0,0.0,793,0.0,0.0,0.0,0.11,291,0,0,0.0,0.0,2024-03-30,1,20,0,0,0,0,30,0,1286,0,0,2,0.0,1,15,84,69,40,True,0,793,,,Kaine Kesler-Hayden,0,0,0,1,Sub,Aston Villa,Wolverhampton Wanderers,2,0,22186,2023,650025,0,0,0,0,0,0,0,22186,Aston Villa,Kaine Kesler-Hayden,Kaine Hayden,DEF,2,4,30
0,0,3,0,0.0,793,0.0,0.0,0.0,0.0,331,0,0,0.0,0.0,2024-04-21,1,3,0,0,0,0,34,0,1819,0,1,3,0.0,1,83,182,99,40,True,0,793,,,Kaine Kesler-Hayden,0,0,0,1,Sub,Aston Villa,Bournemouth,3,1,22225,2023,655484,0,0,0,0,0,0,0,22225,Aston Villa,Kaine Kesler-Hayden,Kaine Hayden,DEF,2,4,34
0,0,3,0,0.0,793,0.0,0.0,0.0,0.0,376,0,0,0.0,0.0,2024-05-19,3,8,0,0,0,0,38,0,2379,0,0,5,0.0,1,101,193,92,40,False,0,793,,,Kaine Kesler-Hayden,0,0,0,1,Sub,Crystal Palace,Aston Villa,5,0,22270,2023,663107,0,0,0,0,0,0,0,22270,Aston Villa,Kaine Kesler-Hayden,Kaine Hayden,DEF,3,2,38
