assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team
0,0,0,0,0,2.8,171,0.07,0.07,0.0,0.77,9,2,0,1.6,7.0,2024-08-18,90,False,13,0,0,0,0,1,0,265669,1,2,0,6.0,1,0,0,0,50,True,0,0,0,0.0,90,DR,Chelsea,Manchester City,0,2,26610,2024,667011,0.0,0,0,0,0.0,0.1609303951263427,0.1609303951263427,Chelsea
1,0,0,6,0,16.4,171,0.03,0.03,0.0,1.92,20,2,0,3.5,16.4,2024-08-25,90,False,20,0,0,0,0,2,0,316102,1,6,2,2.0,0,11682,34210,22528,50,False,1,0,0,0.0,90,DR,Wolverhampton Wanderers,Chelsea,2,6,26619,2024,668749,0.074480228126049,0,1,0,0.0,0.2591121792793274,0.1846319586038589,Chelsea
2,0,0,10,0,2.4,171,0.01,0.04,0.03,0.13,23,1,0,1.3,4.8,2024-09-01,73,False,7,0,0,0,0,3,0,328309,1,1,1,6.0,2,-2143,53374,55517,50,True,0,0,1,0.0220333486795425,77,DR,Chelsea,Crystal Palace,1,1,26630,2024,672428,0.0,0,0,0,0.0220333486795425,0.4004024565219879,0.3783690929412842,Chelsea
3,0,0,6,0,3.6,171,0.0,0.0,0.0,1.11,54,2,0,2.5,21.0,2024-09-28,90,False,5,0,0,0,0,6,0,160561,1,2,4,0.0,1,-14082,9625,23707,49,True,0,0,0,0.0,90,DR,Chelsea,Brighton,4,2,26657,2024,677893,0.0,0,0,0,0.0,0.2592088282108307,0.2592088282108307,Chelsea
4,0,0,8,0,17.0,171,0.11,0.2,0.09,0.85,65,1,0,4.5,17.8,2024-10-06,90,False,16,0,0,0,0,7,0,170987,1,1,1,10.0,2,6170,16002,9832,49,True,0,0,3,0.0623297281563282,90,DR,Chelsea,Nottingham Forest,1,1,26668,2024,680136,0.0,0,0,0,0.0623297281563282,0.4847810268402099,0.4645426869392395,Chelsea
5,0,0,10,0,7.8,171,0.04,0.11,0.07,1.94,74,2,0,3.6,16.4,2024-10-20,90,False,12,0,0,0,0,8,0,169521,1,1,2,12.0,1,-3136,8800,11936,49,False,0,0,2,0.0683080032467842,90,DL,Liverpool,Chelsea,2,1,26679,2024,682202,0.0,0,0,0,0.0683080032467842,0.5371774435043335,0.4688694775104522,Chelsea
6,0,0,7,0,13.1,171,0.03,0.32,0.29,1.92,85,1,0,3.2,4.0,2024-10-27,77,False,15,0,0,0,0,9,0,171280,1,1,2,15.0,2,14,6495,6481,49,True,0,0,4,0.2268815487623214,85,DR,Chelsea,Newcastle United,2,1,26688,2024,683508,0.0503982454538345,0,1,0,0.2268815487623214,0.9373018741607666,0.7223764061927795,Chelsea
7,0,0,0,0,16.3,171,0.06,0.06,0.0,0.72,95,0,0,2.7,3.0,2024-11-03,45,False,14,0,0,0,0,10,0,170581,1,1,1,8.0,0,-2027,7910,9937,49,False,1,0,0,0.0,48,DR,Manchester United,Chelsea,1,1,26697,2024,685870,0.0514670312404632,0,1,0,0.0,0.0514670312404632,0.0,Chelsea
8,0,0,8,0,26.8,171,0.03,0.47,0.44,0.95,103,1,0,5.7,15.0,2024-11-10,81,False,1,0,0,0,0,11,0,165871,1,1,1,15.0,2,-5641,5476,11117,49,True,0,0,3,0.6029318571090698,85,DR,Chelsea,Arsenal,1,1,26705,2024,687555,0.0537687949836254,0,2,0,0.6029318571090698,0.9512441158294678,0.3541336953639984,Chelsea
9,0,0,3,0,4.3,171,0.01,0.01,0.0,0.42,123,0,0,0.5,0.4,2024-12-01,4,False,2,0,0,0,0,13,0,173755,0,0,3,0.0,1,-1512,7635,9147,49,True,0,0,0,0.0,1,Sub,Chelsea,Aston Villa,3,0,26724,2024,690686,0.0,0,0,0,0.0,0.0566706173121929,0.0566706173121929,Chelsea
