assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team
0,0,0,2,0,1.6,29,0.01,0.03,0.02,0.38,11,1,0,0.2,0.0,2024-08-24,14,False,1,0,0,0,0,2,0,69201,0,2,0,1.0,1,-14983,2526,17509,54,True,0,0,1,0.0154424728825688,8,Sub,Aston Villa,Arsenal,0,2,26618,2024,668273,0.0,0,0,0,0.0154424728825688,0.0154424728825688,0.0,Aston Villa
1,0,0,5,0,11.3,29,0.05,0.05,0.0,0.28,26,1,0,2.1,9.4,2024-08-31,28,False,11,0,0,0,0,3,0,58524,0,2,1,0.0,1,-11954,1955,13909,54,False,0,0,0,0.0,26,Sub,Leicester,Aston Villa,1,2,26626,2024,671841,0.1226233020424842,0,1,0,0.0,0.4976961612701416,0.4976961612701416,Aston Villa
2,1,0,18,0,16.1,29,0.04,0.07,0.03,0.23,31,0,0,3.9,16.0,2024-09-14,45,False,8,0,0,0,0,4,0,50954,0,2,3,7.0,4,-8597,2108,10705,53,True,0,0,1,0.0469946935772895,37,Sub,Aston Villa,Everton,3,2,26638,2024,673936,0.0175429228693246,1,1,0,0.0469946935772895,0.4867879450321197,0.4867879450321197,Aston Villa
3,0,0,-3,0,1.3,29,0.01,0.06,0.05,0.0,41,0,0,1.0,6.6,2024-09-21,28,False,20,0,0,0,0,5,0,49799,0,1,3,2.0,0,-1926,1745,3671,53,True,1,0,1,0.0496933571994304,22,Sub,Aston Villa,Wolverhampton Wanderers,3,1,26647,2024,675760,0.0,0,0,0,0.0496933571994304,0.3652400076389313,0.3652400076389313,Aston Villa
4,0,0,4,0,0.4,29,0.0,0.02,0.02,0.07,56,0,0,1.0,3.0,2024-09-29,6,False,10,0,0,0,0,6,0,45468,0,2,2,7.0,1,-4620,1498,6118,53,False,0,0,1,0.0142383761703968,3,Sub,Ipswich,Aston Villa,2,2,26659,2024,678390,0.0,0,0,0,0.0142383761703968,0.0142383761703968,0.0,Aston Villa
5,0,0,8,1,23.0,29,0.07,0.07,0.0,0.52,62,0,0,3.8,10.8,2024-10-06,90,False,14,0,0,0,0,7,0,42552,1,0,0,4.0,2,-3279,1377,4656,52,True,1,0,0,0.0,90,DMC,Aston Villa,Manchester United,0,0,26670,2024,680079,0.1080041751265525,0,2,0,0.0,0.1555767506361007,0.1329588592052459,Aston Villa
6,0,0,4,0,10.8,29,0.01,0.12,0.11,0.24,72,0,0,2.3,5.6,2024-10-19,15,False,9,0,0,0,0,8,0,41794,0,3,1,7.0,1,-1201,1609,2810,52,False,0,0,1,0.0985066816210746,11,Sub,Fulham,Aston Villa,1,3,26673,2024,681346,0.0528644658625125,0,1,0,0.0985066816210746,0.0528644658625125,0.0528644658625125,Aston Villa
7,0,0,19,0,1.3,29,0.01,0.53,0.52,0.12,82,1,1,10.5,37.4,2024-10-26,45,False,3,0,0,0,0,9,0,40736,0,1,1,66.0,5,-1197,794,1991,52,True,1,1,2,0.7557494640350342,40,Sub,Aston Villa,Bournemouth,1,1,26684,2024,682974,0.0,0,0,1,0.7557494640350342,0.6687483191490173,0.0536995343863964,Aston Villa
8,0,2,31,0,6.4,29,0.09,0.33,0.24,1.26,112,2,1,10.6,40.8,2024-11-23,90,False,7,0,0,0,0,12,0,31813,1,2,2,59.0,9,-2247,268,2515,52,True,0,1,2,0.153367668390274,90,DMC,Aston Villa,Crystal Palace,2,2,26716,2024,688428,0.0,0,0,1,0.153367668390274,0.0666037946939468,0.0666037946939468,Aston Villa
9,0,0,4,0,1.0,29,0.0,0.05,0.05,0.67,123,1,0,0.7,1.0,2024-12-01,28,False,6,0,0,0,0,13,0,33906,0,0,3,5.0,1,1676,2353,677,52,False,0,0,1,0.0834436416625976,23,Sub,Chelsea,Aston Villa,3,0,26724,2024,690705,0.0,0,0,0,0.0834436416625976,0.0,0.0,Aston Villa
