assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team
0,0,1,30,0,2.1,38,0.0,0.38,0.38,1.17,7,0,1,6.0,34.4,2024-08-17,28,0,0,0,0,0,0,0,False,19,0,0,0,0,1,0,23567,0,2,1,23.0,6,0,0,0,60,False,0,38,1,2,0.7002958059310913,25,Sub,West Ham,Aston Villa,1,2,26608,2024,666475,0.0,0,0,1,0.7002958059310913,0.7002958059310913,0.3958303928375244,11366,Aston Villa
1,0,0,1,0,3.4,38,0.14,0.24,0.1,0.51,11,2,0,1.3,2.6,2024-08-24,25,0,0,0,0,0,0,0,False,1,0,0,0,0,2,0,61234,0,2,0,7.0,1,17409,23795,6386,60,True,0,38,0,1,0.0651178881525993,19,Sub,Aston Villa,Arsenal,0,2,26618,2024,668270,0.0,0,0,0,0.0651178881525993,0.1071303114295005,0.0420124232769012,11366,Aston Villa
2,0,3,27,0,3.2,38,0.0,0.23,0.23,0.28,26,1,1,7.6,33.2,2024-08-31,29,0,0,0,0,0,0,0,False,11,0,0,0,0,3,0,77745,0,2,1,40.0,7,10134,28151,18017,60,False,1,38,1,2,0.4976961612701416,27,Sub,Leicester,Aston Villa,1,2,26626,2024,671838,0.0,0,0,1,0.4976961612701416,0.4976961612701416,0.0,11366,Aston Villa
3,0,1,27,0,0.5,38,0.0,0.33,0.33,0.23,31,0,1,4.5,29.2,2024-09-14,21,0,0,0,0,0,0,0,False,8,0,0,0,0,4,0,168399,0,2,3,15.0,6,76537,109125,32588,60,True,0,38,1,3,0.2622961699962616,14,Sub,Aston Villa,Everton,3,2,26638,2024,673933,0.0,0,0,1,0.2622961699962616,0.1310801655054092,0.0,11366,Aston Villa
4,0,0,26,0,0.8,38,0.0,1.03,1.03,0.0,41,0,1,5.4,32.0,2024-09-21,28,0,0,0,0,0,0,0,False,20,0,0,0,0,5,0,414473,0,1,3,21.0,5,233114,257452,24338,61,True,0,38,1,2,0.9910634160041808,22,Sub,Aston Villa,Wolverhampton Wanderers,3,1,26647,2024,675757,0.0,0,0,1,0.9910634160041808,1.399954915046692,0.8097723126411438,11366,Aston Villa
5,0,0,7,0,10.3,38,0.0,0.0,0.0,0.63,56,1,0,1.9,8.4,2024-09-29,26,0,0,0,0,0,0,0,False,10,0,0,0,0,6,0,641783,0,2,2,0.0,1,218045,272218,54173,62,False,0,38,0,0,0.0,23,Sub,Ipswich,Aston Villa,2,2,26659,2024,678387,0.0569250509142875,0,1,0,0.0,0.0569250509142875,0.0,11366,Aston Villa
6,0,0,2,0,1.2,38,0.03,0.03,0.0,0.27,62,0,0,1.2,2.6,2024-10-06,27,0,0,0,0,0,0,0,False,14,0,0,0,0,7,0,693422,0,0,0,8.0,1,47344,141559,94215,62,True,0,38,0,0,0.0,24,Sub,Aston Villa,Manchester United,0,0,26670,2024,680085,0.0,0,0,0,0.0,0.0853862762451171,0.0853862762451171,11366,Aston Villa
7,0,0,2,0,0.5,38,0.01,0.03,0.02,0.24,72,0,0,0.5,0.2,2024-10-19,15,0,0,0,0,0,0,0,False,9,0,0,0,0,8,0,669387,0,3,1,4.0,1,-34106,64785,98891,62,False,0,38,0,1,0.0680003762245178,11,Sub,Fulham,Aston Villa,1,3,26673,2024,681345,0.0,0,0,0,0.0680003762245178,0.0680003762245178,0.0,11366,Aston Villa
8,0,0,0,0,1.8,38,0.0,0.29,0.29,0.12,82,1,0,2.9,5.6,2024-10-26,33,0,0,0,0,0,0,0,False,3,0,0,0,0,9,0,598546,0,1,1,22.0,1,-73790,25067,98857,62,True,0,38,0,3,0.1532004475593567,28,Sub,Aston Villa,Bournemouth,1,1,26684,2024,682970,0.0,0,0,0,0.1532004475593567,0.1532004475593567,0.0,11366,Aston Villa
9,0,0,2,0,0.2,38,0.0,0.0,0.0,1.48,99,3,0,0.0,0.0,2024-11-03,21,0,0,0,0,0,0,0,False,18,0,0,0,0,10,0,481125,0,1,4,0.0,1,-122254,17390,139644,61,False,0,38,0,0,0.0,20,Sub,Tottenham,Aston Villa,4,1,26700,2024,685542,0.0,0,0,0,0.0,0.0,0.0,11366,Aston Villa
10,0,0,3,0,0.3,38,0.0,0.0,0.0,0.84,105,1,0,0.5,2.2,2024-11-09,25,0,0,0,0,0,0,0,False,12,0,0,0,0,11,0,398736,0,0,2,2.0,1,-85945,7230,93175,60,False,0,38,0,0,0.0,22,Sub,Liverpool,Aston Villa,2,0,26707,2024,686995,0.0,0,0,0,0.0,0.0,0.0,11366,Aston Villa
11,0,0,3,0,10.3,38,0.0,0.02,0.02,0.24,112,0,0,2.2,4.4,2024-11-23,21,0,0,0,0,0,0,0,False,7,0,0,0,0,12,0,359953,0,2,2,7.0,1,-43850,9534,53384,59,True,0,38,0,1,0.0468223355710506,16,Sub,Aston Villa,Crystal Palace,2,2,26716,2024,688434,0.0666037946939468,0,1,0,0.0468223355710506,0.1134261265397071,0.0,11366,Aston Villa
12,0,0,7,0,1.4,38,0.0,0.42,0.42,0.67,123,1,0,2.3,3.0,2024-12-01,24,0,0,0,0,0,0,0,False,6,0,0,0,0,13,0,325424,0,0,3,19.0,1,-36036,2984,39020,59,False,0,38,0,2,0.130407765507698,19,Sub,Chelsea,Aston Villa,3,0,26724,2024,690702,0.0,0,0,0,0.130407765507698,0.0220817718654871,0.0,11366,Aston Villa
13,0,0,2,0,21.7,38,0.02,0.55,0.53,0.27,132,0,0,7.5,10.0,2024-12-04,25,0,0,0,0,0,0,0,False,4,0,0,0,0,14,0,303356,0,1,3,43.0,0,-23744,4538,28282,58,True,1,38,0,3,0.7276265621185303,22,Sub,Aston Villa,Brentford,3,1,26734,2024,691550,0.1111345887184143,0,2,0,0.7276265621185303,0.8387611508369446,0.0,11366,Aston Villa
14,0,3,33,0,2.4,38,0.01,0.66,0.65,0.24,141,0,1,7.6,38.8,2024-12-07,57,0,0,0,0,0,0,0,False,17,0,0,0,0,15,0,285337,1,0,1,35.0,8,-19153,5918,25071,58,True,0,38,1,3,0.5567818284034729,59,FW,Aston Villa,Southampton,1,0,26742,2024,692171,0.0,0,0,1,0.5567818284034729,0.5567818284034729,0.0,11366,Aston Villa
15,0,0,21,1,2.7,38,0.01,0.09,0.08,0.98,158,0,1,5.6,23.2,2024-12-14,73,0,0,0,0,0,0,0,False,16,0,0,0,0,16,0,309812,1,1,2,30.0,5,19740,31939,12199,58,False,1,38,1,3,0.0962685942649841,77,FW,Nottingham Forest,Aston Villa,2,1,26761,2024,693901,0.0,0,0,1,0.0962685942649841,0.0924444049596786,0.0299912616610527,11366,Aston Villa
16,0,1,35,1,3.2,38,0.0,0.94,0.94,0.61,161,0,1,9.4,43.6,2024-12-21,79,0,0,0,0,0,0,0,False,13,0,0,0,0,17,0,347479,1,1,2,47.0,7,35003,49817,14814,58,True,0,38,1,3,0.6690607070922852,81,FW,Aston Villa,Manchester City,2,1,26762,2024,695022,0.0,0,0,1,0.6690607070922852,0.7294741272926331,0.0604134015738964,11366,Aston Villa
