assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team
0,0,0,0,0,0.3,770,0.01,0.6,0.6,0.0,246,0,0,2.5,4.4,2025-02-16,45,0,0,0,0,0,0,0,False,12,0,0,0,0,25,0,260,0,1,2,20.0,1,192,203,11,50,False,0,770,0,2,0.2812192440032959,41,Sub,Liverpool,Wolverhampton Wanderers,2,1,26847,2024,706732,0.0,0,0,0,0.2812192440032959,0.3824386596679687,0.1237304359674453,7908,Wolverhampton Wanderers
1,1,0,20,1,15.1,770,0.01,0.67,0.66,0.62,253,0,0,6.0,34.0,2025-02-22,90,0,0,0,0,0,0,0,False,3,0,0,0,0,26,0,598,1,1,0,11.0,6,298,332,34,50,False,0,770,0,2,0.7334145307540894,90,FW,Bournemouth,Wolverhampton Wanderers,0,1,26852,2024,707909,0.4209138751029968,1,1,0,0.7334145307540894,1.2318462133407593,0.0775178223848342,7908,Wolverhampton Wanderers
2,0,0,5,0,11.3,770,0.0,0.27,0.27,1.69,267,2,0,2.3,0.6,2025-02-25,90,0,0,0,0,0,0,0,False,9,0,0,0,0,27,0,2653,1,2,1,11.0,2,1984,2144,160,50,True,0,770,0,2,0.1612128764390945,90,FW,Wolverhampton Wanderers,Fulham,1,2,26867,2024,709036,0.036147654056549,0,1,0,0.1612128764390945,0.1973605304956436,0.1223853975534439,7908,Wolverhampton Wanderers
3,0,2,25,0,0.6,770,0.0,0.4,0.4,0.95,280,1,1,9.4,39.4,2025-03-08,45,0,0,0,0,0,0,0,False,8,0,0,0,0,28,0,3238,1,1,1,54.0,8,531,1295,764,50,True,0,770,1,3,0.4603495895862579,47,AMC,Wolverhampton Wanderers,Everton,1,1,26881,2024,711703,0.0,0,0,1,0.4603495895862579,0.3515177965164184,0.0,7908,Wolverhampton Wanderers
4,0,0,8,1,13.4,770,0.01,0.01,0.0,0.63,290,0,0,1.8,4.8,2025-03-15,68,0,0,0,0,0,0,0,False,17,0,0,0,0,29,0,37669,1,2,1,0.0,3,17962,19334,1372,50,False,0,770,0,0,0.0,70,AMC,Southampton,Wolverhampton Wanderers,1,2,26891,2024,713064,0.0335241295397281,0,1,0,0.0,0.128432035446167,0.0949079021811485,7908,Wolverhampton Wanderers
5,0,0,-4,1,0.3,770,0.0,0.7,0.7,1.34,295,0,0,1.7,8.2,2025-04-01,90,0,0,0,0,0,0,0,False,19,0,0,0,0,30,0,14709,1,0,1,8.0,3,-6571,1293,7864,50,True,0,770,0,2,0.7607061862945557,90,AMC,Wolverhampton Wanderers,West Ham,1,0,26895,2024,715980,0.0,0,0,0,0.7607061862945557,0.7607061862945557,0.0,7908,Wolverhampton Wanderers
6,0,0,7,0,5.3,770,0.01,0.23,0.22,0.8,306,1,0,3.3,11.2,2025-04-05,90,0,0,0,0,0,0,0,False,10,0,0,0,0,31,0,14812,1,2,1,16.0,2,-36,2619,2655,50,False,0,770,0,3,0.1659350395202636,90,AMC,Ipswich,Wolverhampton Wanderers,1,2,26907,2024,716818,0.0,0,0,0,0.1659350395202636,0.3378114700317383,0.1718764454126358,7908,Wolverhampton Wanderers
7,1,0,21,0,13.7,770,0.02,0.15,0.13,1.96,320,2,0,4.5,8.2,2025-04-13,90,0,0,0,0,0,0,0,False,18,0,0,0,0,32,0,9651,1,2,4,23.0,5,-5049,199,5248,50,True,0,770,0,1,0.0494727939367294,90,AMC,Wolverhampton Wanderers,Tottenham,4,2,26919,2024,719191,0.0606356263160705,0,1,0,0.0494727939367294,0.1101084202527999,0.0,7908,Wolverhampton Wanderers
8,0,0,2,1,2.7,770,0.04,0.04,0.0,1.32,328,0,0,1.1,4.6,2025-04-20,90,0,0,0,0,0,0,0,False,14,0,0,0,0,33,0,7748,1,1,0,4.0,3,-1477,379,1856,50,False,0,770,0,0,0.0,90,AMC,Manchester United,Wolverhampton Wanderers,0,1,26929,2024,721029,0.0,0,0,0,0.0,0.0284623317420482,0.0284623317420482,7908,Wolverhampton Wanderers
9,0,0,11,1,31.3,770,0.86,0.86,0.0,1.15,340,0,0,4.6,7.0,2025-04-26,90,0,0,0,0,0,0,0,False,11,0,0,0,0,34,0,14275,1,0,3,8.0,3,2132,2845,713,50,True,0,770,0,0,0.0,90,AMC,Wolverhampton Wanderers,Leicester,3,0,26941,2024,722655,1.07679283618927,0,3,0,0.0,1.680802345275879,0.6040095686912537,7908,Wolverhampton Wanderers
