assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team
0,0,0,4,0,0.4,512,0.0,0.15,0.15,1.76,7,1,0,0.8,0.0,2024-08-17,72,0,0,0,0,0,0,0,False,2,0,0,0,0,1,0,121442,1,2,1,11.0,2,0,0,0,55,True,0,512,0,2,0.1663376837968826,76,FW,West Ham,Aston Villa,1,2,26608,2024,666458,0.0,0,0,0,0.1663376837968826,0.1663376837968826,0.0,531,West Ham
1,0,0,-2,1,4.0,512,0.01,0.57,0.56,0.79,14,0,0,1.4,0.0,2024-08-24,61,0,0,0,0,0,0,0,False,7,0,0,0,0,2,0,145902,1,2,0,14.0,2,-1232,18638,19870,55,False,0,512,0,2,0.5408472418785095,62,FW,Crystal Palace,West Ham,0,2,26613,2024,667939,0.0,0,0,0,0.5408472418785095,0.0589786395430564,0.0,531,West Ham
2,0,0,7,0,1.0,512,0.0,0.11,0.11,2.24,30,2,0,1.1,2.0,2024-08-31,70,0,0,0,0,0,0,0,False,13,0,0,0,0,3,0,137511,1,3,1,8.0,2,-14679,15430,30109,55,True,0,512,0,1,0.0888291746377945,73,FW,West Ham,Manchester City,1,3,26628,2024,672011,0.0,0,0,0,0.0888291746377945,0.0888291746377945,0.0,531,West Ham
3,0,0,0,0,1.8,512,0.0,0.02,0.02,0.78,35,1,0,0.3,0.0,2024-09-14,45,0,0,0,0,0,0,0,False,9,0,0,0,0,4,0,147836,1,1,1,2.0,1,2171,27696,25525,55,False,0,512,0,1,0.0258766170591115,47,FW,Fulham,West Ham,1,1,26634,2024,673758,0.0,0,0,0,0.0258766170591115,0.0444422177970409,0.0185656007379293,531,West Ham
4,0,0,-1,0,0.8,512,0.01,0.14,0.13,0.99,50,0,0,4.1,1.0,2024-09-21,36,0,0,0,0,0,0,0,False,6,0,0,0,0,5,0,145794,0,3,0,39.0,0,-4508,13217,17725,55,True,1,512,0,1,0.0894128456711769,34,Sub,West Ham,Chelsea,0,3,26642,2024,675287,0.0,0,0,0,0.0894128456711769,0.1411213427782058,0.0517084896564483,531,West Ham
5,1,0,13,0,18.1,512,0.09,0.37,0.28,0.33,53,1,0,3.9,11.2,2024-09-28,74,0,0,0,0,0,0,0,False,4,0,0,0,0,6,0,139964,1,1,1,10.0,5,-7717,16767,24484,54,False,0,512,0,3,0.1343493014574051,76,FW,Brentford,West Ham,1,1,26656,2024,677886,0.1243655383586883,1,1,0,0.1343493014574051,0.3547994196414947,0.0960845798254013,531,West Ham
6,3,3,60,0,27.1,512,0.14,0.71,0.57,0.52,70,1,1,11.6,38.6,2024-10-05,69,0,0,0,0,0,0,0,False,10,0,0,0,0,7,0,179549,1,1,4,50.0,18,33896,47759,13863,54,True,0,512,1,4,0.9713504314422609,73,FW,West Ham,Ipswich,4,1,26665,2024,679492,0.6505224704742432,0,2,1,0.9713504314422609,2.572669506072998,1.3069356679916382,531,West Ham
7,0,0,6,0,0.7,512,0.0,0.0,0.0,1.51,79,4,0,0.4,1.4,2024-10-19,60,0,0,0,0,0,0,0,False,18,0,0,0,0,8,0,269092,1,1,4,2.0,2,81349,99702,18353,54,False,0,512,0,0,0.0,62,FW,Tottenham,West Ham,4,1,26672,2024,680966,0.0,0,0,0,0.0,0.0551148056983947,0.0551148056983947,531,West Ham
8,0,0,11,1,36.2,512,0.58,0.63,0.05,1.56,90,0,0,5.3,7.8,2024-10-27,70,0,0,0,0,0,0,0,False,14,0,0,0,0,9,0,292657,1,1,2,9.0,2,21936,46455,24519,54,True,0,512,0,1,0.0445674620568752,74,FW,West Ham,Manchester United,2,1,26690,2024,683458,0.7470028400421143,0,3,0,0.0445674620568752,0.7915703058242798,0.0395504534244537,531,West Ham
9,0,0,2,0,14.1,512,0.01,0.04,0.03,0.74,97,2,0,2.1,0.6,2024-11-02,45,0,0,0,0,0,0,0,False,16,0,0,0,0,10,0,307651,0,0,3,6.0,1,11073,44351,33278,54,False,0,512,0,1,0.0581030771136283,40,Sub,Nottingham Forest,West Ham,3,0,26698,2024,685080,0.0099520739167928,0,1,0,0.0581030771136283,0.0581030771136283,0.0,531,West Ham
10,0,0,6,1,16.4,512,0.01,0.04,0.03,1.05,109,0,0,4.5,7.4,2024-11-09,66,0,0,0,0,0,0,0,False,8,0,0,0,0,11,0,282285,1,0,0,21.0,2,-25292,17018,42310,54,True,0,512,0,1,0.5296348929405212,68,FW,West Ham,Everton,0,0,26710,2024,686643,0.0513497553765773,0,1,0,0.5296348929405212,0.6010867953300476,0.0201021190732717,531,West Ham
11,0,0,4,1,5.7,512,0.01,0.01,0.0,1.6,119,0,0,0.7,0.0,2024-11-25,74,0,0,0,0,0,0,0,False,15,0,0,0,0,12,0,246963,1,2,0,4.0,2,-36459,6991,43450,54,False,0,512,0,0,0.0,78,FW,Newcastle United,West Ham,0,2,26713,2024,689576,0.0,0,0,0,0.0,0.0738624408841133,0.0738624408841133,531,West Ham
12,0,0,4,0,12.9,512,0.05,0.1,0.05,3.38,129,5,0,2.0,2.0,2024-11-30,64,0,0,0,0,0,0,0,False,1,0,0,0,0,13,0,226374,1,5,2,5.0,2,-21854,5043,26897,54,True,0,512,0,1,0.0789333879947662,72,FW,West Ham,Arsenal,2,5,26730,2024,690368,0.0153796048834919,0,1,0,0.0789333879947662,0.0943129956722259,0.0,531,West Ham
13,0,0,-3,0,0.3,512,0.0,0.22,0.22,0.58,137,1,0,1.3,0.0,2024-12-03,28,0,0,0,0,0,0,0,False,11,0,0,0,0,14,0,225005,0,1,3,13.0,1,-3442,13264,16706,54,False,0,512,0,1,0.2651519179344177,24,Sub,Leicester,West Ham,3,1,26738,2024,691383,0.0,0,0,0,0.2651519179344177,0.0893587470054626,0.0893587470054626,531,West Ham
