assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team
0,0,0,6,0,5.4,362,0.01,0.01,0.0,0.0,17,0,0,1.3,6.0,2024-08-24,40,0,0,0,0,0,0,0,False,10,0,0,0,0,2,0,201862,0,1,4,2.0,1,-22747,6368,29115,55,True,0,362,0,0,0.0,35,Sub,Manchester City,Ipswich,4,1,26615,2024,668083,0.0,0,0,0,0.0,0.0,0.0,586,Manchester City
1,0,0,1,0,3.6,362,0.03,0.03,0.0,0.92,37,1,0,0.3,0.0,2024-09-14,83,0,0,0,0,0,0,0,False,4,0,0,0,0,4,0,170047,1,1,2,0.0,1,-24329,6107,30436,54,True,1,362,0,0,0.0,89,DC,Manchester City,Brentford,2,1,26637,2024,673675,0.0,0,0,0,0.0,0.4090006947517395,0.4090006947517395,586,Manchester City
2,0,0,17,0,0.3,362,0.01,0.35,0.34,0.06,47,0,1,6.6,33.0,2024-09-22,12,0,0,0,0,0,0,0,False,1,0,0,0,0,5,0,166714,0,2,2,33.0,7,-7211,3738,10949,54,True,0,362,1,1,0.5690616369247437,3,Sub,Manchester City,Arsenal,2,2,26651,2024,676596,0.0,0,0,1,0.5690616369247437,0.0,0.0,586,Manchester City
3,0,0,2,0,0.2,362,0.0,0.0,0.0,0.22,69,1,0,0.5,5.2,2024-10-05,12,0,0,0,0,0,0,0,False,9,0,0,0,0,7,0,174867,0,2,3,0.0,1,-6506,8597,15103,53,True,0,362,0,0,0.0,11,Sub,Manchester City,Fulham,3,2,26664,2024,679464,0.0,0,0,0,0.0,0.0407094098627567,0.0407094098627567,586,Manchester City
4,0,1,25,0,10.7,362,0.06,0.32,0.26,0.97,80,1,1,8.9,43.4,2024-10-20,90,0,0,0,0,0,0,0,False,20,0,0,0,0,8,0,177482,1,2,1,35.0,9,-1245,8245,9490,53,False,0,362,1,1,0.0974356830120086,90,DC,Wolverhampton Wanderers,Manchester City,1,2,26681,2024,681892,0.0,0,0,1,0.0974356830120086,0.3307719528675079,0.3307719528675079,586,Manchester City
5,0,0,3,0,0.0,362,0.0,0.0,0.0,0.0,89,0,0,0.0,0.0,2024-10-26,1,0,0,0,0,0,0,0,False,17,0,0,0,0,9,0,251524,0,0,1,0.0,1,65264,69738,4474,53,True,0,362,0,0,0.0,1,Sub,Manchester City,Southampton,1,0,26683,2024,682942,0.0,0,0,0,0.0,0.0,0.0,586,Manchester City
6,0,0,2,0,0.8,362,0.01,0.01,0.0,0.96,118,2,0,1.1,10.0,2024-11-23,45,0,0,0,0,0,0,0,False,18,0,0,0,0,12,0,184920,1,4,0,0.0,0,-26937,2160,29097,53,True,0,362,0,0,0.0,49,DC,Manchester City,Tottenham,0,4,26720,2024,688670,0.0,0,0,0,0.0,0.7750796675682068,0.7750796675682068,586,Manchester City
7,0,0,7,0,22.8,362,0.03,0.03,0.0,1.23,161,1,0,3.3,10.2,2024-12-21,45,0,0,0,0,0,0,0,False,2,0,0,0,0,17,0,144147,1,1,2,0.0,1,-2017,2504,4521,53,False,0,362,0,0,0.0,47,DC,Aston Villa,Manchester City,2,1,26762,2024,695028,0.0837758481502533,0,2,0,0.0,0.1771620810031891,0.1771620810031891,586,Manchester City
8,0,0,4,0,0.3,362,0.0,0.0,0.0,0.11,227,0,0,0.5,4.6,2025-01-25,36,0,0,0,0,0,0,0,False,6,0,0,0,0,23,0,121381,0,1,3,0.0,1,-1172,675,1847,53,True,0,362,0,0,0.0,34,Sub,Manchester City,Chelsea,3,1,26828,2024,701661,0.0,0,0,0,0.0,0.6374918222427368,0.6374918222427368,586,Manchester City
9,0,0,-5,0,3.7,362,0.02,0.02,0.0,1.0,231,5,0,2.8,23.8,2025-02-02,90,0,0,0,0,0,0,0,False,1,0,0,0,0,24,0,122883,1,1,5,0.0,0,475,1630,1155,53,False,0,362,0,0,0.0,90,DC,Arsenal,Manchester City,5,1,26833,2024,704208,0.0,0,0,0,0.0,0.0,0.0,586,Manchester City
10,0,1,30,1,2.0,362,0.0,0.0,0.0,0.48,247,0,0,2.1,19.4,2025-02-15,90,0,0,0,0,0,0,0,False,15,0,0,0,0,25,0,125472,1,0,4,0.0,7,1017,2726,1709,53,True,0,362,0,0,0.0,90,DC,Manchester City,Newcastle United,4,0,26848,2024,706215,0.0,0,0,0,0.0,0.3022954761981964,0.3022954761981964,586,Manchester City
