assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,0,0,0,0.0,0,31,0.00,0.00,0.00,0.00,9,0,0,0.0,0.0,2025-08-17T15:30:00Z,0,False,14,0,0,0,0,0,1,0,4244,0,0,1,0,0.0,0,0,0,0,65,False,0
0,0,0,0,0,0.0,0,31,0.00,0.00,0.00,0.00,11,0,0,0.0,0.0,2025-08-23T16:30:00Z,0,False,11,0,0,0,0,0,2,0,4756,0,0,0,5,0.0,0,-792,243,1035,65,True,0
0,0,0,0,0,0.0,0,31,0.00,0.00,0.00,0.00,25,0,0,0.0,0.0,2025-08-31T15:30:00Z,0,False,12,0,0,0,0,0,3,0,4606,0,0,0,1,0.0,0,-631,173,804,65,False,0
0,0,0,0,0,0.0,0,31,0.00,0.00,0.00,0.00,31,0,0,0.0,0.0,2025-09-13T11:30:00Z,0,False,16,0,0,0,0,0,4,0,4645,0,0,0,3,0.0,0,-386,167,553,65,True,0
0,0,0,0,0,0.0,0,31,0.00,0.00,0.00,0.00,41,0,0,0.0,0.0,2025-09-21T15:30:00Z,0,False,13,0,0,0,0,0,5,0,4603,0,0,1,1,0.0,0,-226,81,307,65,True,0
0,0,0,0,0,0.0,0,31,0.00,0.00,0.00,0.00,58,0,0,0.0,0.0,2025-09-28T15:30:00Z,0,False,15,0,0,0,0,0,6,0,4630,0,0,2,1,0.0,0,-139,110,249,64,False,0
0,0,0,0,0,0.0,0,31,0.00,0.00,0.00,0.00,61,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,19,0,0,0,0,0,7,0,4680,0,0,0,2,0.0,0,-101,84,185,64,True,0
0,0,0,0,0,0.0,0,31,0.00,0.00,0.00,0.00,74,0,0,0.0,0.0,2025-10-18T16:30:00Z,0,False,10,0,0,0,0,0,8,0,4718,0,0,1,0,0.0,0,-143,117,260,64,False,0
0,0,0,0,0,0.0,0,31,0.00,0.00,0.00,0.00,81,0,0,0.0,0.0,2025-10-26T14:00:00Z,0,False,8,0,0,0,0,0,9,0,4792,0,0,0,1,0.0,0,-53,77,130,64,True,0
0,0,0,0,0,0.0,0,31,0.00,0.00,0.00,0.00,92,0,0,0.0,0.0,2025-11-01T15:00:00Z,0,False,3,0,0,0,0,0,10,0,4885,0,0,2,0,0.0,0,-10,96,106,64,False,0
0,0,0,0,0,0.0,0,31,0.00,0.00,0.00,0.00,108,0,0,0.0,0.0,2025-11-08T17:30:00Z,0,False,17,0,0,0,0,0,11,0,5006,0,0,2,2,0.0,0,18,161,143,64,False,0
0,0,0,0,0,0.0,0,31,0.00,0.00,0.00,0.00,111,0,0,0.0,0.0,2025-11-23T16:30:00Z,0,False,18,0,0,0,0,0,12,0,5219,0,0,1,4,0.0,0,29,208,179,64,True,0
0,0,0,0,0,0.0,0,31,0.00,0.00,0.00,0.00,123,0,0,0.0,0.0,2025-11-30T16:30:00Z,0,False,7,0,0,0,0,0,13,0,5228,0,0,1,1,0.0,0,-80,115,195,64,False,0
0,0,0,0,0,0.0,0,31,0.00,0.00,0.00,0.00,131,0,0,0.0,0.0,2025-12-03T19:30:00Z,0,False,5,0,0,0,0,0,14,0,5949,0,0,0,2,0.0,0,369,493,124,64,True,0
0,0,0,0,0,0.0,0,31,0.00,0.00,0.00,0.00,141,0,0,0.0,0.0,2025-12-06T12:30:00Z,0,False,2,0,0,0,0,0,15,0,7149,0,0,1,2,0.0,0,555,856,301,64,False,0
0,0,5,0,1,0.6,3,31,0.00,0.12,0.12,0.09,151,1,0,2.2,4.2,2025-12-13T20:00:00Z,9,False,20,0,0,0,2,0,16,0,16239,0,0,1,2,17.0,1,7437,8455,1018,64,True,0
0,0,0,0,0,4.3,1,31,0.02,0.04,0.02,0.03,164,0,0,1.2,0.0,2025-12-20T20:00:00Z,25,False,9,0,0,0,1,0,17,0,24944,0,0,1,0,8.0,1,7452,10467,3015,64,False,0
0,0,1,0,0,1.3,2,31,0.01,0.10,0.09,0.32,171,0,0,2.4,2.8,2025-12-27T15:00:00Z,19,False,6,0,0,0,1,0,18,0,23738,0,1,1,2,20.0,1,-1320,3974,5294,64,True,0
0,0,25,0,0,0.0,3,31,0.00,0.09,0.09,2.00,181,1,1,4.4,35.2,2025-12-30T20:15:00Z,13,False,2,0,0,0,1,0,19,0,22334,0,2,1,4,9.0,4,-2037,1827,3864,64,True,1
0,0,0,0,0,0.0,0,31,0.00,0.00,0.00,0.00,192,0,0,0.0,0.0,2026-01-03T17:30:00Z,0,False,4,0,0,0,0,0,20,0,34531,0,0,,,0.0,0,10603,13214,2611,64,False,0
